Statistik från Skolverket, https://www.skolverket.se

Grundskola - Resultat nationella prov årskurs 9, provbetyg per kön - Engelska, Matematik och Svenska/svenska som andraspråk
Valt läsår: 2021/22

;;;;;;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;
Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Ämne;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Engelska;68,9;70,6;66,7;42;24;18;~100;~100;~100;14,0;15,3;12,4;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Matematik;86,9;91,2;81,5;53;31;22;54,7;..;..;6,4;7,7;4,5;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Svenska;75,5;83,3;65,2;40;25;15;82,5;~100;..;10,4;12,5;6,8;
Olofström;1060;Blekinge län;10;Samtliga;Svenska som andraspråk;100,0;..;..;12;..;..;..;..;..;7,3;..;..;
Olofström;1060;Blekinge län;10;Samtliga;Svenska;93,9;96,8;91,3;123;60;63;~100;100,0;~100;13,0;13,9;12,2;
Olofström;1060;Blekinge län;10;Samtliga;Engelska;90,9;95,5;86,8;130;64;66;92,3;~100;..;14,4;14,8;14,0;
Olofström;1060;Blekinge län;10;Samtliga;Matematik;86,7;85,1;88,2;124;57;67;71,0;68,4;73,1;8,9;8,3;9,4;
Olofström;1060;Blekinge län;10;Kommunal;Svenska som andraspråk;100,0;..;..;12;..;..;..;..;..;7,3;..;..;
Olofström;1060;Blekinge län;10;Kommunal;Svenska;93,9;96,8;91,3;123;60;63;~100;100,0;~100;13,0;13,9;12,2;
Olofström;1060;Blekinge län;10;Kommunal;Engelska;90,9;95,5;86,8;130;64;66;92,3;~100;..;14,4;14,8;14,0;
Olofström;1060;Blekinge län;10;Kommunal;Matematik;86,7;85,1;88,2;124;57;67;71,0;68,4;73,1;8,9;8,3;9,4;
Orsa;2034;Dalarnas län;20;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Orsa;2034;Dalarnas län;20;Samtliga;Svenska;88,1;84,4;92,6;52;27;25;88,5;~100;~100;11,1;10,6;11,6;
Orsa;2034;Dalarnas län;20;Samtliga;Matematik;95,4;91,4;100,0;62;32;30;82,3;..;~100;9,4;8,6;10,3;
Orsa;2034;Dalarnas län;20;Samtliga;Engelska;93,8;88,6;100,0;61;31;30;~100;~100;100,0;14,6;13,9;15,4;
Orsa;2034;Dalarnas län;20;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Orsa;2034;Dalarnas län;20;Kommunal;Svenska;88,1;84,4;92,6;52;27;25;88,5;~100;~100;11,1;10,6;11,6;
Orsa;2034;Dalarnas län;20;Kommunal;Matematik;95,4;91,4;100,0;62;32;30;82,3;..;~100;9,4;8,6;10,3;
Orsa;2034;Dalarnas län;20;Kommunal;Engelska;93,8;88,6;100,0;61;31;30;~100;~100;100,0;14,6;13,9;15,4;
Orust;1421;Västra Götalands län;14;Samtliga;Matematik;88,4;88,2;88,8;153;82;71;82,4;84,1;80,3;10,6;10,8;10,4;
Orust;1421;Västra Götalands län;14;Samtliga;Svenska;95,7;96,7;94,5;156;87;69;94,2;~100;..;12,7;13,5;11,7;
Orust;1421;Västra Götalands län;14;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Orust;1421;Västra Götalands län;14;Samtliga;Engelska;83,2;82,8;83,8;144;77;67;~100;~100;~100;15,1;15,2;15,0;
Orust;1421;Västra Götalands län;14;Kommunal;Engelska;82,6;82,4;82,9;138;75;63;~100;~100;~100;15,0;15,2;14,9;
Orust;1421;Västra Götalands län;14;Kommunal;Matematik;88,0;87,9;88,2;147;80;67;82,3;83,8;80,6;10,5;10,7;10,4;
Orust;1421;Västra Götalands län;14;Kommunal;Svenska;95,5;96,6;94,2;150;85;65;94,7;~100;..;12,7;13,4;11,8;
Orust;1421;Västra Götalands län;14;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Orust;1421;Västra Götalands län;14;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Orust;1421;Västra Götalands län;14;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Orust;1421;Västra Götalands län;14;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Osby;1273;Skåne län;12;Samtliga;Engelska;92,5;96,9;88,2;123;63;60;93,5;~100;..;14,1;14,7;13,5;
Osby;1273;Skåne län;12;Samtliga;Svenska som andraspråk;73,9;..;75,0;17;..;..;58,8;..;..;5,9;..;5,8;
Osby;1273;Skåne län;12;Samtliga;Matematik;90,2;90,8;89,7;120;59;61;79,2;83,1;75,4;10,1;10,9;9,3;
Osby;1273;Skåne län;12;Samtliga;Svenska;95,5;96,6;94,2;105;56;49;90,5;~100;..;12,2;13,8;10,3;
Osby;1273;Skåne län;12;Kommunal;Svenska som andraspråk;73,9;..;75,0;17;..;..;58,8;..;..;5,9;..;5,8;
Osby;1273;Skåne län;12;Kommunal;Svenska;95,5;96,6;94,2;105;56;49;90,5;~100;..;12,2;13,8;10,3;
Osby;1273;Skåne län;12;Kommunal;Matematik;90,2;90,8;89,7;120;59;61;79,2;83,1;75,4;10,1;10,9;9,3;
Osby;1273;Skåne län;12;Kommunal;Engelska;92,5;96,9;88,2;123;63;60;93,5;~100;..;14,1;14,7;13,5;
Oskarshamn;0882;Kalmar län;08;Samtliga;Matematik;91,9;90,0;93,5;293;134;159;86,7;88,1;85,5;11,0;11,0;11,0;
Oskarshamn;0882;Kalmar län;08;Samtliga;Svenska som andraspråk;93,0;95,2;90,9;40;20;20;65,0;55,0;75,0;7,4;6,0;8,8;
Oskarshamn;0882;Kalmar län;08;Samtliga;Engelska;91,6;92,7;90,6;293;139;154;95,2;95,0;95,5;14,5;14,5;14,5;
Oskarshamn;0882;Kalmar län;08;Samtliga;Svenska;93,5;95,3;91,9;259;123;136;91,9;~100;..;12,6;14,2;11,1;
Oskarshamn;0882;Kalmar län;08;Kommunal;Engelska;91,6;92,7;90,6;293;139;154;95,2;95,0;95,5;14,5;14,5;14,5;
Oskarshamn;0882;Kalmar län;08;Kommunal;Svenska som andraspråk;93,0;95,2;90,9;40;20;20;65,0;55,0;75,0;7,4;6,0;8,8;
Oskarshamn;0882;Kalmar län;08;Kommunal;Svenska;93,5;95,3;91,9;259;123;136;91,9;~100;..;12,6;14,2;11,1;
Oskarshamn;0882;Kalmar län;08;Kommunal;Matematik;91,9;90,0;93,5;293;134;159;86,7;88,1;85,5;11,0;11,0;11,0;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Svenska;93,4;96,1;90,9;99;49;50;89,9;~100;..;11,6;13,1;10,1;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Engelska;85,5;83,3;87,3;112;50;62;95,5;~100;~100;13,9;15,1;12,9;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Matematik;88,5;90,0;87,3;116;54;62;71,6;72,2;71,0;8,8;9,4;8,3;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Svenska som andraspråk;72,0;..;81,3;18;..;..;72,2;..;..;8,2;..;7,3;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Svenska som andraspråk;72,0;..;81,3;18;..;..;72,2;..;..;8,2;..;7,3;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Matematik;88,5;90,0;87,3;116;54;62;71,6;72,2;71,0;8,8;9,4;8,3;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Engelska;85,5;83,3;87,3;112;50;62;95,5;~100;~100;13,9;15,1;12,9;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Svenska;93,4;96,1;90,9;99;49;50;89,9;~100;..;11,6;13,1;10,1;
Oxelösund;0481;Södermanlands län;04;Samtliga;Matematik;89,9;92,7;87,8;116;51;65;82,8;82,4;83,1;9,3;9,1;9,4;
Oxelösund;0481;Södermanlands län;04;Samtliga;Svenska;85,2;89,1;82,3;92;41;51;87,0;~100;..;11,1;12,0;10,3;
Oxelösund;0481;Södermanlands län;04;Samtliga;Engelska;82,2;87,3;78,4;106;48;58;95,3;~100;~100;13,8;13,2;14,3;
Oxelösund;0481;Södermanlands län;04;Samtliga;Svenska som andraspråk;85,7;..;91,7;18;..;..;~100;..;..;8,3;..;8,0;
Oxelösund;0481;Södermanlands län;04;Kommunal;Matematik;89,9;92,7;87,8;116;51;65;82,8;82,4;83,1;9,3;9,1;9,4;
Oxelösund;0481;Södermanlands län;04;Kommunal;Engelska;82,2;87,3;78,4;106;48;58;95,3;~100;~100;13,8;13,2;14,3;
Oxelösund;0481;Södermanlands län;04;Kommunal;Svenska;85,2;89,1;82,3;92;41;51;87,0;~100;..;11,1;12,0;10,3;
Oxelösund;0481;Södermanlands län;04;Kommunal;Svenska som andraspråk;85,7;..;91,7;18;..;..;~100;..;..;8,3;..;8,0;
Pajala;2521;Norrbottens län;25;Samtliga;Matematik;75,4;75,0;75,8;43;18;25;88,4;~100;~100;11,5;12,5;10,7;
Pajala;2521;Norrbottens län;25;Samtliga;Engelska;87,7;95,8;81,8;50;23;27;~100;100,0;~100;14,4;15,8;13,2;
Pajala;2521;Norrbottens län;25;Samtliga;Svenska;90,9;91,7;90,3;50;22;28;~100;100,0;~100;12,7;14,3;11,3;
Pajala;2521;Norrbottens län;25;Samtliga;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Pajala;2521;Norrbottens län;25;Kommunal;Matematik;75,0;73,9;75,9;39;17;22;87,2;~100;~100;11,3;12,5;10,5;
Pajala;2521;Norrbottens län;25;Kommunal;Engelska;88,5;95,7;82,8;46;22;24;~100;100,0;~100;14,2;16,0;12,6;
Pajala;2521;Norrbottens län;25;Kommunal;Svenska;90,0;91,3;88,9;45;21;24;~100;100,0;~100;12,6;14,4;10,9;
Pajala;2521;Norrbottens län;25;Kommunal;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Pajala;2521;Norrbottens län;25;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Pajala;2521;Norrbottens län;25;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Pajala;2521;Norrbottens län;25;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Partille;1402;Västra Götalands län;14;Samtliga;Svenska som andraspråk;77,1;78,6;76,2;27;11;16;63,0;..;..;7,2;8,4;6,4;
Partille;1402;Västra Götalands län;14;Samtliga;Matematik;91,9;90,5;93,2;445;200;245;88,5;90,5;86,9;12,4;12,7;12,2;
Partille;1402;Västra Götalands län;14;Samtliga;Svenska;93,8;92,8;94,6;421;192;229;94,8;96,9;93,0;13,7;14,7;12,8;
Partille;1402;Västra Götalands län;14;Samtliga;Engelska;90,7;91,0;90,5;439;201;238;98,4;~100;..;16,5;16,4;16,6;
Partille;1402;Västra Götalands län;14;Kommunal;Svenska som andraspråk;77,1;78,6;76,2;27;11;16;63,0;..;..;7,2;8,4;6,4;
Partille;1402;Västra Götalands län;14;Kommunal;Engelska;91,4;91,6;91,3;426;196;230;98,4;~100;..;16,5;16,5;16,6;
Partille;1402;Västra Götalands län;14;Kommunal;Svenska;93,7;92,5;94,8;404;185;219;95,0;97,3;93,2;13,7;14,7;12,9;
Partille;1402;Västra Götalands län;14;Kommunal;Matematik;91,6;90,2;92,9;427;193;234;88,3;90,2;86,8;12,4;12,7;12,2;
Partille;1402;Västra Götalands län;14;Enskild;Engelska;72,2;..;..;13;..;..;100,0;..;..;16,3;..;..;
Partille;1402;Västra Götalands län;14;Enskild;Matematik;100,0;..;100,0;18;..;..;~100;..;~100;12,4;..;12,3;
Partille;1402;Västra Götalands län;14;Enskild;Svenska;94,4;..;90,9;17;..;..;~100;..;..;12,4;..;11,5;
Perstorp;1275;Skåne län;12;Samtliga;Matematik;82,1;77,4;86,4;92;41;51;82,6;80,5;84,3;10,5;10,1;10,7;
Perstorp;1275;Skåne län;12;Samtliga;Engelska;79,5;73,6;84,7;89;39;50;87,6;~100;..;13,5;13,9;13,2;
Perstorp;1275;Skåne län;12;Samtliga;Svenska som andraspråk;57,7;..;..;15;..;..;..;..;..;3,8;..;..;
Perstorp;1275;Skåne län;12;Samtliga;Svenska;84,9;82,5;87,0;73;33;40;91,8;100,0;85,0;12,1;14,1;10,5;
Perstorp;1275;Skåne län;12;Kommunal;Matematik;82,1;77,4;86,4;92;41;51;82,6;80,5;84,3;10,5;10,1;10,7;
Perstorp;1275;Skåne län;12;Kommunal;Svenska som andraspråk;57,7;..;..;15;..;..;..;..;..;3,8;..;..;
Perstorp;1275;Skåne län;12;Kommunal;Svenska;84,9;82,5;87,0;73;33;40;91,8;100,0;85,0;12,1;14,1;10,5;
Perstorp;1275;Skåne län;12;Kommunal;Engelska;79,5;73,6;84,7;89;39;50;87,6;~100;..;13,5;13,9;13,2;
Piteå;2581;Norrbottens län;25;Samtliga;Svenska;93,9;91,6;96,1;430;207;223;96,0;97,6;94,6;13,0;14,4;11,7;
Piteå;2581;Norrbottens län;25;Samtliga;Matematik;89,7;87,8;91,7;429;208;221;87,2;88,5;86,0;11,6;11,9;11,3;
Piteå;2581;Norrbottens län;25;Samtliga;Engelska;93,3;92,8;93,8;446;220;226;98,0;..;~100;15,6;15,9;15,4;
Piteå;2581;Norrbottens län;25;Samtliga;Svenska som andraspråk;70,0;..;..;14;..;..;..;..;..;5,5;..;..;
Piteå;2581;Norrbottens län;25;Kommunal;Svenska som andraspråk;70,0;..;..;14;..;..;..;..;..;5,5;..;..;
Piteå;2581;Norrbottens län;25;Kommunal;Svenska;93,9;91,6;96,1;430;207;223;96,0;97,6;94,6;13,0;14,4;11,7;
Piteå;2581;Norrbottens län;25;Kommunal;Matematik;89,7;87,8;91,7;429;208;221;87,2;88,5;86,0;11,6;11,9;11,3;
Piteå;2581;Norrbottens län;25;Kommunal;Engelska;93,3;92,8;93,8;446;220;226;98,0;..;~100;15,6;15,9;15,4;
Ragunda;2303;Jämtlands län;23;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;.;..;..;..;
Ragunda;2303;Jämtlands län;23;Samtliga;Svenska;80,9;85,7;73,7;38;24;14;~100;~100;~100;11,7;13,1;9,3;
Ragunda;2303;Jämtlands län;23;Samtliga;Matematik;79,6;90,3;65,2;43;28;15;79,1;..;~100;8,9;9,0;8,7;
Ragunda;2303;Jämtlands län;23;Samtliga;Engelska;81,5;96,8;60,9;44;30;14;100,0;100,0;100,0;16,0;16,4;15,0;
Ragunda;2303;Jämtlands län;23;Kommunal;Engelska;81,5;96,8;60,9;44;30;14;100,0;100,0;100,0;16,0;16,4;15,0;
Ragunda;2303;Jämtlands län;23;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;.;..;..;..;
Ragunda;2303;Jämtlands län;23;Kommunal;Svenska;80,9;85,7;73,7;38;24;14;~100;~100;~100;11,7;13,1;9,3;
Ragunda;2303;Jämtlands län;23;Kommunal;Matematik;79,6;90,3;65,2;43;28;15;79,1;..;~100;8,9;9,0;8,7;
Robertsfors;2409;Västerbottens län;24;Samtliga;Matematik;95,8;96,7;95,1;68;29;39;86,8;~100;..;11,4;12,4;10,6;
Robertsfors;2409;Västerbottens län;24;Samtliga;Svenska;100,0;100,0;100,0;67;29;38;~100;~100;~100;13,6;14,8;12,6;
Robertsfors;2409;Västerbottens län;24;Samtliga;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Robertsfors;2409;Västerbottens län;24;Samtliga;Engelska;95,8;93,3;97,6;68;28;40;100,0;100,0;100,0;16,7;16,7;16,6;
Robertsfors;2409;Västerbottens län;24;Kommunal;Engelska;95,8;93,3;97,6;68;28;40;100,0;100,0;100,0;16,7;16,7;16,6;
Robertsfors;2409;Västerbottens län;24;Kommunal;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Robertsfors;2409;Västerbottens län;24;Kommunal;Svenska;100,0;100,0;100,0;67;29;38;~100;~100;~100;13,6;14,8;12,6;
Robertsfors;2409;Västerbottens län;24;Kommunal;Matematik;95,8;96,7;95,1;68;29;39;86,8;~100;..;11,4;12,4;10,6;
Ronneby;1081;Blekinge län;10;Samtliga;Svenska;85,2;84,2;86,2;248;123;125;90,3;95,9;84,8;11,8;13,4;10,2;
Ronneby;1081;Blekinge län;10;Samtliga;Matematik;78,3;82,7;73,9;289;153;136;77,9;78,4;77,2;9,7;10,0;9,4;
Ronneby;1081;Blekinge län;10;Samtliga;Engelska;81,3;81,1;81,5;300;150;150;94,0;95,3;92,7;13,9;13,8;14,0;
Ronneby;1081;Blekinge län;10;Samtliga;Svenska som andraspråk;91,0;89,7;92,3;71;35;36;64,8;71,4;58,3;7,4;8,4;6,4;
Ronneby;1081;Blekinge län;10;Kommunal;Svenska;84,7;84,5;84,9;216;109;107;89,8;95,4;84,1;11,8;13,5;10,0;
Ronneby;1081;Blekinge län;10;Kommunal;Svenska som andraspråk;90,9;90,3;91,4;60;28;32;63,3;71,4;56,3;7,1;8,1;6,2;
Ronneby;1081;Blekinge län;10;Kommunal;Engelska;80,1;80,6;79,5;257;129;128;93,8;96,1;91,4;14,0;14,0;13,9;
Ronneby;1081;Blekinge län;10;Kommunal;Matematik;78,2;84,4;72,0;251;135;116;76,9;77,8;75,9;9,6;9,9;9,1;
Ronneby;1081;Blekinge län;10;Enskild;Engelska;89,6;84,0;95,7;43;21;22;~100;~100;100,0;13,5;12,6;14,4;
Ronneby;1081;Blekinge län;10;Enskild;Matematik;79,2;72,0;87,0;38;18;20;84,2;~100;~100;10,9;10,6;11,3;
Ronneby;1081;Blekinge län;10;Enskild;Svenska;88,9;82,4;94,7;32;14;18;~100;100,0;~100;11,9;12,9;11,1;
Ronneby;1081;Blekinge län;10;Enskild;Svenska som andraspråk;91,7;..;..;11;..;..;..;..;..;8,9;..;..;
Rättvik;2031;Dalarnas län;20;Samtliga;Svenska;92,5;89,5;95,9;98;51;47;~100;100,0;~100;13,7;15,2;12,1;
Rättvik;2031;Dalarnas län;20;Samtliga;Matematik;86,6;81,0;92,6;97;47;50;79,4;83,0;76,0;9,8;10,1;9,6;
Rättvik;2031;Dalarnas län;20;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;.;..;..;..;..;
Rättvik;2031;Dalarnas län;20;Samtliga;Engelska;88,4;81,0;96,3;99;47;52;~100;~100;~100;14,5;14,7;14,4;
Rättvik;2031;Dalarnas län;20;Kommunal;Engelska;88,4;81,0;96,3;99;47;52;~100;~100;~100;14,5;14,7;14,4;
Rättvik;2031;Dalarnas län;20;Kommunal;Svenska;92,5;89,5;95,9;98;51;47;~100;100,0;~100;13,7;15,2;12,1;
Rättvik;2031;Dalarnas län;20;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;.;..;..;..;..;
Rättvik;2031;Dalarnas län;20;Kommunal;Matematik;86,6;81,0;92,6;97;47;50;79,4;83,0;76,0;9,8;10,1;9,6;
Sala;1981;Västmanlands län;19;Samtliga;Svenska som andraspråk;92,9;100,0;90,0;39;12;27;61,5;..;..;7,6;8,5;7,2;
Sala;1981;Västmanlands län;19;Samtliga;Svenska;89,6;85,7;93,3;181;84;97;92,8;92,9;92,8;12,0;12,6;11,4;
Sala;1981;Västmanlands län;19;Samtliga;Matematik;91,4;87,3;94,8;223;96;127;71,7;65,6;76,4;8,8;8,3;9,1;
Sala;1981;Västmanlands län;19;Samtliga;Engelska;89,8;90,0;89,6;219;99;120;97,3;~100;~100;14,6;14,5;14,6;
Sala;1981;Västmanlands län;19;Kommunal;Svenska som andraspråk;92,9;100,0;90,0;39;12;27;61,5;..;..;7,6;8,5;7,2;
Sala;1981;Västmanlands län;19;Kommunal;Svenska;89,6;85,7;93,3;181;84;97;92,8;92,9;92,8;12,0;12,6;11,4;
Sala;1981;Västmanlands län;19;Kommunal;Matematik;91,4;87,3;94,8;223;96;127;71,7;65,6;76,4;8,8;8,3;9,1;
Sala;1981;Västmanlands län;19;Kommunal;Engelska;89,8;90,0;89,6;219;99;120;97,3;~100;~100;14,6;14,5;14,6;
Salem;0128;Stockholms län;01;Samtliga;Svenska som andraspråk;85,2;84,6;85,7;23;11;12;78,3;..;..;10,1;11,6;8,8;
Salem;0128;Stockholms län;01;Samtliga;Matematik;85,5;79,6;90,9;200;90;110;80,5;76,7;83,6;10,5;10,0;10,8;
Salem;0128;Stockholms län;01;Samtliga;Engelska;91,0;89,4;92,6;213;101;112;~100;~100;100,0;16,6;16,5;16,7;
Salem;0128;Stockholms län;01;Samtliga;Svenska;91,8;93,0;90,7;190;93;97;95,8;~100;..;13,4;14,2;12,8;
Salem;0128;Stockholms län;01;Kommunal;Svenska som andraspråk;84,0;83,3;84,6;21;10;11;~100;..;..;10,5;12,8;8,4;
Salem;0128;Stockholms län;01;Kommunal;Svenska;91,8;92,0;91,6;168;81;87;95,8;~100;..;13,6;14,1;13,0;
Salem;0128;Stockholms län;01;Kommunal;Matematik;85,6;80,0;90,7;178;80;98;80,3;75,0;84,7;10,5;9,9;10,9;
Salem;0128;Stockholms län;01;Kommunal;Engelska;90,4;88,0;92,6;188;88;100;~100;~100;100,0;16,6;16,5;16,8;
Salem;0128;Stockholms län;01;Enskild;Matematik;84,6;76,9;92,3;22;10;12;~100;..;..;10,1;10,3;10,0;
Salem;0128;Stockholms län;01;Enskild;Engelska;96,2;100,0;92,3;25;13;12;100,0;100,0;100,0;16,2;16,7;15,6;
Salem;0128;Stockholms län;01;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;.;..;..;..;..;
Salem;0128;Stockholms län;01;Enskild;Svenska;91,7;100,0;83,3;22;12;10;~100;100,0;..;12,6;14,4;10,5;
Sandviken;2181;Gävleborgs län;21;Samtliga;Svenska;89,0;89,6;88,3;330;172;158;93,0;97,1;88,6;12,3;13,6;11,0;
Sandviken;2181;Gävleborgs län;21;Samtliga;Svenska som andraspråk;85,7;90,2;81,5;90;46;44;70,0;65,2;75,0;8,6;8,7;8,5;
Sandviken;2181;Gävleborgs län;21;Samtliga;Matematik;83,2;82,3;84,2;397;200;197;74,1;76,0;72,1;9,4;9,6;9,2;
Sandviken;2181;Gävleborgs län;21;Samtliga;Engelska;83,6;85,2;82,1;399;207;192;95,0;94,7;95,3;14,8;14,7;15,0;
Sandviken;2181;Gävleborgs län;21;Kommunal;Svenska som andraspråk;85,7;90,2;81,5;90;46;44;70,0;65,2;75,0;8,6;8,7;8,5;
Sandviken;2181;Gävleborgs län;21;Kommunal;Engelska;82,9;84,5;81,3;379;197;182;94,7;94,4;95,1;14,8;14,6;15,0;
Sandviken;2181;Gävleborgs län;21;Kommunal;Matematik;82,5;81,5;83,5;377;190;187;73,5;75,3;71,7;9,3;9,5;9,2;
Sandviken;2181;Gävleborgs län;21;Kommunal;Svenska;88,4;89,0;87,6;310;162;148;92,6;96,9;87,8;12,3;13,5;10,9;
Sandviken;2181;Gävleborgs län;21;Enskild;Engelska;100,0;100,0;100,0;20;10;10;100,0;100,0;100,0;16,0;15,8;16,3;
Sandviken;2181;Gävleborgs län;21;Enskild;Matematik;100,0;100,0;100,0;20;10;10;~100;..;..;11,5;12,3;10,8;
Sandviken;2181;Gävleborgs län;21;Enskild;Svenska;100,0;100,0;100,0;20;10;10;100,0;100,0;100,0;13,8;14,8;12,8;
Sigtuna;0191;Stockholms län;01;Samtliga;Engelska;88,7;87,7;89,7;448;213;235;97,1;~100;..;15,8;15,8;15,7;
Sigtuna;0191;Stockholms län;01;Samtliga;Svenska som andraspråk;91,1;86,8;94,2;82;33;49;59,8;63,6;57,1;6,8;7,7;6,1;
Sigtuna;0191;Stockholms län;01;Samtliga;Svenska;92,0;91,7;92,4;382;188;194;96,3;~100;..;13,5;14,3;12,7;
Sigtuna;0191;Stockholms län;01;Samtliga;Matematik;91,3;86,8;95,4;461;211;250;83,5;82,9;84,0;10,9;10,6;11,1;
Sigtuna;0191;Stockholms län;01;Kommunal;Engelska;87,3;85,1;89,3;324;149;175;96,3;~100;..;15,5;15,7;15,4;
Sigtuna;0191;Stockholms län;01;Kommunal;Svenska som andraspråk;91,0;86,8;94,1;81;33;48;59,3;63,6;56,3;6,7;7,7;6,0;
Sigtuna;0191;Stockholms län;01;Kommunal;Svenska;93,6;92,7;94,5;264;127;137;94,7;~100;..;12,9;13,7;12,1;
Sigtuna;0191;Stockholms län;01;Kommunal;Matematik;90,6;85,7;94,9;336;150;186;79,5;78,7;80,1;9,8;9,5;10,0;
Sigtuna;0191;Stockholms län;01;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Sigtuna;0191;Stockholms län;01;Enskild;Svenska;88,7;89,7;87,7;118;61;57;100,0;100,0;100,0;14,9;15,5;14,3;
Sigtuna;0191;Stockholms län;01;Enskild;Matematik;93,3;89,7;97,0;125;61;64;94,4;~100;~100;13,7;13,3;14,1;
Sigtuna;0191;Stockholms län;01;Enskild;Engelska;92,5;94,1;90,9;124;64;60;~100;100,0;~100;16,3;15,9;16,8;
Simrishamn;1291;Skåne län;12;Samtliga;Engelska;85,9;84,0;88,2;159;84;75;95,6;~100;~100;14,4;14,3;14,4;
Simrishamn;1291;Skåne län;12;Samtliga;Matematik;89,2;85,0;94,1;165;85;80;84,2;82,4;86,3;10,0;9,7;10,4;
Simrishamn;1291;Skåne län;12;Samtliga;Svenska som andraspråk;86,7;..;..;13;..;..;..;..;..;2,5;..;..;
Simrishamn;1291;Skåne län;12;Samtliga;Svenska;86,5;88,2;84,4;147;82;65;92,5;~100;..;12,6;13,8;11,2;
Simrishamn;1291;Skåne län;12;Kommunal;Engelska;86,6;85,1;88,1;116;57;59;94,8;~100;~100;13,6;13,1;14,2;
Simrishamn;1291;Skåne län;12;Kommunal;Svenska;85,7;86,7;84,7;102;52;50;89,2;~100;..;11,4;12,3;10,5;
Simrishamn;1291;Skåne län;12;Kommunal;Svenska som andraspråk;86,7;..;..;13;..;..;..;..;..;2,5;..;..;
Simrishamn;1291;Skåne län;12;Kommunal;Matematik;91,8;89,6;94,0;123;60;63;81,3;78,3;84,1;9,6;9,1;10,0;
Simrishamn;1291;Skåne län;12;Enskild;Matematik;82,4;75,8;94,4;42;25;17;~100;~100;~100;11,4;11,3;11,6;
Simrishamn;1291;Skåne län;12;Enskild;Svenska;88,2;90,9;83,3;45;30;15;100,0;100,0;100,0;15,4;16,4;13,3;
Simrishamn;1291;Skåne län;12;Enskild;Engelska;84,3;81,8;88,9;43;27;16;~100;100,0;~100;16,3;16,9;15,2;
Sjöbo;1265;Skåne län;12;Samtliga;Svenska;86,2;84,5;88,2;131;71;60;91,6;~100;..;11,7;12,7;10,5;
Sjöbo;1265;Skåne län;12;Samtliga;Matematik;83,2;83,1;83,3;139;74;65;73,4;66,2;81,5;9,1;8,7;9,6;
Sjöbo;1265;Skåne län;12;Samtliga;Engelska;88,6;88,8;88,5;148;79;69;95,3;..;~100;14,3;13,5;15,1;
Sjöbo;1265;Skåne län;12;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Sjöbo;1265;Skåne län;12;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
