Statistik från Skolverket, https://www.skolverket.se

Grundskola - Resultat nationella prov årskurs 9, provbetyg per kön - Engelska, Matematik och Svenska/svenska som andraspråk
Valt läsår: 2021/22

;;;;;;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;
Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Ämne;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;
Färgelanda;1439;Västra Götalands län;14;Samtliga;Engelska;95,4;96,3;94,7;62;26;36;~100;100,0;~100;14,8;14,8;14,7;
Färgelanda;1439;Västra Götalands län;14;Kommunal;Svenska;93,0;96,0;90,6;53;24;29;100,0;100,0;100,0;13,2;14,0;12,6;
Färgelanda;1439;Västra Götalands län;14;Kommunal;Engelska;95,4;96,3;94,7;62;26;36;~100;100,0;~100;14,8;14,8;14,7;
Färgelanda;1439;Västra Götalands län;14;Kommunal;Matematik;92,3;92,6;92,1;60;25;35;88,3;~100;~100;10,9;11,1;10,7;
Färgelanda;1439;Västra Götalands län;14;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Gagnef;2026;Dalarnas län;20;Samtliga;Svenska;89,9;90,7;89,4;98;39;59;91,8;~100;..;12,9;14,1;12,1;
Gagnef;2026;Dalarnas län;20;Samtliga;Matematik;91,1;93,2;89,7;102;41;61;86,3;87,8;85,2;11,9;12,3;11,7;
Gagnef;2026;Dalarnas län;20;Samtliga;Engelska;92,0;95,5;89,7;103;42;61;95,1;~100;~100;15,0;14,9;15,2;
Gagnef;2026;Dalarnas län;20;Samtliga;Svenska som andraspråk;..;..;.;..;..;.;..;..;.;..;..;.;
Gagnef;2026;Dalarnas län;20;Kommunal;Svenska;89,9;90,7;89,4;98;39;59;91,8;~100;..;12,9;14,1;12,1;
Gagnef;2026;Dalarnas län;20;Kommunal;Matematik;91,1;93,2;89,7;102;41;61;86,3;87,8;85,2;11,9;12,3;11,7;
Gagnef;2026;Dalarnas län;20;Kommunal;Engelska;92,0;95,5;89,7;103;42;61;95,1;~100;~100;15,0;14,9;15,2;
Gagnef;2026;Dalarnas län;20;Kommunal;Svenska som andraspråk;..;..;.;..;..;.;..;..;.;..;..;.;
Gislaved;0662;Jönköpings län;06;Samtliga;Svenska som andraspråk;91,7;87,8;94,5;88;36;52;70,5;80,6;63,5;8,4;10,3;7,1;
Gislaved;0662;Jönköpings län;06;Samtliga;Svenska;88,4;87,6;89,2;251;127;124;89,2;90,6;87,9;11,6;12,2;11,0;
Gislaved;0662;Jönköpings län;06;Samtliga;Engelska;86,1;85,5;86,6;327;159;168;96,9;~100;..;15,0;15,2;14,7;
Gislaved;0662;Jönköpings län;06;Samtliga;Matematik;84,5;82,8;86,1;321;154;167;81,3;81,2;81,4;10,6;10,8;10,4;
Gislaved;0662;Jönköpings län;06;Kommunal;Matematik;84,3;82,4;86,2;312;150;162;81,4;80,7;82,1;10,6;10,8;10,6;
Gislaved;0662;Jönköpings län;06;Kommunal;Engelska;85,7;85,2;86,2;317;155;162;96,8;~100;..;15,0;15,2;14,8;
Gislaved;0662;Jönköpings län;06;Kommunal;Svenska;88,4;87,2;89,7;245;123;122;89,0;90,2;87,7;11,5;12,1;10,9;
Gislaved;0662;Jönköpings län;06;Kommunal;Svenska som andraspråk;91,4;87,8;94,2;85;36;49;71,8;80,6;65,3;8,6;10,3;7,3;
Gislaved;0662;Jönköpings län;06;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Gislaved;0662;Jönköpings län;06;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Gislaved;0662;Jönköpings län;06;Enskild;Engelska;100,0;..;..;10;..;..;100,0;..;..;15,3;..;..;
Gislaved;0662;Jönköpings län;06;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Gnesta;0461;Södermanlands län;04;Samtliga;Engelska;74,2;73,8;74,6;92;45;47;~100;~100;~100;15,9;15,9;15,9;
Gnesta;0461;Södermanlands län;04;Samtliga;Svenska;76,5;73,2;79,7;88;41;47;~100;~100;100,0;13,0;13,6;12,4;
Gnesta;0461;Södermanlands län;04;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Gnesta;0461;Södermanlands län;04;Samtliga;Matematik;77,4;80,3;74,6;96;49;47;85,4;81,6;89,4;11,3;10,7;11,9;
Gnesta;0461;Södermanlands län;04;Kommunal;Engelska;72,8;72,2;73,3;83;39;44;~100;~100;~100;15,8;15,6;15,9;
Gnesta;0461;Södermanlands län;04;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Gnesta;0461;Södermanlands län;04;Kommunal;Svenska;78,1;75,5;80,4;82;37;45;~100;~100;100,0;12,9;13,5;12,4;
Gnesta;0461;Södermanlands län;04;Kommunal;Matematik;76,3;79,6;73,3;87;43;44;83,9;79,1;88,6;11,0;10,2;11,8;
Gnesta;0461;Södermanlands län;04;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Gnesta;0461;Södermanlands län;04;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Gnesta;0461;Södermanlands län;04;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Gnosjö;0617;Jönköpings län;06;Samtliga;Svenska;94,0;96,9;91,4;63;31;32;92,1;~100;~100;12,1;12,7;11,5;
Gnosjö;0617;Jönköpings län;06;Samtliga;Matematik;93,8;98,2;89,3;105;55;50;82,9;78,2;88,0;10,9;9,9;12,1;
Gnosjö;0617;Jönköpings län;06;Samtliga;Engelska;90,2;94,6;85,7;101;53;48;~100;~100;100,0;14,9;14,2;15,5;
Gnosjö;0617;Jönköpings län;06;Samtliga;Svenska som andraspråk;97,8;100,0;95,2;44;24;20;79,5;~100;..;9,0;9,4;8,6;
Gnosjö;0617;Jönköpings län;06;Kommunal;Matematik;93,8;98,2;89,3;105;55;50;82,9;78,2;88,0;10,9;9,9;12,1;
Gnosjö;0617;Jönköpings län;06;Kommunal;Svenska;94,0;96,9;91,4;63;31;32;92,1;~100;~100;12,1;12,7;11,5;
Gnosjö;0617;Jönköpings län;06;Kommunal;Engelska;90,2;94,6;85,7;101;53;48;~100;~100;100,0;14,9;14,2;15,5;
Gnosjö;0617;Jönköpings län;06;Kommunal;Svenska som andraspråk;97,8;100,0;95,2;44;24;20;79,5;~100;..;9,0;9,4;8,6;
Gotland;0980;Gotlands län;09;Samtliga;Svenska;89,2;88,9;89,4;371;185;186;94,6;96,8;92,5;12,7;13,6;11,9;
Gotland;0980;Gotlands län;09;Samtliga;Matematik;89,3;89,3;89,4;385;191;194;83,9;84,3;83,5;10,5;10,5;10,5;
Gotland;0980;Gotlands län;09;Samtliga;Svenska som andraspråk;73,3;..;..;11;..;..;..;..;..;5,0;..;..;
Gotland;0980;Gotlands län;09;Samtliga;Engelska;84,2;84,1;84,3;363;180;183;98,1;~100;~100;15,3;15,1;15,5;
Gotland;0980;Gotlands län;09;Kommunal;Svenska;87,3;88,2;86,3;274;142;132;94,2;~100;..;12,5;13,7;11,2;
Gotland;0980;Gotlands län;09;Kommunal;Svenska som andraspråk;73,3;..;..;11;..;..;..;..;..;5,0;..;..;
Gotland;0980;Gotlands län;09;Kommunal;Engelska;81,8;82,6;80,9;269;138;131;97,4;~100;~100;15,0;14,9;15,0;
Gotland;0980;Gotlands län;09;Kommunal;Matematik;86,9;87,4;86,4;286;146;140;78,3;79,5;77,1;9,6;9,8;9,4;
Gotland;0980;Gotlands län;09;Enskild;Svenska;95,1;91,5;98,2;97;43;54;~100;~100;~100;13,4;13,3;13,5;
Gotland;0980;Gotlands län;09;Enskild;Engelska;92,2;89,4;94,5;94;42;52;100,0;100,0;100,0;16,4;15,8;16,8;
Gotland;0980;Gotlands län;09;Enskild;Matematik;97,1;95,7;98,2;99;45;54;100,0;100,0;100,0;13,0;12,6;13,4;
Grums;1764;Värmlands län;17;Samtliga;Svenska;93,2;94,4;92,1;69;34;35;88,4;~100;..;11,8;13,5;10,2;
Grums;1764;Värmlands län;17;Samtliga;Matematik;80,2;87,2;73,8;65;34;31;69,2;76,5;61,3;8,3;9,6;6,9;
Grums;1764;Värmlands län;17;Samtliga;Engelska;79,0;79,5;78,6;64;31;33;92,2;~100;~100;13,6;14,0;13,3;
Grums;1764;Värmlands län;17;Samtliga;Svenska som andraspråk;..;..;.;..;..;.;..;..;.;..;..;.;
Grums;1764;Värmlands län;17;Kommunal;Svenska;93,2;94,4;92,1;69;34;35;88,4;~100;..;11,8;13,5;10,2;
Grums;1764;Värmlands län;17;Kommunal;Matematik;80,2;87,2;73,8;65;34;31;69,2;76,5;61,3;8,3;9,6;6,9;
Grums;1764;Värmlands län;17;Kommunal;Engelska;79,0;79,5;78,6;64;31;33;92,2;~100;~100;13,6;14,0;13,3;
Grums;1764;Värmlands län;17;Kommunal;Svenska som andraspråk;..;..;.;..;..;.;..;..;.;..;..;.;
Grästorp;1444;Västra Götalands län;14;Samtliga;Svenska;93,1;100,0;87,5;54;26;28;72,2;~100;..;9,4;12,3;6,8;
Grästorp;1444;Västra Götalands län;14;Samtliga;Matematik;83,6;82,1;84,8;51;23;28;72,5;78,3;67,9;9,1;9,6;8,7;
Grästorp;1444;Västra Götalands län;14;Samtliga;Engelska;86,9;96,4;78,8;53;27;26;~100;100,0;~100;14,4;16,8;11,9;
Grästorp;1444;Västra Götalands län;14;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;.;.;.;..;..;..;
Grästorp;1444;Västra Götalands län;14;Kommunal;Svenska;93,1;100,0;87,5;54;26;28;72,2;~100;..;9,4;12,3;6,8;
Grästorp;1444;Västra Götalands län;14;Kommunal;Matematik;83,6;82,1;84,8;51;23;28;72,5;78,3;67,9;9,1;9,6;8,7;
Grästorp;1444;Västra Götalands län;14;Kommunal;Engelska;86,9;96,4;78,8;53;27;26;~100;100,0;~100;14,4;16,8;11,9;
Grästorp;1444;Västra Götalands län;14;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;.;.;.;..;..;..;
Gullspång;1447;Västra Götalands län;14;Samtliga;Svenska som andraspråk;76,9;..;..;10;..;..;..;..;..;4,0;..;..;
Gullspång;1447;Västra Götalands län;14;Samtliga;Matematik;79,2;69,6;86,7;42;16;26;~100;~100;~100;11,0;10,5;11,3;
Gullspång;1447;Västra Götalands län;14;Samtliga;Engelska;77,4;56,5;93,3;41;13;28;~100;~100;~100;12,4;11,9;12,6;
Gullspång;1447;Västra Götalands län;14;Samtliga;Svenska;80,0;..;88,5;32;..;..;84,4;..;~100;10,8;..;9,9;
Gullspång;1447;Västra Götalands län;14;Kommunal;Svenska;80,0;..;88,5;32;..;..;84,4;..;~100;10,8;..;9,9;
Gullspång;1447;Västra Götalands län;14;Kommunal;Matematik;79,2;69,6;86,7;42;16;26;~100;~100;~100;11,0;10,5;11,3;
Gullspång;1447;Västra Götalands län;14;Kommunal;Engelska;77,4;56,5;93,3;41;13;28;~100;~100;~100;12,4;11,9;12,6;
Gullspång;1447;Västra Götalands län;14;Kommunal;Svenska som andraspråk;76,9;..;..;10;..;..;..;..;..;4,0;..;..;
Gällivare;2523;Norrbottens län;25;Samtliga;Svenska;90,0;89,5;90,4;162;77;85;95,7;~100;..;13,3;14,8;11,9;
Gällivare;2523;Norrbottens län;25;Samtliga;Matematik;90,6;90,8;90,4;164;79;85;65,9;72,2;60,0;8,4;9,2;7,7;
Gällivare;2523;Norrbottens län;25;Samtliga;Engelska;89,5;90,8;88,3;162;79;83;96,3;~100;~100;15,0;15,7;14,4;
Gällivare;2523;Norrbottens län;25;Samtliga;Svenska som andraspråk;..;..;.;..;..;.;..;..;.;..;..;.;
Gällivare;2523;Norrbottens län;25;Kommunal;Engelska;88,1;89,9;86,4;141;71;70;95,7;~100;~100;14,7;15,3;14,0;
Gällivare;2523;Norrbottens län;25;Kommunal;Matematik;89,4;89,9;88,9;143;71;72;60,8;69,0;52,8;7,4;8,4;6,5;
Gällivare;2523;Norrbottens län;25;Kommunal;Svenska som andraspråk;..;..;.;..;..;.;..;..;.;..;..;.;
Gällivare;2523;Norrbottens län;25;Kommunal;Svenska;88,7;88,5;88,9;141;69;72;95,7;~100;..;13,1;14,6;11,7;
Gällivare;2523;Norrbottens län;25;Enskild;Matematik;100,0;..;100,0;21;..;..;100,0;..;100,0;15,2;..;14,4;
Gällivare;2523;Norrbottens län;25;Enskild;Engelska;100,0;..;100,0;21;..;..;100,0;..;100,0;17,4;..;16,2;
Gällivare;2523;Norrbottens län;25;Enskild;Svenska;100,0;..;100,0;21;..;..;~100;..;~100;14,2;..;12,9;
Gävle;2180;Gävleborgs län;21;Samtliga;Svenska som andraspråk;86,2;90,3;82,9;181;84;97;85,1;88,1;82,5;10,8;11,8;10,0;
Gävle;2180;Gävleborgs län;21;Samtliga;Svenska;85,7;88,5;82,9;837;424;413;92,1;96,9;87,2;12,2;13,5;10,9;
Gävle;2180;Gävleborgs län;21;Samtliga;Engelska;85,3;87,4;83,3;1 013;501;512;97,6;97,6;97,7;15,3;15,4;15,2;
Gävle;2180;Gävleborgs län;21;Samtliga;Matematik;85,4;85,9;85,0;1 015;492;523;79,3;80,5;78,2;10,0;10,1;10,0;
Gävle;2180;Gävleborgs län;21;Kommunal;Engelska;82,5;84,6;80,8;619;291;328;96,8;96,2;97,3;14,9;14,9;14,8;
Gävle;2180;Gävleborgs län;21;Kommunal;Matematik;83,7;84,0;83,5;628;289;339;78,7;79,9;77,6;10,0;10,0;10,0;
Gävle;2180;Gävleborgs län;21;Kommunal;Svenska;85,2;89,2;81,7;527;255;272;89,9;96,1;84,2;11,8;13,3;10,4;
Gävle;2180;Gävleborgs län;21;Kommunal;Svenska som andraspråk;81,5;84,2;79,5;106;48;58;81,1;83,3;79,3;9,5;9,9;9,1;
Gävle;2180;Gävleborgs län;21;Enskild;Svenska;86,6;87,6;85,5;310;169;141;95,8;~100;..;13,0;13,9;11,8;
Gävle;2180;Gävleborgs län;21;Enskild;Svenska som andraspråk;93,8;100,0;88,6;75;36;39;90,7;~100;..;12,7;14,2;11,3;
Gävle;2180;Gävleborgs län;21;Enskild;Engelska;90,0;91,7;88,0;394;210;184;~100;~100;~100;16,0;16,1;15,9;
Gävle;2180;Gävleborgs län;21;Enskild;Matematik;88,4;88,6;88,0;387;203;184;80,4;81,3;79,3;10,0;10,2;9,9;
Göteborg;1480;Västra Götalands län;14;Samtliga;Svenska;91,0;90,0;92,0;3 895;1 917;1 978;95,4;97,8;93,1;13,5;14,5;12,6;
Göteborg;1480;Västra Götalands län;14;Samtliga;Svenska som andraspråk;84,0;83,4;84,5;1 047;487;560;70,2;77,6;63,8;8,6;9,8;7,5;
Göteborg;1480;Västra Götalands län;14;Samtliga;Engelska;89,5;89,1;89,9;4 949;2 420;2 529;96,9;96,9;96,8;15,9;16,0;15,8;
Göteborg;1480;Västra Götalands län;14;Samtliga;Matematik;88,1;87,2;88,9;4 877;2 372;2 505;84,0;83,9;84,2;11,4;11,3;11,5;
Göteborg;1480;Västra Götalands län;14;Kommunal;Engelska;87,0;86,9;87,1;3 165;1 528;1 637;95,5;95,6;95,5;15,2;15,3;15,2;
Göteborg;1480;Västra Götalands län;14;Kommunal;Matematik;85,8;84,8;86,8;3 129;1 494;1 635;80,8;80,3;81,3;10,8;10,6;10,9;
Göteborg;1480;Västra Götalands län;14;Kommunal;Svenska som andraspråk;82,4;82,2;82,6;865;401;464;67,4;75,1;60,8;8,1;9,3;7,1;
Göteborg;1480;Västra Götalands län;14;Kommunal;Svenska;90,0;89,4;90,5;2 325;1 134;1 191;94,7;97,2;92,3;13,2;14,1;12,4;
Göteborg;1480;Västra Götalands län;14;Enskild;Engelska;94,2;93,2;95,3;1 784;892;892;99,2;99,2;99,2;17,0;17,1;16,8;
Göteborg;1480;Västra Götalands län;14;Enskild;Svenska;92,6;90,9;94,3;1 570;783;787;96,5;98,6;94,4;14,0;15,0;13,0;
Göteborg;1480;Västra Götalands län;14;Enskild;Matematik;92,3;91,7;92,9;1 748;878;870;89,8;90,0;89,7;12,5;12,5;12,6;
Göteborg;1480;Västra Götalands län;14;Enskild;Svenska som andraspråk;92,4;89,6;95,0;182;86;96;83,5;89,5;78,1;10,8;12,0;9,7;
Götene;1471;Västra Götalands län;14;Samtliga;Svenska som andraspråk;70,6;..;..;12;..;..;..;..;..;6,3;..;..;
Götene;1471;Västra Götalands län;14;Samtliga;Svenska;91,5;94,9;89,1;86;37;49;90,7;~100;..;12,5;12,9;12,1;
Götene;1471;Västra Götalands län;14;Samtliga;Matematik;89,2;91,3;87,7;99;42;57;75,8;71,4;78,9;9,8;9,0;10,4;
Götene;1471;Västra Götalands län;14;Samtliga;Engelska;83,8;91,3;78,5;93;42;51;93,5;..;~100;15,1;13,9;16,0;
Götene;1471;Västra Götalands län;14;Kommunal;Svenska;91,5;94,9;89,1;86;37;49;90,7;~100;..;12,5;12,9;12,1;
Götene;1471;Västra Götalands län;14;Kommunal;Matematik;89,2;91,3;87,7;99;42;57;75,8;71,4;78,9;9,8;9,0;10,4;
Götene;1471;Västra Götalands län;14;Kommunal;Engelska;83,8;91,3;78,5;93;42;51;93,5;..;~100;15,1;13,9;16,0;
Götene;1471;Västra Götalands län;14;Kommunal;Svenska som andraspråk;70,6;..;..;12;..;..;..;..;..;6,3;..;..;
Habo;0643;Jönköpings län;06;Samtliga;Engelska;95,2;98,1;91,3;177;104;73;~100;~100;100,0;15,3;15,2;15,4;
Habo;0643;Jönköpings län;06;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Habo;0643;Jönköpings län;06;Samtliga;Svenska;96,6;98,0;94,7;170;99;71;94,1;~100;..;12,6;13,9;10,8;
Habo;0643;Jönköpings län;06;Samtliga;Matematik;96,8;99,1;93,8;180;105;75;87,8;88,6;86,7;11,5;12,0;10,9;
Habo;0643;Jönköpings län;06;Kommunal;Matematik;96,8;99,1;93,8;180;105;75;87,8;88,6;86,7;11,5;12,0;10,9;
Habo;0643;Jönköpings län;06;Kommunal;Svenska;96,6;98,0;94,7;170;99;71;94,1;~100;..;12,6;13,9;10,8;
Habo;0643;Jönköpings län;06;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Habo;0643;Jönköpings län;06;Kommunal;Engelska;95,2;98,1;91,3;177;104;73;~100;~100;100,0;15,3;15,2;15,4;
Hagfors;1783;Värmlands län;17;Samtliga;Svenska som andraspråk;80,0;..;..;12;..;..;..;..;..;7,7;..;..;
Hagfors;1783;Värmlands län;17;Samtliga;Svenska;91,9;92,5;91,3;79;37;42;93,7;~100;~100;12,0;13,4;10,7;
Hagfors;1783;Värmlands län;17;Samtliga;Matematik;90,1;88,9;91,1;91;40;51;89,0;~100;..;11,2;11,1;11,3;
Hagfors;1783;Värmlands län;17;Samtliga;Engelska;90,1;86,7;92,9;91;39;52;~100;100,0;~100;15,0;15,6;14,5;
Hagfors;1783;Värmlands län;17;Kommunal;Svenska;91,9;92,5;91,3;79;37;42;93,7;~100;~100;12,0;13,4;10,7;
Hagfors;1783;Värmlands län;17;Kommunal;Svenska som andraspråk;80,0;..;..;12;..;..;..;..;..;7,7;..;..;
Hagfors;1783;Värmlands län;17;Kommunal;Engelska;90,1;86,7;92,9;91;39;52;~100;100,0;~100;15,0;15,6;14,5;
Hagfors;1783;Värmlands län;17;Kommunal;Matematik;90,1;88,9;91,1;91;40;51;89,0;~100;..;11,2;11,1;11,3;
Hallsberg;1861;Örebro län;18;Samtliga;Svenska som andraspråk;68,2;..;80,0;15;..;..;..;..;..;5,2;..;4,6;
Hallsberg;1861;Örebro län;18;Samtliga;Engelska;82,3;81,7;82,8;163;67;96;92,6;~100;..;14,1;14,7;13,7;
Hallsberg;1861;Örebro län;18;Samtliga;Matematik;82,3;81,7;82,8;163;67;96;74,2;76,1;72,9;9,1;9,0;9,2;
Hallsberg;1861;Örebro län;18;Samtliga;Svenska;85,2;88,0;83,2;150;66;84;91,3;90,9;91,7;11,9;12,4;11,5;
Hallsberg;1861;Örebro län;18;Kommunal;Matematik;82,3;81,7;82,8;163;67;96;74,2;76,1;72,9;9,1;9,0;9,2;
Hallsberg;1861;Örebro län;18;Kommunal;Engelska;82,3;81,7;82,8;163;67;96;92,6;~100;..;14,1;14,7;13,7;
Hallsberg;1861;Örebro län;18;Kommunal;Svenska som andraspråk;68,2;..;80,0;15;..;..;..;..;..;5,2;..;4,6;
Hallsberg;1861;Örebro län;18;Kommunal;Svenska;85,2;88,0;83,2;150;66;84;91,3;90,9;91,7;11,9;12,4;11,5;
Hallstahammar;1961;Västmanlands län;19;Samtliga;Engelska;90,9;96,7;85,3;170;89;81;95,9;..;~100;15,4;15,1;15,6;
Hallstahammar;1961;Västmanlands län;19;Samtliga;Matematik;87,2;89,1;85,3;163;82;81;78,5;74,4;82,7;10,1;9,5;10,7;
Hallstahammar;1961;Västmanlands län;19;Samtliga;Svenska som andraspråk;97,4;100,0;94,7;38;20;18;63,2;70,0;55,6;7,8;8,8;6,7;
Hallstahammar;1961;Västmanlands län;19;Samtliga;Svenska;85,1;84,7;85,5;126;61;65;93,7;~100;..;13,0;14,2;11,8;
Hallstahammar;1961;Västmanlands län;19;Kommunal;Svenska som andraspråk;97,4;100,0;94,7;38;20;18;63,2;70,0;55,6;7,8;8,8;6,7;
Hallstahammar;1961;Västmanlands län;19;Kommunal;Engelska;90,9;96,7;85,3;170;89;81;95,9;..;~100;15,4;15,1;15,6;
Hallstahammar;1961;Västmanlands län;19;Kommunal;Svenska;85,1;84,7;85,5;126;61;65;93,7;~100;..;13,0;14,2;11,8;
Hallstahammar;1961;Västmanlands län;19;Kommunal;Matematik;87,2;89,1;85,3;163;82;81;78,5;74,4;82,7;10,1;9,5;10,7;
Halmstad;1380;Hallands län;13;Samtliga;Matematik;89,1;89,5;88,8;1 023;497;526;83,9;84,5;83,3;10,8;10,7;10,8;
Halmstad;1380;Hallands län;13;Samtliga;Svenska som andraspråk;82,0;81,5;82,4;158;73;85;63,9;74,0;55,3;7,5;8,8;6,3;
Halmstad;1380;Hallands län;13;Samtliga;Engelska;88,5;90,5;86,5;1 042;517;525;96,8;96,3;97,3;15,3;15,0;15,6;
Halmstad;1380;Hallands län;13;Samtliga;Svenska;91,8;93,4;90,3;885;440;445;94,8;98,6;91,0;13,0;14,1;11,9;
Halmstad;1380;Hallands län;13;Kommunal;Svenska som andraspråk;81,4;81,5;81,4;152;73;79;62,5;74,0;51,9;7,3;8,8;5,9;
Halmstad;1380;Hallands län;13;Kommunal;Svenska;91,1;92,3;89,8;735;374;361;94,1;98,4;89,8;12,8;13,9;11,6;
Halmstad;1380;Hallands län;13;Kommunal;Engelska;87,7;89,9;85,5;890;454;436;96,4;96,0;96,8;15,0;14,7;15,2;
Halmstad;1380;Hallands län;13;Kommunal;Matematik;88,1;88,7;87,5;867;434;433;82,2;83,4;81,1;10,3;10,4;10,2;
Halmstad;1380;Hallands län;13;Enskild;Engelska;93,3;95,5;91,8;152;63;89;~100;~100;100,0;17,1;16,9;17,3;
Halmstad;1380;Hallands län;13;Enskild;Matematik;95,7;95,5;95,9;156;63;93;92,9;92,1;93,5;13,3;12,8;13,7;
Halmstad;1380;Hallands län;13;Enskild;Svenska;95,5;100,0;92,3;150;66;84;~100;100,0;~100;14,1;14,9;13,4;
Halmstad;1380;Hallands län;13;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Hammarö;1761;Värmlands län;17;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Hammarö;1761;Värmlands län;17;Samtliga;Matematik;92,6;93,8;91,6;199;90;109;96,5;~100;..;13,0;13,1;12,8;
Hammarö;1761;Värmlands län;17;Samtliga;Engelska;93,5;95,8;91,6;201;92;109;100,0;100,0;100,0;16,0;16,0;16,1;
Hammarö;1761;Värmlands län;17;Samtliga;Svenska;94,7;94,7;94,8;198;89;109;~100;~100;~100;13,7;14,7;12,8;
Hammarö;1761;Värmlands län;17;Kommunal;Svenska;94,7;94,7;94,8;198;89;109;~100;~100;~100;13,7;14,7;12,8;
Hammarö;1761;Värmlands län;17;Kommunal;Matematik;92,6;93,8;91,6;199;90;109;96,5;~100;..;13,0;13,1;12,8;
Hammarö;1761;Värmlands län;17;Kommunal;Engelska;93,5;95,8;91,6;201;92;109;100,0;100,0;100,0;16,0;16,0;16,1;
Hammarö;1761;Värmlands län;17;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Haninge;0136;Stockholms län;01;Samtliga;Svenska;86,8;86,8;86,9;698;341;357;91,7;94,4;89,1;12,1;13,0;11,3;
Haninge;0136;Stockholms län;01;Samtliga;Svenska som andraspråk;76,6;73,0;78,9;72;27;45;61,1;74,1;53,3;7,4;9,2;6,3;
Haninge;0136;Stockholms län;01;Samtliga;Matematik;82,2;82,1;82,3;738;353;385;74,8;73,4;76,1;9,1;8,6;9,4;
Haninge;0136;Stockholms län;01;Samtliga;Engelska;86,4;85,3;87,4;776;367;409;96,8;97,8;95,8;15,2;15,4;15,0;
Haninge;0136;Stockholms län;01;Kommunal;Matematik;81,3;81,0;81,7;580;286;294;73,3;73,4;73,1;8,9;8,7;9,1;
Haninge;0136;Stockholms län;01;Kommunal;Svenska;86,8;86,4;87,2;538;273;265;90,3;93,8;86,8;11,9;12,9;10,9;
Haninge;0136;Stockholms län;01;Kommunal;Svenska som andraspråk;77,4;73,0;80,4;72;27;45;61,1;74,1;53,3;7,4;9,2;6,3;
Haninge;0136;Stockholms län;01;Kommunal;Engelska;85,7;84,7;86,7;611;299;312;96,1;97,7;94,6;15,0;15,4;14,6;
Haninge;0136;Stockholms län;01;Enskild;Svenska;87,0;88,3;86,0;160;68;92;96,3;~100;~100;12,9;13,4;12,5;
Haninge;0136;Stockholms län;01;Enskild;Matematik;85,4;87,0;84,3;158;67;91;80,4;73,1;85,7;9,7;8,4;10,5;
Haninge;0136;Stockholms län;01;Enskild;Engelska;89,2;88,3;89,8;165;68;97;~100;~100;100,0;16,0;15,6;16,2;
Haparanda;2583;Norrbottens län;25;Samtliga;Svenska;82,8;75,0;90,0;47;20;27;85,1;~100;~100;10,9;11,1;10,6;
Haparanda;2583;Norrbottens län;25;Samtliga;Svenska som andraspråk;88,2;78,6;95,0;30;11;19;60,0;..;..;6,8;8,2;5,9;
Haparanda;2583;Norrbottens län;25;Samtliga;Matematik;83,7;73,8;92,0;77;31;46;62,3;61,3;63,0;7,7;7,3;8,0;
Haparanda;2583;Norrbottens län;25;Samtliga;Engelska;87,0;81,0;92,0;80;34;46;90,0;~100;..;12,7;13,4;12,2;
Haparanda;2583;Norrbottens län;25;Kommunal;Svenska som andraspråk;88,2;78,6;95,0;30;11;19;60,0;..;..;6,8;8,2;5,9;
Haparanda;2583;Norrbottens län;25;Kommunal;Svenska;82,8;75,0;90,0;47;20;27;85,1;~100;~100;10,9;11,1;10,6;
Haparanda;2583;Norrbottens län;25;Kommunal;Matematik;83,7;73,8;92,0;77;31;46;62,3;61,3;63,0;7,7;7,3;8,0;
Haparanda;2583;Norrbottens län;25;Kommunal;Engelska;87,0;81,0;92,0;80;34;46;90,0;~100;..;12,7;13,4;12,2;
Heby;0331;Uppsala län;03;Samtliga;Engelska;84,3;86,5;82,6;102;45;57;93,1;~100;..;13,8;14,8;13,1;
