Statistik från Skolverket, https://www.skolverket.se

Grundskola - Antal elever per årskurs
Valt läsår: 2021/22

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Andel (%) flickor, årskurs 1-9;Andel (%) elever med utländsk bakgrund, åk 1-9;Andel (%) elever med föräldrar med eftergymnasial utb., åk 1-9;Elever, årskurs 1;Elever, årskurs 2;Elever, årskurs 3;Elever, årskurs 4;Elever, årskurs 5;Elever, årskurs 6;Elever, årskurs 7;Elever, årskurs 8;Elever, årskurs 9;Elever, årskurs 1-9;
Grums;1764;Värmlands län;17;Enskild;49;14;46;10;25;12;14;14;9;.;.;.;84;
Grästorp;1444;Västra Götalands län;14;Samtliga;47;9;57;63;58;58;56;67;60;70;70;62;564;
Grästorp;1444;Västra Götalands län;14;Kommunal;47;9;57;63;58;58;56;67;60;70;70;62;564;
Gullspång;1447;Västra Götalands län;14;Samtliga;50;36;34;52;49;47;61;42;43;55;60;51;460;
Gullspång;1447;Västra Götalands län;14;Kommunal;50;36;34;52;49;47;61;42;43;55;60;51;460;
Gällivare;2523;Norrbottens län;25;Samtliga;50;14;47;166;184;179;169;161;176;159;168;184;1 546;
Gällivare;2523;Norrbottens län;25;Kommunal;50;16;45;160;180;177;145;137;146;135;144;163;1 387;
Gällivare;2523;Norrbottens län;25;Enskild;44;..;63;.;.;.;20;20;24;24;24;21;133;
Gällivare;2523;Norrbottens län;25;Statlig;58;.;.;6;..;..;..;..;6;.;.;.;26;
Gävle;2180;Gävleborgs län;21;Samtliga;49;26;61;1 156;1 157;1 187;1 200;1 238;1 253;1 211;1 196;1 196;10 794;
Gävle;2180;Gävleborgs län;21;Kommunal;49;23;60;1 079;1 070;1 060;918;924;842;760;752;755;8 160;
Gävle;2180;Gävleborgs län;21;Enskild;50;34;65;77;87;127;282;314;411;451;444;441;2 634;
Göteborg;1480;Västra Götalands län;14;Samtliga;49;37;66;6 193;6 182;6 334;6 111;6 455;6 228;6 075;6 058;5 897;55 533;
Göteborg;1480;Västra Götalands län;14;Kommunal;49;37;64;5 243;5 231;5 298;4 879;5 194;4 679;4 008;4 012;3 925;42 469;
Göteborg;1480;Västra Götalands län;14;Enskild;50;39;73;892;876;981;1 184;1 198;1 549;2 067;2 046;1 972;12 765;
Göteborg;1480;Västra Götalands län;14;Internationella skolor;49;96;75;58;75;55;48;63;.;.;.;.;299;
Götene;1471;Västra Götalands län;14;Samtliga;48;18;54;159;158;144;150;164;161;149;171;112;1 368;
Götene;1471;Västra Götalands län;14;Kommunal;48;18;54;159;158;144;150;164;161;149;171;112;1 368;
Habo;0643;Jönköpings län;06;Samtliga;50;9;66;227;207;203;194;212;173;171;177;185;1 749;
Habo;0643;Jönköpings län;06;Kommunal;50;9;66;227;207;203;194;212;173;171;177;185;1 749;
Hagfors;1783;Värmlands län;17;Samtliga;47;22;40;88;103;107;103;115;101;101;97;98;913;
Hagfors;1783;Värmlands län;17;Kommunal;47;22;40;88;103;107;103;115;101;101;97;98;913;
Hallsberg;1861;Örebro län;18;Samtliga;49;30;44;205;180;186;200;213;184;174;172;195;1 709;
Hallsberg;1861;Örebro län;18;Kommunal;49;30;44;205;180;186;200;213;184;174;172;195;1 709;
Hallstahammar;1961;Västmanlands län;19;Samtliga;49;26;46;193;218;217;185;216;213;200;144;188;1 774;
Hallstahammar;1961;Västmanlands län;19;Kommunal;49;26;46;193;218;217;185;216;213;200;144;188;1 774;
Halmstad;1380;Hallands län;13;Samtliga;49;28;63;1 247;1 227;1 228;1 255;1 364;1 214;1 168;1 223;1 169;11 095;
Halmstad;1380;Hallands län;13;Kommunal;49;29;61;1 167;1 141;1 151;1 081;1 197;1 019;1 002;1 056;1 004;9 818;
Halmstad;1380;Hallands län;13;Enskild;49;19;81;80;86;77;174;167;195;166;167;165;1 277;
Hammarö;1761;Värmlands län;17;Samtliga;47;6;79;287;237;264;256;260;233;232;207;215;2 191;
Hammarö;1761;Värmlands län;17;Kommunal;47;6;79;287;237;264;256;260;233;232;207;215;2 191;
Haninge;0136;Stockholms län;01;Samtliga;47;34;50;1 278;1 278;1 185;1 062;1 137;934;934;941;913;9 662;
Haninge;0136;Stockholms län;01;Kommunal;47;37;48;994;1 048;986;904;932;842;752;770;726;7 954;
Haninge;0136;Stockholms län;01;Enskild;50;23;58;284;230;199;158;205;92;182;171;187;1 708;
Haparanda;2583;Norrbottens län;25;Samtliga;50;37;41;109;104;105;122;132;124;120;100;107;1 023;
Haparanda;2583;Norrbottens län;25;Kommunal;50;37;41;94;94;96;117;118;114;120;100;107;960;
Haparanda;2583;Norrbottens län;25;Enskild;37;48;41;15;10;9;5;14;10;.;.;.;63;
Heby;0331;Uppsala län;03;Samtliga;49;17;43;172;163;162;162;155;163;142;158;123;1 400;
Heby;0331;Uppsala län;03;Kommunal;49;..;43;165;156;154;154;151;157;142;158;123;1 360;
Heby;0331;Uppsala län;03;Enskild;45;..;60;7;7;8;8;4;6;.;.;.;40;
Hedemora;2083;Dalarnas län;20;Samtliga;49;22;44;158;152;178;154;190;182;199;195;186;1 594;
Hedemora;2083;Dalarnas län;20;Kommunal;49;24;39;109;119;140;122;145;145;145;138;136;1 199;
Hedemora;2083;Dalarnas län;20;Enskild;48;16;57;49;33;38;32;45;37;54;57;50;395;
Helsingborg;1283;Skåne län;12;Samtliga;49;41;61;1 816;1 799;1 842;1 837;1 876;1 846;1 787;1 744;1 830;16 377;
Helsingborg;1283;Skåne län;12;Kommunal;48;38;59;1 397;1 395;1 437;1 386;1 399;1 257;1 159;1 101;1 215;11 746;
Helsingborg;1283;Skåne län;12;Enskild;49;44;61;355;346;334;379;415;532;582;595;568;4 106;
Helsingborg;1283;Skåne län;12;Internationella skolor;50;82;86;64;58;71;72;62;57;46;48;47;525;
Herrljunga;1466;Västra Götalands län;14;Samtliga;53;16;50;110;119;117;124;109;100;88;133;96;996;
Herrljunga;1466;Västra Götalands län;14;Kommunal;53;16;50;110;119;117;124;109;100;88;133;96;996;
Hjo;1497;Västra Götalands län;14;Samtliga;48;11;60;112;108;105;111;104;107;99;92;89;927;
Hjo;1497;Västra Götalands län;14;Kommunal;48;11;60;112;108;105;111;104;107;99;92;89;927;
Hofors;2104;Gävleborgs län;21;Samtliga;49;21;39;97;99;88;92;116;95;98;92;108;885;
Hofors;2104;Gävleborgs län;21;Kommunal;49;21;39;97;99;88;92;116;95;98;92;108;885;
Huddinge;0126;Stockholms län;01;Samtliga;48;32;68;1 546;1 604;1 572;1 494;1 532;1 506;1 552;1 461;1 461;13 728;
Huddinge;0126;Stockholms län;01;Kommunal;48;32;67;1 401;1 440;1 348;1 315;1 342;1 090;1 131;1 054;1 060;11 181;
Huddinge;0126;Stockholms län;01;Enskild;48;31;72;145;164;224;179;190;416;421;407;401;2 547;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;48;14;58;406;420;428;400;451;457;447;489;486;3 984;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;48;15;58;378;389;389;363;393;423;373;418;432;3 558;
Hudiksvall;2184;Gävleborgs län;21;Enskild;50;7;56;28;31;39;37;58;34;74;71;54;426;
Hultsfred;0860;Kalmar län;08;Samtliga;47;36;44;159;154;154;159;173;144;171;178;128;1 420;
Hultsfred;0860;Kalmar län;08;Kommunal;46;37;44;136;132;138;125;146;118;124;130;96;1 145;
Hultsfred;0860;Kalmar län;08;Enskild;51;34;43;23;22;16;34;27;26;47;48;32;275;
Hylte;1315;Hallands län;13;Samtliga;50;39;40;142;128;156;136;128;144;134;166;163;1 297;
Hylte;1315;Hallands län;13;Kommunal;50;40;40;142;128;147;129;121;134;128;164;151;1 244;
Hylte;1315;Hallands län;13;Enskild;40;21;45;.;.;9;7;7;10;6;2;12;53;
Hällefors;1863;Örebro län;18;Samtliga;52;40;33;76;82;63;74;67;75;83;82;66;668;
Hällefors;1863;Örebro län;18;Kommunal;52;40;33;76;82;63;74;67;75;83;82;66;668;
Härjedalen;2361;Jämtlands län;23;Samtliga;45;16;47;81;86;104;96;100;92;93;89;89;830;
Härjedalen;2361;Jämtlands län;23;Kommunal;45;16;47;81;86;104;96;100;92;93;89;89;830;
Härnösand;2280;Västernorrlands län;22;Samtliga;50;29;57;255;280;281;301;313;314;308;309;281;2 642;
Härnösand;2280;Västernorrlands län;22;Kommunal;50;29;56;233;257;260;279;291;291;284;272;255;2 422;
Härnösand;2280;Västernorrlands län;22;Enskild;50;21;70;22;23;21;22;22;23;24;37;26;220;
Härryda;1401;Västra Götalands län;14;Samtliga;48;11;76;591;619;610;601;692;599;656;624;578;5 570;
Härryda;1401;Västra Götalands län;14;Kommunal;48;11;75;539;568;558;549;639;525;581;549;501;5 009;
Härryda;1401;Västra Götalands län;14;Enskild;51;7;86;52;51;52;52;53;74;75;75;77;561;
Hässleholm;1293;Skåne län;12;Samtliga;49;28;52;573;551;637;638;648;648;642;631;657;5 625;
Hässleholm;1293;Skåne län;12;Kommunal;48;28;50;532;509;595;531;521;539;532;476;537;4 772;
Hässleholm;1293;Skåne län;12;Enskild;53;30;68;41;42;42;107;127;109;110;155;120;853;
Håbo;0305;Uppsala län;03;Samtliga;50;15;55;314;294;285;277;323;306;327;301;337;2 764;
Håbo;0305;Uppsala län;03;Kommunal;49;17;53;293;273;264;230;249;256;250;250;289;2 354;
Håbo;0305;Uppsala län;03;Enskild;53;6;71;21;21;21;47;74;50;77;51;48;410;
Höganäs;1284;Skåne län;12;Samtliga;49;16;70;319;335;321;361;340;360;348;345;351;3 080;
Höganäs;1284;Skåne län;12;Kommunal;49;15;70;275;302;287;334;322;323;333;322;321;2 819;
Höganäs;1284;Skåne län;12;Enskild;51;20;64;44;33;34;27;18;37;15;23;30;261;
Högsby;0821;Kalmar län;08;Samtliga;50;41;38;65;68;81;71;69;63;71;45;68;601;
Högsby;0821;Kalmar län;08;Kommunal;50;41;38;65;68;81;71;69;63;71;45;68;601;
Hörby;1266;Skåne län;12;Samtliga;50;18;53;176;186;179;177;182;167;189;132;160;1 548;
Hörby;1266;Skåne län;12;Kommunal;50;19;52;159;164;157;155;160;144;152;112;128;1 331;
Hörby;1266;Skåne län;12;Enskild;49;7;65;17;22;22;22;22;23;37;20;32;217;
Höör;1267;Skåne län;12;Samtliga;49;15;64;218;227;224;209;243;225;196;181;193;1 916;
Höör;1267;Skåne län;12;Kommunal;48;16;60;148;162;158;149;180;160;174;155;172;1 458;
Höör;1267;Skåne län;12;Enskild;51;13;77;70;65;66;60;63;65;22;26;21;458;
Jokkmokk;2510;Norrbottens län;25;Samtliga;53;22;51;52;46;40;47;44;43;41;33;38;384;
Jokkmokk;2510;Norrbottens län;25;Kommunal;52;22;52;38;36;26;36;36;38;36;30;36;312;
Jokkmokk;2510;Norrbottens län;25;Enskild;62;..;..;.;.;.;.;.;3;5;3;2;13;
Jokkmokk;2510;Norrbottens län;25;Statlig;54;.;.;14;10;14;11;..;..;.;.;.;59;
Järfälla;0123;Stockholms län;01;Samtliga;47;40;64;994;1 034;981;937;944;913;891;891;888;8 473;
Järfälla;0123;Stockholms län;01;Kommunal;47;39;63;940;982;929;877;818;731;712;716;712;7 417;
Järfälla;0123;Stockholms län;01;Enskild;46;51;68;54;52;52;60;126;182;179;175;176;1 056;
Jönköping;0680;Jönköpings län;06;Samtliga;49;26;64;1 701;1 657;1 745;1 770;1 788;1 752;1 723;1 697;1 699;15 532;
Jönköping;0680;Jönköpings län;06;Kommunal;49;24;64;1 546;1 501;1 599;1 544;1 542;1 482;1 400;1 391;1 350;13 355;
Jönköping;0680;Jönköpings län;06;Enskild;47;40;64;155;156;146;226;246;270;323;306;349;2 177;
Kalix;2514;Norrbottens län;25;Samtliga;48;12;53;150;150;144;144;175;142;168;153;174;1 400;
Kalix;2514;Norrbottens län;25;Kommunal;48;13;52;127;128;123;124;153;127;149;139;158;1 228;
Kalix;2514;Norrbottens län;25;Enskild;48;5;60;23;22;21;20;22;15;19;14;16;172;
Kalmar;0880;Kalmar län;08;Samtliga;50;22;66;859;810;904;782;849;854;805;844;789;7 496;
Kalmar;0880;Kalmar län;08;Kommunal;49;21;65;803;755;837;708;742;741;647;637;644;6 514;
Kalmar;0880;Kalmar län;08;Enskild;50;27;70;56;55;67;74;107;113;158;207;145;982;
Karlsborg;1446;Västra Götalands län;14;Samtliga;48;15;59;76;69;67;71;65;70;82;59;71;630;
Karlsborg;1446;Västra Götalands län;14;Kommunal;48;16;58;62;61;58;56;48;52;82;59;71;549;
Karlsborg;1446;Västra Götalands län;14;Enskild;48;14;67;14;8;9;15;17;18;.;.;.;81;
Karlshamn;1082;Blekinge län;10;Samtliga;49;26;59;362;371;357;390;378;389;359;395;374;3 375;
