Statistik från Skolverket, https://www.skolverket.se

Grundskola - Antal elever per årskurs
Valt läsår: 2021/22

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Andel (%) flickor, årskurs 1-9;Andel (%) elever med utländsk bakgrund, åk 1-9;Andel (%) elever med föräldrar med eftergymnasial utb., åk 1-9;Elever, årskurs 1;Elever, årskurs 2;Elever, årskurs 3;Elever, årskurs 4;Elever, årskurs 5;Elever, årskurs 6;Elever, årskurs 7;Elever, årskurs 8;Elever, årskurs 9;Elever, årskurs 1-9;
Karlshamn;1082;Blekinge län;10;Kommunal;49;27;57;327;343;315;351;348;348;271;303;287;2 893;
Karlshamn;1082;Blekinge län;10;Enskild;45;16;69;35;28;42;39;30;41;88;92;87;482;
Karlskoga;1883;Örebro län;18;Samtliga;49;26;49;316;327;317;320;345;346;368;343;378;3 060;
Karlskoga;1883;Örebro län;18;Kommunal;49;..;48;307;317;299;315;334;332;368;343;378;2 993;
Karlskoga;1883;Örebro län;18;Enskild;55;..;55;9;10;18;5;11;14;.;.;.;67;
Karlskrona;1080;Blekinge län;10;Samtliga;49;20;69;775;739;775;768;812;752;815;806;841;7 083;
Karlskrona;1080;Blekinge län;10;Kommunal;49;20;67;596;585;598;593;633;568;595;582;593;5 343;
Karlskrona;1080;Blekinge län;10;Enskild;48;16;77;167;148;167;167;174;177;215;220;240;1 675;
Karlskrona;1080;Blekinge län;10;Internationella skolor;58;83;78;12;6;10;8;5;7;5;4;8;65;
Karlstad;1780;Värmlands län;17;Samtliga;49;22;70;1 035;998;1 053;1 083;1 051;1 086;1 023;1 099;1 069;9 497;
Karlstad;1780;Värmlands län;17;Kommunal;49;19;70;980;940;995;878;864;872;786;865;841;8 021;
Karlstad;1780;Värmlands län;17;Enskild;53;35;72;55;58;58;205;187;214;237;234;228;1 476;
Katrineholm;0483;Södermanlands län;04;Samtliga;48;33;46;408;431;428;384;405;404;430;450;427;3 767;
Katrineholm;0483;Södermanlands län;04;Kommunal;48;36;44;408;431;428;331;342;332;349;353;335;3 309;
Katrineholm;0483;Södermanlands län;04;Enskild;50;15;67;.;.;.;53;63;72;81;97;92;458;
Kil;1715;Värmlands län;17;Samtliga;50;9;55;163;154;162;152;132;126;115;110;120;1 234;
Kil;1715;Värmlands län;17;Kommunal;50;9;55;163;154;162;152;132;126;115;110;120;1 234;
Kinda;0513;Östergötlands län;05;Samtliga;50;15;51;118;96;109;102;114;117;109;110;121;996;
Kinda;0513;Östergötlands län;05;Kommunal;50;15;51;118;96;109;102;114;117;109;110;121;996;
Kiruna;2584;Norrbottens län;25;Samtliga;50;11;52;236;267;263;236;262;249;231;213;271;2 228;
Kiruna;2584;Norrbottens län;25;Kommunal;50;12;49;197;230;215;202;224;209;207;189;247;1 920;
Kiruna;2584;Norrbottens län;25;Enskild;48;2;80;25;24;24;24;24;24;24;24;24;217;
Kiruna;2584;Norrbottens län;25;Statlig;44;.;.;14;13;24;10;14;16;.;.;.;91;
Klippan;1276;Skåne län;12;Samtliga;50;27;45;203;183;207;202;222;202;145;174;206;1 744;
Klippan;1276;Skåne län;12;Kommunal;50;28;45;178;164;181;181;206;187;145;174;206;1 622;
Klippan;1276;Skåne län;12;Enskild;43;14;51;25;19;26;21;16;15;.;.;.;122;
Knivsta;0330;Uppsala län;03;Samtliga;47;13;74;320;322;343;290;304;265;284;280;253;2 661;
Knivsta;0330;Uppsala län;03;Kommunal;47;14;73;269;286;296;250;285;240;259;261;230;2 376;
Knivsta;0330;Uppsala län;03;Enskild;50;13;83;51;36;47;40;19;25;25;19;23;285;
Kramfors;2282;Västernorrlands län;22;Samtliga;51;22;44;171;171;171;171;162;183;177;178;193;1 577;
Kramfors;2282;Västernorrlands län;22;Kommunal;51;..;44;165;165;166;161;155;173;177;178;193;1 533;
Kramfors;2282;Västernorrlands län;22;Enskild;57;..;59;6;6;5;10;7;10;.;.;.;44;
Kristianstad;1290;Skåne län;12;Samtliga;49;33;59;1 040;984;1 011;993;1 060;1 081;1 055;1 080;1 061;9 365;
Kristianstad;1290;Skåne län;12;Kommunal;49;32;58;913;854;884;864;938;967;956;962;966;8 304;
Kristianstad;1290;Skåne län;12;Enskild;47;37;65;127;130;127;129;122;114;99;118;95;1 061;
Kristinehamn;1781;Värmlands län;17;Samtliga;48;23;53;250;260;259;272;261;255;259;256;258;2 330;
Kristinehamn;1781;Värmlands län;17;Kommunal;48;23;53;250;260;259;272;261;255;259;256;258;2 330;
Krokom;2309;Jämtlands län;23;Samtliga;48;9;64;211;204;193;213;253;220;231;200;223;1 948;
Krokom;2309;Jämtlands län;23;Kommunal;48;9;64;211;204;193;213;253;220;231;200;223;1 948;
Kumla;1881;Örebro län;18;Samtliga;49;19;54;311;303;298;308;320;300;261;288;209;2 598;
Kumla;1881;Örebro län;18;Kommunal;49;19;54;311;303;298;308;320;300;261;288;209;2 598;
Kungsbacka;1384;Hallands län;13;Samtliga;49;11;72;1 149;1 122;1 195;1 213;1 273;1 292;1 214;1 239;1 263;10 960;
Kungsbacka;1384;Hallands län;13;Kommunal;49;11;70;953;899;977;975;1 028;1 063;995;1 106;1 138;9 134;
Kungsbacka;1384;Hallands län;13;Enskild;51;10;83;196;223;218;238;245;229;219;133;125;1 826;
Kungsör;1960;Västmanlands län;19;Samtliga;47;30;46;105;97;100;99;109;101;106;105;83;905;
Kungsör;1960;Västmanlands län;19;Kommunal;47;30;46;105;97;100;99;109;101;106;105;83;905;
Kungälv;1482;Västra Götalands län;14;Samtliga;49;13;65;579;596;597;613;635;643;594;595;610;5 462;
Kungälv;1482;Västra Götalands län;14;Kommunal;48;14;64;527;539;536;544;560;588;499;495;504;4 792;
Kungälv;1482;Västra Götalands län;14;Enskild;50;9;74;52;57;61;69;75;55;95;100;106;670;
Kävlinge;1261;Skåne län;12;Samtliga;49;13;71;461;480;449;489;481;431;470;450;452;4 163;
Kävlinge;1261;Skåne län;12;Kommunal;49;14;69;411;430;401;439;432;382;368;384;354;3 601;
Kävlinge;1261;Skåne län;12;Enskild;51;6;83;50;50;48;50;49;49;102;66;98;562;
Köping;1983;Västmanlands län;19;Samtliga;48;33;43;312;321;319;318;302;296;322;318;318;2 826;
Köping;1983;Västmanlands län;19;Kommunal;48;33;43;312;321;319;318;302;296;322;318;318;2 826;
Laholm;1381;Hallands län;13;Samtliga;51;25;52;291;300;292;263;296;298;279;282;296;2 597;
Laholm;1381;Hallands län;13;Kommunal;51;26;52;265;265;271;248;279;287;279;282;296;2 472;
Laholm;1381;Hallands län;13;Enskild;49;18;49;26;35;21;15;17;11;.;.;.;125;
Landskrona;1282;Skåne län;12;Samtliga;48;43;51;573;595;585;564;558;585;552;551;510;5 073;
Landskrona;1282;Skåne län;12;Kommunal;47;43;49;455;463;462;392;399;411;340;335;309;3 566;
Landskrona;1282;Skåne län;12;Enskild;51;43;57;118;132;123;172;159;174;212;216;201;1 507;
Laxå;1860;Örebro län;18;Samtliga;48;37;40;61;57;53;62;67;72;69;54;53;548;
Laxå;1860;Örebro län;18;Kommunal;48;37;40;61;57;53;62;67;72;69;54;53;548;
Lekeberg;1814;Örebro län;18;Samtliga;44;10;54;133;115;104;133;143;97;112;95;85;1 017;
Lekeberg;1814;Örebro län;18;Kommunal;44;10;54;133;115;104;133;143;97;112;95;85;1 017;
Leksand;2029;Dalarnas län;20;Samtliga;47;14;60;155;174;162;177;169;179;176;171;172;1 535;
Leksand;2029;Dalarnas län;20;Kommunal;46;14;59;126;144;134;152;138;148;144;137;140;1 263;
Leksand;2029;Dalarnas län;20;Enskild;51;18;65;29;30;28;25;31;31;32;34;32;272;
Lerum;1441;Västra Götalands län;14;Samtliga;49;11;73;668;671;614;679;655;691;670;621;620;5 889;
Lerum;1441;Västra Götalands län;14;Kommunal;49;11;72;625;629;573;641;614;663;640;597;592;5 574;
Lerum;1441;Västra Götalands län;14;Enskild;46;4;89;43;42;41;38;41;28;30;24;28;315;
Lessebo;0761;Kronobergs län;07;Samtliga;50;48;44;107;112;122;96;139;108;107;103;101;995;
Lessebo;0761;Kronobergs län;07;Kommunal;50;48;44;107;112;122;96;139;108;107;103;101;995;
Lidingö;0186;Stockholms län;01;Samtliga;47;16;84;557;603;594;595;666;624;618;622;614;5 493;
Lidingö;0186;Stockholms län;01;Kommunal;46;16;84;451;461;461;471;520;479;435;472;439;4 189;
Lidingö;0186;Stockholms län;01;Enskild;53;18;85;106;142;133;124;146;145;183;150;175;1 304;
Lidköping;1494;Västra Götalands län;14;Samtliga;48;17;61;466;462;463;445;476;503;461;502;511;4 289;
Lidköping;1494;Västra Götalands län;14;Kommunal;48;18;60;430;426;427;409;440;468;425;465;475;3 965;
Lidköping;1494;Västra Götalands län;14;Enskild;51;3;77;36;36;36;36;36;35;36;37;36;324;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;47;25;47;180;162;155;153;141;162;135;122;113;1 323;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;46;23;48;168;146;142;140;132;144;120;107;103;1 202;
Lilla Edet;1462;Västra Götalands län;14;Enskild;58;52;45;12;16;13;13;9;18;15;15;10;121;
Lindesberg;1885;Örebro län;18;Samtliga;51;29;44;289;260;269;301;283;290;261;273;254;2 480;
Lindesberg;1885;Örebro län;18;Kommunal;51;30;43;261;230;253;278;254;268;261;273;254;2 332;
Lindesberg;1885;Örebro län;18;Enskild;51;12;53;28;30;16;23;29;22;.;.;.;148;
Linköping;0580;Östergötlands län;05;Samtliga;48;28;68;1 880;1 871;1 930;1 861;1 960;1 976;1 879;1 890;1 891;17 138;
Linköping;0580;Östergötlands län;05;Kommunal;48;27;68;1 765;1 755;1 792;1 617;1 700;1 631;1 338;1 399;1 366;14 363;
Linköping;0580;Östergötlands län;05;Enskild;49;34;69;115;116;138;244;260;345;541;491;525;2 775;
Ljungby;0781;Kronobergs län;07;Samtliga;50;28;53;306;308;296;324;314;323;327;335;321;2 854;
Ljungby;0781;Kronobergs län;07;Kommunal;50;29;52;271;288;279;298;294;297;304;311;298;2 640;
Ljungby;0781;Kronobergs län;07;Enskild;43;16;66;35;20;17;26;20;26;23;24;23;214;
Ljusdal;2161;Gävleborgs län;21;Samtliga;50;14;43;189;185;202;205;209;203;182;243;215;1 833;
Ljusdal;2161;Gävleborgs län;21;Kommunal;49;15;41;141;145;164;165;159;174;140;204;176;1 468;
Ljusdal;2161;Gävleborgs län;21;Enskild;54;8;49;48;40;38;40;50;29;42;39;39;365;
Ljusnarsberg;1864;Örebro län;18;Samtliga;50;32;36;48;35;36;41;39;31;46;40;40;356;
Ljusnarsberg;1864;Örebro län;18;Kommunal;50;32;36;48;35;36;41;39;31;46;40;40;356;
Lomma;1262;Skåne län;12;Samtliga;48;11;86;409;420;431;409;432;444;456;398;438;3 837;
Lomma;1262;Skåne län;12;Kommunal;47;11;86;390;399;414;393;414;426;433;382;418;3 669;
Lomma;1262;Skåne län;12;Enskild;52;7;91;19;21;17;16;18;18;23;16;20;168;
Ludvika;2085;Dalarnas län;20;Samtliga;50;29;48;326;313;349;328;279;284;298;309;272;2 758;
Ludvika;2085;Dalarnas län;20;Kommunal;50;30;48;304;296;327;318;268;271;298;309;272;2 663;
Ludvika;2085;Dalarnas län;20;Enskild;46;11;47;22;17;22;10;11;13;.;.;.;95;
Luleå;2580;Norrbottens län;25;Samtliga;48;12;71;884;822;770;856;829;860;843;846;873;7 583;
Luleå;2580;Norrbottens län;25;Kommunal;48;13;69;755;724;685;763;737;768;749;751;768;6 700;
Luleå;2580;Norrbottens län;25;Enskild;50;7;81;129;98;85;93;92;92;94;95;105;883;
Lund;1281;Skåne län;12;Samtliga;48;28;82;1 518;1 483;1 638;1 581;1 627;1 695;1 740;1 669;1 671;14 622;
Lund;1281;Skåne län;12;Kommunal;48;24;80;1 261;1 234;1 360;1 171;1 260;1 270;1 275;1 219;1 233;11 283;
Lund;1281;Skåne län;12;Enskild;50;29;88;201;180;209;341;301;358;388;387;387;2 752;
Lund;1281;Skåne län;12;Internationella skolor;51;84;79;56;69;69;69;66;67;77;63;51;587;
Lycksele;2481;Västerbottens län;24;Samtliga;49;18;52;127;146;125;142;128;152;138;149;141;1 248;
Lycksele;2481;Västerbottens län;24;Kommunal;49;18;52;127;146;125;142;128;152;138;149;141;1 248;
Lysekil;1484;Västra Götalands län;14;Samtliga;49;23;53;139;129;166;149;149;155;159;161;152;1 359;
Lysekil;1484;Västra Götalands län;14;Kommunal;49;23;53;139;129;166;149;149;155;159;161;152;1 359;
Malmö;1280;Skåne län;12;Samtliga;49;51;61;4 316;4 211;4 176;4 020;4 087;4 016;3 818;3 612;3 610;35 866;
Malmö;1280;Skåne län;12;Kommunal;49;52;59;3 705;3 646;3 598;3 410;3 498;3 259;3 102;2 852;2 933;30 003;
Malmö;1280;Skåne län;12;Enskild;51;43;71;497;480;480;486;485;642;610;650;591;4 921;
Malmö;1280;Skåne län;12;Internationella skolor;51;77;77;114;85;98;124;104;115;106;110;86;942;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;49;18;41;86;98;97;110;118;92;103;105;120;929;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;49;18;41;86;98;97;110;118;92;103;105;120;929;
Malå;2418;Västerbottens län;24;Samtliga;51;15;46;30;32;41;39;45;36;41;34;36;334;
Malå;2418;Västerbottens län;24;Kommunal;51;15;46;30;32;41;39;45;36;41;34;36;334;
Mariestad;1493;Västra Götalands län;14;Samtliga;48;17;56;260;263;275;279;271;265;245;245;253;2 356;
Mariestad;1493;Västra Götalands län;14;Kommunal;49;19;54;231;236;251;256;246;241;179;180;190;2 010;
Mariestad;1493;Västra Götalands län;14;Enskild;42;6;71;29;27;24;23;25;24;66;65;63;346;
Mark;1463;Västra Götalands län;14;Samtliga;49;17;52;398;411;414;394;467;441;470;470;436;3 901;
Mark;1463;Västra Götalands län;14;Kommunal;49;17;51;377;395;382;377;444;405;432;436;407;3 655;
Mark;1463;Västra Götalands län;14;Enskild;52;12;60;21;16;32;17;23;36;38;34;29;246;
Markaryd;0767;Kronobergs län;07;Samtliga;49;38;41;119;122;120;117;128;131;125;109;121;1 092;
Markaryd;0767;Kronobergs län;07;Kommunal;49;38;41;119;122;120;117;128;131;125;109;121;1 092;
Mellerud;1461;Västra Götalands län;14;Samtliga;44;34;40;107;101;99;111;100;109;121;106;91;945;
Mellerud;1461;Västra Götalands län;14;Kommunal;44;34;40;107;101;99;111;100;109;121;106;91;945;
Mjölby;0586;Östergötlands län;05;Samtliga;49;18;55;352;350;313;332;321;326;349;306;343;2 992;
Mjölby;0586;Östergötlands län;05;Kommunal;49;18;55;352;350;313;332;321;326;349;306;343;2 992;
Mora;2062;Dalarnas län;20;Samtliga;50;12;59;202;214;222;235;213;251;228;229;250;2 044;
Mora;2062;Dalarnas län;20;Kommunal;49;12;59;196;204;210;221;207;240;228;229;250;1 985;
Mora;2062;Dalarnas län;20;Enskild;58;12;64;6;10;12;14;6;11;.;.;.;59;
Motala;0583;Östergötlands län;05;Samtliga;48;25;51;513;451;521;492;535;492;510;519;520;4 553;
Motala;0583;Östergötlands län;05;Kommunal;48;27;49;491;429;500;470;513;470;435;444;445;4 197;
Motala;0583;Östergötlands län;05;Enskild;46;6;73;22;22;21;22;22;22;75;75;75;356;
Mullsjö;0642;Jönköpings län;06;Samtliga;51;11;49;89;84;100;96;108;81;94;96;81;829;
Mullsjö;0642;Jönköpings län;06;Kommunal;51;11;49;89;84;100;96;108;81;94;96;81;829;
Munkedal;1430;Västra Götalands län;14;Samtliga;48;19;48;127;117;151;120;113;120;120;116;121;1 105;
Munkedal;1430;Västra Götalands län;14;Kommunal;48;19;48;127;117;151;120;113;120;120;116;121;1 105;
Munkfors;1762;Värmlands län;17;Samtliga;50;23;39;42;35;36;43;41;52;38;42;35;364;
Munkfors;1762;Värmlands län;17;Kommunal;50;23;39;42;35;36;43;41;52;38;42;35;364;
Mölndal;1481;Västra Götalands län;14;Samtliga;49;20;75;847;801;899;806;916;871;809;838;757;7 544;
Mölndal;1481;Västra Götalands län;14;Kommunal;49;20;75;801;754;850;758;867;823;731;760;678;7 022;
Mölndal;1481;Västra Götalands län;14;Enskild;48;20;79;46;47;49;48;49;48;78;78;79;522;
Mönsterås;0861;Kalmar län;08;Samtliga;49;24;47;160;151;159;140;156;130;120;123;145;1 284;
Mönsterås;0861;Kalmar län;08;Kommunal;49;24;47;160;151;159;140;156;130;120;123;145;1 284;
Mörbylånga;0840;Kalmar län;08;Samtliga;50;9;70;191;206;208;202;208;210;196;182;188;1 791;
Mörbylånga;0840;Kalmar län;08;Kommunal;50;10;68;176;191;185;194;187;182;105;84;75;1 379;
Mörbylånga;0840;Kalmar län;08;Enskild;47;6;78;15;15;23;8;21;28;91;98;113;412;
Nacka;0182;Stockholms län;01;Samtliga;48;16;80;1 505;1 503;1 458;1 498;1 578;1 600;1 690;1 590;1 548;13 970;
Nacka;0182;Stockholms län;01;Kommunal;47;17;78;1 112;1 139;1 104;983;1 063;1 026;1 029;983;989;9 428;
Nacka;0182;Stockholms län;01;Enskild;50;16;83;393;364;354;515;515;574;661;607;559;4 542;
Nora;1884;Örebro län;18;Samtliga;49;24;53;118;128;125;126;145;124;117;132;128;1 143;
Nora;1884;Örebro län;18;Kommunal;50;25;52;107;117;113;114;134;113;117;132;128;1 075;
Nora;1884;Örebro län;18;Enskild;38;12;69;11;11;12;12;11;11;.;.;.;68;
Norberg;1962;Västmanlands län;19;Samtliga;48;31;37;54;60;63;64;61;84;58;65;67;576;
Norberg;1962;Västmanlands län;19;Kommunal;48;31;37;54;60;63;64;61;84;58;65;67;576;
Nordanstig;2132;Gävleborgs län;21;Samtliga;47;16;45;88;102;110;106;116;109;57;79;73;840;
Nordanstig;2132;Gävleborgs län;21;Kommunal;47;16;45;72;95;100;96;100;100;53;70;68;754;
Nordanstig;2132;Gävleborgs län;21;Enskild;50;20;48;16;7;10;10;16;9;4;9;5;86;
Nordmaling;2401;Västerbottens län;24;Samtliga;47;11;45;72;67;63;62;70;90;60;67;72;623;
Nordmaling;2401;Västerbottens län;24;Kommunal;47;11;45;72;67;63;62;70;90;60;67;72;623;
Norrköping;0581;Östergötlands län;05;Samtliga;49;30;57;1 691;1 779;1 799;1 663;1 859;1 842;1 766;1 716;1 746;15 861;
Norrköping;0581;Östergötlands län;05;Kommunal;50;29;55;1 503;1 590;1 628;1 307;1 430;1 268;1 124;1 114;1 200;12 164;
Norrköping;0581;Östergötlands län;05;Enskild;47;32;63;188;189;171;356;429;574;642;602;546;3 697;
Norrtälje;0188;Stockholms län;01;Samtliga;48;17;49;673;625;630;655;643;698;605;612;639;5 780;
Norrtälje;0188;Stockholms län;01;Kommunal;48;18;47;488;457;463;494;491;549;458;493;518;4 411;
Norrtälje;0188;Stockholms län;01;Enskild;51;15;54;185;168;167;161;152;149;147;119;121;1 369;
Norsjö;2417;Västerbottens län;24;Samtliga;49;16;47;45;54;42;46;43;49;51;54;45;429;
Norsjö;2417;Västerbottens län;24;Kommunal;49;16;47;45;54;42;46;43;49;51;54;45;429;
Nybro;0881;Kalmar län;08;Samtliga;48;29;52;232;197;234;237;254;204;226;233;195;2 012;
Nybro;0881;Kalmar län;08;Kommunal;48;30;51;215;188;217;218;249;197;226;233;195;1 938;
Nybro;0881;Kalmar län;08;Enskild;43;20;64;17;9;17;19;5;7;.;.;.;74;
Nykvarn;0140;Stockholms län;01;Samtliga;49;11;61;153;164;142;172;182;172;154;158;189;1 486;
Nykvarn;0140;Stockholms län;01;Kommunal;49;11;61;153;164;142;172;182;172;154;158;189;1 486;
Nyköping;0480;Södermanlands län;04;Samtliga;48;24;57;679;707;701;675;723;692;700;721;741;6 339;
Nyköping;0480;Södermanlands län;04;Kommunal;47;30;50;571;598;578;527;553;442;316;373;384;4 342;
Nyköping;0480;Södermanlands län;04;Enskild;50;12;72;108;109;123;148;170;250;384;348;357;1 997;
Nynäshamn;0192;Stockholms län;01;Samtliga;47;28;49;327;323;316;290;299;318;286;276;274;2 709;
Nynäshamn;0192;Stockholms län;01;Kommunal;47;..;49;317;312;305;290;299;318;286;276;274;2 677;
Nynäshamn;0192;Stockholms län;01;Enskild;47;..;53;10;11;11;.;.;.;.;.;.;32;
Nässjö;0682;Jönköpings län;06;Samtliga;49;35;49;433;406;368;387;349;365;349;357;349;3 363;
Nässjö;0682;Jönköpings län;06;Kommunal;49;35;49;433;406;368;387;349;365;349;357;349;3 363;
Ockelbo;2101;Gävleborgs län;21;Samtliga;51;24;43;59;59;75;59;49;52;70;51;60;534;
Ockelbo;2101;Gävleborgs län;21;Kommunal;51;24;43;59;59;75;59;49;52;70;51;60;534;
Olofström;1060;Blekinge län;10;Samtliga;50;35;46;136;127;154;132;157;140;137;124;143;1 250;
Olofström;1060;Blekinge län;10;Kommunal;50;35;46;136;127;154;132;157;140;137;124;143;1 250;
Orsa;2034;Dalarnas län;20;Samtliga;47;21;46;70;58;60;69;69;72;71;80;67;616;
Orsa;2034;Dalarnas län;20;Kommunal;48;22;46;68;55;56;66;63;69;71;80;67;595;
Orsa;2034;Dalarnas län;20;Enskild;24;.;52;2;3;4;3;6;3;.;.;.;21;
Orust;1421;Västra Götalands län;14;Samtliga;50;13;54;150;151;165;128;147;169;165;154;172;1 401;
Orust;1421;Västra Götalands län;14;Kommunal;51;13;52;113;127;133;102;118;141;151;144;166;1 195;
Orust;1421;Västra Götalands län;14;Enskild;48;15;68;37;24;32;26;29;28;14;10;6;206;
Osby;1273;Skåne län;12;Samtliga;48;29;47;163;163;163;175;164;158;135;154;136;1 411;
Osby;1273;Skåne län;12;Kommunal;48;29;47;163;163;163;175;164;158;135;154;136;1 411;
Oskarshamn;0882;Kalmar län;08;Samtliga;49;25;52;303;316;305;320;314;280;304;295;319;2 756;
Oskarshamn;0882;Kalmar län;08;Kommunal;48;24;53;302;311;301;320;305;279;304;295;319;2 736;
Oskarshamn;0882;Kalmar län;08;Enskild;75;65;35;1;5;4;.;9;1;.;.;.;20;
Ovanåker;2121;Gävleborgs län;21;Samtliga;47;15;47;123;134;144;129;124;129;123;138;130;1 174;
Ovanåker;2121;Gävleborgs län;21;Kommunal;47;15;47;123;134;144;129;124;129;123;138;130;1 174;
Oxelösund;0481;Södermanlands län;04;Samtliga;50;31;46;128;135;134;122;132;121;109;115;128;1 124;
Oxelösund;0481;Södermanlands län;04;Kommunal;50;31;46;128;135;134;122;132;121;109;115;128;1 124;
Pajala;2521;Norrbottens län;25;Samtliga;49;15;37;63;59;59;63;50;59;60;56;59;528;
Pajala;2521;Norrbottens län;25;Kommunal;50;16;36;58;53;56;56;47;55;55;52;54;486;
Pajala;2521;Norrbottens län;25;Enskild;40;.;45;5;6;3;7;3;4;5;4;5;42;
Partille;1402;Västra Götalands län;14;Samtliga;47;20;74;527;570;595;540;636;551;528;508;483;4 938;
Partille;1402;Västra Götalands län;14;Kommunal;47;20;73;509;552;577;521;617;529;507;488;465;4 765;
Partille;1402;Västra Götalands län;14;Enskild;50;12;90;18;18;18;19;19;22;21;20;18;173;
Perstorp;1275;Skåne län;12;Samtliga;46;44;34;108;95;99;99;88;105;112;91;107;904;
Perstorp;1275;Skåne län;12;Kommunal;46;44;34;108;95;99;99;88;105;112;91;107;904;
Piteå;2581;Norrbottens län;25;Samtliga;49;9;61;480;495;456;464;448;446;482;434;475;4 180;
Piteå;2581;Norrbottens län;25;Kommunal;49;..;61;449;452;428;455;435;431;482;434;475;4 041;
Piteå;2581;Norrbottens län;25;Enskild;50;..;62;31;43;28;9;13;15;.;.;.;139;
Ragunda;2303;Jämtlands län;23;Samtliga;51;16;38;57;56;67;55;63;61;48;56;53;516;
Ragunda;2303;Jämtlands län;23;Kommunal;51;16;38;57;56;67;55;63;61;48;56;53;516;
Robertsfors;2409;Västerbottens län;24;Samtliga;48;12;50;82;71;76;65;71;75;71;79;71;661;
Robertsfors;2409;Västerbottens län;24;Kommunal;48;12;50;82;71;76;65;71;75;71;79;71;661;
Ronneby;1081;Blekinge län;10;Samtliga;51;31;51;365;334;350;352;365;382;306;337;368;3 159;
Ronneby;1081;Blekinge län;10;Kommunal;50;32;50;305;275;294;289;304;316;261;272;321;2 637;
Ronneby;1081;Blekinge län;10;Enskild;52;30;57;60;59;56;63;61;66;45;65;47;522;
Rättvik;2031;Dalarnas län;20;Samtliga;49;11;53;108;89;83;99;107;93;120;104;110;913;
Rättvik;2031;Dalarnas län;20;Kommunal;49;11;53;108;89;83;99;107;93;120;104;110;913;
Sala;1981;Västmanlands län;19;Samtliga;48;24;50;280;267;293;302;307;270;253;262;242;2 476;
Sala;1981;Västmanlands län;19;Kommunal;48;24;50;280;267;293;302;307;270;253;262;242;2 476;
Salem;0128;Stockholms län;01;Samtliga;47;26;62;238;231;236;245;229;215;226;223;233;2 076;
Salem;0128;Stockholms län;01;Kommunal;48;29;62;137;148;149;194;181;188;200;198;207;1 602;
Salem;0128;Stockholms län;01;Enskild;45;15;65;101;83;87;51;48;27;26;25;26;474;
Sandviken;2181;Gävleborgs län;21;Samtliga;50;31;48;457;467;457;428;400;405;402;448;475;3 939;
Sandviken;2181;Gävleborgs län;21;Kommunal;50;31;47;437;444;434;407;376;381;378;425;455;3 737;
Sandviken;2181;Gävleborgs län;21;Enskild;59;28;69;20;23;23;21;24;24;24;23;20;202;
Sigtuna;0191;Stockholms län;01;Samtliga;49;46;54;691;642;632;643;644;624;612;614;549;5 651;
Sigtuna;0191;Stockholms län;01;Kommunal;48;53;50;568;530;524;524;521;514;398;409;385;4 373;
Sigtuna;0191;Stockholms län;01;Internationella skolor;42;53;65;.;.;.;.;.;.;16;25;31;72;
Sigtuna;0191;Stockholms län;01;Enskild;50;20;69;123;112;108;119;123;110;198;180;133;1 206;
Simrishamn;1291;Skåne län;12;Samtliga;49;23;55;170;172;190;162;178;179;203;207;183;1 644;
Simrishamn;1291;Skåne län;12;Kommunal;48;27;48;118;119;132;107;110;109;157;159;133;1 144;
Simrishamn;1291;Skåne län;12;Enskild;51;13;72;52;53;58;55;68;70;46;48;50;500;
Sjöbo;1265;Skåne län;12;Samtliga;48;13;45;213;231;233;223;204;182;163;164;175;1 788;
Sjöbo;1265;Skåne län;12;Kommunal;48;14;42;176;189;189;181;166;144;160;159;165;1 529;
Sjöbo;1265;Skåne län;12;Enskild;46;5;65;37;42;44;42;38;38;3;5;10;259;
Skara;1495;Västra Götalands län;14;Samtliga;49;28;50;237;195;213;193;228;204;222;206;229;1 927;
Skara;1495;Västra Götalands län;14;Kommunal;48;30;47;219;177;195;173;213;186;185;172;194;1 714;
Skara;1495;Västra Götalands län;14;Enskild;53;6;72;18;18;18;20;15;18;37;34;35;213;
Skellefteå;2482;Västerbottens län;24;Samtliga;48;14;61;827;852;800;829;845;862;833;811;839;7 498;
Skellefteå;2482;Västerbottens län;24;Kommunal;48;13;61;757;811;755;767;801;781;752;755;765;6 944;
Skellefteå;2482;Västerbottens län;24;Internationella skolor;.;100;.;.;.;.;1;.;2;.;1;1;5;
Skellefteå;2482;Västerbottens län;24;Enskild;48;26;65;70;41;45;61;44;79;81;55;73;549;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;52;28;35;48;37;48;29;36;34;43;29;46;350;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;52;28;35;48;37;48;29;36;34;43;29;46;350;
Skurup;1264;Skåne län;12;Samtliga;50;17;49;199;208;207;184;198;165;207;195;178;1 741;
Skurup;1264;Skåne län;12;Kommunal;..;..;49;199;208;207;182;197;160;203;195;178;1 729;
Skurup;1264;Skåne län;12;Enskild;..;..;42;.;.;.;2;1;5;4;.;.;12;
Skövde;1496;Västra Götalands län;14;Samtliga;48;22;62;676;675;634;615;698;661;609;614;670;5 852;
