Statistik från Skolverket, https://www.skolverket.se

Grundskola - Behörighet till gymnasieskolan, fr.o.m. 2011
Valt läsår: 2024/25

Inför nya gymnasieskolan 2011 skärptes kraven för behörighet att söka till gymnasiet. Det innebär för att en elev ska vara behörig till
gymnasieskolans nationella program krävs 8 godkända betyg för yrkesprogram och 12 godkända betyg för högskoleförberedande program.
Det finns dessutom 3 olika behörighetskrav beroende på vilket högskoleförberedande program.

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Kön;Antal elever;Andel (%) elever behöriga till yrkesprog.;Andel elever (%) behöriga till estetiskt program;Andel elever (%) behöriga till Ekonomi-, humanistiska och samhällsvetenskaps- program;Andel elever (%) behöriga till Naturvetenskapligt och tekniskt program;
Kungälv;1482;Västra Götalands län;14;Kommunal;Flickor;250;85,2;84,8;83,6;84,0;
Kungälv;1482;Västra Götalands län;14;Kommunal;Pojkar;276;79,7;79,7;76,1;77,5;
Kungälv;1482;Västra Götalands län;14;Kommunal;Samtliga;526;82,3;82,1;79,7;80,6;
Kungälv;1482;Västra Götalands län;14;Enskild;Flickor;54;~100;..;..;..;
Kungälv;1482;Västra Götalands län;14;Enskild;Pojkar;45;~100;~100;~100;~100;
Kungälv;1482;Västra Götalands län;14;Enskild;Samtliga;99;93,9;92,9;92,9;90,9;
Kävlinge;1261;Skåne län;12;Samtliga;Flickor;208;89,4;88,5;88,0;88,5;
Kävlinge;1261;Skåne län;12;Samtliga;Pojkar;186;90,3;89,2;86,0;88,2;
Kävlinge;1261;Skåne län;12;Samtliga;Samtliga;394;89,8;88,8;87,1;88,3;
Kävlinge;1261;Skåne län;12;Kommunal;Flickor;174;87,9;86,8;86,2;86,8;
Kävlinge;1261;Skåne län;12;Kommunal;Pojkar;146;89,0;87,7;84,2;86,3;
Kävlinge;1261;Skåne län;12;Kommunal;Samtliga;320;88,4;87,2;85,3;86,6;
Kävlinge;1261;Skåne län;12;Enskild;Flickor;34;~100;~100;~100;~100;
Kävlinge;1261;Skåne län;12;Enskild;Pojkar;40;~100;~100;~100;~100;
Kävlinge;1261;Skåne län;12;Enskild;Samtliga;74;~100;~100;~100;~100;
Köping;1983;Västmanlands län;19;Samtliga;Flickor;137;86,9;83,2;81,8;68,6;
Köping;1983;Västmanlands län;19;Samtliga;Pojkar;159;78,6;74,8;72,3;59,1;
Köping;1983;Västmanlands län;19;Samtliga;Samtliga;296;82,4;78,7;76,7;63,5;
Köping;1983;Västmanlands län;19;Kommunal;Flickor;137;86,9;83,2;81,8;68,6;
Köping;1983;Västmanlands län;19;Kommunal;Pojkar;159;78,6;74,8;72,3;59,1;
Köping;1983;Västmanlands län;19;Kommunal;Samtliga;296;82,4;78,7;76,7;63,5;
Laholm;1381;Hallands län;13;Samtliga;Flickor;139;79,9;77,7;77,0;74,8;
Laholm;1381;Hallands län;13;Samtliga;Pojkar;149;75,2;73,8;71,8;67,1;
Laholm;1381;Hallands län;13;Samtliga;Samtliga;288;77,4;75,7;74,3;70,8;
Laholm;1381;Hallands län;13;Kommunal;Flickor;139;79,9;77,7;77,0;74,8;
Laholm;1381;Hallands län;13;Kommunal;Pojkar;149;75,2;73,8;71,8;67,1;
Laholm;1381;Hallands län;13;Kommunal;Samtliga;288;77,4;75,7;74,3;70,8;
Landskrona;1282;Skåne län;12;Samtliga;Flickor;289;83,7;83,0;77,2;78,2;
Landskrona;1282;Skåne län;12;Samtliga;Pojkar;297;82,5;79,8;75,1;77,1;
Landskrona;1282;Skåne län;12;Samtliga;Samtliga;586;83,1;81,4;76,1;77,6;
Landskrona;1282;Skåne län;12;Kommunal;Flickor;170;82,9;82,4;75,3;76,5;
Landskrona;1282;Skåne län;12;Kommunal;Pojkar;200;80,5;76,5;71,0;73,5;
Landskrona;1282;Skåne län;12;Kommunal;Samtliga;370;81,6;79,2;73,0;74,9;
Landskrona;1282;Skåne län;12;Enskild;Flickor;119;84,9;84,0;79,8;80,7;
Landskrona;1282;Skåne län;12;Enskild;Pojkar;97;86,6;86,6;83,5;84,5;
Landskrona;1282;Skåne län;12;Enskild;Samtliga;216;85,6;85,2;81,5;82,4;
Laxå;1860;Örebro län;18;Samtliga;Flickor;29;75,9;75,9;75,9;58,6;
Laxå;1860;Örebro län;18;Samtliga;Pojkar;40;87,5;85,0;82,5;75,0;
Laxå;1860;Örebro län;18;Samtliga;Samtliga;69;82,6;81,2;79,7;68,1;
Laxå;1860;Örebro län;18;Kommunal;Flickor;29;75,9;75,9;75,9;58,6;
Laxå;1860;Örebro län;18;Kommunal;Pojkar;40;87,5;85,0;82,5;75,0;
Laxå;1860;Örebro län;18;Kommunal;Samtliga;69;82,6;81,2;79,7;68,1;
Lekeberg;1814;Örebro län;18;Samtliga;Flickor;46;82,6;82,6;80,4;73,9;
Lekeberg;1814;Örebro län;18;Samtliga;Pojkar;50;78,0;78,0;78,0;74,0;
Lekeberg;1814;Örebro län;18;Samtliga;Samtliga;96;80,2;80,2;79,2;74,0;
Lekeberg;1814;Örebro län;18;Kommunal;Flickor;46;82,6;82,6;80,4;73,9;
Lekeberg;1814;Örebro län;18;Kommunal;Pojkar;50;78,0;78,0;78,0;74,0;
Lekeberg;1814;Örebro län;18;Kommunal;Samtliga;96;80,2;80,2;79,2;74,0;
Leksand;2029;Dalarnas län;20;Samtliga;Flickor;82;82,9;82,9;79,3;82,9;
Leksand;2029;Dalarnas län;20;Samtliga;Pojkar;106;78,3;78,3;76,4;78,3;
Leksand;2029;Dalarnas län;20;Samtliga;Samtliga;188;80,3;80,3;77,7;80,3;
Leksand;2029;Dalarnas län;20;Kommunal;Flickor;68;80,9;80,9;76,5;80,9;
Leksand;2029;Dalarnas län;20;Kommunal;Pojkar;92;76,1;76,1;73,9;76,1;
Leksand;2029;Dalarnas län;20;Kommunal;Samtliga;160;78,1;78,1;75,0;78,1;
Leksand;2029;Dalarnas län;20;Enskild;Flickor;14;~100;~100;~100;~100;
Leksand;2029;Dalarnas län;20;Enskild;Pojkar;14;~100;~100;~100;~100;
Leksand;2029;Dalarnas län;20;Enskild;Samtliga;28;~100;~100;~100;~100;
Lerum;1441;Västra Götalands län;14;Samtliga;Flickor;322;85,1;84,8;84,2;80,7;
Lerum;1441;Västra Götalands län;14;Samtliga;Pojkar;356;87,9;87,4;85,1;81,7;
Lerum;1441;Västra Götalands län;14;Samtliga;Samtliga;678;86,6;86,1;84,7;81,3;
Lerum;1441;Västra Götalands län;14;Kommunal;Flickor;306;84,6;84,3;83,7;80,1;
Lerum;1441;Västra Götalands län;14;Kommunal;Pojkar;344;87,5;86,9;84,9;81,1;
Lerum;1441;Västra Götalands län;14;Kommunal;Samtliga;650;86,2;85,7;84,3;80,6;
Lerum;1441;Västra Götalands län;14;Enskild;Flickor;16;~100;~100;~100;~100;
Lerum;1441;Västra Götalands län;14;Enskild;Pojkar;12;100,0;100,0;~100;100,0;
Lerum;1441;Västra Götalands län;14;Enskild;Samtliga;28;~100;~100;~100;~100;
Lessebo;0761;Kronobergs län;07;Samtliga;Flickor;32;65,6;65,6;62,5;65,6;
Lessebo;0761;Kronobergs län;07;Samtliga;Pojkar;44;88,6;88,6;88,6;88,6;
Lessebo;0761;Kronobergs län;07;Samtliga;Samtliga;76;78,9;78,9;77,6;78,9;
Lessebo;0761;Kronobergs län;07;Kommunal;Flickor;32;65,6;65,6;62,5;65,6;
Lessebo;0761;Kronobergs län;07;Kommunal;Pojkar;44;88,6;88,6;88,6;88,6;
Lessebo;0761;Kronobergs län;07;Kommunal;Samtliga;76;78,9;78,9;77,6;78,9;
Lidingö;0186;Stockholms län;01;Samtliga;Flickor;304;95,1;94,7;94,1;94,4;
Lidingö;0186;Stockholms län;01;Samtliga;Pojkar;344;96,2;95,3;94,5;94,8;
Lidingö;0186;Stockholms län;01;Samtliga;Samtliga;648;95,7;95,1;94,3;94,6;
Lidingö;0186;Stockholms län;01;Kommunal;Flickor;219;94,1;93,6;92,7;93,2;
Lidingö;0186;Stockholms län;01;Kommunal;Pojkar;242;95,0;93,8;93,4;93,4;
Lidingö;0186;Stockholms län;01;Kommunal;Samtliga;461;94,6;93,7;93,1;93,3;
Lidingö;0186;Stockholms län;01;Enskild;Flickor;85;~100;~100;~100;~100;
Lidingö;0186;Stockholms län;01;Enskild;Pojkar;102;~100;~100;~100;~100;
Lidingö;0186;Stockholms län;01;Enskild;Samtliga;187;~100;~100;97,3;~100;
Lidköping;1494;Västra Götalands län;14;Samtliga;Flickor;235;84,3;82,6;82,1;79,1;
Lidköping;1494;Västra Götalands län;14;Samtliga;Pojkar;301;82,1;81,7;78,1;76,7;
Lidköping;1494;Västra Götalands län;14;Samtliga;Samtliga;536;83,0;82,1;79,9;77,8;
Lidköping;1494;Västra Götalands län;14;Kommunal;Flickor;160;81,3;80,0;79,4;77,5;
Lidköping;1494;Västra Götalands län;14;Kommunal;Pojkar;224;77,7;77,2;72,3;73,2;
Lidköping;1494;Västra Götalands län;14;Kommunal;Samtliga;384;79,2;78,4;75,3;75,0;
Lidköping;1494;Västra Götalands län;14;Enskild;Flickor;75;..;..;..;82,7;
Lidköping;1494;Västra Götalands län;14;Enskild;Pojkar;77;~100;~100;~100;87,0;
Lidköping;1494;Västra Götalands län;14;Enskild;Samtliga;152;92,8;91,4;91,4;84,9;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;Flickor;69;72,5;72,5;72,5;69,6;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;Pojkar;72;72,2;70,8;69,4;62,5;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;Samtliga;141;72,3;71,6;70,9;66,0;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;Flickor;61;77,0;77,0;77,0;73,8;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;Pojkar;65;72,3;70,8;69,2;61,5;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;Samtliga;126;74,6;73,8;73,0;67,5;
Lilla Edet;1462;Västra Götalands län;14;Enskild;Flickor;8;..;..;..;..;
Lilla Edet;1462;Västra Götalands län;14;Enskild;Pojkar;7;~100;~100;~100;~100;
Lilla Edet;1462;Västra Götalands län;14;Enskild;Samtliga;15;53,3;53,3;53,3;53,3;
Lindesberg;1885;Örebro län;18;Samtliga;Flickor;129;77,5;77,5;75,2;69,0;
Lindesberg;1885;Örebro län;18;Samtliga;Pojkar;136;70,6;69,9;68,4;56,6;
Lindesberg;1885;Örebro län;18;Samtliga;Samtliga;265;74,0;73,6;71,7;62,6;
Lindesberg;1885;Örebro län;18;Kommunal;Flickor;129;77,5;77,5;75,2;69,0;
Lindesberg;1885;Örebro län;18;Kommunal;Pojkar;136;70,6;69,9;68,4;56,6;
Lindesberg;1885;Örebro län;18;Kommunal;Samtliga;265;74,0;73,6;71,7;62,6;
Linköping;0580;Östergötlands län;05;Samtliga;Flickor;964;83,5;82,2;80,6;74,6;
Linköping;0580;Östergötlands län;05;Samtliga;Pojkar;999;86,0;84,9;82,1;76,2;
Linköping;0580;Östergötlands län;05;Samtliga;Samtliga;1 963;84,8;83,5;81,4;75,4;
Linköping;0580;Östergötlands län;05;Kommunal;Flickor;713;82,2;80,8;79,2;74,2;
Linköping;0580;Östergötlands län;05;Kommunal;Pojkar;741;84,1;83,7;81,0;75,2;
Linköping;0580;Östergötlands län;05;Kommunal;Samtliga;1 454;83,1;82,3;80,1;74,7;
Linköping;0580;Östergötlands län;05;Enskild;Flickor;251;87,3;86,1;84,5;75,7;
Linköping;0580;Östergötlands län;05;Enskild;Pojkar;258;91,5;88,4;85,3;79,1;
Linköping;0580;Östergötlands län;05;Enskild;Samtliga;509;89,4;87,2;84,9;77,4;
Ljungby;0781;Kronobergs län;07;Samtliga;Flickor;159;81,1;79,9;79,2;74,2;
Ljungby;0781;Kronobergs län;07;Samtliga;Pojkar;162;71,6;71,0;67,3;63,6;
Ljungby;0781;Kronobergs län;07;Samtliga;Samtliga;321;76,3;75,4;73,2;68,8;
Ljungby;0781;Kronobergs län;07;Kommunal;Flickor;148;81,8;80,4;79,7;74,3;
Ljungby;0781;Kronobergs län;07;Kommunal;Pojkar;148;68,9;68,2;66,2;60,1;
Ljungby;0781;Kronobergs län;07;Kommunal;Samtliga;296;75,3;74,3;73,0;67,2;
Ljungby;0781;Kronobergs län;07;Enskild;Flickor;11;~100;~100;~100;~100;
Ljungby;0781;Kronobergs län;07;Enskild;Pojkar;14;100,0;100,0;~100;100,0;
Ljungby;0781;Kronobergs län;07;Enskild;Samtliga;25;~100;~100;76,0;~100;
Ljusdal;2161;Gävleborgs län;21;Samtliga;Flickor;103;79,6;77,7;72,8;71,8;
Ljusdal;2161;Gävleborgs län;21;Samtliga;Pojkar;102;78,4;78,4;72,5;72,5;
Ljusdal;2161;Gävleborgs län;21;Samtliga;Samtliga;205;79,0;78,0;72,7;72,2;
Ljusdal;2161;Gävleborgs län;21;Kommunal;Flickor;81;76,5;76,5;74,1;70,4;
Ljusdal;2161;Gävleborgs län;21;Kommunal;Pojkar;85;81,2;81,2;74,1;75,3;
Ljusdal;2161;Gävleborgs län;21;Kommunal;Samtliga;166;78,9;78,9;74,1;72,9;
Ljusdal;2161;Gävleborgs län;21;Enskild;Flickor;22;~100;~100;68,2;77,3;
Ljusdal;2161;Gävleborgs län;21;Enskild;Pojkar;17;..;..;64,7;58,8;
Ljusdal;2161;Gävleborgs län;21;Enskild;Samtliga;39;79,5;74,4;66,7;69,2;
Ljusnarsberg;1864;Örebro län;18;Samtliga;Flickor;21;..;..;57,1;..;
Ljusnarsberg;1864;Örebro län;18;Samtliga;Pojkar;12;~100;~100;58,3;~100;
Ljusnarsberg;1864;Örebro län;18;Samtliga;Samtliga;33;75,8;66,7;57,6;66,7;
Ljusnarsberg;1864;Örebro län;18;Kommunal;Flickor;21;..;..;57,1;..;
Ljusnarsberg;1864;Örebro län;18;Kommunal;Pojkar;12;~100;~100;58,3;~100;
Ljusnarsberg;1864;Örebro län;18;Kommunal;Samtliga;33;75,8;66,7;57,6;66,7;
Lomma;1262;Skåne län;12;Samtliga;Flickor;209;~100;97,6;97,1;94,7;
Lomma;1262;Skåne län;12;Samtliga;Pojkar;245;..;95,9;94,7;94,7;
Lomma;1262;Skåne län;12;Samtliga;Samtliga;454;98,2;96,7;95,8;94,7;
Lomma;1262;Skåne län;12;Kommunal;Flickor;196;~100;~100;~100;96,4;
Lomma;1262;Skåne län;12;Kommunal;Pojkar;238;..;..;..;94,5;
Lomma;1262;Skåne län;12;Kommunal;Samtliga;434;98,4;97,0;96,1;95,4;
Lomma;1262;Skåne län;12;Enskild;Flickor;13;~100;~100;~100;~100;
Lomma;1262;Skåne län;12;Enskild;Pojkar;7;100,0;100,0;100,0;100,0;
Lomma;1262;Skåne län;12;Enskild;Samtliga;20;~100;~100;~100;~100;
Ludvika;2085;Dalarnas län;20;Samtliga;Flickor;139;85,6;84,2;79,1;79,1;
Ludvika;2085;Dalarnas län;20;Samtliga;Pojkar;142;85,2;81,7;75,4;73,2;
Ludvika;2085;Dalarnas län;20;Samtliga;Samtliga;281;85,4;82,9;77,2;76,2;
Ludvika;2085;Dalarnas län;20;Kommunal;Flickor;139;85,6;84,2;79,1;79,1;
Ludvika;2085;Dalarnas län;20;Kommunal;Pojkar;142;85,2;81,7;75,4;73,2;
Ludvika;2085;Dalarnas län;20;Kommunal;Samtliga;281;85,4;82,9;77,2;76,2;
Luleå;2580;Norrbottens län;25;Samtliga;Flickor;427;87,1;85,9;85,5;82,9;
Luleå;2580;Norrbottens län;25;Samtliga;Pojkar;453;88,1;87,2;86,3;83,7;
Luleå;2580;Norrbottens län;25;Samtliga;Samtliga;880;87,6;86,6;85,9;83,3;
Luleå;2580;Norrbottens län;25;Kommunal;Flickor;367;85,8;84,7;84,2;81,5;
Luleå;2580;Norrbottens län;25;Kommunal;Pojkar;405;87,4;86,4;85,4;83,0;
Luleå;2580;Norrbottens län;25;Kommunal;Samtliga;772;86,7;85,6;84,8;82,3;
Luleå;2580;Norrbottens län;25;Enskild;Flickor;60;~100;~100;~100;91,7;
Luleå;2580;Norrbottens län;25;Enskild;Pojkar;48;~100;~100;~100;89,6;
Luleå;2580;Norrbottens län;25;Enskild;Samtliga;108;94,4;93,5;93,5;90,7;
Lund;1281;Skåne län;12;Samtliga;Flickor;826;90,7;89,5;88,6;88,0;
Lund;1281;Skåne län;12;Samtliga;Pojkar;872;88,4;87,4;85,7;84,2;
Lund;1281;Skåne län;12;Samtliga;Samtliga;1 698;89,5;88,4;87,1;86,0;
Lund;1281;Skåne län;12;Kommunal;Flickor;622;89,4;87,8;87,1;86,3;
Lund;1281;Skåne län;12;Kommunal;Pojkar;686;88,0;86,9;85,4;83,7;
Lund;1281;Skåne län;12;Kommunal;Samtliga;1 308;88,7;87,3;86,2;84,9;
Lund;1281;Skåne län;12;Enskild;Flickor;204;94,9;94,9;93,4;93,4;
Lund;1281;Skåne län;12;Enskild;Pojkar;186;89,9;89,4;86,6;86,0;
Lund;1281;Skåne län;12;Enskild;Samtliga;390;92,5;92,3;90,1;89,9;
Lycksele;2481;Västerbottens län;24;Samtliga;Flickor;79;86,1;83,5;83,5;83,5;
Lycksele;2481;Västerbottens län;24;Samtliga;Pojkar;79;74,7;74,7;73,4;72,2;
Lycksele;2481;Västerbottens län;24;Samtliga;Samtliga;158;80,4;79,1;78,5;77,8;
Lycksele;2481;Västerbottens län;24;Kommunal;Flickor;79;86,1;83,5;83,5;83,5;
Lycksele;2481;Västerbottens län;24;Kommunal;Pojkar;79;74,7;74,7;73,4;72,2;
Lycksele;2481;Västerbottens län;24;Kommunal;Samtliga;158;80,4;79,1;78,5;77,8;
Lysekil;1484;Västra Götalands län;14;Samtliga;Flickor;80;86,3;82,5;80,0;80,0;
Lysekil;1484;Västra Götalands län;14;Samtliga;Pojkar;67;85,1;83,6;82,1;79,1;
Lysekil;1484;Västra Götalands län;14;Samtliga;Samtliga;147;85,7;83,0;81,0;79,6;
Lysekil;1484;Västra Götalands län;14;Kommunal;Flickor;80;86,3;82,5;80,0;80,0;
Lysekil;1484;Västra Götalands län;14;Kommunal;Pojkar;67;85,1;83,6;82,1;79,1;
Lysekil;1484;Västra Götalands län;14;Kommunal;Samtliga;147;85,7;83,0;81,0;79,6;
Malmö;1280;Skåne län;12;Samtliga;Flickor;1 963;84,7;83,5;81,0;79,2;
Malmö;1280;Skåne län;12;Samtliga;Pojkar;2 074;82,0;80,8;78,4;76,3;
Malmö;1280;Skåne län;12;Samtliga;Samtliga;4 037;83,3;82,1;79,6;77,7;
Malmö;1280;Skåne län;12;Kommunal;Flickor;1 573;83,6;82,3;79,4;78,0;
Malmö;1280;Skåne län;12;Kommunal;Pojkar;1 701;80,7;79,5;76,7;74,7;
Malmö;1280;Skåne län;12;Kommunal;Samtliga;3 274;82,1;80,8;78,0;76,3;
Malmö;1280;Skåne län;12;Enskild;Flickor;390;89,4;88,6;87,5;84,4;
Malmö;1280;Skåne län;12;Enskild;Pojkar;373;88,1;87,2;86,4;84,3;
Malmö;1280;Skåne län;12;Enskild;Samtliga;763;88,8;87,9;86,9;84,3;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;Flickor;45;~100;~100;~100;~100;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;Pojkar;46;..;..;..;..;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;Samtliga;91;87,9;87,9;86,8;85,7;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;Flickor;45;~100;~100;~100;~100;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;Pojkar;46;..;..;..;..;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;Samtliga;91;87,9;87,9;86,8;85,7;
Malå;2418;Västerbottens län;24;Samtliga;Flickor;17;..;..;..;..;
Malå;2418;Västerbottens län;24;Samtliga;Pojkar;14;~100;~100;~100;~100;
Malå;2418;Västerbottens län;24;Samtliga;Samtliga;31;71,0;67,7;67,7;67,7;
Malå;2418;Västerbottens län;24;Kommunal;Flickor;17;..;..;..;..;
Malå;2418;Västerbottens län;24;Kommunal;Pojkar;14;~100;~100;~100;~100;
Malå;2418;Västerbottens län;24;Kommunal;Samtliga;31;71,0;67,7;67,7;67,7;
Mariestad;1493;Västra Götalands län;14;Samtliga;Flickor;140;75,7;72,9;72,1;69,3;
Mariestad;1493;Västra Götalands län;14;Samtliga;Pojkar;141;82,3;75,9;73,0;64,5;
Mariestad;1493;Västra Götalands län;14;Samtliga;Samtliga;281;79,0;74,4;72,6;66,9;
Mariestad;1493;Västra Götalands län;14;Kommunal;Flickor;116;74,1;70,7;69,8;67,2;
Mariestad;1493;Västra Götalands län;14;Kommunal;Pojkar;101;77,2;68,3;66,3;53,5;
Mariestad;1493;Västra Götalands län;14;Kommunal;Samtliga;217;75,6;69,6;68,2;60,8;
Mariestad;1493;Västra Götalands län;14;Enskild;Flickor;24;~100;~100;~100;..;
Mariestad;1493;Västra Götalands län;14;Enskild;Pojkar;40;~100;~100;~100;~100;
Mariestad;1493;Västra Götalands län;14;Enskild;Samtliga;64;90,6;90,6;87,5;87,5;
Mark;1463;Västra Götalands län;14;Samtliga;Flickor;188;76,6;75,5;74,5;71,8;
Mark;1463;Västra Götalands län;14;Samtliga;Pojkar;247;76,1;75,3;72,5;65,6;
Mark;1463;Västra Götalands län;14;Samtliga;Samtliga;435;76,3;75,4;73,3;68,3;
Mark;1463;Västra Götalands län;14;Kommunal;Flickor;179;77,7;76,5;75,4;72,6;
Mark;1463;Västra Götalands län;14;Kommunal;Pojkar;216;76,4;75,5;72,7;65,3;
Mark;1463;Västra Götalands län;14;Kommunal;Samtliga;395;77,0;75,9;73,9;68,6;
Mark;1463;Västra Götalands län;14;Enskild;Flickor;9;~100;~100;~100;~100;
Mark;1463;Västra Götalands län;14;Enskild;Pojkar;31;..;..;..;..;
Mark;1463;Västra Götalands län;14;Enskild;Samtliga;40;70,0;70,0;67,5;65,0;
Markaryd;0767;Kronobergs län;07;Samtliga;Flickor;69;69,6;69,6;68,1;63,8;
Markaryd;0767;Kronobergs län;07;Samtliga;Pojkar;55;76,4;69,1;69,1;65,5;
Markaryd;0767;Kronobergs län;07;Samtliga;Samtliga;124;72,6;69,4;68,5;64,5;
Markaryd;0767;Kronobergs län;07;Kommunal;Flickor;69;69,6;69,6;68,1;63,8;
Markaryd;0767;Kronobergs län;07;Kommunal;Pojkar;55;76,4;69,1;69,1;65,5;
Markaryd;0767;Kronobergs län;07;Kommunal;Samtliga;124;72,6;69,4;68,5;64,5;
Mellerud;1461;Västra Götalands län;14;Samtliga;Flickor;40;75,0;72,5;70,0;57,5;
Mellerud;1461;Västra Götalands län;14;Samtliga;Pojkar;60;66,7;66,7;65,0;60,0;
Mellerud;1461;Västra Götalands län;14;Samtliga;Samtliga;100;70,0;69,0;67,0;59,0;
Mellerud;1461;Västra Götalands län;14;Kommunal;Flickor;40;75,0;72,5;70,0;57,5;
Mellerud;1461;Västra Götalands län;14;Kommunal;Pojkar;60;66,7;66,7;65,0;60,0;
Mellerud;1461;Västra Götalands län;14;Kommunal;Samtliga;100;70,0;69,0;67,0;59,0;
Mjölby;0586;Östergötlands län;05;Samtliga;Flickor;182;75,8;72,5;69,8;63,7;
Mjölby;0586;Östergötlands län;05;Samtliga;Pojkar;158;77,8;75,3;73,4;68,4;
Mjölby;0586;Östergötlands län;05;Samtliga;Samtliga;340;76,8;73,8;71,5;65,9;
Mjölby;0586;Östergötlands län;05;Kommunal;Flickor;182;75,8;72,5;69,8;63,7;
Mjölby;0586;Östergötlands län;05;Kommunal;Pojkar;158;77,8;75,3;73,4;68,4;
Mjölby;0586;Östergötlands län;05;Kommunal;Samtliga;340;76,8;73,8;71,5;65,9;
Mora;2062;Dalarnas län;20;Samtliga;Flickor;132;82,6;81,1;76,5;76,5;
Mora;2062;Dalarnas län;20;Samtliga;Pojkar;121;81,8;77,7;71,9;71,1;
Mora;2062;Dalarnas län;20;Samtliga;Samtliga;253;82,2;79,4;74,3;73,9;
Mora;2062;Dalarnas län;20;Kommunal;Flickor;132;82,6;81,1;76,5;76,5;
Mora;2062;Dalarnas län;20;Kommunal;Pojkar;121;81,8;77,7;71,9;71,1;
Mora;2062;Dalarnas län;20;Kommunal;Samtliga;253;82,2;79,4;74,3;73,9;
Motala;0583;Östergötlands län;05;Samtliga;Flickor;230;80,4;78,7;77,8;74,3;
Motala;0583;Östergötlands län;05;Samtliga;Pojkar;259;71,8;69,5;67,2;63,3;
Motala;0583;Östergötlands län;05;Samtliga;Samtliga;489;75,9;73,8;72,2;68,5;
Motala;0583;Östergötlands län;05;Kommunal;Flickor;174;80,5;79,3;78,2;74,1;
Motala;0583;Östergötlands län;05;Kommunal;Pojkar;204;69,6;67,2;64,7;59,3;
Motala;0583;Östergötlands län;05;Kommunal;Samtliga;378;74,6;72,8;70,9;66,1;
Motala;0583;Östergötlands län;05;Enskild;Flickor;56;80,4;76,8;76,8;75,0;
Motala;0583;Östergötlands län;05;Enskild;Pojkar;55;80,0;78,2;76,4;78,2;
Motala;0583;Östergötlands län;05;Enskild;Samtliga;111;80,2;77,5;76,6;76,6;
Mullsjö;0642;Jönköpings län;06;Samtliga;Flickor;40;75,0;75,0;72,5;72,5;
Mullsjö;0642;Jönköpings län;06;Samtliga;Pojkar;35;74,3;74,3;68,6;62,9;
Mullsjö;0642;Jönköpings län;06;Samtliga;Samtliga;75;74,7;74,7;70,7;68,0;
Mullsjö;0642;Jönköpings län;06;Kommunal;Flickor;40;75,0;75,0;72,5;72,5;
Mullsjö;0642;Jönköpings län;06;Kommunal;Pojkar;35;74,3;74,3;68,6;62,9;
Mullsjö;0642;Jönköpings län;06;Kommunal;Samtliga;75;74,7;74,7;70,7;68,0;
Munkedal;1430;Västra Götalands län;14;Samtliga;Flickor;59;86,4;84,7;76,3;74,6;
Munkedal;1430;Västra Götalands län;14;Samtliga;Pojkar;63;69,8;69,8;55,6;65,1;
Munkedal;1430;Västra Götalands län;14;Samtliga;Samtliga;122;77,9;77,0;65,6;69,7;
Munkedal;1430;Västra Götalands län;14;Kommunal;Flickor;59;86,4;84,7;76,3;74,6;
Munkedal;1430;Västra Götalands län;14;Kommunal;Pojkar;63;69,8;69,8;55,6;65,1;
Munkedal;1430;Västra Götalands län;14;Kommunal;Samtliga;122;77,9;77,0;65,6;69,7;
Munkfors;1762;Värmlands län;17;Samtliga;Flickor;18;~100;~100;~100;~100;
Munkfors;1762;Värmlands län;17;Samtliga;Pojkar;29;~100;..;..;..;
Munkfors;1762;Värmlands län;17;Samtliga;Samtliga;47;89,4;87,2;85,1;78,7;
Munkfors;1762;Värmlands län;17;Kommunal;Flickor;18;~100;~100;~100;~100;
Munkfors;1762;Värmlands län;17;Kommunal;Pojkar;29;~100;..;..;..;
Munkfors;1762;Värmlands län;17;Kommunal;Samtliga;47;89,4;87,2;85,1;78,7;
Mölndal;1481;Västra Götalands län;14;Samtliga;Flickor;388;83,8;82,5;79,9;77,8;
Mölndal;1481;Västra Götalands län;14;Samtliga;Pojkar;427;86,4;85,5;84,3;82,2;
Mölndal;1481;Västra Götalands län;14;Samtliga;Samtliga;815;85,2;84,0;82,2;80,1;
Mölndal;1481;Västra Götalands län;14;Kommunal;Flickor;345;83,5;82,0;80,0;77,4;
Mölndal;1481;Västra Götalands län;14;Kommunal;Pojkar;393;86,8;85,8;84,5;82,2;
Mölndal;1481;Västra Götalands län;14;Kommunal;Samtliga;738;85,2;84,0;82,4;79,9;
Mölndal;1481;Västra Götalands län;14;Enskild;Flickor;43;86,0;86,0;79,1;81,4;
Mölndal;1481;Västra Götalands län;14;Enskild;Pojkar;34;82,4;82,4;82,4;82,4;
Mölndal;1481;Västra Götalands län;14;Enskild;Samtliga;77;84,4;84,4;80,5;81,8;
