Statistik från Skolverket, https://www.skolverket.se

Grundskola - Behörighet till gymnasieskolan, fr.o.m. 2011
Valt läsår: 2024/25

Inför nya gymnasieskolan 2011 skärptes kraven för behörighet att söka till gymnasiet. Det innebär för att en elev ska vara behörig till
gymnasieskolans nationella program krävs 8 godkända betyg för yrkesprogram och 12 godkända betyg för högskoleförberedande program.
Det finns dessutom 3 olika behörighetskrav beroende på vilket högskoleförberedande program.

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Kön;Antal elever;Andel (%) elever behöriga till yrkesprog.;Andel elever (%) behöriga till estetiskt program;Andel elever (%) behöriga till Ekonomi-, humanistiska och samhällsvetenskaps- program;Andel elever (%) behöriga till Naturvetenskapligt och tekniskt program;
Eskilstuna;0484;Södermanlands län;04;Kommunal;Pojkar;557;84,9;83,5;81,5;78,6;
Eskilstuna;0484;Södermanlands län;04;Kommunal;Samtliga;1 072;83,9;82,3;79,7;77,2;
Eskilstuna;0484;Södermanlands län;04;Enskild;Flickor;177;93,8;91,5;85,9;86,4;
Eskilstuna;0484;Södermanlands län;04;Enskild;Pojkar;145;95,9;94,5;86,2;90,3;
Eskilstuna;0484;Södermanlands län;04;Enskild;Samtliga;322;94,7;92,9;86,0;88,2;
Eslöv;1285;Skåne län;12;Samtliga;Flickor;213;82,6;81,7;80,8;79,8;
Eslöv;1285;Skåne län;12;Samtliga;Pojkar;226;85,4;84,5;81,4;78,3;
Eslöv;1285;Skåne län;12;Samtliga;Samtliga;439;84,1;83,1;81,1;79,0;
Eslöv;1285;Skåne län;12;Kommunal;Flickor;213;82,6;81,7;80,8;79,8;
Eslöv;1285;Skåne län;12;Kommunal;Pojkar;226;85,4;84,5;81,4;78,3;
Eslöv;1285;Skåne län;12;Kommunal;Samtliga;439;84,1;83,1;81,1;79,0;
Essunga;1445;Västra Götalands län;14;Samtliga;Flickor;33;69,7;63,6;63,6;60,6;
Essunga;1445;Västra Götalands län;14;Samtliga;Pojkar;32;59,4;59,4;56,3;50,0;
Essunga;1445;Västra Götalands län;14;Samtliga;Samtliga;65;64,6;61,5;60,0;55,4;
Essunga;1445;Västra Götalands län;14;Kommunal;Flickor;33;69,7;63,6;63,6;60,6;
Essunga;1445;Västra Götalands län;14;Kommunal;Pojkar;32;59,4;59,4;56,3;50,0;
Essunga;1445;Västra Götalands län;14;Kommunal;Samtliga;65;64,6;61,5;60,0;55,4;
Fagersta;1982;Västmanlands län;19;Samtliga;Flickor;93;68,8;68,8;66,7;67,7;
Fagersta;1982;Västmanlands län;19;Samtliga;Pojkar;90;81,1;77,8;75,6;74,4;
Fagersta;1982;Västmanlands län;19;Samtliga;Samtliga;183;74,9;73,2;71,0;71,0;
Fagersta;1982;Västmanlands län;19;Kommunal;Flickor;93;68,8;68,8;66,7;67,7;
Fagersta;1982;Västmanlands län;19;Kommunal;Pojkar;90;81,1;77,8;75,6;74,4;
Fagersta;1982;Västmanlands län;19;Kommunal;Samtliga;183;74,9;73,2;71,0;71,0;
Falkenberg;1382;Hallands län;13;Samtliga;Flickor;270;87,4;86,3;85,6;84,8;
Falkenberg;1382;Hallands län;13;Samtliga;Pojkar;282;78,7;78,4;77,3;72,3;
Falkenberg;1382;Hallands län;13;Samtliga;Samtliga;552;83,0;82,2;81,3;78,4;
Falkenberg;1382;Hallands län;13;Kommunal;Flickor;221;86,0;84,6;83,7;82,8;
Falkenberg;1382;Hallands län;13;Kommunal;Pojkar;227;75,8;75,3;74,0;68,3;
Falkenberg;1382;Hallands län;13;Kommunal;Samtliga;448;80,8;79,9;78,8;75,4;
Falkenberg;1382;Hallands län;13;Enskild;Flickor;49;~100;~100;~100;~100;
Falkenberg;1382;Hallands län;13;Enskild;Pojkar;55;..;..;..;..;
Falkenberg;1382;Hallands län;13;Enskild;Samtliga;104;92,3;92,3;92,3;91,3;
Falköping;1499;Västra Götalands län;14;Samtliga;Flickor;196;80,1;78,6;77,0;75,5;
Falköping;1499;Västra Götalands län;14;Samtliga;Pojkar;204;83,3;82,8;80,9;80,9;
Falköping;1499;Västra Götalands län;14;Samtliga;Samtliga;400;81,8;80,8;79,0;78,3;
Falköping;1499;Västra Götalands län;14;Kommunal;Flickor;196;80,1;78,6;77,0;75,5;
Falköping;1499;Västra Götalands län;14;Kommunal;Pojkar;204;83,3;82,8;80,9;80,9;
Falköping;1499;Västra Götalands län;14;Kommunal;Samtliga;400;81,8;80,8;79,0;78,3;
Falun;2080;Dalarnas län;20;Samtliga;Flickor;356;92,1;89,0;86,8;86,5;
Falun;2080;Dalarnas län;20;Samtliga;Pojkar;405;87,7;84,2;82,5;79,5;
Falun;2080;Dalarnas län;20;Samtliga;Samtliga;761;89,8;86,5;84,5;82,8;
Falun;2080;Dalarnas län;20;Kommunal;Flickor;266;91,4;87,6;85,3;85,3;
Falun;2080;Dalarnas län;20;Kommunal;Pojkar;325;87,1;83,4;81,5;77,8;
Falun;2080;Dalarnas län;20;Kommunal;Samtliga;591;89,0;85,3;83,2;81,2;
Falun;2080;Dalarnas län;20;Enskild;Flickor;90;94,4;93,3;91,1;90,0;
Falun;2080;Dalarnas län;20;Enskild;Pojkar;80;90,0;87,5;86,3;86,3;
Falun;2080;Dalarnas län;20;Enskild;Samtliga;170;92,4;90,6;88,8;88,2;
Filipstad;1782;Värmlands län;17;Samtliga;Flickor;46;84,8;82,6;80,4;78,3;
Filipstad;1782;Värmlands län;17;Samtliga;Pojkar;51;90,2;88,2;84,3;80,4;
Filipstad;1782;Värmlands län;17;Samtliga;Samtliga;97;87,6;85,6;82,5;79,4;
Filipstad;1782;Värmlands län;17;Kommunal;Flickor;46;84,8;82,6;80,4;78,3;
Filipstad;1782;Värmlands län;17;Kommunal;Pojkar;51;90,2;88,2;84,3;80,4;
Filipstad;1782;Värmlands län;17;Kommunal;Samtliga;97;87,6;85,6;82,5;79,4;
Finspång;0562;Östergötlands län;05;Samtliga;Flickor;116;85,3;83,6;81,0;81,9;
Finspång;0562;Östergötlands län;05;Samtliga;Pojkar;105;83,8;81,9;81,9;80,0;
Finspång;0562;Östergötlands län;05;Samtliga;Samtliga;221;84,6;82,8;81,4;81,0;
Finspång;0562;Östergötlands län;05;Kommunal;Flickor;116;85,3;83,6;81,0;81,9;
Finspång;0562;Östergötlands län;05;Kommunal;Pojkar;105;83,8;81,9;81,9;80,0;
Finspång;0562;Östergötlands län;05;Kommunal;Samtliga;221;84,6;82,8;81,4;81,0;
Flen;0482;Södermanlands län;04;Samtliga;Flickor;70;82,9;81,4;75,7;75,7;
Flen;0482;Södermanlands län;04;Samtliga;Pojkar;95;84,2;84,2;82,1;75,8;
Flen;0482;Södermanlands län;04;Samtliga;Samtliga;165;83,6;83,0;79,4;75,8;
Flen;0482;Södermanlands län;04;Kommunal;Flickor;34;85,3;85,3;79,4;76,5;
Flen;0482;Södermanlands län;04;Kommunal;Pojkar;53;79,2;79,2;77,4;67,9;
Flen;0482;Södermanlands län;04;Kommunal;Samtliga;87;81,6;81,6;78,2;71,3;
Flen;0482;Södermanlands län;04;Enskild;Flickor;36;..;..;72,2;75,0;
Flen;0482;Södermanlands län;04;Enskild;Pojkar;42;~100;~100;88,1;85,7;
Flen;0482;Södermanlands län;04;Enskild;Samtliga;78;85,9;84,6;80,8;80,8;
Forshaga;1763;Värmlands län;17;Samtliga;Flickor;70;90,0;88,6;85,7;78,6;
Forshaga;1763;Värmlands län;17;Samtliga;Pojkar;83;80,7;80,7;77,1;73,5;
Forshaga;1763;Värmlands län;17;Samtliga;Samtliga;153;85,0;84,3;81,0;75,8;
Forshaga;1763;Värmlands län;17;Kommunal;Flickor;70;90,0;88,6;85,7;78,6;
Forshaga;1763;Värmlands län;17;Kommunal;Pojkar;83;80,7;80,7;77,1;73,5;
Forshaga;1763;Värmlands län;17;Kommunal;Samtliga;153;85,0;84,3;81,0;75,8;
Färgelanda;1439;Västra Götalands län;14;Samtliga;Flickor;24;~100;79,2;79,2;79,2;
Färgelanda;1439;Västra Götalands län;14;Samtliga;Pojkar;49;..;73,5;67,3;71,4;
Färgelanda;1439;Västra Götalands län;14;Samtliga;Samtliga;73;76,7;75,3;71,2;74,0;
Färgelanda;1439;Västra Götalands län;14;Kommunal;Flickor;24;~100;79,2;79,2;79,2;
Färgelanda;1439;Västra Götalands län;14;Kommunal;Pojkar;49;..;73,5;67,3;71,4;
Färgelanda;1439;Västra Götalands län;14;Kommunal;Samtliga;73;76,7;75,3;71,2;74,0;
Gagnef;2026;Dalarnas län;20;Samtliga;Flickor;56;87,5;85,7;82,1;83,9;
Gagnef;2026;Dalarnas län;20;Samtliga;Pojkar;63;92,1;90,5;85,7;84,1;
Gagnef;2026;Dalarnas län;20;Samtliga;Samtliga;119;89,9;88,2;84,0;84,0;
Gagnef;2026;Dalarnas län;20;Kommunal;Flickor;56;87,5;85,7;82,1;83,9;
Gagnef;2026;Dalarnas län;20;Kommunal;Pojkar;63;92,1;90,5;85,7;84,1;
Gagnef;2026;Dalarnas län;20;Kommunal;Samtliga;119;89,9;88,2;84,0;84,0;
Gislaved;0662;Jönköpings län;06;Samtliga;Flickor;192;76,6;76,0;72,9;68,2;
Gislaved;0662;Jönköpings län;06;Samtliga;Pojkar;172;71,5;68,6;64,0;64,5;
Gislaved;0662;Jönköpings län;06;Samtliga;Samtliga;364;74,2;72,5;68,7;66,5;
Gislaved;0662;Jönköpings län;06;Kommunal;Flickor;185;75,7;75,1;71,9;67,0;
Gislaved;0662;Jönköpings län;06;Kommunal;Pojkar;168;71,4;68,5;63,7;64,3;
Gislaved;0662;Jönköpings län;06;Kommunal;Samtliga;353;73,7;72,0;68,0;65,7;
Gislaved;0662;Jönköpings län;06;Enskild;Flickor;..;100,0;100,0;100,0;100,0;
Gislaved;0662;Jönköpings län;06;Enskild;Pojkar;..;..;..;..;..;
Gislaved;0662;Jönköpings län;06;Enskild;Samtliga;11;~100;~100;~100;~100;
Gnesta;0461;Södermanlands län;04;Samtliga;Flickor;63;~100;90,5;90,5;90,5;
Gnesta;0461;Södermanlands län;04;Samtliga;Pojkar;69;..;79,7;78,3;75,4;
Gnesta;0461;Södermanlands län;04;Samtliga;Samtliga;132;87,1;84,8;84,1;82,6;
Gnesta;0461;Södermanlands län;04;Kommunal;Flickor;55;~100;89,1;89,1;89,1;
Gnesta;0461;Södermanlands län;04;Kommunal;Pojkar;62;..;79,0;77,4;74,2;
Gnesta;0461;Södermanlands län;04;Kommunal;Samtliga;117;86,3;83,8;82,9;81,2;
Gnesta;0461;Södermanlands län;04;Enskild;Flickor;8;100,0;100,0;100,0;100,0;
Gnesta;0461;Södermanlands län;04;Enskild;Pojkar;7;~100;~100;~100;~100;
Gnesta;0461;Södermanlands län;04;Enskild;Samtliga;15;~100;~100;~100;~100;
Gnosjö;0617;Jönköpings län;06;Samtliga;Flickor;51;88,2;86,3;86,3;80,4;
Gnosjö;0617;Jönköpings län;06;Samtliga;Pojkar;61;75,4;73,8;73,8;63,9;
Gnosjö;0617;Jönköpings län;06;Samtliga;Samtliga;112;81,3;79,5;79,5;71,4;
Gnosjö;0617;Jönköpings län;06;Kommunal;Flickor;51;88,2;86,3;86,3;80,4;
Gnosjö;0617;Jönköpings län;06;Kommunal;Pojkar;61;75,4;73,8;73,8;63,9;
Gnosjö;0617;Jönköpings län;06;Kommunal;Samtliga;112;81,3;79,5;79,5;71,4;
Gotland;0980;Gotlands län;09;Samtliga;Flickor;330;81,5;79,7;76,1;77,6;
Gotland;0980;Gotlands län;09;Samtliga;Pojkar;372;81,2;80,4;75,8;75,3;
Gotland;0980;Gotlands län;09;Samtliga;Samtliga;702;81,3;80,1;75,9;76,4;
Gotland;0980;Gotlands län;09;Kommunal;Flickor;266;78,2;75,9;71,4;73,7;
Gotland;0980;Gotlands län;09;Kommunal;Pojkar;317;78,9;78,2;72,9;73,2;
Gotland;0980;Gotlands län;09;Kommunal;Samtliga;583;78,6;77,2;72,2;73,4;
Gotland;0980;Gotlands län;09;Enskild;Flickor;64;~100;~100;~100;~100;
Gotland;0980;Gotlands län;09;Enskild;Pojkar;55;~100;~100;~100;..;
Gotland;0980;Gotlands län;09;Enskild;Samtliga;119;95,0;94,1;94,1;90,8;
Grums;1764;Värmlands län;17;Samtliga;Flickor;42;78,6;78,6;76,2;69,0;
Grums;1764;Värmlands län;17;Samtliga;Pojkar;42;83,3;78,6;76,2;71,4;
Grums;1764;Värmlands län;17;Samtliga;Samtliga;84;81,0;78,6;76,2;70,2;
Grums;1764;Värmlands län;17;Kommunal;Flickor;42;78,6;78,6;76,2;69,0;
Grums;1764;Värmlands län;17;Kommunal;Pojkar;42;83,3;78,6;76,2;71,4;
Grums;1764;Värmlands län;17;Kommunal;Samtliga;84;81,0;78,6;76,2;70,2;
Grästorp;1444;Västra Götalands län;14;Samtliga;Flickor;26;80,8;80,8;76,9;80,8;
Grästorp;1444;Västra Götalands län;14;Samtliga;Pojkar;36;75,0;75,0;72,2;72,2;
Grästorp;1444;Västra Götalands län;14;Samtliga;Samtliga;62;77,4;77,4;74,2;75,8;
Grästorp;1444;Västra Götalands län;14;Kommunal;Flickor;26;80,8;80,8;76,9;80,8;
Grästorp;1444;Västra Götalands län;14;Kommunal;Pojkar;36;75,0;75,0;72,2;72,2;
Grästorp;1444;Västra Götalands län;14;Kommunal;Samtliga;62;77,4;77,4;74,2;75,8;
Gullspång;1447;Västra Götalands län;14;Samtliga;Flickor;19;68,4;57,9;47,4;47,4;
Gullspång;1447;Västra Götalands län;14;Samtliga;Pojkar;16;68,8;68,8;68,8;68,8;
Gullspång;1447;Västra Götalands län;14;Samtliga;Samtliga;35;68,6;62,9;57,1;57,1;
Gullspång;1447;Västra Götalands län;14;Kommunal;Flickor;19;68,4;57,9;47,4;47,4;
Gullspång;1447;Västra Götalands län;14;Kommunal;Pojkar;16;68,8;68,8;68,8;68,8;
Gullspång;1447;Västra Götalands län;14;Kommunal;Samtliga;35;68,6;62,9;57,1;57,1;
Gällivare;2523;Norrbottens län;25;Samtliga;Flickor;88;85,2;85,2;83,0;81,8;
Gällivare;2523;Norrbottens län;25;Samtliga;Pojkar;87;75,9;74,7;69,0;69,0;
Gällivare;2523;Norrbottens län;25;Samtliga;Samtliga;175;80,6;80,0;76,0;75,4;
Gällivare;2523;Norrbottens län;25;Kommunal;Flickor;78;83,3;83,3;80,8;79,5;
Gällivare;2523;Norrbottens län;25;Kommunal;Pojkar;75;72,0;70,7;66,7;64,0;
Gällivare;2523;Norrbottens län;25;Kommunal;Samtliga;153;77,8;77,1;73,9;71,9;
Gällivare;2523;Norrbottens län;25;Enskild;Flickor;10;100,0;100,0;100,0;100,0;
Gällivare;2523;Norrbottens län;25;Enskild;Pojkar;12;100,0;100,0;~100;100,0;
Gällivare;2523;Norrbottens län;25;Enskild;Samtliga;22;100,0;100,0;~100;100,0;
Gävle;2180;Gävleborgs län;21;Samtliga;Flickor;633;82,5;80,9;78,4;75,8;
Gävle;2180;Gävleborgs län;21;Samtliga;Pojkar;646;82,0;80,7;78,2;76,3;
Gävle;2180;Gävleborgs län;21;Samtliga;Samtliga;1 279;82,3;80,8;78,3;76,1;
Gävle;2180;Gävleborgs län;21;Kommunal;Flickor;415;83,6;81,7;79,0;75,7;
Gävle;2180;Gävleborgs län;21;Kommunal;Pojkar;452;82,1;80,8;78,3;76,1;
Gävle;2180;Gävleborgs län;21;Kommunal;Samtliga;867;82,8;81,2;78,7;75,9;
Gävle;2180;Gävleborgs län;21;Enskild;Flickor;218;80,3;79,4;77,1;76,1;
Gävle;2180;Gävleborgs län;21;Enskild;Pojkar;194;82,0;80,4;77,8;76,8;
Gävle;2180;Gävleborgs län;21;Enskild;Samtliga;412;81,1;79,9;77,4;76,5;
Göteborg;1480;Västra Götalands län;14;Samtliga;Flickor;3 169;83,7;82,9;81,5;79,4;
Göteborg;1480;Västra Götalands län;14;Samtliga;Pojkar;3 305;82,0;81,1;79,5;77,0;
Göteborg;1480;Västra Götalands län;14;Samtliga;Samtliga;6 474;82,8;81,9;80,5;78,2;
Göteborg;1480;Västra Götalands län;14;Kommunal;Flickor;2 111;80,0;79,0;77,8;75,3;
Göteborg;1480;Västra Götalands län;14;Kommunal;Pojkar;2 225;79,0;77,8;76,4;73,3;
Göteborg;1480;Västra Götalands län;14;Kommunal;Samtliga;4 336;79,5;78,4;77,1;74,3;
Göteborg;1480;Västra Götalands län;14;Enskild;Flickor;1 058;91,3;90,8;89,2;88,0;
Göteborg;1480;Västra Götalands län;14;Enskild;Pojkar;1 080;88,5;88,1;86,2;84,8;
Göteborg;1480;Västra Götalands län;14;Enskild;Samtliga;2 138;89,9;89,4;87,7;86,3;
Götene;1471;Västra Götalands län;14;Samtliga;Flickor;63;68,3;63,5;63,5;60,3;
Götene;1471;Västra Götalands län;14;Samtliga;Pojkar;81;77,8;76,5;71,6;72,8;
Götene;1471;Västra Götalands län;14;Samtliga;Samtliga;144;73,6;70,8;68,1;67,4;
Götene;1471;Västra Götalands län;14;Kommunal;Flickor;63;68,3;63,5;63,5;60,3;
Götene;1471;Västra Götalands län;14;Kommunal;Pojkar;81;77,8;76,5;71,6;72,8;
Götene;1471;Västra Götalands län;14;Kommunal;Samtliga;144;73,6;70,8;68,1;67,4;
Habo;0643;Jönköpings län;06;Samtliga;Flickor;88;81,8;81,8;81,8;79,5;
Habo;0643;Jönköpings län;06;Samtliga;Pojkar;84;82,1;82,1;82,1;75,0;
Habo;0643;Jönköpings län;06;Samtliga;Samtliga;172;82,0;82,0;82,0;77,3;
Habo;0643;Jönköpings län;06;Kommunal;Flickor;88;81,8;81,8;81,8;79,5;
Habo;0643;Jönköpings län;06;Kommunal;Pojkar;84;82,1;82,1;82,1;75,0;
Habo;0643;Jönköpings län;06;Kommunal;Samtliga;172;82,0;82,0;82,0;77,3;
Hagfors;1783;Värmlands län;17;Samtliga;Flickor;57;78,9;77,2;70,2;75,4;
Hagfors;1783;Värmlands län;17;Samtliga;Pojkar;53;75,5;73,6;60,4;69,8;
Hagfors;1783;Värmlands län;17;Samtliga;Samtliga;110;77,3;75,5;65,5;72,7;
Hagfors;1783;Värmlands län;17;Kommunal;Flickor;57;78,9;77,2;70,2;75,4;
Hagfors;1783;Värmlands län;17;Kommunal;Pojkar;53;75,5;73,6;60,4;69,8;
Hagfors;1783;Värmlands län;17;Kommunal;Samtliga;110;77,3;75,5;65,5;72,7;
Hallsberg;1861;Örebro län;18;Samtliga;Flickor;83;65,1;63,9;62,7;56,6;
Hallsberg;1861;Örebro län;18;Samtliga;Pojkar;98;75,5;74,5;71,4;69,4;
Hallsberg;1861;Örebro län;18;Samtliga;Samtliga;181;70,7;69,6;67,4;63,5;
Hallsberg;1861;Örebro län;18;Kommunal;Flickor;83;65,1;63,9;62,7;56,6;
Hallsberg;1861;Örebro län;18;Kommunal;Pojkar;98;75,5;74,5;71,4;69,4;
Hallsberg;1861;Örebro län;18;Kommunal;Samtliga;181;70,7;69,6;67,4;63,5;
Hallstahammar;1961;Västmanlands län;19;Samtliga;Flickor;101;77,2;76,2;75,2;70,3;
Hallstahammar;1961;Västmanlands län;19;Samtliga;Pojkar;104;79,8;78,8;77,9;75,0;
Hallstahammar;1961;Västmanlands län;19;Samtliga;Samtliga;205;78,5;77,6;76,6;72,7;
Hallstahammar;1961;Västmanlands län;19;Kommunal;Flickor;101;77,2;76,2;75,2;70,3;
Hallstahammar;1961;Västmanlands län;19;Kommunal;Pojkar;104;79,8;78,8;77,9;75,0;
Hallstahammar;1961;Västmanlands län;19;Kommunal;Samtliga;205;78,5;77,6;76,6;72,7;
Halmstad;1380;Hallands län;13;Samtliga;Flickor;568;80,6;79,6;77,6;75,9;
Halmstad;1380;Hallands län;13;Samtliga;Pojkar;653;80,7;79,8;79,0;74,3;
Halmstad;1380;Hallands län;13;Samtliga;Samtliga;1 221;80,7;79,7;78,4;75,0;
Halmstad;1380;Hallands län;13;Kommunal;Flickor;471;78,8;77,7;75,8;74,3;
Halmstad;1380;Hallands län;13;Kommunal;Pojkar;567;79,9;78,8;78,0;73,2;
Halmstad;1380;Hallands län;13;Kommunal;Samtliga;1 038;79,4;78,3;77,0;73,7;
Halmstad;1380;Hallands län;13;Enskild;Flickor;97;89,7;88,7;86,6;83,5;
Halmstad;1380;Hallands län;13;Enskild;Pojkar;86;86,0;86,0;86,0;81,4;
Halmstad;1380;Hallands län;13;Enskild;Samtliga;183;88,0;87,4;86,3;82,5;
Hammarö;1761;Värmlands län;17;Samtliga;Flickor;111;91,9;88,3;84,7;87,4;
Hammarö;1761;Värmlands län;17;Samtliga;Pojkar;125;81,6;80,0;78,4;80,0;
Hammarö;1761;Värmlands län;17;Samtliga;Samtliga;236;86,4;83,9;81,4;83,5;
Hammarö;1761;Värmlands län;17;Kommunal;Flickor;111;91,9;88,3;84,7;87,4;
Hammarö;1761;Värmlands län;17;Kommunal;Pojkar;125;81,6;80,0;78,4;80,0;
Hammarö;1761;Värmlands län;17;Kommunal;Samtliga;236;86,4;83,9;81,4;83,5;
Haninge;0136;Stockholms län;01;Samtliga;Flickor;466;76,6;74,7;73,4;71,5;
Haninge;0136;Stockholms län;01;Samtliga;Pojkar;537;80,3;78,8;76,7;71,9;
Haninge;0136;Stockholms län;01;Samtliga;Samtliga;1 003;78,6;76,9;75,2;71,7;
Haninge;0136;Stockholms län;01;Kommunal;Flickor;362;72,7;71,0;69,3;69,1;
Haninge;0136;Stockholms län;01;Kommunal;Pojkar;394;78,7;77,7;75,4;71,1;
Haninge;0136;Stockholms län;01;Kommunal;Samtliga;756;75,8;74,5;72,5;70,1;
Haninge;0136;Stockholms län;01;Enskild;Flickor;104;90,4;87,5;87,5;79,8;
Haninge;0136;Stockholms län;01;Enskild;Pojkar;143;84,6;81,8;80,4;74,1;
Haninge;0136;Stockholms län;01;Enskild;Samtliga;247;87,0;84,2;83,4;76,5;
Haparanda;2583;Norrbottens län;25;Samtliga;Flickor;60;71,7;71,7;68,3;65,0;
Haparanda;2583;Norrbottens län;25;Samtliga;Pojkar;56;57,1;55,4;53,6;51,8;
Haparanda;2583;Norrbottens län;25;Samtliga;Samtliga;116;64,7;63,8;61,2;58,6;
Haparanda;2583;Norrbottens län;25;Kommunal;Flickor;60;71,7;71,7;68,3;65,0;
Haparanda;2583;Norrbottens län;25;Kommunal;Pojkar;56;57,1;55,4;53,6;51,8;
Haparanda;2583;Norrbottens län;25;Kommunal;Samtliga;116;64,7;63,8;61,2;58,6;
Heby;0331;Uppsala län;03;Samtliga;Flickor;97;74,2;72,2;71,1;68,0;
Heby;0331;Uppsala län;03;Samtliga;Pojkar;72;75,0;75,0;75,0;69,4;
Heby;0331;Uppsala län;03;Samtliga;Samtliga;169;74,6;73,4;72,8;68,6;
Heby;0331;Uppsala län;03;Kommunal;Flickor;97;74,2;72,2;71,1;68,0;
Heby;0331;Uppsala län;03;Kommunal;Pojkar;72;75,0;75,0;75,0;69,4;
Heby;0331;Uppsala län;03;Kommunal;Samtliga;169;74,6;73,4;72,8;68,6;
Hedemora;2083;Dalarnas län;20;Samtliga;Flickor;85;74,1;70,6;69,4;70,6;
Hedemora;2083;Dalarnas län;20;Samtliga;Pojkar;98;82,7;81,6;80,6;78,6;
Hedemora;2083;Dalarnas län;20;Samtliga;Samtliga;183;78,7;76,5;75,4;74,9;
Hedemora;2083;Dalarnas län;20;Kommunal;Flickor;81;72,8;70,4;69,1;70,4;
Hedemora;2083;Dalarnas län;20;Kommunal;Pojkar;91;84,6;84,6;83,5;82,4;
Hedemora;2083;Dalarnas län;20;Kommunal;Samtliga;172;79,1;77,9;76,7;76,7;
Hedemora;2083;Dalarnas län;20;Enskild;Flickor;..;..;..;..;..;
Hedemora;2083;Dalarnas län;20;Enskild;Pojkar;..;..;..;..;..;
Hedemora;2083;Dalarnas län;20;Enskild;Samtliga;11;~100;54,5;54,5;45,5;
Helsingborg;1283;Skåne län;12;Samtliga;Flickor;954;84,7;83,4;81,8;80,0;
Helsingborg;1283;Skåne län;12;Samtliga;Pojkar;948;78,4;77,6;75,1;73,6;
Helsingborg;1283;Skåne län;12;Samtliga;Samtliga;1 902;81,6;80,5;78,5;76,8;
Helsingborg;1283;Skåne län;12;Kommunal;Flickor;646;84,1;83,4;81,5;79,5;
Helsingborg;1283;Skåne län;12;Kommunal;Pojkar;664;75,2;74,7;72,0;70,9;
Helsingborg;1283;Skåne län;12;Kommunal;Samtliga;1 310;79,6;79,0;76,7;75,2;
Helsingborg;1283;Skåne län;12;Enskild;Flickor;308;86,0;83,4;82,5;80,8;
Helsingborg;1283;Skåne län;12;Enskild;Pojkar;284;85,6;84,2;82,0;79,6;
Helsingborg;1283;Skåne län;12;Enskild;Samtliga;592;85,8;83,8;82,3;80,2;
Herrljunga;1466;Västra Götalands län;14;Samtliga;Flickor;53;71,7;69,8;69,8;67,9;
Herrljunga;1466;Västra Götalands län;14;Samtliga;Pojkar;51;70,6;70,6;66,7;64,7;
Herrljunga;1466;Västra Götalands län;14;Samtliga;Samtliga;104;71,2;70,2;68,3;66,3;
Herrljunga;1466;Västra Götalands län;14;Kommunal;Flickor;53;71,7;69,8;69,8;67,9;
Herrljunga;1466;Västra Götalands län;14;Kommunal;Pojkar;51;70,6;70,6;66,7;64,7;
Herrljunga;1466;Västra Götalands län;14;Kommunal;Samtliga;104;71,2;70,2;68,3;66,3;
Hjo;1497;Västra Götalands län;14;Samtliga;Flickor;50;90,0;90,0;90,0;86,0;
Hjo;1497;Västra Götalands län;14;Samtliga;Pojkar;53;84,9;81,1;81,1;75,5;
Hjo;1497;Västra Götalands län;14;Samtliga;Samtliga;103;87,4;85,4;85,4;80,6;
Hjo;1497;Västra Götalands län;14;Kommunal;Flickor;50;90,0;90,0;90,0;86,0;
Hjo;1497;Västra Götalands län;14;Kommunal;Pojkar;53;84,9;81,1;81,1;75,5;
Hjo;1497;Västra Götalands län;14;Kommunal;Samtliga;103;87,4;85,4;85,4;80,6;
Hofors;2104;Gävleborgs län;21;Samtliga;Flickor;44;~100;~100;86,4;88,6;
Hofors;2104;Gävleborgs län;21;Samtliga;Pojkar;45;..;..;80,0;82,2;
Hofors;2104;Gävleborgs län;21;Samtliga;Samtliga;89;86,5;86,5;83,1;85,4;
Hofors;2104;Gävleborgs län;21;Kommunal;Flickor;44;~100;~100;86,4;88,6;
Hofors;2104;Gävleborgs län;21;Kommunal;Pojkar;45;..;..;80,0;82,2;
Hofors;2104;Gävleborgs län;21;Kommunal;Samtliga;89;86,5;86,5;83,1;85,4;
Huddinge;0126;Stockholms län;01;Samtliga;Flickor;722;87,0;85,6;84,3;83,8;
Huddinge;0126;Stockholms län;01;Samtliga;Pojkar;779;86,9;86,6;85,0;83,4;
Huddinge;0126;Stockholms län;01;Samtliga;Samtliga;1 501;86,9;86,1;84,7;83,6;
Huddinge;0126;Stockholms län;01;Kommunal;Flickor;511;85,1;83,8;82,6;82,0;
Huddinge;0126;Stockholms län;01;Kommunal;Pojkar;568;84,9;84,7;82,4;81,2;
Huddinge;0126;Stockholms län;01;Kommunal;Samtliga;1 079;85,0;84,2;82,5;81,6;
Huddinge;0126;Stockholms län;01;Enskild;Flickor;211;91,5;90,0;88,6;88,2;
Huddinge;0126;Stockholms län;01;Enskild;Pojkar;211;92,4;91,9;91,9;89,6;
Huddinge;0126;Stockholms län;01;Enskild;Samtliga;422;91,9;91,0;90,3;88,9;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Flickor;254;83,9;83,5;81,9;78,7;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Pojkar;235;83,4;83,0;81,7;71,5;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Samtliga;489;83,6;83,2;81,8;75,3;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Flickor;216;83,3;82,9;81,0;78,2;
