Statistik från Skolverket, https://www.skolverket.se

Grundskola - Antal elever per årskurs
Valt läsår: 2022/23

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Andel (%) flickor, årskurs 1-9;Andel (%) elever med utländsk bakgrund, åk 1-9;Andel (%) elever med föräldrar med eftergymnasial utb., åk 1-9;Elever, årskurs 1;Elever, årskurs 2;Elever, årskurs 3;Elever, årskurs 4;Elever, årskurs 5;Elever, årskurs 6;Elever, årskurs 7;Elever, årskurs 8;Elever, årskurs 9;Elever, årskurs 1-9;
Höör;1267;Skåne län;12;Samtliga;48,5;15,5;64,4;235;224;232;218;215;241;216;201;179;1 961;
Höör;1267;Skåne län;12;Kommunal;47,6;15,9;61,0;169;155;167;155;156;179;190;175;155;1 501;
Höör;1267;Skåne län;12;Enskild;51,5;14,3;75,7;66;69;65;63;59;62;26;26;24;460;
Jokkmokk;2510;Norrbottens län;25;Samtliga;50,7;22,1;51,6;25;40;38;29;40;39;49;42;33;335;
Jokkmokk;2510;Norrbottens län;25;Kommunal;51,8;22,2;53,1;25;40;38;29;40;33;38;38;30;311;
Jokkmokk;2510;Norrbottens län;25;Enskild;37,5;20,8;33,3;.;.;.;.;.;6;11;4;3;24;
Järfälla;0123;Stockholms län;01;Samtliga;46,5;42,5;64,2;1 062;1 008;1 041;947;920;945;881;888;899;8 591;
Järfälla;0123;Stockholms län;01;Kommunal;46,6;40,9;63,7;1 007;953;986;888;805;753;704;709;726;7 531;
Järfälla;0123;Stockholms län;01;Enskild;46,0;53,8;67,3;55;55;55;59;115;192;177;179;173;1 060;
Jönköping;0680;Jönköpings län;06;Samtliga;48,5;26,4;64,6;1 731;1 717;1 682;1 776;1 783;1 791;1 796;1 734;1 719;15 729;
Jönköping;0680;Jönköpings län;06;Kommunal;48,7;24,1;64,5;1 571;1 562;1 522;1 572;1 554;1 540;1 466;1 426;1 409;13 622;
Jönköping;0680;Jönköpings län;06;Enskild;47,2;41,4;65,0;160;155;160;204;229;251;330;308;310;2 107;
Kalix;2514;Norrbottens län;25;Samtliga;47,5;11,9;52,3;175;153;155;136;141;173;144;170;150;1 397;
Kalix;2514;Norrbottens län;25;Kommunal;46,9;12,8;51,2;155;128;134;116;123;150;125;149;135;1 215;
Kalix;2514;Norrbottens län;25;Enskild;51,6;5,5;59,3;20;25;21;20;18;23;19;21;15;182;
Kalmar;0880;Kalmar län;08;Samtliga;49,6;22,6;66,0;848;865;829;917;803;873;882;822;860;7 699;
Kalmar;0880;Kalmar län;08;Kommunal;49,6;21,6;65,3;787;806;774;825;714;748;627;646;643;6 570;
Kalmar;0880;Kalmar län;08;Enskild;49,2;28,6;70,3;61;59;55;92;89;125;255;176;217;1 129;
Karlsborg;1446;Västra Götalands län;14;Samtliga;49,9;16,4;60,0;61;77;73;69;76;68;76;82;63;645;
Karlsborg;1446;Västra Götalands län;14;Kommunal;49,6;16,5;59,7;50;63;64;61;60;49;76;82;63;568;
Karlsborg;1446;Västra Götalands län;14;Enskild;51,9;15,6;62,3;11;14;9;8;16;19;.;.;.;77;
Karlshamn;1082;Blekinge län;10;Samtliga;49,2;24,6;60,3;349;358;374;353;394;378;398;355;397;3 356;
Karlshamn;1082;Blekinge län;10;Kommunal;49,8;26,0;59,0;321;324;346;312;352;348;303;276;296;2 878;
Karlshamn;1082;Blekinge län;10;Enskild;45,4;16,1;68,2;28;34;28;41;42;30;95;79;101;478;
Karlskoga;1883;Örebro län;18;Samtliga;48,9;27,4;48,8;339;318;337;323;322;346;355;368;348;3 056;
Karlskoga;1883;Örebro län;18;Kommunal;49,0;..;48,8;321;309;327;307;317;335;355;368;348;2 987;
Karlskoga;1883;Örebro län;18;Enskild;44,9;..;47,8;18;9;10;16;5;11;.;.;.;69;
Karlskrona;1080;Blekinge län;10;Samtliga;49,1;19,9;69,8;728;784;737;772;769;817;782;806;810;7 005;
Karlskrona;1080;Blekinge län;10;Kommunal;49,2;20,0;66,9;560;600;581;591;584;632;551;589;580;5 268;
Karlskrona;1080;Blekinge län;10;Enskild;48,1;16,0;79,1;157;172;147;168;170;178;221;209;226;1 648;
Karlskrona;1080;Blekinge län;10;Internationella skolor;58,4;87,6;65,2;11;12;9;13;15;7;10;8;4;89;
Karlstad;1780;Värmlands län;17;Samtliga;49,5;22,6;69,7;1 029;1 051;993;1 119;1 095;1 064;1 115;1 041;1 113;9 620;
Karlstad;1780;Värmlands län;17;Kommunal;48,9;19,9;69,8;991;1 000;938;917;881;872;885;800;875;8 159;
Karlstad;1780;Värmlands län;17;Enskild;52,8;37,5;69,3;38;51;55;202;214;192;230;241;238;1 461;
Katrineholm;0483;Södermanlands län;04;Samtliga;48,3;32,6;47,1;434;399;418;439;390;406;416;454;442;3 798;
Katrineholm;0483;Södermanlands län;04;Kommunal;48,0;34,8;44,8;434;399;418;397;322;348;316;360;362;3 356;
Katrineholm;0483;Södermanlands län;04;Enskild;50,9;16,3;64,5;.;.;.;42;68;58;100;94;80;442;
Kil;1715;Värmlands län;17;Samtliga;48,4;9,7;55,5;160;163;154;153;153;131;115;116;112;1 257;
Kil;1715;Värmlands län;17;Kommunal;48,4;9,7;55,5;160;163;154;153;153;131;115;116;112;1 257;
Kinda;0513;Östergötlands län;05;Samtliga;49,8;15,3;51,3;103;121;98;113;102;109;117;103;112;978;
Kinda;0513;Östergötlands län;05;Kommunal;49,8;15,3;51,3;103;121;98;113;102;109;117;103;112;978;
Kiruna;2584;Norrbottens län;25;Samtliga;49,4;11,9;52,7;234;222;252;239;215;251;248;227;217;2 105;
Kiruna;2584;Norrbottens län;25;Kommunal;49,5;13,2;49,6;207;197;226;213;189;224;223;202;189;1 870;
Kiruna;2584;Norrbottens län;25;Enskild;48,5;2,1;77,4;27;25;26;26;26;27;25;25;28;235;
Klippan;1276;Skåne län;12;Samtliga;49,9;27,8;45,9;171;203;188;206;215;226;197;149;178;1 733;
Klippan;1276;Skåne län;12;Kommunal;50,2;28,4;45,4;160;191;172;192;201;211;197;149;178;1 651;
Klippan;1276;Skåne län;12;Enskild;42,7;14,6;56,1;11;12;16;14;14;15;.;.;.;82;
Knivsta;0330;Uppsala län;03;Samtliga;47,3;14,9;73,8;313;323;327;337;289;302;275;290;288;2 744;
Knivsta;0330;Uppsala län;03;Kommunal;47,0;15,2;72,8;263;275;282;294;266;287;248;265;268;2 448;
Knivsta;0330;Uppsala län;03;Enskild;50,0;12,8;82,1;50;48;45;43;23;15;27;25;20;296;
Kramfors;2282;Västernorrlands län;22;Samtliga;50,2;23,2;44,3;175;178;172;174;181;165;197;183;181;1 606;
Kramfors;2282;Västernorrlands län;22;Kommunal;50,1;..;43,9;167;170;167;169;169;158;197;183;181;1 561;
Kramfors;2282;Västernorrlands län;22;Enskild;53,3;..;60,0;8;8;5;5;12;7;.;.;.;45;
Kristianstad;1290;Skåne län;12;Samtliga;49,2;32,7;59,5;1 017;1 015;997;1 052;989;1 064;1 087;1 068;1 086;9 375;
Kristianstad;1290;Skåne län;12;Kommunal;49,4;32,0;59,1;878;879;865;930;869;937;980;967;969;8 274;
Kristianstad;1290;Skåne län;12;Enskild;47,5;38,5;62,4;139;136;132;122;120;127;107;101;117;1 101;
Kristinehamn;1781;Värmlands län;17;Samtliga;48,8;22,3;54,8;265;250;252;257;273;257;246;255;250;2 305;
Kristinehamn;1781;Värmlands län;17;Kommunal;48,8;22,3;54,8;265;250;252;257;273;257;246;255;250;2 305;
Krokom;2309;Jämtlands län;23;Samtliga;47,9;8,8;64,9;229;217;204;195;210;240;218;224;198;1 935;
Krokom;2309;Jämtlands län;23;Kommunal;47,9;8,8;64,9;229;217;204;195;210;240;218;224;198;1 935;
Kumla;1881;Örebro län;18;Samtliga;48,6;19,3;54,8;301;316;306;303;307;297;299;261;283;2 673;
Kumla;1881;Örebro län;18;Kommunal;48,6;19,3;54,8;301;316;306;303;307;297;299;261;283;2 673;
Kungsbacka;1384;Hallands län;13;Samtliga;49,0;11,2;73,6;1 122;1 166;1 112;1 202;1 222;1 280;1 307;1 225;1 245;10 881;
Kungsbacka;1384;Hallands län;13;Kommunal;48,7;11,0;71,3;902;939;901;969;981;1 044;1 087;1 004;1 116;8 943;
Kungsbacka;1384;Hallands län;13;Enskild;50,4;12,2;84,2;220;227;211;233;241;236;220;221;129;1 938;
Kungsör;1960;Västmanlands län;19;Samtliga;47,5;30,5;46,7;99;108;92;96;100;103;104;105;109;916;
Kungsör;1960;Västmanlands län;19;Kommunal;47,5;30,5;46,7;99;108;92;96;100;103;104;105;109;916;
Kungälv;1482;Västra Götalands län;14;Samtliga;48,5;13,8;66,4;632;589;598;595;618;626;632;607;597;5 494;
Kungälv;1482;Västra Götalands län;14;Kommunal;48,0;14,6;65,0;575;537;542;527;551;559;537;504;494;4 826;
Kungälv;1482;Västra Götalands län;14;Enskild;52,1;8,4;76,2;57;52;56;68;67;67;95;103;103;668;
Kävlinge;1261;Skåne län;12;Samtliga;48,8;13,8;70,8;416;468;483;454;493;487;403;463;443;4 110;
Kävlinge;1261;Skåne län;12;Kommunal;48,9;14,8;69,0;371;417;432;408;442;437;329;360;375;3 571;
Kävlinge;1261;Skåne län;12;Enskild;48,4;6,7;82,7;45;51;51;46;51;50;74;103;68;539;
Köping;1983;Västmanlands län;19;Samtliga;47,2;34,0;44,2;290;312;331;322;318;312;300;328;310;2 823;
Köping;1983;Västmanlands län;19;Kommunal;47,2;34,0;44,2;290;312;331;322;318;312;300;328;310;2 823;
Laholm;1381;Hallands län;13;Samtliga;50,3;24,9;52,9;298;298;308;294;266;300;291;277;279;2 611;
Laholm;1381;Hallands län;13;Kommunal;50,4;25,6;52,8;265;271;274;286;252;289;291;277;279;2 484;
Laholm;1381;Hallands län;13;Enskild;49,6;10,2;54,3;33;27;34;8;14;11;.;.;.;127;
Landskrona;1282;Skåne län;12;Samtliga;48,7;42,6;53,0;578;575;580;578;566;576;598;548;559;5 158;
Landskrona;1282;Skåne län;12;Kommunal;47,8;42,6;50,4;468;460;458;427;399;399;372;338;348;3 669;
Landskrona;1282;Skåne län;12;Enskild;51,0;42,4;59,5;110;115;122;151;167;177;226;210;211;1 489;
Laxå;1860;Örebro län;18;Samtliga;49,1;37,5;41,1;74;61;57;52;67;70;73;70;52;576;
Laxå;1860;Örebro län;18;Kommunal;49,1;37,5;41,1;74;61;57;52;67;70;73;70;52;576;
Lekeberg;1814;Örebro län;18;Samtliga;43,5;10,6;54,3;119;139;120;107;136;126;91;112;97;1 047;
Lekeberg;1814;Örebro län;18;Kommunal;43,5;10,6;54,3;119;139;120;107;136;126;91;112;97;1 047;
Leksand;2029;Dalarnas län;20;Samtliga;46,8;15,3;59,8;189;157;179;162;185;177;187;186;177;1 599;
Leksand;2029;Dalarnas län;20;Kommunal;46,0;14,7;58,5;161;128;149;135;158;145;156;157;145;1 334;
Leksand;2029;Dalarnas län;20;Enskild;50,6;18,1;66,8;28;29;30;27;27;32;31;29;32;265;
Lerum;1441;Västra Götalands län;14;Samtliga;48,4;11,3;73,8;668;674;663;621;682;660;683;672;633;5 956;
Lerum;1441;Västra Götalands län;14;Kommunal;48,3;11,7;72,9;623;631;621;582;644;631;653;642;610;5 637;
Lerum;1441;Västra Götalands län;14;Enskild;48,9;5,0;90,6;45;43;42;39;38;29;30;30;23;319;
Lessebo;0761;Kronobergs län;07;Samtliga;50,2;46,4;46,5;104;102;109;116;89;125;83;105;102;935;
Lessebo;0761;Kronobergs län;07;Kommunal;50,2;46,4;46,5;104;102;109;116;89;125;83;105;102;935;
Lidingö;0186;Stockholms län;01;Samtliga;48,0;17,7;83,8;618;589;642;588;610;680;639;623;629;5 618;
Lidingö;0186;Stockholms län;01;Kommunal;46,9;17,5;83,4;486;461;480;441;475;519;453;441;484;4 240;
Lidingö;0186;Stockholms län;01;Enskild;51,2;18,7;85,1;132;128;162;147;135;161;186;182;145;1 378;
Lidköping;1494;Västra Götalands län;14;Samtliga;47,9;18,4;60,9;451;475;487;455;442;488;538;475;502;4 313;
Lidköping;1494;Västra Götalands län;14;Kommunal;47,4;20,0;59,4;415;439;451;419;406;452;384;410;466;3 842;
Lidköping;1494;Västra Götalands län;14;Enskild;51,8;5,9;73,2;36;36;36;36;36;36;154;65;36;471;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;46,5;25,9;48,6;172;176;158;163;154;148;148;128;120;1 367;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;45,6;22,8;48,5;160;166;141;154;139;136;132;113;107;1 248;
Lilla Edet;1462;Västra Götalands län;14;Enskild;56,3;58,0;49,6;12;10;17;9;15;12;16;15;13;119;
Lindesberg;1885;Örebro län;18;Samtliga;50,0;26,7;43,5;261;287;255;265;300;273;276;260;277;2 454;
Lindesberg;1885;Örebro län;18;Kommunal;49,8;27,5;43,0;244;260;230;249;276;251;276;260;277;2 323;
Lindesberg;1885;Örebro län;18;Enskild;52,7;12,2;51,1;17;27;25;16;24;22;.;.;.;131;
Linköping;0580;Östergötlands län;05;Samtliga;48,7;28,2;68,4;1 895;1 892;1 871;1 963;1 865;1 955;1 989;1 903;1 890;17 223;
Linköping;0580;Östergötlands län;05;Kommunal;48,5;27,2;68,1;1 784;1 776;1 753;1 751;1 624;1 674;1 444;1 370;1 396;14 572;
Linköping;0580;Östergötlands län;05;Enskild;49,3;34,1;69,9;111;116;118;212;241;281;545;533;494;2 651;
Ljungby;0781;Kronobergs län;07;Samtliga;49,7;28,3;53,5;313;308;311;292;329;311;326;327;338;2 855;
Ljungby;0781;Kronobergs län;07;Kommunal;50,2;29,1;52,6;274;275;290;273;305;284;305;302;313;2 621;
Ljungby;0781;Kronobergs län;07;Enskild;44,4;19,2;63,7;39;33;21;19;24;27;21;25;25;234;
Ljusdal;2161;Gävleborgs län;21;Samtliga;50,1;13,6;43,9;183;189;189;208;209;211;204;182;246;1 821;
Ljusdal;2161;Gävleborgs län;21;Kommunal;49,4;14,9;42,1;147;141;153;170;171;163;166;142;205;1 458;
Ljusdal;2161;Gävleborgs län;21;Enskild;52,9;8,5;51,0;36;48;36;38;38;48;38;40;41;363;
Ljusnarsberg;1864;Örebro län;18;Samtliga;50,9;31,4;37,6;27;45;36;33;39;37;37;46;38;338;
Ljusnarsberg;1864;Örebro län;18;Kommunal;50,9;31,4;37,6;27;45;36;33;39;37;37;46;38;338;
Lomma;1262;Skåne län;12;Samtliga;47,1;10,6;86,7;361;409;415;428;409;439;450;456;400;3 767;
Lomma;1262;Skåne län;12;Kommunal;46,8;10,8;86,4;345;390;396;411;390;420;433;433;383;3 601;
Lomma;1262;Skåne län;12;Enskild;54,8;7,2;92,8;16;19;19;17;19;19;17;23;17;166;
Ludvika;2085;Dalarnas län;20;Samtliga;49,1;28,8;49,1;348;319;298;345;323;275;282;294;312;2 796;
Ludvika;2085;Dalarnas län;20;Kommunal;49,5;29,4;49,1;325;299;280;323;313;262;282;294;312;2 690;
Ludvika;2085;Dalarnas län;20;Enskild;39,6;13,2;48,1;23;20;18;22;10;13;.;.;.;106;
Luleå;2580;Norrbottens län;25;Samtliga;47,9;13,2;70,6;794;891;833;783;867;840;872;851;856;7 587;
Luleå;2580;Norrbottens län;25;Kommunal;47,8;14,2;69,2;675;756;731;685;760;742;758;761;761;6 629;
Luleå;2580;Norrbottens län;25;Enskild;49,0;6,8;80,2;119;135;102;98;107;98;114;90;95;958;
Lund;1281;Skåne län;12;Samtliga;48,4;29,0;81,5;1 451;1 523;1 496;1 687;1 577;1 637;1 732;1 768;1 694;14 565;
Lund;1281;Skåne län;12;Kommunal;47,9;25,4;80,1;1 191;1 272;1 243;1 317;1 194;1 256;1 289;1 287;1 246;11 295;
Lund;1281;Skåne län;12;Enskild;50,5;32,2;88,5;193;192;182;321;323;322;389;394;381;2 697;
Lund;1281;Skåne län;12;Internationella skolor;48,2;84,8;76,6;67;59;71;49;60;59;54;87;67;573;
Lycksele;2481;Västerbottens län;24;Samtliga;48,8;17,8;53,3;173;126;149;123;146;126;154;142;149;1 288;
Lycksele;2481;Västerbottens län;24;Kommunal;48,8;17,8;53,3;173;126;149;123;146;126;154;142;149;1 288;
Lysekil;1484;Västra Götalands län;14;Samtliga;48,4;23,1;52,7;125;142;129;167;155;149;160;163;164;1 354;
Lysekil;1484;Västra Götalands län;14;Kommunal;48,4;23,1;52,7;125;142;129;167;155;149;160;163;164;1 354;
Malmö;1280;Skåne län;12;Samtliga;49,2;50,8;61,7;4 163;4 208;4 132;4 122;3 960;4 017;3 990;3 805;3 584;35 981;
Malmö;1280;Skåne län;12;Kommunal;48,9;51,9;59,3;3 575;3 653;3 571;3 551;3 399;3 346;3 226;3 127;2 874;30 322;
Malmö;1280;Skåne län;12;Enskild;50,9;39,0;75,3;464;469;469;474;450;574;662;576;604;4 742;
Malmö;1280;Skåne län;12;Internationella skolor;51,4;77,9;73,3;124;86;92;97;111;97;102;102;106;917;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;47,4;18,3;43,2;105;84;97;96;116;118;96;108;106;926;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;47,4;18,3;43,2;105;84;97;96;116;118;96;108;106;926;
Malå;2418;Västerbottens län;24;Samtliga;48,9;17,2;47,1;30;32;34;42;39;45;36;41;32;331;
Malå;2418;Västerbottens län;24;Kommunal;48,9;17,2;47,1;30;32;34;42;39;45;36;41;32;331;
Mariestad;1493;Västra Götalands län;14;Samtliga;48,7;19,2;57,3;300;264;258;276;272;269;271;252;248;2 410;
Mariestad;1493;Västra Götalands län;14;Kommunal;49,7;21,3;55,0;269;235;231;249;250;244;204;185;183;2 050;
Mariestad;1493;Västra Götalands län;14;Enskild;43,1;7,2;70,0;31;29;27;27;22;25;67;67;65;360;
Mark;1463;Västra Götalands län;14;Samtliga;48,9;17,6;52,8;426;411;419;410;400;470;444;469;477;3 926;
Mark;1463;Västra Götalands län;14;Kommunal;48,7;18,0;52,4;404;391;401;378;379;444;404;428;434;3 663;
Mark;1463;Västra Götalands län;14;Enskild;51,7;12,2;59,3;22;20;18;32;21;26;40;41;43;263;
Markaryd;0767;Kronobergs län;07;Samtliga;50,5;35,4;43,7;107;109;118;112;111;115;124;122;100;1 018;
Markaryd;0767;Kronobergs län;07;Kommunal;50,5;35,4;43,7;107;109;118;112;111;115;124;122;100;1 018;
Mellerud;1461;Västra Götalands län;14;Samtliga;43,2;31,9;44,5;104;105;101;91;106;94;106;118;104;929;
Mellerud;1461;Västra Götalands län;14;Kommunal;43,2;31,9;44,5;104;105;101;91;106;94;106;118;104;929;
Mjölby;0586;Östergötlands län;05;Samtliga;49,0;18,5;55,1;365;355;357;313;334;323;336;357;308;3 048;
Mjölby;0586;Östergötlands län;05;Kommunal;49,0;18,5;55,1;365;355;357;313;334;323;336;357;308;3 048;
Mora;2062;Dalarnas län;20;Samtliga;51,3;13,2;59,9;178;206;217;225;242;219;248;236;233;2 004;
Mora;2062;Dalarnas län;20;Kommunal;51,3;..;59,8;172;201;208;214;230;213;248;236;233;1 955;
Mora;2062;Dalarnas län;20;Enskild;53,1;..;63,3;6;5;9;11;12;6;.;.;.;49;
Motala;0583;Östergötlands län;05;Samtliga;47,8;25,1;52,4;510;513;456;526;490;538;491;512;521;4 557;
Motala;0583;Östergötlands län;05;Kommunal;47,8;26,9;50,4;488;491;434;505;468;516;416;435;447;4 200;
Motala;0583;Östergötlands län;05;Enskild;46,8;5,0;76,2;22;22;22;21;22;22;75;77;74;357;
Mullsjö;0642;Jönköpings län;06;Samtliga;50,0;11,6;49,4;96;90;81;101;98;107;74;97;98;842;
Mullsjö;0642;Jönköpings län;06;Kommunal;50,0;11,6;49,4;96;90;81;101;98;107;74;97;98;842;
Munkedal;1430;Västra Götalands län;14;Samtliga;48,1;18,2;49,1;118;129;120;146;119;115;118;128;116;1 109;
Munkedal;1430;Västra Götalands län;14;Kommunal;48,1;18,2;49,1;118;129;120;146;119;115;118;128;116;1 109;
Munkfors;1762;Värmlands län;17;Samtliga;48,2;22,4;42,1;36;44;34;39;41;38;49;34;46;361;
Munkfors;1762;Värmlands län;17;Kommunal;48,2;22,4;42,1;36;44;34;39;41;38;49;34;46;361;
Mölndal;1481;Västra Götalands län;14;Samtliga;48,6;20,2;75,3;811;846;795;875;805;907;826;811;843;7 519;
Mölndal;1481;Västra Götalands län;14;Kommunal;48,5;20,1;74,9;763;800;748;826;755;858;750;733;765;6 998;
Mölndal;1481;Västra Götalands län;14;Enskild;49,5;21,1;80,6;48;46;47;49;50;49;76;78;78;521;
Mönsterås;0861;Kalmar län;08;Samtliga;49,4;23,6;47,6;161;159;148;163;140;156;124;118;123;1 292;
Mönsterås;0861;Kalmar län;08;Kommunal;49,4;23,6;47,6;161;159;148;163;140;156;124;118;123;1 292;
Mörbylånga;0840;Kalmar län;08;Samtliga;49,6;10,3;69,0;197;191;216;201;211;216;209;197;182;1 820;
Mörbylånga;0840;Kalmar län;08;Kommunal;49,2;11,4;67,3;178;176;197;177;200;189;143;100;84;1 444;
Mörbylånga;0840;Kalmar län;08;Enskild;51,1;6,1;75,5;19;15;19;24;11;27;66;97;98;376;
Nacka;0182;Stockholms län;01;Samtliga;47,8;17,3;80,1;1 469;1 455;1 503;1 524;1 494;1 584;1 583;1 619;1 531;13 762;
Nacka;0182;Stockholms län;01;Kommunal;47,5;17,0;79,0;1 051;1 072;1 143;1 002;968;1 006;958;1 016;980;9 196;
Nacka;0182;Stockholms län;01;Enskild;48,6;18,0;82,3;418;383;360;522;526;578;625;603;551;4 566;
Nora;1884;Örebro län;18;Samtliga;49,4;24,2;52,7;123;116;129;130;130;147;124;118;130;1 147;
Nora;1884;Örebro län;18;Kommunal;49,6;24,9;51,6;111;104;119;118;120;136;124;118;130;1 080;
Nora;1884;Örebro län;18;Enskild;46,3;13,4;71,6;12;12;10;12;10;11;.;.;.;67;
Norberg;1962;Västmanlands län;19;Samtliga;48,6;30,2;33,3;58;54;60;63;61;64;80;53;56;549;
Norberg;1962;Västmanlands län;19;Kommunal;48,6;30,2;33,3;58;54;60;63;61;64;80;53;56;549;
Nordanstig;2132;Gävleborgs län;21;Samtliga;46,0;14,2;45,7;92;88;96;105;100;109;83;57;78;808;
Nordanstig;2132;Gävleborgs län;21;Kommunal;45,6;14,1;46,1;84;82;91;101;96;100;76;54;69;753;
Nordanstig;2132;Gävleborgs län;21;Enskild;52,7;16,4;40,0;8;6;5;4;4;9;7;3;9;55;
Nordmaling;2401;Västerbottens län;24;Samtliga;46,3;10,9;46,7;57;74;67;67;65;68;91;58;68;615;
Nordmaling;2401;Västerbottens län;24;Kommunal;46,3;10,9;46,7;57;74;67;67;65;68;91;58;68;615;
Norrköping;0581;Östergötlands län;05;Samtliga;49,1;30,1;57,7;1 755;1 712;1 782;1 806;1 651;1 894;1 842;1 792;1 749;15 983;
Norrköping;0581;Östergötlands län;05;Kommunal;49,4;30,2;55,7;1 570;1 541;1 615;1 409;1 287;1 310;1 174;1 137;1 138;12 181;
Norrköping;0581;Östergötlands län;05;Enskild;47,9;29,8;64,3;185;171;167;397;364;584;668;655;611;3 802;
Norrtälje;0188;Stockholms län;01;Samtliga;47,9;17,8;49,3;675;685;641;642;665;659;717;605;611;5 900;
Norrtälje;0188;Stockholms län;01;Kommunal;47,1;18,9;47,2;505;512;466;480;503;501;563;457;495;4 482;
Norrtälje;0188;Stockholms län;01;Enskild;50,7;14,2;55,9;170;173;175;162;162;158;154;148;116;1 418;
Norsjö;2417;Västerbottens län;24;Samtliga;47,7;15,9;48,9;38;44;55;44;44;40;48;48;54;415;
Norsjö;2417;Västerbottens län;24;Kommunal;47,7;15,9;48,9;38;44;55;44;44;40;48;48;54;415;
Nybro;0881;Kalmar län;08;Samtliga;47,8;29,2;51,9;210;226;197;238;235;255;202;224;226;2 013;
Nybro;0881;Kalmar län;08;Kommunal;47,9;29,5;51,7;192;208;186;217;215;249;202;224;226;1 919;
Nybro;0881;Kalmar län;08;Enskild;45,7;22,3;54,3;18;18;11;21;20;6;.;.;.;94;
Nykvarn;0140;Stockholms län;01;Samtliga;50,7;12,5;62,4;178;157;168;148;172;184;169;152;158;1 486;
Nykvarn;0140;Stockholms län;01;Kommunal;50,7;12,5;62,4;178;157;168;148;172;184;169;152;158;1 486;
Nyköping;0480;Södermanlands län;04;Samtliga;48,2;24,6;57,3;688;677;703;705;676;742;711;699;732;6 333;
Nyköping;0480;Södermanlands län;04;Kommunal;47,5;30,4;50,3;543;566;592;539;522;526;259;306;378;4 231;
Nyköping;0480;Södermanlands län;04;Enskild;49,8;12,8;71,5;145;111;111;166;154;216;452;393;354;2 102;
Nynäshamn;0192;Stockholms län;01;Samtliga;46,7;29,1;48,7;330;329;316;307;304;283;298;284;279;2 730;
Nynäshamn;0192;Stockholms län;01;Kommunal;46,6;..;48,7;319;318;306;307;304;283;298;284;279;2 698;
Nynäshamn;0192;Stockholms län;01;Enskild;50,0;..;50,0;11;11;10;.;.;.;.;.;.;32;
Nässjö;0682;Jönköpings län;06;Samtliga;49,0;35,7;48,7;415;431;402;368;391;355;357;353;358;3 430;
Nässjö;0682;Jönköpings län;06;Kommunal;49,0;35,7;48,7;415;431;402;368;391;355;357;353;358;3 430;
Ockelbo;2101;Gävleborgs län;21;Samtliga;50,8;24,9;44,3;69;62;61;74;66;49;54;71;49;555;
Ockelbo;2101;Gävleborgs län;21;Kommunal;50,8;24,9;44,3;69;62;61;74;66;49;54;71;49;555;
Olofström;1060;Blekinge län;10;Samtliga;49,7;35,9;47,3;136;136;129;154;138;154;160;137;121;1 265;
Olofström;1060;Blekinge län;10;Kommunal;49,7;35,9;47,3;136;136;129;154;138;154;160;137;121;1 265;
Orsa;2034;Dalarnas län;20;Samtliga;45,3;21,5;43,6;57;68;59;60;72;65;71;69;80;601;
Orsa;2034;Dalarnas län;20;Kommunal;46,0;..;43,1;56;65;55;56;68;60;71;69;80;580;
Orsa;2034;Dalarnas län;20;Enskild;23,8;..;57,1;1;3;4;4;4;5;.;.;.;21;
Orust;1421;Västra Götalands län;14;Samtliga;49,5;14,4;55,5;147;151;151;167;133;143;167;166;154;1 379;
Orust;1421;Västra Götalands län;14;Kommunal;49,6;14,5;52,2;124;124;131;141;111;111;157;152;145;1 196;
Orust;1421;Västra Götalands län;14;Enskild;49,2;14,2;77,6;23;27;20;26;22;32;10;14;9;183;
Osby;1273;Skåne län;12;Samtliga;47,5;30,2;47,0;142;168;160;166;176;171;166;137;153;1 439;
Osby;1273;Skåne län;12;Kommunal;47,5;30,2;47,0;142;168;160;166;176;171;166;137;153;1 439;
Oskarshamn;0882;Kalmar län;08;Samtliga;48,2;25,1;52,5;305;306;331;310;323;318;279;312;296;2 780;
Oskarshamn;0882;Kalmar län;08;Kommunal;48,1;25,0;52,6;304;305;326;305;323;310;279;312;296;2 760;
Oskarshamn;0882;Kalmar län;08;Enskild;60,0;45,0;35,0;1;1;5;5;.;8;.;.;.;20;
Ovanåker;2121;Gävleborgs län;21;Samtliga;47,0;14,0;49,1;122;124;136;139;128;121;129;118;136;1 153;
Ovanåker;2121;Gävleborgs län;21;Kommunal;47,0;14,0;49,1;122;124;136;139;128;121;129;118;136;1 153;
Oxelösund;0481;Södermanlands län;04;Samtliga;49,9;30,3;47,9;117;130;135;132;121;126;115;106;114;1 096;
Oxelösund;0481;Södermanlands län;04;Kommunal;49,9;30,3;47,9;117;130;135;132;121;126;115;106;114;1 096;
Pajala;2521;Norrbottens län;25;Samtliga;49,7;13,6;36,7;52;64;59;60;64;50;59;59;56;523;
Pajala;2521;Norrbottens län;25;Kommunal;50,3;..;36,3;48;59;52;57;56;48;54;53;52;479;
Pajala;2521;Norrbottens län;25;Enskild;43,2;..;40,9;4;5;7;3;8;2;5;6;4;44;
