Statistik från Skolverket, https://www.skolverket.se

Grundskola - Personalstatistik med lärarlegitimation och behörighet
Valt läsår: 2021/22
Valt uttag: 2022-02-11

Från och med läsåret 2024/25 redovisas ingen statistik som baseras på färre än 3 st heltidstjänster för lärare.

;;;;;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;
Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Totalt antal;Antal med lärarlegitimation och behörighet;Andel med lärarlegitimation och behörighet;Förstelärare;Totalt antal;Antal med lärarlegitimation och behörighet i minst ett ämne;Andel med lärarlegitimation och behörighet i minst ett ämne;Förstelärare;
Vårgårda;1442;Västra Götalands län;14;Samtliga;101,1;66,0;65,3;12,6;130;87;66,9;14;
Vårgårda;1442;Västra Götalands län;14;Kommunal;101,1;66,0;65,3;12,6;130;87;66,9;14;
Ydre;0512;Östergötlands län;05;Samtliga;27,9;20,7;74,3;4,3;38;31;81,6;5;
Ydre;0512;Östergötlands län;05;Kommunal;27,9;20,7;74,3;4,3;38;31;81,6;5;
Ystad;1286;Skåne län;12;Samtliga;220,0;166,7;75,7;25,8;245;206;84,1;28;
Ystad;1286;Skåne län;12;Kommunal;181,9;140,5;77,2;19,3;202;173;85,6;21;
Ystad;1286;Skåne län;12;Enskild;38,2;26,2;68,6;6,5;43;33;76,7;7;
Älmhult;0765;Kronobergs län;07;Samtliga;152,0;99,8;65,7;17,9;182;131;72,0;20;
Älmhult;0765;Kronobergs län;07;Kommunal;138,0;93,3;67,7;16,3;165;122;73,9;18;
Älmhult;0765;Kronobergs län;07;Enskild;14,0;6,5;46,3;1,6;17;9;52,9;2;
Älvdalen;2039;Dalarnas län;20;Samtliga;72,9;42,7;58,6;9,4;85;52;61,2;10;
Älvdalen;2039;Dalarnas län;20;Kommunal;72,9;42,7;58,6;9,4;85;52;61,2;10;
Älvkarleby;0319;Uppsala län;03;Samtliga;86,0;60,5;70,3;11,6;95;75;78,9;12;
Älvkarleby;0319;Uppsala län;03;Kommunal;59,6;44,0;73,8;8,7;65;54;83,1;9;
Älvkarleby;0319;Uppsala län;03;Enskild;26,5;16,5;62,4;2,9;30;21;70,0;3;
Älvsbyn;2560;Norrbottens län;25;Samtliga;61,8;44,8;72,5;8,8;69;57;82,6;9;
Älvsbyn;2560;Norrbottens län;25;Kommunal;61,8;44,8;72,5;8,8;69;57;82,6;9;
Ängelholm;1292;Skåne län;12;Samtliga;340,1;268,9;79,1;38,0;381;337;88,5;42;
Ängelholm;1292;Skåne län;12;Kommunal;333,0;262,2;78,7;37,6;372;328;88,2;41;
Ängelholm;1292;Skåne län;12;Enskild;7,1;6,7;93,9;0,4;9;9;100,0;1;
Åmål;1492;Västra Götalands län;14;Samtliga;109,4;78,7;71,9;13,9;131;97;74,0;14;
Åmål;1492;Västra Götalands län;14;Kommunal;95,9;68,3;71,2;12,9;109;81;74,3;13;
Åmål;1492;Västra Götalands län;14;Enskild;13,5;10,4;77,1;1,0;22;16;72,7;1;
Ånge;2260;Västernorrlands län;22;Samtliga;72,1;43,3;60,0;10,3;90;66;73,3;12;
Ånge;2260;Västernorrlands län;22;Kommunal;62,7;37,4;59,7;9,3;76;54;71,1;11;
Ånge;2260;Västernorrlands län;22;Enskild;9,4;5,9;62,4;1,0;14;12;85,7;1;
Åre;2321;Jämtlands län;23;Samtliga;113,2;73,7;65,1;10,9;126;94;74,6;12;
Åre;2321;Jämtlands län;23;Kommunal;113,2;73,7;65,1;10,9;126;94;74,6;12;
Årjäng;1765;Värmlands län;17;Samtliga;86,1;57,6;66,9;12,1;104;74;71,2;13;
Årjäng;1765;Värmlands län;17;Kommunal;82,8;54,8;66,2;11,1;101;72;71,3;12;
Årjäng;1765;Värmlands län;17;Enskild;3,3;2,8;86,0;1,0;6;5;83,3;1;
Åsele;2463;Västerbottens län;24;Samtliga;24,6;14,7;59,8;3,9;28;22;78,6;4;
Åsele;2463;Västerbottens län;24;Kommunal;24,6;14,7;59,8;3,9;28;22;78,6;4;
Åstorp;1277;Skåne län;12;Samtliga;150,2;108,7;72,4;18,6;170;133;78,2;19;
Åstorp;1277;Skåne län;12;Kommunal;150,2;108,7;72,4;18,6;170;133;78,2;19;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;57,1;46,8;82,0;.;62;54;87,1;.;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;57,1;46,8;82,0;.;62;54;87,1;.;
Öckerö;1407;Västra Götalands län;14;Samtliga;103,7;70,4;67,9;11,9;128;101;78,9;14;
Öckerö;1407;Västra Götalands län;14;Kommunal;91,0;64,6;71,0;11,4;112;92;82,1;13;
Öckerö;1407;Västra Götalands län;14;Enskild;12,8;5,8;45,8;0,5;17;9;52,9;1;
Ödeshög;0509;Östergötlands län;05;Samtliga;40,3;29,8;73,9;1,8;46;39;84,8;2;
Ödeshög;0509;Östergötlands län;05;Kommunal;40,3;29,8;73,9;1,8;46;39;84,8;2;
Örebro;1880;Örebro län;18;Samtliga;1 152,8;798,4;69,3;135,2;1 329;1 066;80,2;152;
Örebro;1880;Örebro län;18;Kommunal;962,4;667,9;69,4;116,2;1 097;887;80,9;129;
Örebro;1880;Örebro län;18;Enskild;190,4;130,5;68,5;19,0;233;179;76,8;23;
Örkelljunga;1257;Skåne län;12;Samtliga;86,5;53,9;62,4;11,5;107;70;65,4;13;
Örkelljunga;1257;Skåne län;12;Kommunal;77,5;49,4;63,8;10,8;92;62;67,4;12;
Örkelljunga;1257;Skåne län;12;Enskild;9,0;4,5;50,1;0,7;16;9;56,3;1;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;492,6;381,1;77,4;45,0;559;485;86,8;48;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;471,5;366,5;77,7;43,0;528;462;87,5;46;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;21,0;14,7;69,8;2,0;33;23;69,7;2;
Östersund;2380;Jämtlands län;23;Samtliga;462,7;314,4;67,9;58,8;553;424;76,7;63;
Östersund;2380;Jämtlands län;23;Kommunal;401,4;275,9;68,7;47,9;481;370;76,9;52;
Östersund;2380;Jämtlands län;23;Enskild;61,3;38,5;62,9;10,9;72;54;75,0;11;
Österåker;0117;Stockholms län;01;Samtliga;308,9;207,0;67,0;49,1;361;266;73,7;52;
Österåker;0117;Stockholms län;01;Kommunal;233,1;165,9;71,2;37,1;272;212;77,9;38;
Österåker;0117;Stockholms län;01;Enskild;75,8;41,1;54,3;12,1;94;57;60,6;14;
Östhammar;0382;Uppsala län;03;Samtliga;153,3;105,0;68,5;23,8;174;135;77,6;25;
Östhammar;0382;Uppsala län;03;Kommunal;153,3;105,0;68,5;23,8;174;135;77,6;25;
Östra Göinge;1256;Skåne län;12;Samtliga;117,9;86,7;73,5;15,9;140;108;77,1;16;
Östra Göinge;1256;Skåne län;12;Kommunal;112,7;84,3;74,8;15,9;128;102;79,7;16;
Östra Göinge;1256;Skåne län;12;Enskild;5,2;2,4;45,7;.;12;6;50,0;.;
Överkalix;2513;Norrbottens län;25;Samtliga;25,9;12,4;48,0;1,8;31;19;61,3;3;
Överkalix;2513;Norrbottens län;25;Kommunal;19,8;10,7;54,2;1,8;24;14;58,3;3;
Överkalix;2513;Norrbottens län;25;Enskild;6,1;1,7;27,6;.;7;5;71,4;.;
Övertorneå;2518;Norrbottens län;25;Samtliga;35,3;22,6;64,1;3,8;47;32;68,1;4;
Övertorneå;2518;Norrbottens län;25;Kommunal;28,4;20,3;71,5;3,0;37;28;75,7;3;
Övertorneå;2518;Norrbottens län;25;Enskild;6,9;2,3;33,2;0,8;10;4;40,0;1;

Rapportbeskrivning och definitioner etc.  
 
Statistiken avser anställda den 15 oktober valt läsår. Statistikuppgifterna redovisas både som antal och andel tjänstgörande lärare samt omräknat till heltidstjänster.
Samtliga lärare med lärarlegitimation och behörighet i minst ett ämne:
I sammanställningen ingår de lärarkategorier som omfattas av legitimationskravet. Lärarkategorier som är undantagna från legitimationskravet vid anställning utan
tidsbegränsning, såsom lärare i modersmål, lärare som bedriver annan undervisning på engelska än språkundervisning och lärare i fristående skolor med Waldorfpedagogik
ingår inte. Samma lärare kan undervisa i flera olika ämnen. 
 

Heltidstjänster, Totalt antal;Antal anställda lärare per ämne, uttryckt i antal heltidstjänster och tjänstgörande lärare.;
Antal med lärarlegitimation och behörighet;Antal och andel (%) lärare med lärarlegitimation och behörighet i respektive ämne, uttryckt i antal heltidstjänster och tjänstgörande lärare.;



