Statistik från Skolverket, https://www.skolverket.se

Grundskola - Personalstatistik med lärarlegitimation och behörighet
Valt läsår: 2021/22
Valt uttag: 2022-02-11

Från och med läsåret 2024/25 redovisas ingen statistik som baseras på färre än 3 st heltidstjänster för lärare.

;;;;;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;
Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Totalt antal;Antal med lärarlegitimation och behörighet;Andel med lärarlegitimation och behörighet;Förstelärare;Totalt antal;Antal med lärarlegitimation och behörighet i minst ett ämne;Andel med lärarlegitimation och behörighet i minst ett ämne;Förstelärare;
Orust;1421;Västra Götalands län;14;Samtliga;107,7;85,2;79,1;10,1;135;112;83,0;12;
Orust;1421;Västra Götalands län;14;Kommunal;98,7;78,6;79,6;9,5;122;102;83,6;11;
Orust;1421;Västra Götalands län;14;Enskild;9,1;6,6;73,0;0,6;13;10;76,9;1;
Osby;1273;Skåne län;12;Samtliga;116,0;74,0;63,8;10,9;133;100;75,2;15;
Osby;1273;Skåne län;12;Kommunal;116,0;74,0;63,8;10,9;133;100;75,2;15;
Oskarshamn;0882;Kalmar län;08;Samtliga;233,6;172,2;73,7;13,1;264;227;86,0;14;
Oskarshamn;0882;Kalmar län;08;Kommunal;231,2;171,0;74,0;12,1;258;223;86,4;13;
Oskarshamn;0882;Kalmar län;08;Enskild;2,4;1,2;49,5;1,0;6;4;66,7;1;
Ovanåker;2121;Gävleborgs län;21;Samtliga;101,8;72,9;71,7;12,7;118;99;83,9;14;
Ovanåker;2121;Gävleborgs län;21;Kommunal;101,8;72,9;71,7;12,7;118;99;83,9;14;
Oxelösund;0481;Södermanlands län;04;Samtliga;100,1;56,8;56,8;11,2;113;76;67,3;12;
Oxelösund;0481;Södermanlands län;04;Kommunal;100,1;56,8;56,8;11,2;113;76;67,3;12;
Pajala;2521;Norrbottens län;25;Samtliga;54,0;30,5;56,4;7,9;67;41;61,2;8;
Pajala;2521;Norrbottens län;25;Kommunal;48,9;28,2;57,7;6,9;58;37;63,8;7;
Pajala;2521;Norrbottens län;25;Enskild;5,1;2,2;44,5;1,0;9;4;44,4;1;
Partille;1402;Västra Götalands län;14;Samtliga;327,1;254,4;77,8;40,9;397;328;82,6;45;
Partille;1402;Västra Götalands län;14;Kommunal;312,7;243,8;78,0;38,9;378;313;82,8;43;
Partille;1402;Västra Götalands län;14;Enskild;14,5;10,6;73,3;2,0;19;15;78,9;2;
Perstorp;1275;Skåne län;12;Samtliga;66,6;44,7;67,1;10,6;78;62;79,5;11;
Perstorp;1275;Skåne län;12;Kommunal;66,6;44,7;67,1;10,6;78;62;79,5;11;
Piteå;2581;Norrbottens län;25;Samtliga;325,5;274,7;84,4;44,5;395;364;92,2;51;
Piteå;2581;Norrbottens län;25;Kommunal;313,5;264,9;84,5;42,1;377;350;92,8;48;
Piteå;2581;Norrbottens län;25;Enskild;12,0;9,8;81,7;2,5;21;17;81,0;3;
Ragunda;2303;Jämtlands län;23;Samtliga;49,8;20,2;40,5;6,0;57;30;52,6;6;
Ragunda;2303;Jämtlands län;23;Kommunal;49,8;20,2;40,5;6,0;57;30;52,6;6;
Robertsfors;2409;Västerbottens län;24;Samtliga;55,9;43,8;78,3;4,9;73;57;78,1;6;
Robertsfors;2409;Västerbottens län;24;Kommunal;55,9;43,8;78,3;4,9;73;57;78,1;6;
Ronneby;1081;Blekinge län;10;Samtliga;285,4;181,8;63,7;33,4;327;238;72,8;35;
Ronneby;1081;Blekinge län;10;Kommunal;253,8;164,6;64,9;30,6;290;215;74,1;32;
Ronneby;1081;Blekinge län;10;Enskild;31,7;17,2;54,4;2,8;37;23;62,2;3;
Rättvik;2031;Dalarnas län;20;Samtliga;74,4;50,7;68,2;4,5;94;70;74,5;5;
Rättvik;2031;Dalarnas län;20;Kommunal;74,4;50,7;68,2;4,5;94;70;74,5;5;
Sala;1981;Västmanlands län;19;Samtliga;206,0;130,2;63,2;21,7;245;168;68,6;23;
Sala;1981;Västmanlands län;19;Kommunal;206,0;130,2;63,2;21,7;245;168;68,6;23;
Salem;0128;Stockholms län;01;Samtliga;146,3;98,4;67,3;21,7;162;122;75,3;24;
Salem;0128;Stockholms län;01;Kommunal;119,5;80,2;67,1;13,7;133;101;75,9;16;
Salem;0128;Stockholms län;01;Enskild;26,8;18,2;68,0;8,0;29;21;72,4;8;
Sandviken;2181;Gävleborgs län;21;Samtliga;310,3;190,9;61,5;48,2;347;256;73,8;50;
Sandviken;2181;Gävleborgs län;21;Kommunal;297,8;183,2;61,5;45,4;330;242;73,3;47;
Sandviken;2181;Gävleborgs län;21;Enskild;12,5;7,7;61,6;2,8;17;14;82,4;3;
Sigtuna;0191;Stockholms län;01;Samtliga;332,0;203,5;61,3;42,1;372;281;75,5;46;
Sigtuna;0191;Stockholms län;01;Kommunal;291,2;179,3;61,6;38,6;318;244;76,7;42;
Sigtuna;0191;Stockholms län;01;Enskild;40,8;24,2;59,3;3,5;55;38;69,1;4;
Simrishamn;1291;Skåne län;12;Samtliga;120,4;84,9;70,6;14,6;139;110;79,1;15;
Simrishamn;1291;Skåne län;12;Kommunal;90,9;65,3;71,9;12,6;99;81;81,8;13;
Simrishamn;1291;Skåne län;12;Enskild;29,5;19,6;66,6;2,0;41;30;73,2;2;
Sjöbo;1265;Skåne län;12;Samtliga;136,7;81,2;59,4;16,7;169;123;72,8;17;
Sjöbo;1265;Skåne län;12;Kommunal;108,2;63,0;58,2;15,7;124;91;73,4;16;
Sjöbo;1265;Skåne län;12;Enskild;28,4;18,2;63,9;1,0;45;32;71,1;1;
Skara;1495;Västra Götalands län;14;Samtliga;162,1;118,3;73,0;17,1;192;156;81,3;18;
Skara;1495;Västra Götalands län;14;Kommunal;145,7;111,3;76,4;16,4;165;141;85,5;17;
Skara;1495;Västra Götalands län;14;Enskild;16,4;7,0;42,9;0,7;27;15;55,6;1;
Skellefteå;2482;Västerbottens län;24;Samtliga;581,2;456,9;78,6;72,0;663;592;89,3;77;
Skellefteå;2482;Västerbottens län;24;Kommunal;566,4;447,8;79,1;70,5;641;576;89,9;75;
Skellefteå;2482;Västerbottens län;24;Enskild;14,8;9,1;61,6;1,5;22;16;72,7;2;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;33,5;19,9;59,5;4,5;38;26;68,4;5;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;33,5;19,9;59,5;4,5;38;26;68,4;5;
Skurup;1264;Skåne län;12;Samtliga;127,4;95,7;75,2;14,3;145;119;82,1;15;
Skurup;1264;Skåne län;12;Kommunal;123,3;95,2;77,3;14,3;137;116;84,7;15;
Skurup;1264;Skåne län;12;Enskild;4,1;0,5;12,2;.;8;3;37,5;.;
Skövde;1496;Västra Götalands län;14;Samtliga;401,5;301,1;75,0;68,5;482;383;79,5;74;
Skövde;1496;Västra Götalands län;14;Kommunal;351,3;264,2;75,2;62,0;427;341;79,9;67;
Skövde;1496;Västra Götalands län;14;Enskild;50,1;36,9;73,6;6,6;58;44;75,9;7;
Smedjebacken;2061;Dalarnas län;20;Samtliga;89,9;54,9;61,0;14,4;101;73;72,3;15;
Smedjebacken;2061;Dalarnas län;20;Kommunal;89,9;54,9;61,0;14,4;101;73;72,3;15;
Sollefteå;2283;Västernorrlands län;22;Samtliga;155,1;74,6;48,1;20,8;185;104;56,2;23;
Sollefteå;2283;Västernorrlands län;22;Kommunal;153,2;74,2;48,5;20,8;179;103;57,5;23;
Sollefteå;2283;Västernorrlands län;22;Enskild;1,9;0,4;21,6;.;6;1;16,7;.;
Sollentuna;0163;Stockholms län;01;Samtliga;665,6;484,2;72,7;84,3;739;611;82,7;91;
Sollentuna;0163;Stockholms län;01;Kommunal;509,8;400,4;78,5;63,2;559;490;87,7;68;
Sollentuna;0163;Stockholms län;01;Enskild;155,8;83,8;53,8;21,1;180;121;67,2;23;
Solna;0184;Stockholms län;01;Samtliga;344,2;249,8;72,6;33,6;400;326;81,5;36;
Solna;0184;Stockholms län;01;Kommunal;208,7;157,9;75,7;19,7;235;199;84,7;21;
Solna;0184;Stockholms län;01;Enskild;135,5;92,0;67,9;14,0;166;127;76,5;15;
Sorsele;2422;Västerbottens län;24;Samtliga;18,4;13,1;71,1;2,5;27;19;70,4;3;
Sorsele;2422;Västerbottens län;24;Kommunal;18,4;13,1;71,1;2,5;27;19;70,4;3;
Sotenäs;1427;Västra Götalands län;14;Samtliga;58,5;38,9;66,4;8,1;73;53;72,6;9;
Sotenäs;1427;Västra Götalands län;14;Kommunal;58,5;38,9;66,4;8,1;73;53;72,6;9;
Staffanstorp;1230;Skåne län;12;Samtliga;254,9;199,8;78,4;34,5;286;243;85,0;37;
Staffanstorp;1230;Skåne län;12;Kommunal;246,8;195,1;79,0;33,5;275;237;86,2;36;
Staffanstorp;1230;Skåne län;12;Enskild;8,1;4,7;58,0;1,0;11;6;54,5;1;
Stenungsund;1415;Västra Götalands län;14;Samtliga;240,0;189,2;78,8;21,7;300;251;83,7;26;
Stenungsund;1415;Västra Götalands län;14;Kommunal;223,2;177,2;79,4;19,7;281;235;83,6;24;
Stenungsund;1415;Västra Götalands län;14;Enskild;16,9;12,0;71,2;2,0;19;16;84,2;2;
Stockholm;0180;Stockholms län;01;Samtliga;5 814,7;4 359,3;75,0;788,4;6 442;5 372;83,4;831;
Stockholm;0180;Stockholms län;01;Kommunal;4 597,7;3 561,2;77,5;647,5;4 960;4 278;86,3;676;
Stockholm;0180;Stockholms län;01;Enskild;1 217,0;798,1;65,6;140,9;1 489;1 098;73,7;155;
Storfors;1760;Värmlands län;17;Samtliga;33,9;29,7;87,7;4,0;48;38;79,2;4;
Storfors;1760;Värmlands län;17;Kommunal;31,2;28,2;90,2;4,0;33;30;90,9;4;
Storfors;1760;Värmlands län;17;Enskild;2,7;1,5;57,6;.;15;8;53,3;.;
Storuman;2421;Västerbottens län;24;Samtliga;46,0;32,6;70,9;5,5;59;43;72,9;6;
Storuman;2421;Västerbottens län;24;Kommunal;44,6;31,9;71,5;5,5;57;42;73,7;6;
Storuman;2421;Västerbottens län;24;Statlig;1,5;0,8;52,4;.;2;1;50,0;.;
Strängnäs;0486;Södermanlands län;04;Samtliga;283,8;179,9;63,4;34,6;310;228;73,5;36;
Strängnäs;0486;Södermanlands län;04;Kommunal;169,6;112,3;66,2;20,8;185;142;76,8;21;
Strängnäs;0486;Södermanlands län;04;Enskild;114,2;67,7;59,2;13,8;128;89;69,5;15;
Strömstad;1486;Västra Götalands län;14;Samtliga;121,5;63,8;52,5;12,1;142;93;65,5;14;
Strömstad;1486;Västra Götalands län;14;Kommunal;121,5;63,8;52,5;12,1;142;93;65,5;14;
Strömsund;2313;Jämtlands län;23;Samtliga;103,4;57,3;55,4;8,7;123;78;63,4;9;
Strömsund;2313;Jämtlands län;23;Kommunal;103,4;57,3;55,4;8,7;123;78;63,4;9;
Sundbyberg;0183;Stockholms län;01;Samtliga;270,9;207,5;76,6;36,7;307;253;82,4;46;
Sundbyberg;0183;Stockholms län;01;Kommunal;181,6;140,2;77,2;22,1;203;170;83,7;29;
Sundbyberg;0183;Stockholms län;01;Enskild;89,3;67,3;75,4;14,6;104;83;79,8;17;
Sundsvall;2281;Västernorrlands län;22;Samtliga;720,2;534,3;74,2;101,1;784;643;82,0;105;
Sundsvall;2281;Västernorrlands län;22;Kommunal;572,9;435,2;76,0;83,7;619;527;85,1;88;
Sundsvall;2281;Västernorrlands län;22;Enskild;147,3;99,1;67,2;17,4;168;119;70,8;17;
Sunne;1766;Värmlands län;17;Samtliga;98,8;64,4;65,2;14,2;132;90;68,2;15;
Sunne;1766;Värmlands län;17;Kommunal;92,5;60,0;64,9;13,2;121;85;70,2;14;
Sunne;1766;Värmlands län;17;Enskild;6,3;4,4;69,3;1,0;12;6;50,0;1;
Surahammar;1907;Västmanlands län;19;Samtliga;82,6;54,9;66,5;12,0;90;69;76,7;13;
Surahammar;1907;Västmanlands län;19;Kommunal;82,6;54,9;66,5;12,0;90;69;76,7;13;
Svalöv;1214;Skåne län;12;Samtliga;141,9;99,8;70,3;15,6;166;125;75,3;16;
Svalöv;1214;Skåne län;12;Kommunal;116,6;87,0;74,6;13,7;134;105;78,4;14;
Svalöv;1214;Skåne län;12;Enskild;25,2;12,8;50,7;1,9;33;21;63,6;2;
Svedala;1263;Skåne län;12;Samtliga;208,2;171,0;82,2;22,3;241;215;89,2;23;
Svedala;1263;Skåne län;12;Kommunal;203,5;168,5;82,8;22,3;231;208;90,0;23;
Svedala;1263;Skåne län;12;Enskild;4,7;2,5;53,6;.;10;7;70,0;.;
Svenljunga;1465;Västra Götalands län;14;Samtliga;82,9;51,6;62,3;11,7;93;65;69,9;12;
Svenljunga;1465;Västra Götalands län;14;Kommunal;82,9;51,6;62,3;11,7;93;65;69,9;12;
Säffle;1785;Värmlands län;17;Samtliga;141,9;99,9;70,4;15,9;171;138;80,7;18;
Säffle;1785;Värmlands län;17;Kommunal;132,0;95,1;72,1;14,7;154;129;83,8;16;
Säffle;1785;Värmlands län;17;Enskild;10,0;4,8;48,2;1,2;18;10;55,6;2;
Säter;2082;Dalarnas län;20;Samtliga;84,7;56,0;66,2;10,6;99;68;68,7;11;
Säter;2082;Dalarnas län;20;Kommunal;84,7;56,0;66,2;10,6;99;68;68,7;11;
Sävsjö;0684;Jönköpings län;06;Samtliga;113,8;76,9;67,5;13,9;146;106;72,6;16;
Sävsjö;0684;Jönköpings län;06;Kommunal;103,5;70,6;68,2;13,2;131;97;74,0;15;
Sävsjö;0684;Jönköpings län;06;Enskild;10,3;6,2;60,6;0,8;15;9;60,0;1;
Söderhamn;2182;Gävleborgs län;21;Samtliga;186,3;111,1;59,6;39,4;215;146;67,9;41;
Söderhamn;2182;Gävleborgs län;21;Kommunal;174,9;107,8;61,6;38,6;197;141;71,6;40;
Söderhamn;2182;Gävleborgs län;21;Enskild;11,4;3,4;29,4;0,8;18;5;27,8;1;
Söderköping;0582;Östergötlands län;05;Samtliga;121,2;98,9;81,6;7,3;153;132;86,3;9;
Söderköping;0582;Östergötlands län;05;Kommunal;121,2;98,9;81,6;7,3;153;132;86,3;9;
Södertälje;0181;Stockholms län;01;Samtliga;703,5;471,4;67,0;106,5;768;593;77,2;111;
Södertälje;0181;Stockholms län;01;Kommunal;577,7;387,7;67,1;87,9;624;488;78,2;92;
Södertälje;0181;Stockholms län;01;Enskild;125,7;83,7;66,6;18,7;144;105;72,9;19;
Sölvesborg;1083;Blekinge län;10;Samtliga;140,4;105,8;75,4;20,6;161;131;81,4;21;
Sölvesborg;1083;Blekinge län;10;Kommunal;140,4;105,8;75,4;20,6;161;131;81,4;21;
Tanum;1435;Västra Götalands län;14;Samtliga;95,0;69,4;73,0;11,0;113;92;81,4;12;
Tanum;1435;Västra Götalands län;14;Kommunal;93,1;67,7;72,8;10,0;111;90;81,1;11;
Tanum;1435;Västra Götalands län;14;Enskild;2,0;1,7;85,3;1,0;2;2;100,0;1;
Tibro;1472;Västra Götalands län;14;Samtliga;103,7;78,1;75,4;14,8;117;105;89,7;16;
Tibro;1472;Västra Götalands län;14;Kommunal;103,7;78,1;75,4;14,8;117;105;89,7;16;
Tidaholm;1498;Västra Götalands län;14;Samtliga;104,7;73,5;70,3;4,0;121;99;81,8;4;
Tidaholm;1498;Västra Götalands län;14;Kommunal;104,7;73,5;70,3;4,0;121;99;81,8;4;
Tierp;0360;Uppsala län;03;Samtliga;169,2;98,5;58,2;17,9;192;141;73,4;19;
Tierp;0360;Uppsala län;03;Kommunal;169,2;98,5;58,2;17,9;192;141;73,4;19;
Timrå;2262;Västernorrlands län;22;Samtliga;140,7;95,1;67,6;14,8;151;119;78,8;15;
Timrå;2262;Västernorrlands län;22;Kommunal;140,7;95,1;67,6;14,8;151;119;78,8;15;
Tingsryd;0763;Kronobergs län;07;Samtliga;88,0;55,7;63,3;9,7;113;77;68,1;10;
Tingsryd;0763;Kronobergs län;07;Kommunal;75,6;49,8;65,9;9,7;94;69;73,4;10;
Tingsryd;0763;Kronobergs län;07;Enskild;12,4;5,9;47,5;.;20;9;45,0;.;
Tjörn;1419;Västra Götalands län;14;Samtliga;116,0;83,5;72,0;12,9;134;115;85,8;14;
Tjörn;1419;Västra Götalands län;14;Kommunal;114,7;83,1;72,4;12,9;131;114;87,0;14;
Tjörn;1419;Västra Götalands län;14;Enskild;1,3;0,5;36,1;.;3;1;33,3;.;
Tomelilla;1270;Skåne län;12;Samtliga;105,1;76,6;72,9;9,9;121;100;82,6;10;
Tomelilla;1270;Skåne län;12;Kommunal;96,1;68,4;71,2;8,9;109;88;80,7;9;
Tomelilla;1270;Skåne län;12;Enskild;9,1;8,2;90,7;1,0;12;12;100,0;1;
Torsby;1737;Värmlands län;17;Samtliga;85,0;57,1;67,2;15,7;104;73;70,2;17;
Torsby;1737;Värmlands län;17;Kommunal;85,0;57,1;67,2;15,7;104;73;70,2;17;
Torsås;0834;Kalmar län;08;Samtliga;49,9;34,5;69,1;6,7;65;53;81,5;7;
Torsås;0834;Kalmar län;08;Kommunal;49,9;34,5;69,1;6,7;65;53;81,5;7;
Tranemo;1452;Västra Götalands län;14;Samtliga;98,2;76,9;78,3;13,2;112;93;83,0;14;
Tranemo;1452;Västra Götalands län;14;Kommunal;98,2;76,9;78,3;13,2;112;93;83,0;14;
Tranås;0687;Jönköpings län;06;Samtliga;165,7;118,7;71,6;19,2;190;149;78,4;20;
Tranås;0687;Jönköpings län;06;Kommunal;160,5;116,4;72,6;19,2;183;146;79,8;20;
Tranås;0687;Jönköpings län;06;Enskild;5,2;2,3;43,6;.;7;3;42,9;.;
Trelleborg;1287;Skåne län;12;Samtliga;314,9;211,3;67,1;41,9;364;281;77,2;45;
Trelleborg;1287;Skåne län;12;Kommunal;295,1;201,3;68,2;37,3;342;268;78,4;40;
Trelleborg;1287;Skåne län;12;Enskild;19,9;10,0;50,3;4,6;23;14;60,9;5;
Trollhättan;1488;Västra Götalands län;14;Samtliga;434,9;301,9;69,4;72,4;510;401;78,6;78;
Trollhättan;1488;Västra Götalands län;14;Kommunal;366,7;254,0;69,3;64,5;431;344;79,8;70;
Trollhättan;1488;Västra Götalands län;14;Enskild;68,2;47,8;70,1;7,9;80;58;72,5;8;
Trosa;0488;Södermanlands län;04;Samtliga;104,2;73,8;70,8;10,6;123;94;76,4;12;
Trosa;0488;Södermanlands län;04;Kommunal;104,2;73,8;70,8;10,6;123;94;76,4;12;
Tyresö;0138;Stockholms län;01;Samtliga;383,8;265,8;69,3;55,1;427;339;79,4;60;
Tyresö;0138;Stockholms län;01;Kommunal;361,4;249,2;69,0;51,3;402;320;79,6;56;
Tyresö;0138;Stockholms län;01;Enskild;22,4;16,6;74,1;3,8;27;21;77,8;4;
Täby;0160;Stockholms län;01;Samtliga;562,1;403,9;71,8;92,3;642;512;79,8;101;
Täby;0160;Stockholms län;01;Kommunal;349,2;274,4;78,6;66,6;394;339;86,0;74;
Täby;0160;Stockholms län;01;Enskild;212,9;129,5;60,8;25,7;253;178;70,4;27;
Töreboda;1473;Västra Götalands län;14;Samtliga;90,6;60,1;66,3;9,8;112;83;74,1;11;
Töreboda;1473;Västra Götalands län;14;Kommunal;83,4;54,3;65,1;9,8;103;75;72,8;11;
Töreboda;1473;Västra Götalands län;14;Enskild;7,1;5,8;80,7;.;9;8;88,9;.;
Uddevalla;1485;Västra Götalands län;14;Samtliga;489,4;336,3;68,7;51,0;564;438;77,7;57;
Uddevalla;1485;Västra Götalands län;14;Kommunal;418,9;295,8;70,6;45,6;483;386;79,9;51;
Uddevalla;1485;Västra Götalands län;14;Enskild;70,5;40,6;57,5;5,4;81;52;64,2;6;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;201,5;142,2;70,6;27,3;234;181;77,4;29;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;192,9;135,5;70,3;27,3;223;172;77,1;29;
Ulricehamn;1491;Västra Götalands län;14;Enskild;8,6;6,7;77,4;.;11;9;81,8;.;
Umeå;2480;Västerbottens län;24;Samtliga;889,2;738,4;83,0;99,0;1 021;927;90,8;104;
Umeå;2480;Västerbottens län;24;Kommunal;787,0;661,4;84,0;83,4;896;820;91,5;88;
Umeå;2480;Västerbottens län;24;Enskild;102,2;77,0;75,4;15,6;127;109;85,8;16;
Upplands Väsby;0114;Stockholms län;01;Samtliga;287,7;186,8;64,9;53,1;328;249;75,9;58;
Upplands Väsby;0114;Stockholms län;01;Kommunal;164,1;111,1;67,7;29,9;181;146;80,7;32;
Upplands Väsby;0114;Stockholms län;01;Enskild;123,6;75,7;61,3;23,2;148;104;70,3;26;
Upplands-Bro;0139;Stockholms län;01;Samtliga;227,1;150,0;66,1;32,8;264;198;75,0;34;
Upplands-Bro;0139;Stockholms län;01;Kommunal;201,7;137,2;68,0;30,8;229;178;77,7;32;
Upplands-Bro;0139;Stockholms län;01;Enskild;25,3;12,8;50,4;2,0;35;20;57,1;2;
Uppsala;0380;Uppsala län;03;Samtliga;1 448,9;1 095,4;75,6;210,4;1 646;1 411;85,7;228;
Uppsala;0380;Uppsala län;03;Kommunal;1 189,4;908,7;76,4;174,0;1 329;1 156;87,0;186;
Uppsala;0380;Uppsala län;03;Enskild;259,5;186,7;72,0;36,4;321;258;80,4;42;
Uppvidinge;0760;Kronobergs län;07;Samtliga;80,9;50,1;62,0;10,8;92;63;68,5;11;
Uppvidinge;0760;Kronobergs län;07;Kommunal;76,3;47,5;62,3;10,8;85;59;69,4;11;
Uppvidinge;0760;Kronobergs län;07;Enskild;4,6;2,7;57,8;.;8;5;62,5;.;
Vadstena;0584;Östergötlands län;05;Samtliga;49,9;47,3;94,8;6,7;59;56;94,9;8;
Vadstena;0584;Östergötlands län;05;Kommunal;49,9;47,3;94,8;6,7;59;56;94,9;8;
Vaggeryd;0665;Jönköpings län;06;Samtliga;129,0;90,5;70,2;15,9;152;117;77,0;17;
Vaggeryd;0665;Jönköpings län;06;Kommunal;122,9;85,3;69,4;15,9;143;110;76,9;17;
Vaggeryd;0665;Jönköpings län;06;Enskild;6,2;5,2;84,4;.;10;8;80,0;.;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;54,4;36,2;66,6;9,5;69;52;75,4;10;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;49,5;33,4;67,5;9,5;62;48;77,4;10;
Valdemarsvik;0563;Östergötlands län;05;Enskild;4,9;2,8;57,4;.;7;4;57,1;.;
Vallentuna;0115;Stockholms län;01;Samtliga;279,4;202,5;72,5;40,9;317;245;77,3;43;
Vallentuna;0115;Stockholms län;01;Kommunal;222,5;167,3;75,2;34,1;247;200;81,0;36;
Vallentuna;0115;Stockholms län;01;Enskild;57,0;35,2;61,7;6,8;70;45;64,3;7;
Vansbro;2021;Dalarnas län;20;Samtliga;59,0;28,1;47,7;5,9;74;39;52,7;6;
Vansbro;2021;Dalarnas län;20;Kommunal;55,3;27,0;48,9;5,9;67;36;53,7;6;
Vansbro;2021;Dalarnas län;20;Enskild;3,7;1,1;29,6;.;7;3;42,9;.;
Vara;1470;Västra Götalands län;14;Samtliga;125,9;91,1;72,3;17,3;155;123;79,4;19;
Vara;1470;Västra Götalands län;14;Kommunal;116,0;82,4;71,1;15,3;136;106;77,9;17;
Vara;1470;Västra Götalands län;14;Enskild;9,9;8,6;87,0;2,0;19;17;89,5;2;
Varberg;1383;Hallands län;13;Samtliga;541,0;419,4;77,5;75,2;633;530;83,7;82;
Varberg;1383;Hallands län;13;Kommunal;501,8;396,1;78,9;71,6;571;493;86,3;78;
Varberg;1383;Hallands län;13;Enskild;39,2;23,3;59,5;3,6;65;39;60,0;4;
Vaxholm;0187;Stockholms län;01;Samtliga;101,3;82,5;81,4;13,8;119;99;83,2;14;
Vaxholm;0187;Stockholms län;01;Kommunal;98,3;80,3;81,7;13,8;115;96;83,5;14;
Vaxholm;0187;Stockholms län;01;Enskild;3,0;2,2;72,5;.;5;4;80,0;.;
Vellinge;1233;Skåne län;12;Samtliga;323,1;264,4;81,8;37,0;384;338;88,0;40;
Vellinge;1233;Skåne län;12;Kommunal;222,5;180,9;81,3;24,9;258;234;90,7;27;
Vellinge;1233;Skåne län;12;Enskild;100,6;83,5;83,0;12,1;126;104;82,5;13;
Vetlanda;0685;Jönköpings län;06;Samtliga;232,5;146,7;63,1;30,5;286;203;71,0;32;
Vetlanda;0685;Jönköpings län;06;Kommunal;226,1;142,9;63,2;30,5;275;196;71,3;32;
Vetlanda;0685;Jönköpings län;06;Enskild;6,4;3,8;59,5;.;12;8;66,7;.;
Vilhelmina;2462;Västerbottens län;24;Samtliga;58,3;38,2;65,5;6,8;69;45;65,2;7;
Vilhelmina;2462;Västerbottens län;24;Kommunal;50,0;36,4;72,9;6,8;56;43;76,8;7;
Vilhelmina;2462;Västerbottens län;24;Enskild;8,3;1,8;21,1;.;14;3;21,4;.;
Vimmerby;0884;Kalmar län;08;Samtliga;120,2;75,0;62,4;17,1;142;99;69,7;18;
Vimmerby;0884;Kalmar län;08;Kommunal;120,2;75,0;62,4;17,1;142;99;69,7;18;
Vindeln;2404;Västerbottens län;24;Samtliga;45,3;28,7;63,3;5,0;50;35;70,0;6;
Vindeln;2404;Västerbottens län;24;Kommunal;45,3;28,7;63,3;5,0;50;35;70,0;6;
Vingåker;0428;Södermanlands län;04;Samtliga;76,7;44,3;57,8;13,9;95;68;71,6;16;
Vingåker;0428;Södermanlands län;04;Kommunal;68,4;39,6;57,9;12,9;78;54;69,2;15;
Vingåker;0428;Södermanlands län;04;Enskild;2,8;0,9;32,4;1,0;5;3;60,0;1;
Vänersborg;1487;Västra Götalands län;14;Samtliga;308,8;210,9;68,3;42,7;371;296;79,8;45;
Vänersborg;1487;Västra Götalands län;14;Kommunal;279,8;188,6;67,4;39,7;339;270;79,6;42;
Vänersborg;1487;Västra Götalands län;14;Enskild;29,0;22,3;76,7;3,0;32;26;81,3;3;
Vännäs;2460;Västerbottens län;24;Samtliga;72,9;65,0;89,1;9,5;104;98;94,2;12;
Vännäs;2460;Västerbottens län;24;Kommunal;69,3;62,8;90,6;9,5;98;93;94,9;12;
Vännäs;2460;Västerbottens län;24;Enskild;3,7;2,2;59,6;.;6;5;83,3;.;
Värmdö;0120;Stockholms län;01;Samtliga;321,9;250,3;77,8;47,0;374;315;84,2;51;
Värmdö;0120;Stockholms län;01;Kommunal;276,7;216,5;78,2;38,6;319;273;85,6;42;
Värmdö;0120;Stockholms län;01;Enskild;45,2;33,9;74,8;8,4;55;42;76,4;9;
Värnamo;0683;Jönköpings län;06;Samtliga;275,4;198,6;72,1;29,9;338;274;81,1;33;
Värnamo;0683;Jönköpings län;06;Kommunal;275,4;198,6;72,1;29,9;338;274;81,1;33;
Västervik;0883;Kalmar län;08;Samtliga;289,5;197,1;68,1;24,8;344;255;74,1;27;
Västervik;0883;Kalmar län;08;Kommunal;274,3;190,8;69,6;22,0;319;247;77,4;24;
Västervik;0883;Kalmar län;08;Enskild;15,2;6,3;41,6;2,9;27;10;37,0;3;
Västerås;1980;Västmanlands län;19;Samtliga;1 169,1;752,4;64,4;125,0;1 307;967;74,0;133;
Västerås;1980;Västmanlands län;19;Kommunal;924,9;605,7;65,5;91,1;1 027;782;76,1;97;
Västerås;1980;Västmanlands län;19;Enskild;244,1;146,7;60,1;33,8;283;187;66,1;36;
Växjö;0780;Kronobergs län;07;Samtliga;715,1;531,3;74,3;104,3;826;694;84,0;112;
Växjö;0780;Kronobergs län;07;Kommunal;673,5;505,5;75,1;98,6;774;659;85,1;105;
Växjö;0780;Kronobergs län;07;Enskild;41,6;25,7;61,8;5,7;52;35;67,3;7;
