Statistik från Skolverket, https://www.skolverket.se

Grundskola - Antal elever per årskurs
Valt läsår: 2020/21

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Andel (%) flickor, årskurs 1-9;Andel (%) elever med utländsk bakgrund, åk 1-9;Andel (%) elever med föräldrar med eftergymnasial utb., åk 1-9;Elever, årskurs 1;Elever, årskurs 2;Elever, årskurs 3;Elever, årskurs 4;Elever, årskurs 5;Elever, årskurs 6;Elever, årskurs 7;Elever, årskurs 8;Elever, årskurs 9;Elever, årskurs 1-9;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;52;11;50;127;134;122;90;119;128;116;136;108;1 080;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;52;11;50;127;134;122;90;119;128;116;136;108;1 080;
Öckerö;1407;Västra Götalands län;14;Samtliga;50;7;64;140;131;137;167;151;175;164;170;175;1 410;
Öckerö;1407;Västra Götalands län;14;Kommunal;51;7;64;132;120;128;147;131;157;144;150;164;1 273;
Öckerö;1407;Västra Götalands län;14;Enskild;39;8;71;8;11;9;20;20;18;20;20;11;137;
Ödeshög;0509;Östergötlands län;05;Samtliga;45;21;46;49;54;45;57;45;53;56;68;52;479;
Ödeshög;0509;Östergötlands län;05;Kommunal;45;21;46;49;54;45;57;45;53;56;68;52;479;
Örebro;1880;Örebro län;18;Samtliga;49;31;62;1 934;1 937;2 010;1 939;1 918;1 984;1 897;1 829;1 731;17 179;
Örebro;1880;Örebro län;18;Kommunal;47;32;59;1 672;1 707;1 717;1 546;1 533;1 389;1 392;1 349;1 234;13 539;
Örebro;1880;Örebro län;18;Enskild;53;25;71;262;230;293;393;385;595;505;480;497;3 640;
Örkelljunga;1257;Skåne län;12;Samtliga;49;26;41;119;121;139;104;133;134;119;113;119;1 101;
Örkelljunga;1257;Skåne län;12;Kommunal;49;27;39;110;117;126;100;121;123;96;99;102;994;
Örkelljunga;1257;Skåne län;12;Enskild;45;11;65;9;4;13;4;12;11;23;14;17;107;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;48;14;62;664;668;632;708;641;694;646;664;606;5 923;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;48;14;62;640;640;618;687;612;674;630;646;583;5 730;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;46;7;56;24;28;14;21;29;20;16;18;23;193;
Östersund;2380;Jämtlands län;23;Samtliga;49;14;66;718;703;769;782;733;787;776;729;707;6 704;
Östersund;2380;Jämtlands län;23;Kommunal;48;15;63;581;580;631;650;597;584;579;586;563;5 351;
Östersund;2380;Jämtlands län;23;Enskild;51;10;79;137;123;138;132;136;203;197;143;144;1 353;
Österåker;0117;Stockholms län;01;Samtliga;48;17;64;551;589;623;586;522;486;491;518;511;4 877;
Österåker;0117;Stockholms län;01;Kommunal;49;18;61;422;472;488;463;399;357;334;356;346;3 637;
Österåker;0117;Stockholms län;01;Enskild;47;15;71;129;117;135;123;123;129;157;162;165;1 240;
Östhammar;0382;Uppsala län;03;Samtliga;48;10;45;237;263;227;255;201;217;233;228;218;2 079;
Östhammar;0382;Uppsala län;03;Kommunal;48;10;45;237;263;227;255;201;217;233;228;218;2 079;
Östra Göinge;1256;Skåne län;12;Samtliga;47;35;41;177;191;213;192;202;209;197;168;193;1 742;
Östra Göinge;1256;Skåne län;12;Kommunal;48;37;41;167;176;199;182;186;189;188;157;179;1 623;
Östra Göinge;1256;Skåne län;12;Enskild;43;18;40;10;15;14;10;16;20;9;11;14;119;
Överkalix;2513;Norrbottens län;25;Samtliga;47;24;42;31;23;28;26;27;29;19;26;29;238;
Överkalix;2513;Norrbottens län;25;Kommunal;46;28;42;25;16;22;19;21;26;12;19;23;183;
Överkalix;2513;Norrbottens län;25;Enskild;53;9;40;6;7;6;7;6;3;7;7;6;55;
Övertorneå;2518;Norrbottens län;25;Samtliga;53;26;41;29;34;36;52;33;42;37;50;42;355;
Övertorneå;2518;Norrbottens län;25;Kommunal;51;29;39;22;32;30;45;28;35;27;37;37;293;
Övertorneå;2518;Norrbottens län;25;Enskild;63;11;52;7;2;6;7;5;7;10;13;5;62;

Rapportbeskrivning och definitioner etc.  
  
Rapporten visar antal elever, andel flickor, andel med utländsk bakgrund respektive andel med föräldrar med 
eftergymnasial utbildning i grundskolan fördelat per årskurs. Uppgifterna avser oktober det valda året.

Fr.o.m. läsåret 2022/23 ingår inte uppgifter om elever med en region som huvudman eller elever i sameskolan i uppgifterna om elever i grundskolan.
 
Utländsk bakgrund innebär att eleverna är födda utomlands eller födda i Sverige med båda föräldrarna födda utomlands. Elever som saknar uppgift om personnummer 
räknas i denna statistik till elever med utländsk bakgrund. Att uppgift om personnummer saknas kan bland annat bero på att eleven inte är folkbokförd i Sverige. 
Övriga elever hamnar i gruppen med svensk bakgrund, även om de har en utlandsfödd förälder.
 
Observera att uppgifter avseende kön, utländsk bakgrund samt föräldrarnas utbildningsnivå från och med läsåret 2015/16 sekretesskyddas (dubbelprickas) om de baseras 
på färre än 5 elever på skolenhetsnivå, kommun- eller huvudmannanivå och färre än 3 elever på läns- och riksnivå. Då visas två prickar (..) i stället för utfall. 
Undantaget är elever på sameskolan där alla uppgifter prickas om de baseras på färre än 10 elever. Om data saknas visas en prick (.) i stället för utfall. 
Före läsåret 2020/21 dubbelprickas inga uppgifter avseende kön, utländsk bakgrund samt föräldrarnas utbildningsnivå på kommun-, huvudmanna-, läns eller riksnivå.
 
Uppgifterna Andel med utländsk bakgrund och Andel med föräldrar med eftergymnasial utbildning redovisas från och med år 2009. Dessa uppgifter finns inte för 
sameskolor, eftersom uppgifter om elever i sameskolan samlas in på gruppnivå. Nytt fr.o.m. läsåret 2017/18 är att statistik om elever i konfessionella skolor 
samlas in på individnivå, vilket möjliggör redovisning av andel elever med utländsk bakgrund och andel elever med föräldrar med eftergymnasial utbildning fr.o.m. 
detta läsår.
Antal elever i förskoleklass redovisas i denna databas från och med läsåret 2007/08. Mellan 2007/08 och 2011/12 saknas uppgifter om elever i förskoleklasser som 
kommunen har ett övergripande ansvar för men som drivs av annan huvudman än kommunen samt förskoleklasser belägna i anslutning till specialskolor och anpassade grundskolor.

I kommunal huvudman ingår även kommunalförbund. Det betyder alltså att det kan finnas mer än en kommunal huvudman i en kommun.

* Internationella skolor kan från och med 2016 ha antingen kommunal eller enskild huvudman. Internationella skolor följer ett annat lands läroplan eller en internationell läroplan.
I den geografiska redovisningen redovisas de som en egen grupp. I redovisningen per huvudman redovisas de internationella skolorna tillsammans med den huvudman de tillhör.
 




