Statistik från Skolverket, https://www.skolverket.se

Grundskola - Resultat nationella prov årskurs 9, provbetyg per kön - Engelska, Matematik och Svenska/svenska som andraspråk
Valt läsår: 2018/19

;;;;;;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Engelska;87,9;96,8;80,0;58;30;28;91,4;~100;~100;12,9;13,5;12,2;
Olofström;1060;Blekinge län;10;Samtliga;Svenska;96,4;94,6;98,2;107;53;54;95,3;~100;~100;13,5;14,9;12,1;
Olofström;1060;Blekinge län;10;Samtliga;Svenska som andraspråk;90,0;91,7;88,9;27;11;16;59,3;..;..;7,3;8,4;6,6;
Olofström;1060;Blekinge län;10;Samtliga;Matematik;96,5;95,6;97,3;136;65;71;68,4;76,9;60,6;8,1;9,1;7,2;
Olofström;1060;Blekinge län;10;Samtliga;Engelska;95,0;92,6;97,3;134;63;71;91,8;~100;..;13,6;14,3;13,0;
Olofström;1060;Blekinge län;10;Kommunal;Svenska som andraspråk;90,0;91,7;88,9;27;11;16;59,3;..;..;7,3;8,4;6,6;
Olofström;1060;Blekinge län;10;Kommunal;Matematik;96,5;95,6;97,3;136;65;71;68,4;76,9;60,6;8,1;9,1;7,2;
Olofström;1060;Blekinge län;10;Kommunal;Svenska;96,4;94,6;98,2;107;53;54;95,3;~100;~100;13,5;14,9;12,1;
Olofström;1060;Blekinge län;10;Kommunal;Engelska;95,0;92,6;97,3;134;63;71;91,8;~100;..;13,6;14,3;13,0;
Orsa;2034;Dalarnas län;20;Samtliga;Svenska;78,5;73,5;83,9;51;25;26;~100;~100;~100;14,1;14,9;13,4;
Orsa;2034;Dalarnas län;20;Samtliga;Matematik;80,0;73,0;87,9;56;27;29;85,7;..;~100;10,7;10,5;10,9;
Orsa;2034;Dalarnas län;20;Samtliga;Engelska;85,7;75,7;97,0;60;28;32;~100;~100;100,0;15,4;15,2;15,5;
Orsa;2034;Dalarnas län;20;Kommunal;Svenska;78,5;73,5;83,9;51;25;26;~100;~100;~100;14,1;14,9;13,4;
Orsa;2034;Dalarnas län;20;Kommunal;Engelska;85,7;75,7;97,0;60;28;32;~100;~100;100,0;15,4;15,2;15,5;
Orsa;2034;Dalarnas län;20;Kommunal;Matematik;80,0;73,0;87,9;56;27;29;85,7;..;~100;10,7;10,5;10,9;
Orust;1421;Västra Götalands län;14;Samtliga;Svenska;97,4;98,3;96,4;112;58;54;93,8;~100;..;12,6;14,3;10,8;
Orust;1421;Västra Götalands län;14;Samtliga;Svenska som andraspråk;91,7;..;..;11;..;..;..;..;..;7,0;..;..;
Orust;1421;Västra Götalands län;14;Samtliga;Matematik;89,8;95,2;84,6;114;59;55;83,3;89,8;76,4;10,4;11,4;9,3;
Orust;1421;Västra Götalands län;14;Samtliga;Engelska;92,1;91,9;92,3;117;57;60;93,2;~100;..;14,3;14,6;13,9;
Orust;1421;Västra Götalands län;14;Kommunal;Matematik;90,0;96,6;83,9;108;56;52;83,3;89,3;76,9;10,4;11,4;9,4;
Orust;1421;Västra Götalands län;14;Kommunal;Svenska;97,2;98,2;96,2;105;54;51;93,3;~100;..;12,5;14,3;10,6;
Orust;1421;Västra Götalands län;14;Kommunal;Svenska som andraspråk;91,7;..;..;11;..;..;..;..;..;7,0;..;..;
Orust;1421;Västra Götalands län;14;Kommunal;Engelska;91,7;91,4;91,9;110;53;57;92,7;~100;..;14,1;14,5;13,7;
Orust;1421;Västra Götalands län;14;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Orust;1421;Västra Götalands län;14;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Orust;1421;Västra Götalands län;14;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Osby;1273;Skåne län;12;Samtliga;Svenska;86,7;86,6;86,8;117;58;59;~100;100,0;~100;13,4;14,7;12,0;
Osby;1273;Skåne län;12;Samtliga;Matematik;91,6;90,7;92,5;142;68;74;73,9;72,1;75,7;9,0;9,3;8,6;
Osby;1273;Skåne län;12;Samtliga;Engelska;89,0;89,3;88,8;138;67;71;91,3;91,0;91,5;13,1;13,4;12,9;
Osby;1273;Skåne län;12;Samtliga;Svenska som andraspråk;95,0;..;100,0;19;..;..;..;..;..;5,0;..;5,0;
Osby;1273;Skåne län;12;Kommunal;Svenska;86,7;86,6;86,8;117;58;59;~100;100,0;~100;13,4;14,7;12,0;
Osby;1273;Skåne län;12;Kommunal;Engelska;89,0;89,3;88,8;138;67;71;91,3;91,0;91,5;13,1;13,4;12,9;
Osby;1273;Skåne län;12;Kommunal;Matematik;91,6;90,7;92,5;142;68;74;73,9;72,1;75,7;9,0;9,3;8,6;
Osby;1273;Skåne län;12;Kommunal;Svenska som andraspråk;95,0;..;100,0;19;..;..;..;..;..;5,0;..;5,0;
Oskarshamn;0882;Kalmar län;08;Samtliga;Engelska;93,0;92,4;93,6;281;134;147;96,8;~100;..;14,9;14,8;15,1;
Oskarshamn;0882;Kalmar län;08;Samtliga;Matematik;95,7;95,2;96,2;289;138;151;87,5;88,4;86,8;10,8;10,7;10,9;
Oskarshamn;0882;Kalmar län;08;Samtliga;Svenska;97,4;97,7;97,1;261;126;135;~100;~100;~100;13,9;14,8;13,1;
Oskarshamn;0882;Kalmar län;08;Samtliga;Svenska som andraspråk;70,6;75,0;66,7;24;12;12;62,5;..;..;7,7;8,8;6,7;
Oskarshamn;0882;Kalmar län;08;Kommunal;Svenska;97,4;97,7;97,1;261;126;135;~100;~100;~100;13,9;14,8;13,1;
Oskarshamn;0882;Kalmar län;08;Kommunal;Matematik;95,7;95,2;96,2;289;138;151;87,5;88,4;86,8;10,8;10,7;10,9;
Oskarshamn;0882;Kalmar län;08;Kommunal;Engelska;93,0;92,4;93,6;281;134;147;96,8;~100;..;14,9;14,8;15,1;
Oskarshamn;0882;Kalmar län;08;Kommunal;Svenska som andraspråk;70,6;75,0;66,7;24;12;12;62,5;..;..;7,7;8,8;6,7;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Svenska;97,7;100,0;95,1;84;45;39;~100;100,0;~100;14,1;15,4;12,6;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Engelska;92,9;94,1;91,7;92;48;44;~100;~100;~100;14,7;15,1;14,3;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Svenska som andraspråk;92,3;..;..;12;..;..;..;..;..;6,3;..;..;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Matematik;91,9;98,0;85,4;91;50;41;91,2;..;~100;11,6;11,6;11,8;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Svenska som andraspråk;92,3;..;..;12;..;..;..;..;..;6,3;..;..;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Engelska;92,9;94,1;91,7;92;48;44;~100;~100;~100;14,7;15,1;14,3;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Matematik;91,9;98,0;85,4;91;50;41;91,2;..;~100;11,6;11,6;11,8;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Svenska;97,7;100,0;95,1;84;45;39;~100;100,0;~100;14,1;15,4;12,6;
Oxelösund;0481;Södermanlands län;04;Samtliga;Engelska;85,7;86,2;85,1;88;49;39;93,2;~100;~100;13,6;13,5;13,7;
Oxelösund;0481;Södermanlands län;04;Samtliga;Matematik;88,6;87,9;89,4;93;51;42;77,4;80,4;73,8;9,0;9,5;8,4;
Oxelösund;0481;Södermanlands län;04;Samtliga;Svenska;84,8;87,9;80,9;55;33;22;85,5;~100;..;10,6;12,0;8,5;
Oxelösund;0481;Södermanlands län;04;Kommunal;Svenska;84,8;87,9;80,9;55;33;22;85,5;~100;..;10,6;12,0;8,5;
Oxelösund;0481;Södermanlands län;04;Kommunal;Matematik;88,6;87,9;89,4;93;51;42;77,4;80,4;73,8;9,0;9,5;8,4;
Oxelösund;0481;Södermanlands län;04;Kommunal;Engelska;85,7;86,2;85,1;88;49;39;93,2;~100;~100;13,6;13,5;13,7;
Pajala;2521;Norrbottens län;25;Samtliga;Matematik;83,1;84,2;81,5;54;32;22;77,8;81,3;72,7;9,5;10,2;8,6;
Pajala;2521;Norrbottens län;25;Samtliga;Engelska;89,2;94,7;81,5;58;36;22;~100;~100;100,0;14,1;13,5;15,0;
Pajala;2521;Norrbottens län;25;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;.;.;.;..;..;..;
Pajala;2521;Norrbottens län;25;Samtliga;Svenska;90,2;91,4;88,5;55;32;23;~100;~100;100,0;13,9;15,0;12,4;
Pajala;2521;Norrbottens län;25;Kommunal;Matematik;80,7;82,4;78,3;46;28;18;78,3;82,1;72,2;9,6;10,2;8,6;
Pajala;2521;Norrbottens län;25;Kommunal;Engelska;87,7;94,1;78,3;50;32;18;~100;~100;100,0;13,9;13,0;15,4;
Pajala;2521;Norrbottens län;25;Kommunal;Svenska;90,6;93,5;86,4;48;29;19;~100;~100;100,0;13,9;14,7;12,6;
Pajala;2521;Norrbottens län;25;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;.;.;.;..;..;..;
Pajala;2521;Norrbottens län;25;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Pajala;2521;Norrbottens län;25;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Pajala;2521;Norrbottens län;25;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Partille;1402;Västra Götalands län;14;Samtliga;Svenska som andraspråk;73,2;..;77,8;30;..;..;80,0;..;76,2;9,5;..;9,3;
Partille;1402;Västra Götalands län;14;Samtliga;Svenska;91,9;91,0;92,7;410;193;217;97,8;~100;..;14,4;15,4;13,4;
Partille;1402;Västra Götalands län;14;Samtliga;Matematik;89,7;87,6;91,6;437;198;239;86,7;85,9;87,4;11,5;11,6;11,5;
Partille;1402;Västra Götalands län;14;Samtliga;Engelska;90,8;88,1;93,1;442;199;243;98,6;~100;~100;16,0;16,1;15,9;
Partille;1402;Västra Götalands län;14;Kommunal;Engelska;90,4;87,5;92,9;424;189;235;98,6;~100;~100;16,0;16,1;15,9;
Partille;1402;Västra Götalands län;14;Kommunal;Svenska;91,6;90,6;92,5;392;183;209;97,7;~100;..;14,3;15,5;13,4;
Partille;1402;Västra Götalands län;14;Kommunal;Svenska som andraspråk;73,2;..;77,8;30;..;..;80,0;..;76,2;9,5;..;9,3;
Partille;1402;Västra Götalands län;14;Kommunal;Matematik;89,3;87,0;91,3;419;188;231;86,2;85,1;87,0;11,4;11,5;11,4;
Partille;1402;Västra Götalands län;14;Enskild;Matematik;100,0;100,0;..;18;..;..;100,0;100,0;..;13,6;14,0;..;
Partille;1402;Västra Götalands län;14;Enskild;Engelska;100,0;100,0;..;18;..;..;100,0;100,0;..;16,3;16,0;..;
Partille;1402;Västra Götalands län;14;Enskild;Svenska;100,0;100,0;..;18;..;..;100,0;100,0;..;15,0;15,3;..;
Perstorp;1275;Skåne län;12;Samtliga;Engelska;82,5;81,8;83,0;66;27;39;90,9;~100;..;14,2;14,9;13,7;
Perstorp;1275;Skåne län;12;Samtliga;Svenska;91,1;95,2;88,6;51;20;31;~100;~100;~100;12,6;13,3;12,2;
Perstorp;1275;Skåne län;12;Samtliga;Matematik;81,3;84,8;78,7;65;28;37;86,2;~100;..;11,0;11,3;10,8;
Perstorp;1275;Skåne län;12;Samtliga;Svenska som andraspråk;62,5;..;..;15;..;..;..;..;..;6,3;..;..;
Perstorp;1275;Skåne län;12;Kommunal;Engelska;82,5;81,8;83,0;66;27;39;90,9;~100;..;14,2;14,9;13,7;
Perstorp;1275;Skåne län;12;Kommunal;Svenska som andraspråk;62,5;..;..;15;..;..;..;..;..;6,3;..;..;
Perstorp;1275;Skåne län;12;Kommunal;Matematik;81,3;84,8;78,7;65;28;37;86,2;~100;..;11,0;11,3;10,8;
Perstorp;1275;Skåne län;12;Kommunal;Svenska;91,1;95,2;88,6;51;20;31;~100;~100;~100;12,6;13,3;12,2;
Piteå;2581;Norrbottens län;25;Samtliga;Svenska som andraspråk;85,7;..;..;12;..;..;..;..;..;6,7;..;..;
Piteå;2581;Norrbottens län;25;Samtliga;Matematik;94,5;94,3;94,6;446;217;229;86,3;88,5;84,3;10,9;11,3;10,5;
Piteå;2581;Norrbottens län;25;Samtliga;Engelska;96,0;95,7;96,3;453;220;233;~100;~100;~100;15,2;15,3;15,1;
Piteå;2581;Norrbottens län;25;Samtliga;Svenska;96,3;97,3;95,3;441;219;222;97,5;~100;..;13,8;15,1;12,5;
Piteå;2581;Norrbottens län;25;Kommunal;Svenska;96,3;97,3;95,3;441;219;222;97,5;~100;..;13,8;15,1;12,5;
Piteå;2581;Norrbottens län;25;Kommunal;Matematik;94,5;94,3;94,6;446;217;229;86,3;88,5;84,3;10,9;11,3;10,5;
Piteå;2581;Norrbottens län;25;Kommunal;Engelska;96,0;95,7;96,3;453;220;233;~100;~100;~100;15,2;15,3;15,1;
Piteå;2581;Norrbottens län;25;Kommunal;Svenska som andraspråk;85,7;..;..;12;..;..;..;..;..;6,7;..;..;
Ragunda;2303;Jämtlands län;23;Samtliga;Svenska;86,5;100,0;72,0;45;27;18;~100;~100;100,0;13,1;13,7;12,1;
Ragunda;2303;Jämtlands län;23;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;.;.;.;..;..;..;
Ragunda;2303;Jämtlands län;23;Samtliga;Matematik;72,1;74,2;70,0;44;23;21;68,2;78,3;57,1;8,3;8,9;7,6;
Ragunda;2303;Jämtlands län;23;Samtliga;Engelska;80,3;83,9;76,7;49;26;23;~100;100,0;~100;14,8;15,8;13,8;
Ragunda;2303;Jämtlands län;23;Kommunal;Svenska;86,5;100,0;72,0;45;27;18;~100;~100;100,0;13,1;13,7;12,1;
Ragunda;2303;Jämtlands län;23;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;.;.;.;..;..;..;
Ragunda;2303;Jämtlands län;23;Kommunal;Engelska;80,3;83,9;76,7;49;26;23;~100;100,0;~100;14,8;15,8;13,8;
Ragunda;2303;Jämtlands län;23;Kommunal;Matematik;72,1;74,2;70,0;44;23;21;68,2;78,3;57,1;8,3;8,9;7,6;
Robertsfors;2409;Västerbottens län;24;Samtliga;Svenska;100,0;100,0;100,0;53;21;32;100,0;100,0;100,0;14,1;15,2;13,3;
Robertsfors;2409;Västerbottens län;24;Samtliga;Matematik;100,0;100,0;100,0;53;21;32;~100;100,0;~100;11,7;13,2;10,8;
Robertsfors;2409;Västerbottens län;24;Samtliga;Engelska;100,0;100,0;100,0;53;21;32;100,0;100,0;100,0;15,8;16,5;15,4;
Robertsfors;2409;Västerbottens län;24;Kommunal;Engelska;100,0;100,0;100,0;53;21;32;100,0;100,0;100,0;15,8;16,5;15,4;
Robertsfors;2409;Västerbottens län;24;Kommunal;Svenska;100,0;100,0;100,0;53;21;32;100,0;100,0;100,0;14,1;15,2;13,3;
Robertsfors;2409;Västerbottens län;24;Kommunal;Matematik;100,0;100,0;100,0;53;21;32;~100;100,0;~100;11,7;13,2;10,8;
Ronneby;1081;Blekinge län;10;Samtliga;Svenska;92,3;93,6;91,1;216;103;113;~100;100,0;~100;13,7;15,2;12,3;
Ronneby;1081;Blekinge län;10;Samtliga;Engelska;86,8;86,2;87,3;257;119;138;89,9;89,9;89,9;13,3;13,6;13,1;
Ronneby;1081;Blekinge län;10;Samtliga;Matematik;88,5;89,9;87,3;262;124;138;77,9;79,8;76,1;9,9;10,3;9,6;
Ronneby;1081;Blekinge län;10;Samtliga;Svenska som andraspråk;71,0;71,4;70,6;44;20;24;..;..;..;2,4;2,3;2,5;
Ronneby;1081;Blekinge län;10;Kommunal;Svenska som andraspråk;69,0;71,4;66,7;40;20;20;..;..;..;1,4;2,3;0,5;
Ronneby;1081;Blekinge län;10;Kommunal;Svenska;93,0;94,1;92,0;200;96;104;~100;100,0;~100;13,6;15,3;12,1;
Ronneby;1081;Blekinge län;10;Kommunal;Engelska;86,8;86,9;86,7;237;113;124;89,0;89,4;88,7;13,1;13,3;12,9;
Ronneby;1081;Blekinge län;10;Kommunal;Matematik;89,7;91,5;88,1;245;119;126;77,1;79,0;75,4;9,7;10,1;9,3;
Ronneby;1081;Blekinge län;10;Enskild;Engelska;87,0;..;93,3;20;..;..;100,0;..;100,0;15,8;..;14,8;
Ronneby;1081;Blekinge län;10;Enskild;Matematik;73,9;..;80,0;17;..;..;~100;..;~100;12,5;..;12,1;
Ronneby;1081;Blekinge län;10;Enskild;Svenska;84,2;..;..;16;..;..;100,0;..;..;14,5;..;..;
Ronneby;1081;Blekinge län;10;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Rättvik;2031;Dalarnas län;20;Samtliga;Svenska;90,0;90,2;89,8;99;46;53;~100;100,0;~100;14,0;15,3;12,8;
Rättvik;2031;Dalarnas län;20;Samtliga;Matematik;91,3;88,5;93,7;105;46;59;83,8;87,0;81,4;10,0;10,4;9,7;
Rättvik;2031;Dalarnas län;20;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Rättvik;2031;Dalarnas län;20;Samtliga;Engelska;92,2;92,3;92,1;106;48;58;95,3;~100;~100;14,3;14,8;13,9;
Rättvik;2031;Dalarnas län;20;Kommunal;Engelska;92,2;92,3;92,1;106;48;58;95,3;~100;~100;14,3;14,8;13,9;
Rättvik;2031;Dalarnas län;20;Kommunal;Svenska;90,0;90,2;89,8;99;46;53;~100;100,0;~100;14,0;15,3;12,8;
Rättvik;2031;Dalarnas län;20;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Rättvik;2031;Dalarnas län;20;Kommunal;Matematik;91,3;88,5;93,7;105;46;59;83,8;87,0;81,4;10,0;10,4;9,7;
Sala;1981;Västmanlands län;19;Samtliga;Engelska;91,3;89,6;93,0;231;112;119;90,0;91,1;89,1;13,2;13,3;13,1;
Sala;1981;Västmanlands län;19;Samtliga;Matematik;96,0;94,4;97,7;243;118;125;78,6;78,8;78,4;9,4;9,1;9,6;
Sala;1981;Västmanlands län;19;Samtliga;Svenska;95,9;93,9;98,1;210;107;103;96,7;100,0;93,2;12,9;14,0;11,8;
Sala;1981;Västmanlands län;19;Samtliga;Svenska som andraspråk;94,1;100,0;91,3;32;11;21;53,1;..;..;6,9;9,3;5,6;
Sala;1981;Västmanlands län;19;Kommunal;Svenska;95,9;93,9;98,1;210;107;103;96,7;100,0;93,2;12,9;14,0;11,8;
Sala;1981;Västmanlands län;19;Kommunal;Svenska som andraspråk;94,1;100,0;91,3;32;11;21;53,1;..;..;6,9;9,3;5,6;
Sala;1981;Västmanlands län;19;Kommunal;Matematik;96,0;94,4;97,7;243;118;125;78,6;78,8;78,4;9,4;9,1;9,6;
Sala;1981;Västmanlands län;19;Kommunal;Engelska;91,3;89,6;93,0;231;112;119;90,0;91,1;89,1;13,2;13,3;13,1;
Salem;0128;Stockholms län;01;Samtliga;Svenska;95,2;97,9;92,4;178;93;85;~100;100,0;~100;14,8;15,6;13,9;
Salem;0128;Stockholms län;01;Samtliga;Matematik;95,8;97,2;94,3;206;106;100;85,0;82,1;88,0;11,0;10,8;11,2;
Salem;0128;Stockholms län;01;Samtliga;Engelska;70,2;73,4;67,0;151;80;71;~100;~100;~100;16,0;16,0;16,1;
Salem;0128;Stockholms län;01;Samtliga;Svenska som andraspråk;96,4;92,9;100,0;27;13;14;~100;~100;~100;11,7;12,7;10,7;
Salem;0128;Stockholms län;01;Kommunal;Svenska som andraspråk;96,4;92,9;100,0;27;13;14;~100;~100;~100;11,7;12,7;10,7;
Salem;0128;Stockholms län;01;Kommunal;Svenska;95,7;98,8;92,3;154;82;72;~100;100,0;~100;14,8;15,7;13,7;
Salem;0128;Stockholms län;01;Kommunal;Matematik;95,8;97,9;93,5;181;95;86;84,0;81,1;87,2;10,8;10,7;10,9;
Salem;0128;Stockholms län;01;Kommunal;Engelska;66,1;70,1;62,0;125;68;57;~100;~100;~100;15,9;15,9;15,8;
Salem;0128;Stockholms län;01;Enskild;Matematik;96,2;91,7;100,0;25;11;14;~100;~100;~100;12,4;11,6;13,0;
Salem;0128;Stockholms län;01;Enskild;Svenska;92,3;91,7;92,9;24;11;13;100,0;100,0;100,0;15,2;15,2;15,2;
Salem;0128;Stockholms län;01;Enskild;Engelska;100,0;100,0;100,0;26;12;14;100,0;100,0;100,0;16,9;16,7;17,1;
Sandviken;2181;Gävleborgs län;21;Samtliga;Engelska;87,6;87,5;87,7;396;175;221;91,4;94,3;89,1;13,8;14,1;13,5;
Sandviken;2181;Gävleborgs län;21;Samtliga;Matematik;88,9;91,5;86,9;402;183;219;73,1;71,0;74,9;9,0;8,8;9,1;
Sandviken;2181;Gävleborgs län;21;Samtliga;Svenska;91,9;94,9;89,5;327;148;179;97,6;~100;~100;13,7;14,7;12,8;
Sandviken;2181;Gävleborgs län;21;Samtliga;Svenska som andraspråk;88,3;95,3;82,4;83;41;42;68,7;80,5;57,1;8,4;10,0;6,8;
Sandviken;2181;Gävleborgs län;21;Kommunal;Matematik;88,5;91,2;86,3;383;176;207;71,8;69,9;73,4;8,8;8,7;8,8;
Sandviken;2181;Gävleborgs län;21;Kommunal;Engelska;87,8;88,1;87,5;380;170;210;91,1;94,1;88,6;13,7;14,1;13,3;
Sandviken;2181;Gävleborgs län;21;Kommunal;Svenska;92,1;95,3;89,5;313;143;170;97,4;~100;~100;13,6;14,8;12,7;
Sandviken;2181;Gävleborgs län;21;Kommunal;Svenska som andraspråk;87,9;95,2;81,6;80;40;40;67,5;80,0;55,0;8,3;10,0;6,6;
Sandviken;2181;Gävleborgs län;21;Enskild;Engelska;84,2;..;91,7;16;..;..;100,0;..;100,0;16,3;..;16,6;
Sandviken;2181;Gävleborgs län;21;Enskild;Matematik;100,0;..;100,0;19;..;..;100,0;..;100,0;13,3;..;14,4;
Sandviken;2181;Gävleborgs län;21;Enskild;Svenska;87,5;..;..;14;..;..;100,0;..;..;14,3;..;..;
Sandviken;2181;Gävleborgs län;21;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Sigtuna;0191;Stockholms län;01;Samtliga;Engelska;92,1;92,0;92,1;510;231;279;97,5;~100;..;15,8;16,0;15,5;
Sigtuna;0191;Stockholms län;01;Samtliga;Matematik;91,3;92,4;90,4;506;232;274;84,8;84,1;85,4;11,3;11,3;11,2;
Sigtuna;0191;Stockholms län;01;Samtliga;Svenska;95,7;93,8;97,4;425;196;229;96,9;~100;..;14,5;15,5;13,7;
Sigtuna;0191;Stockholms län;01;Samtliga;Svenska som andraspråk;88,2;92,9;85,3;97;39;58;73,2;82,1;67,2;9,5;11,1;8,4;
Sigtuna;0191;Stockholms län;01;Kommunal;Svenska som andraspråk;88,0;92,7;85,1;95;38;57;72,6;81,6;66,7;9,4;11,1;8,2;
Sigtuna;0191;Stockholms län;01;Kommunal;Svenska;95,1;92,8;97,0;293;129;164;95,9;~100;..;14,3;15,2;13,6;
Sigtuna;0191;Stockholms län;01;Kommunal;Engelska;90,9;91,1;90,7;378;164;214;96,6;~100;..;15,5;15,8;15,3;
Sigtuna;0191;Stockholms län;01;Kommunal;Matematik;89,9;90,0;89,8;374;162;212;79,9;77,8;81,6;10,3;10,0;10,5;
Sigtuna;0191;Stockholms län;01;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Sigtuna;0191;Stockholms län;01;Enskild;Matematik;95,7;98,6;92,5;132;70;62;~100;~100;~100;13,9;14,4;13,5;
Sigtuna;0191;Stockholms län;01;Enskild;Engelska;95,7;94,4;97,0;132;67;65;100,0;100,0;100,0;16,4;16,6;16,2;
Sigtuna;0191;Stockholms län;01;Enskild;Svenska;97,1;95,7;98,5;132;67;65;~100;100,0;~100;15,0;16,0;14,0;
Simrishamn;1291;Skåne län;12;Samtliga;Svenska som andraspråk;67,9;..;80,0;19;..;..;..;..;..;2,2;..;1,0;
Simrishamn;1291;Skåne län;12;Samtliga;Svenska;95,9;95,6;96,2;162;86;76;96,3;~100;~100;13,4;14,3;12,5;
Simrishamn;1291;Skåne län;12;Samtliga;Matematik;87,3;85,4;89,4;172;88;84;82,0;81,8;82,1;10,1;10,1;10,0;
Simrishamn;1291;Skåne län;12;Samtliga;Engelska;89,8;87,4;92,6;177;90;87;85,9;86,7;85,1;13,1;13,0;13,2;
Simrishamn;1291;Skåne län;12;Kommunal;Engelska;87,8;84,0;91,7;129;63;66;80,6;81,0;80,3;12,1;11,8;12,4;
Simrishamn;1291;Skåne län;12;Kommunal;Svenska som andraspråk;64,0;..;76,9;16;..;..;..;..;.;1,3;..;.;
Simrishamn;1291;Skåne län;12;Kommunal;Svenska;95,9;95,2;96,6;117;60;57;95,7;~100;~100;12,5;12,9;12,1;
Simrishamn;1291;Skåne län;12;Kommunal;Matematik;83,7;81,3;86,1;123;61;62;78,9;73,8;83,9;9,6;9,2;10,0;
Simrishamn;1291;Skåne län;12;Enskild;Engelska;96,0;96,4;95,5;48;27;21;100,0;100,0;100,0;15,8;15,8;15,8;
Simrishamn;1291;Skåne län;12;Enskild;Matematik;98,0;96,4;100,0;49;27;22;89,8;100,0;77,3;11,1;12,0;10,0;
Simrishamn;1291;Skåne län;12;Enskild;Svenska;95,7;96,3;95,0;45;26;19;~100;100,0;~100;15,8;17,4;13,7;
Simrishamn;1291;Skåne län;12;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Sjöbo;1265;Skåne län;12;Samtliga;Svenska;97,5;95,9;98,8;155;71;84;94,2;~100;..;12,5;14,2;11,1;
Sjöbo;1265;Skåne län;12;Samtliga;Matematik;91,3;85,2;96,7;158;69;89;63,3;68,1;59,6;7,4;8,2;6,8;
Sjöbo;1265;Skåne län;12;Samtliga;Engelska;89,0;85,2;92,4;154;69;85;89,0;89,9;88,2;13,2;13,4;13,0;
Sjöbo;1265;Skåne län;12;Samtliga;Svenska som andraspråk;85,7;..;..;12;..;..;..;..;..;6,3;..;..;
Sjöbo;1265;Skåne län;12;Kommunal;Matematik;91,7;85,0;97,8;155;68;87;63,2;67,6;59,8;7,4;8,1;6,8;
Sjöbo;1265;Skåne län;12;Kommunal;Engelska;89,3;85,0;93,3;151;68;83;88,7;89,7;88,0;13,2;13,4;13,1;
Sjöbo;1265;Skåne län;12;Kommunal;Svenska;97,4;95,9;98,8;152;70;82;94,1;~100;..;12,5;14,2;11,1;
Sjöbo;1265;Skåne län;12;Kommunal;Svenska som andraspråk;84,6;..;..;11;..;..;..;..;..;5,7;..;..;
Sjöbo;1265;Skåne län;12;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Sjöbo;1265;Skåne län;12;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Sjöbo;1265;Skåne län;12;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Sjöbo;1265;Skåne län;12;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Skara;1495;Västra Götalands län;14;Samtliga;Svenska;96,9;97,8;96,1;190;91;99;95,8;~100;..;13,1;14,3;12,0;
Skara;1495;Västra Götalands län;14;Samtliga;Matematik;94,9;97,0;93,2;205;96;109;83,9;85,4;82,6;10,7;11,2;10,3;
Skara;1495;Västra Götalands län;14;Samtliga;Engelska;93,1;98,0;88,9;201;97;104;92,5;91,8;93,3;13,6;13,6;13,6;
