Statistik från Skolverket, https://www.skolverket.se

Grundskola - Personalstatistik med lärarlegitimation och behörighet
Valt läsår: 2022/23
Valt uttag: 2023-02-10

Från och med läsåret 2024/25 redovisas ingen statistik som baseras på färre än 3 st heltidstjänster för lärare.

;;;;;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;
Storuman;2421;Västerbottens län;24;Kommunal;46,5;31,7;68,2;4,8;61;45;73,8;5;
Storuman;2421;Västerbottens län;24;Statlig;1,7;0,8;48,5;.;3;1;33,3;.;
Strängnäs;0486;Södermanlands län;04;Samtliga;255,5;162,8;63,7;29,3;279;212;76,0;31;
Strängnäs;0486;Södermanlands län;04;Kommunal;168,8;111,9;66,3;18,9;181;143;79,0;19;
Strängnäs;0486;Södermanlands län;04;Enskild;86,8;51,0;58,8;10,4;99;70;70,7;12;
Strömstad;1486;Västra Götalands län;14;Samtliga;122,0;64,1;52,5;10,9;142;87;61,3;12;
Strömstad;1486;Västra Götalands län;14;Kommunal;122,0;64,1;52,5;10,9;142;87;61,3;12;
Strömsund;2313;Jämtlands län;23;Samtliga;101,3;54,6;53,9;5,0;117;74;63,2;5;
Strömsund;2313;Jämtlands län;23;Kommunal;101,3;54,6;53,9;5,0;117;74;63,2;5;
Sundbyberg;0183;Stockholms län;01;Samtliga;270,0;204,3;75,7;35,9;307;250;81,4;45;
Sundbyberg;0183;Stockholms län;01;Kommunal;186,8;146,5;78,5;20,2;210;176;83,8;27;
Sundbyberg;0183;Stockholms län;01;Enskild;83,2;57,7;69,4;15,7;97;74;76,3;18;
Sundsvall;2281;Västernorrlands län;22;Samtliga;731,4;535,8;73,3;92,6;796;650;81,7;96;
Sundsvall;2281;Västernorrlands län;22;Kommunal;578,4;439,9;76,1;79,0;623;532;85,4;82;
Sundsvall;2281;Västernorrlands län;22;Enskild;153,0;95,9;62,7;13,6;175;119;68,0;14;
Sunne;1766;Värmlands län;17;Samtliga;104,2;64,5;61,9;10,5;135;92;68,1;12;
Sunne;1766;Värmlands län;17;Kommunal;97,0;59,9;61,7;9,8;123;86;69,9;11;
Sunne;1766;Värmlands län;17;Enskild;7,3;4,6;63,5;0,7;13;7;53,8;1;
Surahammar;1907;Västmanlands län;19;Samtliga;92,9;63,9;68,7;11,0;98;75;76,5;12;
Surahammar;1907;Västmanlands län;19;Kommunal;92,9;63,9;68,7;11,0;98;75;76,5;12;
Svalöv;1214;Skåne län;12;Samtliga;134,3;90,5;67,4;13,4;152;117;77,0;14;
Svalöv;1214;Skåne län;12;Kommunal;109,5;78,1;71,4;12,7;122;98;80,3;13;
Svalöv;1214;Skåne län;12;Enskild;24,8;12,3;49,8;0,7;31;20;64,5;1;
Svedala;1263;Skåne län;12;Samtliga;225,7;173,8;77,0;20,9;268;228;85,1;23;
Svedala;1263;Skåne län;12;Kommunal;220,6;168,8;76,5;20,9;258;218;84,5;23;
Svedala;1263;Skåne län;12;Enskild;5,1;5,0;99,0;.;10;10;100,0;.;
Svenljunga;1465;Västra Götalands län;14;Samtliga;79,9;53,9;67,4;11,9;88;69;78,4;12;
Svenljunga;1465;Västra Götalands län;14;Kommunal;79,9;53,9;67,4;11,9;88;69;78,4;12;
Säffle;1785;Värmlands län;17;Samtliga;138,1;97,8;70,8;16,0;171;141;82,5;19;
Säffle;1785;Värmlands län;17;Kommunal;127,3;90,0;70,7;15,5;153;129;84,3;17;
Säffle;1785;Värmlands län;17;Enskild;10,8;7,8;72,4;0,5;21;15;71,4;2;
Säter;2082;Dalarnas län;20;Samtliga;90,9;65,2;71,8;8,8;109;80;73,4;10;
Säter;2082;Dalarnas län;20;Kommunal;90,9;65,2;71,8;8,8;109;80;73,4;10;
Sävsjö;0684;Jönköpings län;06;Samtliga;116,5;77,0;66,0;16,1;148;106;71,6;17;
Sävsjö;0684;Jönköpings län;06;Kommunal;106,2;70,9;66,8;15,1;135;98;72,6;16;
Sävsjö;0684;Jönköpings län;06;Enskild;10,3;6,0;58,4;1,0;13;8;61,5;1;
Söderhamn;2182;Gävleborgs län;21;Samtliga;191,4;109,9;57,4;25,5;222;157;70,7;27;
Söderhamn;2182;Gävleborgs län;21;Kommunal;178,6;105,0;58,8;24,7;202;150;74,3;26;
Söderhamn;2182;Gävleborgs län;21;Enskild;12,7;4,9;38,5;0,8;20;7;35,0;1;
Söderköping;0582;Östergötlands län;05;Samtliga;126,6;97,8;77,3;6,4;153;130;85,0;8;
Söderköping;0582;Östergötlands län;05;Kommunal;124,8;97,4;78,0;5,6;148;128;86,5;7;
Söderköping;0582;Östergötlands län;05;Enskild;1,8;0,5;26,3;0,8;5;2;40,0;1;
Södertälje;0181;Stockholms län;01;Samtliga;718,8;488,9;68,0;109,9;778;611;78,5;112;
Södertälje;0181;Stockholms län;01;Kommunal;589,4;404,2;68,6;91,1;634;508;80,1;93;
Södertälje;0181;Stockholms län;01;Enskild;129,4;84,7;65,4;18,8;145;104;71,7;19;
Sölvesborg;1083;Blekinge län;10;Samtliga;152,7;106,1;69,5;20,2;171;134;78,4;21;
Sölvesborg;1083;Blekinge län;10;Kommunal;152,7;106,1;69,5;20,2;171;134;78,4;21;
Tanum;1435;Västra Götalands län;14;Samtliga;92,7;68,9;74,3;8,1;110;92;83,6;9;
Tanum;1435;Västra Götalands län;14;Kommunal;90,7;67,2;74,1;8,1;108;90;83,3;9;
Tanum;1435;Västra Götalands län;14;Enskild;2,0;1,7;85,0;.;2;2;100,0;.;
Tibro;1472;Västra Götalands län;14;Samtliga;109,4;76,0;69,5;12,6;124;105;84,7;13;
Tibro;1472;Västra Götalands län;14;Kommunal;109,4;76,0;69,5;12,6;124;105;84,7;13;
Tidaholm;1498;Västra Götalands län;14;Samtliga;99,7;65,3;65,5;5,7;117;93;79,5;6;
Tidaholm;1498;Västra Götalands län;14;Kommunal;99,7;65,3;65,5;5,7;117;93;79,5;6;
Tierp;0360;Uppsala län;03;Samtliga;174,4;104,5;59,9;17,4;204;143;70,1;19;
Tierp;0360;Uppsala län;03;Kommunal;174,4;104,5;59,9;17,4;204;143;70,1;19;
Timrå;2262;Västernorrlands län;22;Samtliga;143,9;103,9;72,2;14,4;158;131;82,9;15;
Timrå;2262;Västernorrlands län;22;Kommunal;143,9;103,9;72,2;14,4;158;131;82,9;15;
Tingsryd;0763;Kronobergs län;07;Samtliga;88,9;58,4;65,7;6,7;111;80;72,1;7;
Tingsryd;0763;Kronobergs län;07;Kommunal;75,1;51,7;68,7;6,7;92;70;76,1;7;
Tingsryd;0763;Kronobergs län;07;Enskild;13,8;6,8;49,3;.;20;11;55,0;.;
Tjörn;1419;Västra Götalands län;14;Samtliga;119,7;87,7;73,3;14,2;135;119;88,1;15;
Tjörn;1419;Västra Götalands län;14;Kommunal;117,9;87,0;73,8;14,2;132;117;88,6;15;
Tjörn;1419;Västra Götalands län;14;Enskild;1,8;0,6;35,6;.;3;2;66,7;.;
Tomelilla;1270;Skåne län;12;Samtliga;101,6;75,2;74,0;8,8;121;101;83,5;10;
Tomelilla;1270;Skåne län;12;Kommunal;93,1;67,5;72,4;7,8;109;89;81,7;8;
Tomelilla;1270;Skåne län;12;Enskild;8,5;7,8;91,2;1,0;12;12;100,0;2;
Torsby;1737;Värmlands län;17;Samtliga;84,6;56,8;67,2;14,3;100;72;72,0;16;
Torsby;1737;Värmlands län;17;Kommunal;84,6;56,8;67,2;14,3;100;72;72,0;16;
Torsås;0834;Kalmar län;08;Samtliga;52,9;38,1;72,1;5,8;68;54;79,4;6;
Torsås;0834;Kalmar län;08;Kommunal;52,9;38,1;72,1;5,8;68;54;79,4;6;
Tranemo;1452;Västra Götalands län;14;Samtliga;97,3;78,5;80,7;14,5;112;95;84,8;15;
Tranemo;1452;Västra Götalands län;14;Kommunal;97,3;78,5;80,7;14,5;112;95;84,8;15;
Tranås;0687;Jönköpings län;06;Samtliga;163,8;117,8;71,9;15,9;192;149;77,6;17;
Tranås;0687;Jönköpings län;06;Kommunal;153,9;114,5;74,4;14,9;181;145;80,1;16;
Tranås;0687;Jönköpings län;06;Enskild;9,8;3,3;33,0;1,0;11;4;36,4;1;
Trelleborg;1287;Skåne län;12;Samtliga;320,8;214,0;66,7;40,8;364;278;76,4;42;
Trelleborg;1287;Skåne län;12;Kommunal;299,4;205,7;68,7;38,8;342;268;78,4;40;
Trelleborg;1287;Skåne län;12;Enskild;21,4;8,3;38,8;2,0;23;11;47,8;2;
Trollhättan;1488;Västra Götalands län;14;Samtliga;430,5;300,8;69,9;65,3;506;402;79,4;70;
Trollhättan;1488;Västra Götalands län;14;Kommunal;362,3;250,8;69,2;57,7;426;343;80,5;62;
Trollhättan;1488;Västra Götalands län;14;Enskild;68,2;49,9;73,3;7,6;80;59;73,8;8;
Trosa;0488;Södermanlands län;04;Samtliga;112,5;84,8;75,4;9,3;126;106;84,1;11;
Trosa;0488;Södermanlands län;04;Kommunal;112,5;84,8;75,4;9,3;126;106;84,1;11;
Tyresö;0138;Stockholms län;01;Samtliga;396,8;281,9;71,0;55,9;432;350;81,0;60;
Tyresö;0138;Stockholms län;01;Kommunal;373,7;263,9;70,6;52,0;406;329;81,0;56;
Tyresö;0138;Stockholms län;01;Enskild;23,1;18,0;78,0;3,9;30;25;83,3;4;
Täby;0160;Stockholms län;01;Samtliga;559,7;403,4;72,1;93,9;647;523;80,8;101;
Täby;0160;Stockholms län;01;Kommunal;342,5;271,0;79,1;63,1;392;342;87,2;69;
Täby;0160;Stockholms län;01;Enskild;217,2;132,4;61,0;30,8;259;185;71,4;32;
Töreboda;1473;Västra Götalands län;14;Samtliga;89,2;57,3;64,3;9,8;112;83;74,1;11;
Töreboda;1473;Västra Götalands län;14;Kommunal;81,8;52,2;63,8;9,8;103;75;72,8;11;
Töreboda;1473;Västra Götalands län;14;Enskild;7,3;5,1;70,0;.;9;8;88,9;.;
Uddevalla;1485;Västra Götalands län;14;Samtliga;499,6;351,1;70,3;49,4;569;451;79,3;56;
Uddevalla;1485;Västra Götalands län;14;Kommunal;432,4;308,4;71,3;45,5;492;395;80,3;51;
Uddevalla;1485;Västra Götalands län;14;Enskild;67,2;42,7;63,6;3,9;77;56;72,7;5;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;214,9;148,3;69,0;26,4;242;189;78,1;28;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;206,7;142,0;68,7;26,4;231;180;77,9;28;
Ulricehamn;1491;Västra Götalands län;14;Enskild;8,2;6,3;76,3;.;11;9;81,8;.;
Umeå;2480;Västerbottens län;24;Samtliga;902,9;740,1;82,0;96,9;1 043;941;90,2;102;
Umeå;2480;Västerbottens län;24;Kommunal;799,8;668,9;83,6;82,7;917;841;91,7;87;
Umeå;2480;Västerbottens län;24;Enskild;103,1;71,2;69,1;14,3;128;101;78,9;15;
Upplands Väsby;0114;Stockholms län;01;Samtliga;293,0;193,1;65,9;45,7;328;254;77,4;50;
Upplands Väsby;0114;Stockholms län;01;Kommunal;170,5;118,6;69,6;27,4;184;155;84,2;29;
Upplands Väsby;0114;Stockholms län;01;Enskild;122,6;74,5;60,8;18,3;144;99;68,8;21;
Upplands-Bro;0139;Stockholms län;01;Samtliga;255,3;172,5;67,6;32,5;291;226;77,7;33;
Upplands-Bro;0139;Stockholms län;01;Kommunal;219,6;151,0;68,8;30,5;242;193;79,8;31;
Upplands-Bro;0139;Stockholms län;01;Enskild;35,7;21,5;60,3;2,0;49;33;67,3;2;
Uppsala;0380;Uppsala län;03;Samtliga;1 501,5;1 140,8;76,0;213,3;1 687;1 446;85,7;229;
Uppsala;0380;Uppsala län;03;Kommunal;1 241,8;965,2;77,7;179,3;1 368;1 203;87,9;189;
Uppsala;0380;Uppsala län;03;Enskild;259,7;175,6;67,6;34,0;322;244;75,8;40;
Uppvidinge;0760;Kronobergs län;07;Samtliga;81,6;51,1;62,6;12,3;92;69;75,0;13;
Uppvidinge;0760;Kronobergs län;07;Kommunal;76,4;48,6;63,6;12,3;84;65;77,4;13;
Uppvidinge;0760;Kronobergs län;07;Enskild;5,2;2,5;47,1;.;8;4;50,0;.;
Vadstena;0584;Östergötlands län;05;Samtliga;49,9;46,3;92,8;6,6;55;53;96,4;7;
Vadstena;0584;Östergötlands län;05;Kommunal;49,9;46,3;92,8;6,6;55;53;96,4;7;
Vaggeryd;0665;Jönköpings län;06;Samtliga;134,3;91,9;68,4;15,5;160;123;76,9;16;
Vaggeryd;0665;Jönköpings län;06;Kommunal;128,3;87,6;68,3;15,5;150;117;78,0;16;
Vaggeryd;0665;Jönköpings län;06;Enskild;6,0;4,3;71,5;.;11;7;63,6;.;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;51,2;34,6;67,5;8,1;64;47;73,4;9;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;45,1;31,9;70,7;8,1;55;43;78,2;9;
Valdemarsvik;0563;Östergötlands län;05;Enskild;6,2;2,7;44,1;.;9;4;44,4;.;
Vallentuna;0115;Stockholms län;01;Samtliga;280,8;200,6;71,5;44,3;318;247;77,7;47;
Vallentuna;0115;Stockholms län;01;Kommunal;218,3;162,8;74,6;36,5;241;198;82,2;39;
Vallentuna;0115;Stockholms län;01;Enskild;62,4;37,9;60,6;7,7;77;49;63,6;8;
Vansbro;2021;Dalarnas län;20;Samtliga;57,1;30,1;52,7;6,6;70;39;55,7;7;
Vansbro;2021;Dalarnas län;20;Kommunal;52,3;28,3;54,0;6,6;62;36;58,1;7;
Vansbro;2021;Dalarnas län;20;Enskild;4,7;1,8;38,6;.;8;3;37,5;.;
Vara;1470;Västra Götalands län;14;Samtliga;129,5;94,9;73,3;18,3;153;122;79,7;20;
Vara;1470;Västra Götalands län;14;Kommunal;118,9;85,4;71,9;16,3;137;107;78,1;18;
Vara;1470;Västra Götalands län;14;Enskild;10,7;9,5;88,5;2,0;16;15;93,8;2;
Varberg;1383;Hallands län;13;Samtliga;557,4;418,2;75,0;68,9;651;541;83,1;75;
Varberg;1383;Hallands län;13;Kommunal;519,0;395,0;76,1;64,6;595;504;84,7;70;
Varberg;1383;Hallands län;13;Enskild;38,5;23,2;60,4;4,3;59;40;67,8;5;
Vaxholm;0187;Stockholms län;01;Samtliga;105,3;83,3;79,1;13,9;118;103;87,3;15;
Vaxholm;0187;Stockholms län;01;Kommunal;102,2;80,9;79,1;13,7;114;99;86,8;14;
Vaxholm;0187;Stockholms län;01;Enskild;3,1;2,4;79,3;0,3;5;5;100,0;1;
Vellinge;1233;Skåne län;12;Samtliga;338,6;262,8;77,6;39,9;394;330;83,8;42;
Vellinge;1233;Skåne län;12;Kommunal;234,6;182,3;77,7;25,3;271;229;84,5;27;
Vellinge;1233;Skåne län;12;Enskild;104,0;80,5;77,4;14,6;123;101;82,1;15;
Vetlanda;0685;Jönköpings län;06;Samtliga;248,5;149,8;60,3;26,7;303;205;67,7;28;
Vetlanda;0685;Jönköpings län;06;Kommunal;240,5;145,6;60,5;26,7;288;197;68,4;28;
Vetlanda;0685;Jönköpings län;06;Enskild;8,0;4,2;52,1;.;16;9;56,3;.;
Vilhelmina;2462;Västerbottens län;24;Samtliga;63,8;44,8;70,1;6,8;79;56;70,9;7;
Vilhelmina;2462;Västerbottens län;24;Kommunal;54,9;41,9;76,3;6,8;66;53;80,3;7;
Vilhelmina;2462;Västerbottens län;24;Enskild;9,0;2,9;32,4;.;14;4;28,6;.;
Vimmerby;0884;Kalmar län;08;Samtliga;121,6;75,8;62,3;18,2;140;101;72,1;19;
Vimmerby;0884;Kalmar län;08;Kommunal;121,6;75,8;62,3;18,2;140;101;72,1;19;
Vindeln;2404;Västerbottens län;24;Samtliga;48,1;31,3;65,1;5,7;52;39;75,0;6;
Vindeln;2404;Västerbottens län;24;Kommunal;48,1;31,3;65,1;5,7;52;39;75,0;6;
Vingåker;0428;Södermanlands län;04;Samtliga;82,8;48,5;58,6;13,3;101;73;72,3;15;
Vingåker;0428;Södermanlands län;04;Kommunal;74,8;43,2;57,8;12,3;83;57;68,7;14;
Vingåker;0428;Södermanlands län;04;Enskild;2,9;1,3;45,5;1,0;6;4;66,7;1;
Vänersborg;1487;Västra Götalands län;14;Samtliga;308,3;223,4;72,5;42,4;368;308;83,7;44;
Vänersborg;1487;Västra Götalands län;14;Kommunal;279,7;201,2;71,9;39,4;336;281;83,6;41;
Vänersborg;1487;Västra Götalands län;14;Enskild;28,5;22,2;77,8;3,0;32;27;84,4;3;
Vännäs;2460;Västerbottens län;24;Samtliga;73,3;65,1;88,8;8,9;100;93;93,0;11;
Vännäs;2460;Västerbottens län;24;Kommunal;69,5;62,9;90,5;8,9;94;88;93,6;11;
Vännäs;2460;Västerbottens län;24;Enskild;3,8;2,2;57,8;.;6;5;83,3;.;
Värmdö;0120;Stockholms län;01;Samtliga;318,0;237,0;74,5;50,9;367;304;82,8;57;
Värmdö;0120;Stockholms län;01;Kommunal;273,7;206,0;75,2;43,1;315;265;84,1;48;
Värmdö;0120;Stockholms län;01;Enskild;44,3;31,0;70,1;7,8;52;39;75,0;9;
Värnamo;0683;Jönköpings län;06;Samtliga;281,3;199,8;71,0;29,9;336;273;81,3;32;
Värnamo;0683;Jönköpings län;06;Kommunal;281,3;199,8;71,0;29,9;336;273;81,3;32;
Västervik;0883;Kalmar län;08;Samtliga;284,1;190,8;67,2;24,2;339;250;73,7;25;
Västervik;0883;Kalmar län;08;Kommunal;271,8;184,9;68,0;21,2;315;241;76,5;22;
Västervik;0883;Kalmar län;08;Enskild;12,4;5,9;48,1;3,0;26;11;42,3;3;
Västerås;1980;Västmanlands län;19;Samtliga;1 183,2;741,4;62,7;129,4;1 307;941;72,0;137;
Västerås;1980;Västmanlands län;19;Kommunal;924,4;597,7;64,7;96,7;1 015;761;75,0;102;
Västerås;1980;Västmanlands län;19;Enskild;258,8;143,7;55,5;32,6;295;181;61,4;35;
Växjö;0780;Kronobergs län;07;Samtliga;708,3;529,1;74,7;96,1;815;686;84,2;107;
Växjö;0780;Kronobergs län;07;Kommunal;664,4;506,3;76,2;91,8;759;654;86,2;102;
Växjö;0780;Kronobergs län;07;Enskild;43,9;22,8;51,9;4,3;56;32;57,1;5;
Vårgårda;1442;Västra Götalands län;14;Samtliga;101,0;66,0;65,3;12,8;125;91;72,8;14;
Vårgårda;1442;Västra Götalands län;14;Kommunal;101,0;66,0;65,3;12,8;125;91;72,8;14;
Ydre;0512;Östergötlands län;05;Samtliga;26,0;18,4;70,9;4,0;36;27;75,0;5;
Ydre;0512;Östergötlands län;05;Kommunal;26,0;18,4;70,9;4,0;36;27;75,0;5;
Ystad;1286;Skåne län;12;Samtliga;240,8;180,9;75,1;36,3;270;229;84,8;38;
Ystad;1286;Skåne län;12;Kommunal;204,0;157,1;77,0;29,6;226;196;86,7;31;
Ystad;1286;Skåne län;12;Enskild;36,8;23,8;64,7;6,7;44;33;75,0;7;
Älmhult;0765;Kronobergs län;07;Samtliga;170,8;101,2;59,2;17,8;206;134;65,0;20;
Älmhult;0765;Kronobergs län;07;Kommunal;154,5;94,8;61,4;15,8;182;124;68,1;18;
Älmhult;0765;Kronobergs län;07;Enskild;16,3;6,4;39,0;2,0;24;10;41,7;2;
Älvdalen;2039;Dalarnas län;20;Samtliga;66,4;39,3;59,2;9,6;80;52;65,0;10;
Älvdalen;2039;Dalarnas län;20;Kommunal;66,4;39,3;59,2;9,6;80;52;65,0;10;
Älvkarleby;0319;Uppsala län;03;Samtliga;94,9;64,7;68,2;11,5;107;79;73,8;12;
Älvkarleby;0319;Uppsala län;03;Kommunal;65,6;45,6;69,5;8,5;74;55;74,3;9;
Älvkarleby;0319;Uppsala län;03;Enskild;29,3;19,2;65,4;3,0;33;24;72,7;3;
Älvsbyn;2560;Norrbottens län;25;Samtliga;64,2;37,6;58,7;6,9;74;53;71,6;8;
Älvsbyn;2560;Norrbottens län;25;Kommunal;62,1;37,4;60,3;6,9;70;51;72,9;8;
Älvsbyn;2560;Norrbottens län;25;Enskild;2,1;0,2;10,2;.;4;2;50,0;.;
Ängelholm;1292;Skåne län;12;Samtliga;353,3;272,0;77,0;43,2;408;349;85,5;47;
Ängelholm;1292;Skåne län;12;Kommunal;347,3;266,1;76,6;42,8;400;341;85,3;46;
Ängelholm;1292;Skåne län;12;Enskild;6,1;5,8;96,6;0,4;8;8;100,0;1;
Åmål;1492;Västra Götalands län;14;Samtliga;105,2;73,8;70,2;12,0;122;88;72,1;12;
Åmål;1492;Västra Götalands län;14;Kommunal;94,0;65,9;70,1;11,0;101;73;72,3;11;
Åmål;1492;Västra Götalands län;14;Enskild;11,2;7,9;71,0;1,0;21;15;71,4;1;
Ånge;2260;Västernorrlands län;22;Samtliga;76,9;44,4;57,7;9,8;94;70;74,5;12;
Ånge;2260;Västernorrlands län;22;Kommunal;66,4;38,3;57,6;8,8;79;58;73,4;11;
Ånge;2260;Västernorrlands län;22;Enskild;10,5;6,1;58,2;1,0;15;12;80,0;1;
Åre;2321;Jämtlands län;23;Samtliga;115,8;71,8;62,1;11,1;131;92;70,2;11;
Åre;2321;Jämtlands län;23;Kommunal;115,8;71,8;62,1;11,1;131;92;70,2;11;
Årjäng;1765;Värmlands län;17;Samtliga;83,9;51,9;61,9;9,5;101;68;67,3;11;
Årjäng;1765;Värmlands län;17;Kommunal;80,9;50,0;61,8;8,5;99;67;67,7;10;
Årjäng;1765;Värmlands län;17;Enskild;3,0;1,9;63,4;1,0;5;4;80,0;1;
Åsele;2463;Västerbottens län;24;Samtliga;24,9;13,8;55,4;3,9;28;20;71,4;4;
Åsele;2463;Västerbottens län;24;Kommunal;24,9;13,8;55,4;3,9;28;20;71,4;4;
Åstorp;1277;Skåne län;12;Samtliga;153,9;109,0;70,8;18,6;174;132;75,9;19;
Åstorp;1277;Skåne län;12;Kommunal;153,9;109,0;70,8;18,6;174;132;75,9;19;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;83,9;64,9;77,3;.;92;78;84,8;.;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;83,9;64,9;77,3;.;92;78;84,8;.;
Öckerö;1407;Västra Götalands län;14;Samtliga;103,7;73,2;70,6;12,0;129;104;80,6;15;
Öckerö;1407;Västra Götalands län;14;Kommunal;90,7;67,6;74,5;11,6;113;96;85,0;14;
Öckerö;1407;Västra Götalands län;14;Enskild;13,0;5,6;42,9;0,5;17;8;47,1;1;
Ödeshög;0509;Östergötlands län;05;Samtliga;38,4;27,6;71,9;1,8;46;36;78,3;2;
Ödeshög;0509;Östergötlands län;05;Kommunal;38,4;27,6;71,9;1,8;46;36;78,3;2;
Örebro;1880;Örebro län;18;Samtliga;1 213,8;834,9;68,8;142,4;1 393;1 100;79,0;157;
Örebro;1880;Örebro län;18;Kommunal;1 019,1;706,6;69,3;123,0;1 154;920;79,7;134;
Örebro;1880;Örebro län;18;Enskild;194,7;128,3;65,9;19,3;241;181;75,1;23;
Örkelljunga;1257;Skåne län;12;Samtliga;86,7;54,9;63,3;11,1;107;72;67,3;12;
Örkelljunga;1257;Skåne län;12;Kommunal;77,8;51,2;65,8;10,4;92;65;70,7;11;
Örkelljunga;1257;Skåne län;12;Enskild;9,0;3,7;41,2;0,8;16;8;50,0;1;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;492,5;367,7;74,7;39,0;556;469;84,4;41;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;472,0;352,4;74,7;37,0;525;447;85,1;39;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;20,5;15,3;74,6;2,0;33;22;66,7;2;
Östersund;2380;Jämtlands län;23;Samtliga;468,6;316,0;67,4;60,0;570;434;76,1;64;
Östersund;2380;Jämtlands län;23;Kommunal;405,7;276,5;68,2;50,1;497;380;76,5;54;
Östersund;2380;Jämtlands län;23;Enskild;62,9;39,4;62,7;9,9;74;54;73,0;10;
Österåker;0117;Stockholms län;01;Samtliga;271,0;181,7;67,0;42,8;320;235;73,4;46;
Österåker;0117;Stockholms län;01;Kommunal;236,8;166,2;70,2;37,4;275;212;77,1;40;
Österåker;0117;Stockholms län;01;Enskild;34,2;15,5;45,4;5,5;49;25;51,0;6;
Östhammar;0382;Uppsala län;03;Samtliga;166,2;109,3;65,8;20,2;190;146;76,8;22;
Östhammar;0382;Uppsala län;03;Kommunal;166,2;109,3;65,8;20,2;190;146;76,8;22;
Östra Göinge;1256;Skåne län;12;Samtliga;131,0;91,1;69,6;20,4;155;118;76,1;21;
Östra Göinge;1256;Skåne län;12;Kommunal;126,2;88,7;70,3;20,4;144;112;77,8;21;
Östra Göinge;1256;Skåne län;12;Enskild;4,8;2,4;51,0;.;11;6;54,5;.;
Överkalix;2513;Norrbottens län;25;Samtliga;25,7;13,5;52,5;2,9;30;21;70,0;3;
Överkalix;2513;Norrbottens län;25;Kommunal;20,5;12,2;59,6;2,9;24;17;70,8;3;
Överkalix;2513;Norrbottens län;25;Enskild;5,2;1,2;24,1;.;6;4;66,7;.;
Övertorneå;2518;Norrbottens län;25;Samtliga;36,3;19,6;54,0;4,5;52;28;53,8;6;
Övertorneå;2518;Norrbottens län;25;Kommunal;28,8;18,2;63,3;4,1;40;25;62,5;5;
Övertorneå;2518;Norrbottens län;25;Enskild;7,6;1,4;18,4;0,4;12;3;25,0;1;

Rapportbeskrivning och definitioner etc.  
 
Statistiken avser anställda den 15 oktober valt läsår. Statistikuppgifterna redovisas både som antal och andel tjänstgörande lärare samt omräknat till heltidstjänster.
Samtliga lärare med lärarlegitimation och behörighet i minst ett ämne:
I sammanställningen ingår de lärarkategorier som omfattas av legitimationskravet. Lärarkategorier som är undantagna från legitimationskravet vid anställning utan
tidsbegränsning, såsom lärare i modersmål, lärare som bedriver annan undervisning på engelska än språkundervisning och lärare i fristående skolor med Waldorfpedagogik
ingår inte. Samma lärare kan undervisa i flera olika ämnen. 
 

Heltidstjänster, Totalt antal;Antal anställda lärare per ämne, uttryckt i antal heltidstjänster och tjänstgörande lärare.;
Antal med lärarlegitimation och behörighet;Antal och andel (%) lärare med lärarlegitimation och behörighet i respektive ämne, uttryckt i antal heltidstjänster och tjänstgörande lärare.;



