Statistik från Skolverket, https://www.skolverket.se

Grundskola - Resultat nationella prov årskurs 9, provbetyg per kön - Engelska, Matematik och Svenska/svenska som andraspråk
Valt läsår: 2017/18
 
Under vårterminen 2018 fanns indikationer på att vissa av de nationella delproven i årskurs 9 hade varit åtkomliga på förhand.
Skolverket rekommenderade då att skolan skulle använda ersättningsprov om man fick kännedom om att provet eller delar av provet
blivit känt bland eleverna på skolan. Resultaten från ersättningsprov samlas inte in. Istället gavs instruktionen vid insamling
av resultaten att ange att "eleven ej deltagit", vilket syftar på att ordinarie prov inte använts.
För provbetyget i matematik är den totala andelen elever som har rapporterats in som "eleven ej deltagit" så stor (närmare 76 procent)
att resultaten inte kan publiceras med den kvalitet som gäller för officiell statistik enligt 3 a § lagen (2001:99) om den officiella statistiken.

;;;;;;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;
Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Ämne;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;
Munkfors;1762;Värmlands län;17;Kommunal;Svenska;89,7;92,9;86,7;26;13;13;100,0;100,0;100,0;14,0;15,2;12,9;
Mölndal;1481;Västra Götalands län;14;Samtliga;Engelska;81,0;75,0;85,1;64;24;40;100,0;100,0;100,0;16,6;16,4;16,8;
Mölndal;1481;Västra Götalands län;14;Samtliga;Svenska;89,7;81,3;95,7;70;26;44;~100;~100;100,0;13,9;14,2;13,7;
Mölndal;1481;Västra Götalands län;14;Samtliga;Svenska som andraspråk;..;.;..;..;.;..;.;.;.;..;.;..;
Mölndal;1481;Västra Götalands län;14;Enskild;Engelska;81,0;75,0;85,1;64;24;40;100,0;100,0;100,0;16,6;16,4;16,8;
Mölndal;1481;Västra Götalands län;14;Enskild;Svenska som andraspråk;..;.;..;..;.;..;.;.;.;..;.;..;
Mölndal;1481;Västra Götalands län;14;Enskild;Svenska;89,7;81,3;95,7;70;26;44;~100;~100;100,0;13,9;14,2;13,7;
Mönsterås;0861;Kalmar län;08;Samtliga;Svenska som andraspråk;92,0;..;90,0;23;..;..;69,6;..;72,2;8,2;..;7,9;
Mönsterås;0861;Kalmar län;08;Samtliga;Svenska;95,4;98,1;92,6;103;53;50;~100;~100;100,0;13,7;14,5;12,9;
Mönsterås;0861;Kalmar län;08;Samtliga;Engelska;87,2;89,8;85,1;116;53;63;94,0;~100;..;13,8;14,2;13,4;
Mönsterås;0861;Kalmar län;08;Kommunal;Svenska som andraspråk;92,0;..;90,0;23;..;..;69,6;..;72,2;8,2;..;7,9;
Mönsterås;0861;Kalmar län;08;Kommunal;Svenska;95,4;98,1;92,6;103;53;50;~100;~100;100,0;13,7;14,5;12,9;
Mönsterås;0861;Kalmar län;08;Kommunal;Engelska;87,2;89,8;85,1;116;53;63;94,0;~100;..;13,8;14,2;13,4;
Mörbylånga;0840;Kalmar län;08;Samtliga;Engelska;96,9;98,6;95,5;156;72;84;~100;~100;~100;15,0;14,7;15,3;
Mörbylånga;0840;Kalmar län;08;Samtliga;Svenska;98,7;100,0;97,6;153;70;83;~100;100,0;~100;14,0;14,7;13,3;
Mörbylånga;0840;Kalmar län;08;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;.;..;..;..;
Mörbylånga;0840;Kalmar län;08;Kommunal;Engelska;96,2;100,0;93,0;101;48;53;~100;~100;~100;14,9;14,6;15,1;
Mörbylånga;0840;Kalmar län;08;Kommunal;Svenska;98,0;100,0;96,3;97;45;52;~100;100,0;~100;13,5;14,3;12,8;
Mörbylånga;0840;Kalmar län;08;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;.;..;..;..;
Mörbylånga;0840;Kalmar län;08;Enskild;Engelska;98,2;96,0;100,0;55;24;31;100,0;100,0;100,0;15,4;14,9;15,7;
Mörbylånga;0840;Kalmar län;08;Enskild;Svenska;100,0;100,0;100,0;56;25;31;100,0;100,0;100,0;14,7;15,3;14,2;
Nacka;0182;Stockholms län;01;Samtliga;Engelska;85,7;86,8;84,8;1 203;579;624;99,4;~100;~100;17,2;17,3;17,1;
Nacka;0182;Stockholms län;01;Samtliga;Svenska som andraspråk;75,0;85,2;68,9;54;23;31;79,6;~100;..;10,0;12,4;8,3;
Nacka;0182;Stockholms län;01;Samtliga;Svenska;87,9;87,7;88,1;1 170;561;609;99,1;~100;..;15,5;16,4;14,6;
Nacka;0182;Stockholms län;01;Kommunal;Engelska;94,7;95,3;94,2;894;426;468;~100;~100;~100;16,8;16,9;16,8;
Nacka;0182;Stockholms län;01;Kommunal;Svenska som andraspråk;82,5;92,9;76,9;33;13;20;75,8;~100;..;9,2;11,7;7,5;
Nacka;0182;Stockholms län;01;Kommunal;Svenska;86,2;86,4;86,0;779;374;405;98,8;~100;..;15,1;16,2;14,2;
Nacka;0182;Stockholms län;01;Enskild;Svenska som andraspråk;65,6;76,9;57,9;21;10;11;~100;..;..;11,4;13,3;9,8;
Nacka;0182;Stockholms län;01;Enskild;Engelska;67,3;69,5;65,3;309;153;156;~100;~100;~100;18,3;18,3;18,2;
Nacka;0182;Stockholms län;01;Enskild;Svenska;91,6;90,3;92,7;391;187;204;~100;100,0;~100;16,1;16,9;15,3;
Nora;1884;Örebro län;18;Samtliga;Svenska;92,4;92,5;92,3;97;49;48;92,8;~100;..;12,6;14,3;10,9;
Nora;1884;Örebro län;18;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Nora;1884;Örebro län;18;Samtliga;Engelska;83,6;81,0;86,2;97;47;50;~100;~100;~100;14,3;14,7;13,9;
Nora;1884;Örebro län;18;Kommunal;Svenska;92,4;92,5;92,3;97;49;48;92,8;~100;..;12,6;14,3;10,9;
Nora;1884;Örebro län;18;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Nora;1884;Örebro län;18;Kommunal;Engelska;83,6;81,0;86,2;97;47;50;~100;~100;~100;14,3;14,7;13,9;
Norberg;1962;Västmanlands län;19;Samtliga;Engelska;82,8;87,1;78,8;53;27;26;~100;~100;100,0;14,5;14,3;14,8;
Norberg;1962;Västmanlands län;19;Samtliga;Svenska;100,0;100,0;100,0;46;23;23;100,0;100,0;100,0;14,0;14,2;13,8;
Norberg;1962;Västmanlands län;19;Samtliga;Svenska som andraspråk;93,3;..;..;14;..;..;..;..;..;4,5;..;..;
Norberg;1962;Västmanlands län;19;Kommunal;Svenska som andraspråk;93,3;..;..;14;..;..;..;..;..;4,5;..;..;
Norberg;1962;Västmanlands län;19;Kommunal;Engelska;82,8;87,1;78,8;53;27;26;~100;~100;100,0;14,5;14,3;14,8;
Norberg;1962;Västmanlands län;19;Kommunal;Svenska;100,0;100,0;100,0;46;23;23;100,0;100,0;100,0;14,0;14,2;13,8;
Nordanstig;2132;Gävleborgs län;21;Samtliga;Engelska;80,0;88,1;71,1;64;37;27;90,6;~100;~100;13,2;13,9;12,1;
Nordanstig;2132;Gävleborgs län;21;Samtliga;Svenska;85,7;87,2;83,9;60;34;26;91,7;85,3;100,0;11,5;11,3;11,9;
Nordanstig;2132;Gävleborgs län;21;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Nordanstig;2132;Gävleborgs län;21;Kommunal;Svenska;86,2;88,9;82,8;56;32;24;91,1;84,4;100,0;11,6;11,3;12,0;
Nordanstig;2132;Gävleborgs län;21;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Nordanstig;2132;Gävleborgs län;21;Kommunal;Engelska;80,0;89,7;69,4;60;35;25;~100;~100;~100;13,5;14,3;12,5;
Nordanstig;2132;Gävleborgs län;21;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Nordanstig;2132;Gävleborgs län;21;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Nordmaling;2401;Västerbottens län;24;Samtliga;Svenska som andraspråk;100,0;..;..;11;..;..;..;..;..;8,6;..;..;
Nordmaling;2401;Västerbottens län;24;Samtliga;Svenska;98,3;100,0;96,7;59;30;29;~100;100,0;~100;13,2;13,8;12,6;
Nordmaling;2401;Västerbottens län;24;Samtliga;Engelska;97,2;100,0;94,6;69;34;35;92,8;~100;~100;13,3;13,1;13,6;
Nordmaling;2401;Västerbottens län;24;Kommunal;Engelska;97,2;100,0;94,6;69;34;35;92,8;~100;~100;13,3;13,1;13,6;
Nordmaling;2401;Västerbottens län;24;Kommunal;Svenska;98,3;100,0;96,7;59;30;29;~100;100,0;~100;13,2;13,8;12,6;
Nordmaling;2401;Västerbottens län;24;Kommunal;Svenska som andraspråk;100,0;..;..;11;..;..;..;..;..;8,6;..;..;
Norrköping;0581;Östergötlands län;05;Samtliga;Svenska;90,6;90,3;90,9;1 116;568;548;95,3;97,7;92,9;13,6;14,4;12,6;
Norrköping;0581;Östergötlands län;05;Samtliga;Engelska;78,2;79,7;76,7;1 218;606;612;93,2;92,7;93,6;14,0;14,1;14,0;
Norrköping;0581;Östergötlands län;05;Samtliga;Svenska som andraspråk;77,6;78,6;76,9;253;103;150;67,6;73,8;63,3;8,2;9,2;7,6;
Norrköping;0581;Östergötlands län;05;Kommunal;Svenska;89,5;89,5;89,5;733;384;349;94,5;97,9;90,8;13,1;14,0;12,1;
Norrköping;0581;Östergötlands län;05;Kommunal;Svenska som andraspråk;75,5;76,1;75,1;216;86;130;64,8;72,1;60,0;7,7;8,8;6,9;
Norrköping;0581;Östergötlands län;05;Kommunal;Engelska;82,6;83,2;82,1;913;451;462;91,8;91,6;92,0;13,4;13,6;13,3;
Norrköping;0581;Östergötlands län;05;Enskild;Svenska som andraspråk;92,5;94,4;90,9;37;17;20;83,8;~100;~100;11,4;10,7;11,9;
Norrköping;0581;Östergötlands län;05;Enskild;Svenska;92,7;92,0;93,4;383;184;199;96,9;97,3;96,5;14,4;15,3;13,6;
Norrköping;0581;Östergötlands län;05;Enskild;Engelska;67,3;71,1;63,8;305;155;150;97,4;..;~100;15,9;15,7;16,1;
Norrtälje;0188;Stockholms län;01;Samtliga;Svenska som andraspråk;61,1;72,7;53,1;33;16;17;66,7;~100;..;7,6;8,9;6,3;
Norrtälje;0188;Stockholms län;01;Samtliga;Svenska;93,8;94,0;93,5;555;283;272;96,4;97,5;95,2;14,1;15,1;13,1;
Norrtälje;0188;Stockholms län;01;Samtliga;Engelska;90,9;92,9;88,9;587;300;287;94,9;96,0;93,7;14,8;15,1;14,5;
Norrtälje;0188;Stockholms län;01;Kommunal;Svenska som andraspråk;60,4;72,7;51,6;32;16;16;65,6;~100;..;7,5;8,9;6,1;
Norrtälje;0188;Stockholms län;01;Kommunal;Svenska;93,3;93,7;92,9;445;224;221;96,0;97,3;94,6;13,7;14,7;12,7;
Norrtälje;0188;Stockholms län;01;Kommunal;Engelska;90,4;92,7;88,1;479;242;237;95,0;96,3;93,7;14,6;14,8;14,3;
Norrtälje;0188;Stockholms län;01;Enskild;Svenska;95,7;95,2;96,2;110;59;51;~100;~100;~100;15,6;16,4;14,6;
Norrtälje;0188;Stockholms län;01;Enskild;Engelska;93,1;93,5;92,6;108;58;50;94,4;~100;~100;16,0;16,3;15,6;
Norrtälje;0188;Stockholms län;01;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Norsjö;2417;Västerbottens län;24;Samtliga;Svenska;94,7;95,2;94,1;36;20;16;~100;100,0;~100;13,7;15,0;12,0;
Norsjö;2417;Västerbottens län;24;Samtliga;Engelska;91,8;92,0;91,7;45;23;22;~100;100,0;~100;13,7;14,1;13,2;
Norsjö;2417;Västerbottens län;24;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Norsjö;2417;Västerbottens län;24;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Norsjö;2417;Västerbottens län;24;Kommunal;Svenska;94,7;95,2;94,1;36;20;16;~100;100,0;~100;13,7;15,0;12,0;
Norsjö;2417;Västerbottens län;24;Kommunal;Engelska;91,8;92,0;91,7;45;23;22;~100;100,0;~100;13,7;14,1;13,2;
Nybro;0881;Kalmar län;08;Samtliga;Engelska;85,1;87,8;83,2;183;79;104;95,6;~100;..;14,7;14,8;14,6;
Nybro;0881;Kalmar län;08;Samtliga;Svenska;92,9;93,6;92,5;171;73;98;94,7;~100;..;13,2;14,0;12,6;
Nybro;0881;Kalmar län;08;Samtliga;Svenska som andraspråk;77,4;..;78,9;24;..;..;54,2;..;..;6,5;..;4,3;
Nybro;0881;Kalmar län;08;Kommunal;Svenska;92,9;93,6;92,5;171;73;98;94,7;~100;..;13,2;14,0;12,6;
Nybro;0881;Kalmar län;08;Kommunal;Engelska;85,1;87,8;83,2;183;79;104;95,6;~100;..;14,7;14,8;14,6;
Nybro;0881;Kalmar län;08;Kommunal;Svenska som andraspråk;77,4;..;78,9;24;..;..;54,2;..;..;6,5;..;4,3;
Nykvarn;0140;Stockholms län;01;Samtliga;Engelska;88,3;91,9;85,4;144;68;76;95,1;..;~100;14,6;14,1;15,0;
Nykvarn;0140;Stockholms län;01;Samtliga;Svenska;88,7;87,5;89,7;141;63;78;93,6;~100;..;13,1;13,5;12,9;
Nykvarn;0140;Stockholms län;01;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;.;..;..;..;..;
Nykvarn;0140;Stockholms län;01;Kommunal;Svenska;88,7;87,5;89,7;141;63;78;93,6;~100;..;13,1;13,5;12,9;
Nykvarn;0140;Stockholms län;01;Kommunal;Engelska;88,3;91,9;85,4;144;68;76;95,1;..;~100;14,6;14,1;15,0;
Nykvarn;0140;Stockholms län;01;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;.;..;..;..;..;
Nyköping;0480;Södermanlands län;04;Samtliga;Engelska;84,7;84,4;85,0;527;238;289;94,7;94,1;95,2;14,8;14,7;14,9;
Nyköping;0480;Södermanlands län;04;Samtliga;Svenska;88,9;88,7;89,1;471;211;260;94,5;93,4;95,4;13,4;13,7;13,1;
Nyköping;0480;Södermanlands län;04;Samtliga;Svenska som andraspråk;77,8;81,4;74,5;70;35;35;65,7;68,6;62,9;7,6;8,3;6,9;
Nyköping;0480;Södermanlands län;04;Kommunal;Svenska;88,8;88,3;89,1;299;128;171;94,3;92,2;95,9;12,9;13,2;12,7;
Nyköping;0480;Södermanlands län;04;Kommunal;Svenska som andraspråk;75,6;80,5;70,7;62;33;29;64,5;69,7;58,6;7,5;8,3;6,6;
Nyköping;0480;Södermanlands län;04;Kommunal;Engelska;83,1;82,3;83,8;349;153;196;93,7;92,8;94,4;14,4;14,5;14,4;
Nyköping;0480;Södermanlands län;04;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Nyköping;0480;Södermanlands län;04;Enskild;Engelska;88,1;88,5;87,7;178;85;93;96,6;~100;~100;15,7;15,2;16,1;
Nyköping;0480;Södermanlands län;04;Enskild;Svenska;89,1;89,2;89,0;172;83;89;94,8;~100;..;14,1;14,5;13,8;
Nynäshamn;0192;Stockholms län;01;Samtliga;Svenska;91,0;90,4;91,7;222;123;99;95,9;~100;..;13,1;14,3;11,5;
Nynäshamn;0192;Stockholms län;01;Samtliga;Svenska som andraspråk;83,3;..;83,3;20;..;..;70,0;..;..;8,4;..;7,2;
Nynäshamn;0192;Stockholms län;01;Samtliga;Engelska;89,2;87,3;91,3;239;124;115;94,6;~100;..;14,4;15,3;13,5;
Nynäshamn;0192;Stockholms län;01;Kommunal;Engelska;89,2;87,3;91,3;239;124;115;94,6;~100;..;14,4;15,3;13,5;
Nynäshamn;0192;Stockholms län;01;Kommunal;Svenska;91,0;90,4;91,7;222;123;99;95,9;~100;..;13,1;14,3;11,5;
Nynäshamn;0192;Stockholms län;01;Kommunal;Svenska som andraspråk;83,3;..;83,3;20;..;..;70,0;..;..;8,4;..;7,2;
Nässjö;0682;Jönköpings län;06;Samtliga;Svenska;98,3;97,9;98,6;281;142;139;96,8;~100;..;13,5;14,3;12,6;
Nässjö;0682;Jönköpings län;06;Samtliga;Engelska;88,5;89,8;87,2;314;158;156;95,9;95,6;96,2;14,2;14,0;14,5;
Nässjö;0682;Jönköpings län;06;Samtliga;Svenska som andraspråk;68,1;61,3;73,7;47;19;28;74,5;~100;..;9,0;9,9;8,5;
Nässjö;0682;Jönköpings län;06;Kommunal;Svenska;98,3;97,9;98,6;281;142;139;96,8;~100;..;13,5;14,3;12,6;
Nässjö;0682;Jönköpings län;06;Kommunal;Engelska;88,5;89,8;87,2;314;158;156;95,9;95,6;96,2;14,2;14,0;14,5;
Nässjö;0682;Jönköpings län;06;Kommunal;Svenska som andraspråk;68,1;61,3;73,7;47;19;28;74,5;~100;..;9,0;9,9;8,5;
Ockelbo;2101;Gävleborgs län;21;Samtliga;Engelska;77,8;75,0;82,4;35;21;14;100,0;100,0;100,0;14,1;14,2;13,9;
Ockelbo;2101;Gävleborgs län;21;Samtliga;Svenska;90,0;88,5;92,9;36;23;13;~100;100,0;~100;13,8;14,9;11,7;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Svenska;90,0;88,5;92,9;36;23;13;~100;100,0;~100;13,8;14,9;11,7;
Ockelbo;2101;Gävleborgs län;21;Kommunal;Engelska;77,8;75,0;82,4;35;21;14;100,0;100,0;100,0;14,1;14,2;13,9;
Olofström;1060;Blekinge län;10;Samtliga;Svenska som andraspråk;85,0;..;83,3;17;..;..;..;..;..;5,3;..;4,3;
Olofström;1060;Blekinge län;10;Samtliga;Svenska;92,6;96,2;89,1;100;51;49;~100;~100;~100;13,5;15,0;11,8;
Olofström;1060;Blekinge län;10;Samtliga;Engelska;89,7;92,4;87,1;122;61;61;91,8;~100;..;13,6;14,3;13,0;
Olofström;1060;Blekinge län;10;Kommunal;Engelska;89,7;92,4;87,1;122;61;61;91,8;~100;..;13,6;14,3;13,0;
Olofström;1060;Blekinge län;10;Kommunal;Svenska;92,6;96,2;89,1;100;51;49;~100;~100;~100;13,5;15,0;11,8;
Olofström;1060;Blekinge län;10;Kommunal;Svenska som andraspråk;85,0;..;83,3;17;..;..;..;..;..;5,3;..;4,3;
Orsa;2034;Dalarnas län;20;Samtliga;Engelska;76,8;80,0;73,0;63;36;27;100,0;100,0;100,0;14,4;14,5;14,2;
Orsa;2034;Dalarnas län;20;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Orsa;2034;Dalarnas län;20;Samtliga;Svenska;91,5;94,6;88,2;65;35;30;~100;~100;~100;13,3;14,4;12,1;
Orsa;2034;Dalarnas län;20;Kommunal;Svenska;91,5;94,6;88,2;65;35;30;~100;~100;~100;13,3;14,4;12,1;
Orsa;2034;Dalarnas län;20;Kommunal;Engelska;76,8;80,0;73,0;63;36;27;100,0;100,0;100,0;14,4;14,5;14,2;
Orsa;2034;Dalarnas län;20;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Orust;1421;Västra Götalands län;14;Samtliga;Svenska som andraspråk;92,9;..;..;13;..;..;..;..;..;7,7;..;..;
Orust;1421;Västra Götalands län;14;Samtliga;Engelska;47,5;45,9;49,4;77;39;38;~100;~100;~100;14,7;15,1;14,2;
Orust;1421;Västra Götalands län;14;Samtliga;Svenska;93,2;90,8;95,8;138;69;69;95,7;~100;~100;13,1;14,0;12,2;
Orust;1421;Västra Götalands län;14;Kommunal;Svenska som andraspråk;92,9;..;..;13;..;..;..;..;..;7,7;..;..;
Orust;1421;Västra Götalands län;14;Kommunal;Svenska;94,3;93,1;95,6;132;67;65;95,5;~100;~100;13,0;13,9;12,0;
Orust;1421;Västra Götalands län;14;Kommunal;Engelska;45,5;44,4;46,6;70;36;34;~100;~100;~100;14,4;14,9;14,0;
Orust;1421;Västra Götalands län;14;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Orust;1421;Västra Götalands län;14;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Osby;1273;Skåne län;12;Samtliga;Svenska;94,3;93,5;95,1;116;58;58;95,7;~100;~100;12,8;13,8;11,8;
Osby;1273;Skåne län;12;Samtliga;Engelska;42,8;40,3;45,2;62;29;33;~100;~100;~100;13,7;13,5;13,9;
Osby;1273;Skåne län;12;Samtliga;Svenska som andraspråk;59,1;..;..;13;..;..;..;..;..;8,8;..;..;
Osby;1273;Skåne län;12;Kommunal;Svenska som andraspråk;59,1;..;..;13;..;..;..;..;..;8,8;..;..;
Osby;1273;Skåne län;12;Kommunal;Engelska;42,8;40,3;45,2;62;29;33;~100;~100;~100;13,7;13,5;13,9;
Osby;1273;Skåne län;12;Kommunal;Svenska;94,3;93,5;95,1;116;58;58;95,7;~100;~100;12,8;13,8;11,8;
Oskarshamn;0882;Kalmar län;08;Samtliga;Svenska;97,1;98,2;95,9;306;164;142;97,4;~100;..;13,9;14,5;13,2;
Oskarshamn;0882;Kalmar län;08;Samtliga;Svenska som andraspråk;72,7;..;76,2;24;..;..;70,8;..;68,8;7,9;..;7,5;
Oskarshamn;0882;Kalmar län;08;Samtliga;Engelska;94,8;96,1;93,5;330;172;158;96,7;97,1;96,2;14,8;14,7;14,9;
Oskarshamn;0882;Kalmar län;08;Kommunal;Svenska som andraspråk;72,7;..;76,2;24;..;..;70,8;..;68,8;7,9;..;7,5;
Oskarshamn;0882;Kalmar län;08;Kommunal;Svenska;97,1;98,2;95,9;306;164;142;97,4;~100;..;13,9;14,5;13,2;
Oskarshamn;0882;Kalmar län;08;Kommunal;Engelska;94,8;96,1;93,5;330;172;158;96,7;97,1;96,2;14,8;14,7;14,9;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Engelska;90,4;96,3;85,2;104;52;52;93,3;~100;..;13,8;14,5;13,0;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Ovanåker;2121;Gävleborgs län;21;Samtliga;Svenska;64,6;62,0;67,4;62;31;31;~100;100,0;~100;14,0;15,0;13,0;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Engelska;90,4;96,3;85,2;104;52;52;93,3;~100;..;13,8;14,5;13,0;
Ovanåker;2121;Gävleborgs län;21;Kommunal;Svenska;64,6;62,0;67,4;62;31;31;~100;100,0;~100;14,0;15,0;13,0;
Oxelösund;0481;Södermanlands län;04;Samtliga;Svenska;90,5;93,1;88,9;67;27;40;77,6;~100;..;9,3;10,7;8,4;
Oxelösund;0481;Södermanlands län;04;Samtliga;Svenska som andraspråk;76,9;..;..;10;..;..;..;..;..;2,5;..;..;
Oxelösund;0481;Södermanlands län;04;Samtliga;Engelska;82,8;82,9;82,7;72;29;43;90,3;~100;..;13,0;13,5;12,7;
Oxelösund;0481;Södermanlands län;04;Kommunal;Svenska;90,5;93,1;88,9;67;27;40;77,6;~100;..;9,3;10,7;8,4;
Oxelösund;0481;Södermanlands län;04;Kommunal;Engelska;82,8;82,9;82,7;72;29;43;90,3;~100;..;13,0;13,5;12,7;
Oxelösund;0481;Södermanlands län;04;Kommunal;Svenska som andraspråk;76,9;..;..;10;..;..;..;..;..;2,5;..;..;
Pajala;2521;Norrbottens län;25;Samtliga;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Pajala;2521;Norrbottens län;25;Samtliga;Svenska;90,9;91,7;90,0;60;33;27;~100;100,0;~100;13,8;16,1;10,8;
Pajala;2521;Norrbottens län;25;Samtliga;Engelska;86,8;88,9;84,4;59;32;27;91,5;100,0;81,5;14,0;15,4;12,3;
Pajala;2521;Norrbottens län;25;Kommunal;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Pajala;2521;Norrbottens län;25;Kommunal;Engelska;85,0;87,9;81,5;51;29;22;90,2;100,0;77,3;13,3;15,0;11,0;
Pajala;2521;Norrbottens län;25;Kommunal;Svenska;89,7;90,9;88,0;52;30;22;~100;100,0;~100;13,2;15,9;9,5;
Pajala;2521;Norrbottens län;25;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Pajala;2521;Norrbottens län;25;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Partille;1402;Västra Götalands län;14;Samtliga;Svenska;94,1;93,4;94,8;417;197;220;98,1;~100;..;14,8;15,4;14,2;
Partille;1402;Västra Götalands län;14;Samtliga;Svenska som andraspråk;69,0;..;70,6;20;..;..;..;..;..;4,9;..;5,4;
Partille;1402;Västra Götalands län;14;Samtliga;Engelska;68,7;67,3;70,0;325;150;175;~100;~100;100,0;16,3;16,1;16,5;
Partille;1402;Västra Götalands län;14;Kommunal;Engelska;67,5;65,7;69,1;306;138;168;~100;~100;100,0;16,3;16,2;16,5;
Partille;1402;Västra Götalands län;14;Kommunal;Svenska som andraspråk;69,0;..;70,6;20;..;..;..;..;..;4,9;..;5,4;
Partille;1402;Västra Götalands län;14;Kommunal;Svenska;93,9;92,9;94,7;397;184;213;98,0;~100;..;14,8;15,5;14,2;
Partille;1402;Västra Götalands län;14;Enskild;Engelska;95,0;92,3;..;19;..;..;100,0;100,0;..;16,3;15,6;..;
Partille;1402;Västra Götalands län;14;Enskild;Svenska;100,0;100,0;..;20;..;..;100,0;100,0;..;14,8;14,4;..;
Perstorp;1275;Skåne län;12;Samtliga;Svenska som andraspråk;70,6;..;73,3;12;..;..;..;..;..;7,3;..;6,8;
Perstorp;1275;Skåne län;12;Samtliga;Engelska;89,5;92,5;87,0;77;37;40;93,5;~100;~100;14,3;14,3;14,2;
Perstorp;1275;Skåne län;12;Samtliga;Svenska;97,1;97,4;96,8;67;37;30;~100;~100;~100;13,2;13,6;12,7;
Perstorp;1275;Skåne län;12;Kommunal;Svenska som andraspråk;70,6;..;73,3;12;..;..;..;..;..;7,3;..;6,8;
Perstorp;1275;Skåne län;12;Kommunal;Engelska;89,5;92,5;87,0;77;37;40;93,5;~100;~100;14,3;14,3;14,2;
Perstorp;1275;Skåne län;12;Kommunal;Svenska;97,1;97,4;96,8;67;37;30;~100;~100;~100;13,2;13,6;12,7;
Piteå;2581;Norrbottens län;25;Samtliga;Svenska;95,8;95,5;96,1;415;192;223;98,1;~100;..;13,6;14,7;12,6;
Piteå;2581;Norrbottens län;25;Samtliga;Engelska;94,3;95,7;93,1;427;198;229;98,6;~100;..;15,4;15,6;15,1;
Piteå;2581;Norrbottens län;25;Samtliga;Svenska som andraspråk;70,0;..;71,4;14;..;..;~100;..;..;8,0;..;7,8;
Piteå;2581;Norrbottens län;25;Kommunal;Svenska;95,8;95,5;96,1;415;192;223;98,1;~100;..;13,6;14,7;12,6;
Piteå;2581;Norrbottens län;25;Kommunal;Engelska;94,3;95,7;93,1;427;198;229;98,6;~100;..;15,4;15,6;15,1;
Piteå;2581;Norrbottens län;25;Kommunal;Svenska som andraspråk;70,0;..;71,4;14;..;..;~100;..;..;8,0;..;7,8;
Ragunda;2303;Jämtlands län;23;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;.;..;..;..;
Ragunda;2303;Jämtlands län;23;Samtliga;Svenska;93,4;96,8;90,0;57;30;27;91,2;~100;~100;12,5;14,2;10,7;
Ragunda;2303;Jämtlands län;23;Samtliga;Engelska;84,0;94,6;73,7;63;35;28;~100;~100;~100;14,6;15,4;13,6;
