Statistik från Skolverket, https://www.skolverket.se

Grundskola - Resultat nationella prov årskurs 9, provbetyg per kön - Engelska, Matematik och Svenska/svenska som andraspråk
Valt läsår: 2017/18
 
Under vårterminen 2018 fanns indikationer på att vissa av de nationella delproven i årskurs 9 hade varit åtkomliga på förhand.
Skolverket rekommenderade då att skolan skulle använda ersättningsprov om man fick kännedom om att provet eller delar av provet
blivit känt bland eleverna på skolan. Resultaten från ersättningsprov samlas inte in. Istället gavs instruktionen vid insamling
av resultaten att ange att "eleven ej deltagit", vilket syftar på att ordinarie prov inte använts.
För provbetyget i matematik är den totala andelen elever som har rapporterats in som "eleven ej deltagit" så stor (närmare 76 procent)
att resultaten inte kan publiceras med den kvalitet som gäller för officiell statistik enligt 3 a § lagen (2001:99) om den officiella statistiken.

;;;;;;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;
Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Ämne;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;
Heby;0331;Uppsala län;03;Kommunal;Svenska som andraspråk;100,0;..;100,0;16;..;..;~100;..;~100;10,2;..;10,0;
Heby;0331;Uppsala län;03;Kommunal;Svenska;91,1;93,8;87,9;112;61;51;95,5;~100;~100;13,6;14,7;12,2;
Heby;0331;Uppsala län;03;Kommunal;Engelska;90,6;91,0;90,3;126;61;65;91,3;~100;..;13,4;14,5;12,4;
Hedemora;2083;Dalarnas län;20;Samtliga;Engelska;87,6;85,3;89,9;170;81;89;90,6;92,6;88,8;13,6;14,0;13,2;
Hedemora;2083;Dalarnas län;20;Samtliga;Svenska;91,6;93,2;90,1;141;68;73;~100;~100;~100;13,8;14,4;13,3;
Hedemora;2083;Dalarnas län;20;Samtliga;Svenska som andraspråk;85,0;77,3;94,4;34;17;17;61,8;64,7;58,8;7,3;7,8;6,8;
Hedemora;2083;Dalarnas län;20;Kommunal;Svenska som andraspråk;83,3;75,0;93,8;30;15;15;60,0;..;..;6,8;6,8;6,7;
Hedemora;2083;Dalarnas län;20;Kommunal;Svenska;94,3;94,0;94,5;99;47;52;~100;~100;~100;13,2;13,7;12,7;
Hedemora;2083;Dalarnas län;20;Kommunal;Engelska;88,7;84,3;93,0;125;59;66;88,0;91,5;84,8;12,8;13,5;12,2;
Hedemora;2083;Dalarnas län;20;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Hedemora;2083;Dalarnas län;20;Enskild;Engelska;84,9;88,0;82,1;45;22;23;~100;~100;100,0;15,7;15,2;16,2;
Hedemora;2083;Dalarnas län;20;Enskild;Svenska;85,7;91,3;80,8;42;21;21;100,0;100,0;100,0;15,2;15,8;14,5;
Helsingborg;1283;Skåne län;12;Samtliga;Svenska;84,5;84,1;84,9;1 007;513;494;96,5;98,6;94,3;14,2;15,1;13,3;
Helsingborg;1283;Skåne län;12;Samtliga;Svenska som andraspråk;74,5;80,9;69,8;246;114;132;74,0;85,1;64,4;9,4;11,4;7,6;
Helsingborg;1283;Skåne län;12;Samtliga;Engelska;75,0;78,6;71,6;1 142;590;552;97,3;98,5;96,0;15,7;16,1;15,3;
Helsingborg;1283;Skåne län;12;Kommunal;Engelska;75,0;80,5;69,8;778;408;370;96,9;98,5;95,1;15,5;16,0;15,0;
Helsingborg;1283;Skåne län;12;Kommunal;Svenska som andraspråk;69,3;74,3;65,8;176;78;98;77,3;88,5;68,4;9,7;11,8;7,9;
Helsingborg;1283;Skåne län;12;Kommunal;Svenska;81,5;80,6;82,4;638;324;314;96,6;~100;..;14,1;15,2;13,0;
Helsingborg;1283;Skåne län;12;Enskild;Svenska som andraspråk;92,1;100,0;85,0;70;36;34;65,7;77,8;52,9;8,6;10,6;6,5;
Helsingborg;1283;Skåne län;12;Enskild;Svenska;90,2;90,9;89,6;369;189;180;96,5;~100;..;14,5;15,1;13,8;
Helsingborg;1283;Skåne län;12;Enskild;Engelska;75,1;74,6;75,5;364;182;182;98,1;~100;~100;16,0;16,3;15,8;
Herrljunga;1466;Västra Götalands län;14;Samtliga;Svenska som andraspråk;91,7;..;..;11;..;..;..;..;..;7,5;..;..;
Herrljunga;1466;Västra Götalands län;14;Samtliga;Engelska;84,0;91,1;77,8;100;51;49;~100;~100;~100;14,4;14,3;14,4;
Herrljunga;1466;Västra Götalands län;14;Samtliga;Svenska;88,8;98,1;80,0;93;50;43;~100;~100;100,0;13,9;14,3;13,5;
Herrljunga;1466;Västra Götalands län;14;Kommunal;Svenska;88,8;98,1;80,0;93;50;43;~100;~100;100,0;13,9;14,3;13,5;
Herrljunga;1466;Västra Götalands län;14;Kommunal;Engelska;84,0;91,1;77,8;100;51;49;~100;~100;~100;14,4;14,3;14,4;
Herrljunga;1466;Västra Götalands län;14;Kommunal;Svenska som andraspråk;91,7;..;..;11;..;..;..;..;..;7,5;..;..;
Hjo;1497;Västra Götalands län;14;Samtliga;Engelska;84,6;81,3;87,5;88;39;49;93,2;~100;~100;14,0;14,0;13,9;
Hjo;1497;Västra Götalands län;14;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Hjo;1497;Västra Götalands län;14;Samtliga;Svenska;90,2;87,5;92,3;83;35;48;94,0;~100;~100;12,7;13,3;12,2;
Hjo;1497;Västra Götalands län;14;Kommunal;Engelska;84,6;81,3;87,5;88;39;49;93,2;~100;~100;14,0;14,0;13,9;
Hjo;1497;Västra Götalands län;14;Kommunal;Svenska;90,2;87,5;92,3;83;35;48;94,0;~100;~100;12,7;13,3;12,2;
Hjo;1497;Västra Götalands län;14;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Hofors;2104;Gävleborgs län;21;Samtliga;Svenska;90,6;96,8;84,8;58;30;28;~100;100,0;~100;11,3;12,7;9,9;
Hofors;2104;Gävleborgs län;21;Samtliga;Engelska;94,1;100,0;88,9;64;32;32;~100;100,0;~100;13,0;14,2;11,8;
Hofors;2104;Gävleborgs län;21;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Hofors;2104;Gävleborgs län;21;Kommunal;Svenska;90,6;96,8;84,8;58;30;28;~100;100,0;~100;11,3;12,7;9,9;
Hofors;2104;Gävleborgs län;21;Kommunal;Engelska;94,1;100,0;88,9;64;32;32;~100;100,0;~100;13,0;14,2;11,8;
Hofors;2104;Gävleborgs län;21;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Huddinge;0126;Stockholms län;01;Samtliga;Engelska;73,3;72,5;74,0;924;436;488;98,6;~100;..;16,4;16,3;16,4;
Huddinge;0126;Stockholms län;01;Samtliga;Svenska som andraspråk;56,5;56,6;56,4;118;43;75;80,5;88,4;76,0;10,2;11,7;9,4;
Huddinge;0126;Stockholms län;01;Samtliga;Svenska;65,3;65,0;65,7;688;341;347;98,8;100,0;97,7;14,7;15,4;14,0;
Huddinge;0126;Stockholms län;01;Kommunal;Svenska som andraspråk;48,9;49,2;48,6;86;32;54;81,4;~100;..;10,3;12,0;9,3;
Huddinge;0126;Stockholms län;01;Kommunal;Svenska;57,4;56,9;58,0;480;236;244;98,5;100,0;97,1;14,5;15,3;13,7;
Huddinge;0126;Stockholms län;01;Kommunal;Engelska;67,8;66,9;68,6;686;321;365;98,1;~100;..;15,9;15,9;15,9;
Huddinge;0126;Stockholms län;01;Enskild;Svenska;95,9;95,5;96,3;208;105;103;~100;100,0;~100;15,2;15,6;14,7;
Huddinge;0126;Stockholms län;01;Enskild;Engelska;95,6;95,0;96,1;238;115;123;100,0;100,0;100,0;17,7;17,3;18,0;
Huddinge;0126;Stockholms län;01;Enskild;Svenska som andraspråk;97,0;100,0;95,5;32;11;21;78,1;..;..;10,2;10,9;9,8;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Svenska som andraspråk;84,2;86,7;82,6;32;13;19;53,1;..;..;6,0;6,3;5,8;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Svenska;90,0;89,0;91,0;395;203;192;95,4;~100;..;13,2;14,4;11,9;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Engelska;50,5;48,1;53,0;241;117;124;94,6;~100;..;14,1;14,5;13,9;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Svenska som andraspråk;84,2;86,7;82,6;32;13;19;53,1;..;..;6,0;6,3;5,8;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Engelska;42,3;41,3;43,5;165;85;80;93,9;~100;..;13,7;13,9;13,4;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Svenska;92,3;91,1;93,8;325;174;151;96,0;~100;..;13,5;14,5;12,2;
Hudiksvall;2184;Gävleborgs län;21;Enskild;Svenska;80,5;78,4;82,0;70;29;41;92,9;100,0;87,8;12,0;13,9;10,7;
Hudiksvall;2184;Gävleborgs län;21;Enskild;Engelska;87,4;86,5;88,0;76;32;44;~100;~100;~100;15,1;15,9;14,6;
Hultsfred;0860;Kalmar län;08;Samtliga;Svenska;92,9;93,5;92,2;117;58;59;92,3;~100;..;12,4;13,4;11,3;
Hultsfred;0860;Kalmar län;08;Samtliga;Engelska;86,4;85,4;87,4;153;70;83;82,4;92,9;73,5;12,2;14,2;10,6;
Hultsfred;0860;Kalmar län;08;Samtliga;Svenska som andraspråk;82,4;90,0;77,4;42;18;24;38,1;..;..;4,3;4,6;4,2;
Hultsfred;0860;Kalmar län;08;Kommunal;Engelska;85,5;84,5;86,4;130;60;70;79,2;91,7;68,6;11,6;13,8;9,7;
Hultsfred;0860;Kalmar län;08;Kommunal;Svenska som andraspråk;83,7;90,0;79,3;41;18;23;36,6;..;..;4,1;4,6;3,7;
Hultsfred;0860;Kalmar län;08;Kommunal;Svenska;91,3;92,2;90,4;94;47;47;90,4;~100;..;12,0;13,2;10,8;
Hultsfred;0860;Kalmar län;08;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Hultsfred;0860;Kalmar län;08;Enskild;Svenska;100,0;100,0;100,0;23;11;12;100,0;100,0;100,0;13,8;14,5;13,1;
Hultsfred;0860;Kalmar län;08;Enskild;Engelska;92,0;90,9;92,9;23;10;13;100,0;100,0;100,0;15,8;16,3;15,4;
Hylte;1315;Hallands län;13;Samtliga;Svenska;78,8;71,7;84,6;93;38;55;~100;~100;~100;13,4;13,9;13,1;
Hylte;1315;Hallands län;13;Samtliga;Engelska;82,3;86,3;79,1;135;63;72;89,6;87,3;91,7;13,6;13,1;14,0;
Hylte;1315;Hallands län;13;Samtliga;Svenska som andraspråk;91,3;90,0;92,3;42;18;24;52,4;66,7;41,7;6,0;8,1;4,5;
Hylte;1315;Hallands län;13;Kommunal;Svenska som andraspråk;91,1;90,0;92,0;41;18;23;51,2;..;..;5,9;8,1;4,2;
Hylte;1315;Hallands län;13;Kommunal;Engelska;81,2;85,5;77,6;125;59;66;88,8;86,4;90,9;13,2;12,8;13,6;
Hylte;1315;Hallands län;13;Kommunal;Svenska;77,1;69,4;83,3;84;34;50;~100;100,0;~100;13,7;14,6;13,1;
Hylte;1315;Hallands län;13;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Hylte;1315;Hallands län;13;Enskild;Engelska;100,0;..;..;10;..;..;100,0;..;..;18,0;..;..;
Hylte;1315;Hallands län;13;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Hällefors;1863;Örebro län;18;Samtliga;Svenska som andraspråk;72,2;..;..;13;..;..;~100;..;..;9,6;..;..;
Hällefors;1863;Örebro län;18;Samtliga;Svenska;88,7;96,3;80,8;47;26;21;~100;100,0;~100;12,7;14,4;10,5;
Hällefors;1863;Örebro län;18;Samtliga;Engelska;97,2;100,0;94,6;69;34;35;91,3;~100;~100;13,7;14,6;12,9;
Hällefors;1863;Örebro län;18;Kommunal;Svenska som andraspråk;72,2;..;..;13;..;..;~100;..;..;9,6;..;..;
Hällefors;1863;Örebro län;18;Kommunal;Svenska;88,7;96,3;80,8;47;26;21;~100;100,0;~100;12,7;14,4;10,5;
Hällefors;1863;Örebro län;18;Kommunal;Engelska;97,2;100,0;94,6;69;34;35;91,3;~100;~100;13,7;14,6;12,9;
Härjedalen;2361;Jämtlands län;23;Samtliga;Svenska;92,9;95,8;90,0;91;46;45;~100;~100;100,0;13,7;13,6;13,8;
Härjedalen;2361;Jämtlands län;23;Samtliga;Svenska som andraspråk;71,4;..;..;10;..;..;..;..;..;10,0;..;..;
Härjedalen;2361;Jämtlands län;23;Samtliga;Engelska;83,9;88,7;79,7;94;47;47;100,0;100,0;100,0;14,6;14,6;14,6;
Härjedalen;2361;Jämtlands län;23;Kommunal;Svenska som andraspråk;71,4;..;..;10;..;..;..;..;..;10,0;..;..;
Härjedalen;2361;Jämtlands län;23;Kommunal;Svenska;92,9;95,8;90,0;91;46;45;~100;~100;100,0;13,7;13,6;13,8;
Härjedalen;2361;Jämtlands län;23;Kommunal;Engelska;83,9;88,7;79,7;94;47;47;100,0;100,0;100,0;14,6;14,6;14,6;
Härnösand;2280;Västernorrlands län;22;Samtliga;Svenska som andraspråk;25,9;..;..;14;..;..;..;..;..;4,8;..;..;
Härnösand;2280;Västernorrlands län;22;Samtliga;Svenska;43,7;41,7;45,8;115;55;60;~100;~100;~100;13,9;14,7;13,1;
Härnösand;2280;Västernorrlands län;22;Samtliga;Engelska;41,6;41,4;41,9;132;65;67;93,2;..;~100;14,6;14,6;14,6;
Härnösand;2280;Västernorrlands län;22;Kommunal;Svenska som andraspråk;25,9;..;..;14;..;..;..;..;..;4,8;..;..;
Härnösand;2280;Västernorrlands län;22;Kommunal;Svenska;43,1;42,2;44,0;109;54;55;~100;~100;~100;13,8;14,6;13,0;
Härnösand;2280;Västernorrlands län;22;Kommunal;Engelska;40,4;41,2;39,6;124;63;61;92,7;..;~100;14,5;14,6;14,4;
Härnösand;2280;Västernorrlands län;22;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Härnösand;2280;Västernorrlands län;22;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Härryda;1401;Västra Götalands län;14;Samtliga;Svenska som andraspråk;82,4;..;83,3;14;..;..;..;..;..;7,1;..;5,0;
Härryda;1401;Västra Götalands län;14;Samtliga;Svenska;96,0;96,4;95,7;432;212;220;97,9;~100;..;14,6;15,3;13,9;
Härryda;1401;Västra Götalands län;14;Samtliga;Engelska;94,9;95,6;94,2;443;215;228;98,6;~100;~100;16,5;16,3;16,6;
Härryda;1401;Västra Götalands län;14;Kommunal;Svenska som andraspråk;82,4;..;83,3;14;..;..;..;..;..;7,1;..;5,0;
Härryda;1401;Västra Götalands län;14;Kommunal;Engelska;94,0;94,7;93,4;374;177;197;98,7;~100;~100;16,5;16,4;16,5;
Härryda;1401;Västra Götalands län;14;Kommunal;Svenska;95,8;96,2;95,5;365;175;190;98,1;~100;..;14,5;15,2;13,9;
Härryda;1401;Västra Götalands län;14;Enskild;Engelska;100,0;100,0;100,0;69;38;31;~100;~100;100,0;16,4;16,1;16,9;
Härryda;1401;Västra Götalands län;14;Enskild;Svenska;97,1;97,4;96,8;67;37;30;~100;~100;~100;14,9;16,1;13,3;
Hässleholm;1293;Skåne län;12;Samtliga;Engelska;53,8;58,7;49,1;357;189;168;95,2;95,2;95,2;15,3;15,4;15,0;
Hässleholm;1293;Skåne län;12;Samtliga;Svenska som andraspråk;64,3;62,0;65,6;90;31;59;63,3;67,7;61,0;7,6;8,8;6,9;
Hässleholm;1293;Skåne län;12;Samtliga;Svenska;83,5;83,1;83,8;429;222;207;96,0;95,5;96,6;13,7;14,2;13,1;
Hässleholm;1293;Skåne län;12;Kommunal;Engelska;47,4;51,8;43,4;273;142;131;93,8;93,7;93,9;14,3;14,4;14,3;
Hässleholm;1293;Skåne län;12;Kommunal;Svenska;81,5;81,4;81,5;352;180;172;95,7;95,0;96,5;13,5;14,0;12,9;
Hässleholm;1293;Skåne län;12;Kommunal;Svenska som andraspråk;62,7;60,4;64,0;84;29;55;63,1;65,5;61,8;7,5;8,4;7,0;
Hässleholm;1293;Skåne län;12;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Hässleholm;1293;Skåne län;12;Enskild;Svenska;93,9;91,3;97,2;77;42;35;~100;~100;~100;14,6;15,1;13,9;
Hässleholm;1293;Skåne län;12;Enskild;Engelska;95,5;97,9;92,5;84;47;37;100,0;100,0;100,0;18,2;18,6;17,8;
Håbo;0305;Uppsala län;03;Samtliga;Svenska;67,8;64,9;70,7;179;85;94;93,9;94,1;93,6;13,2;14,1;12,5;
Håbo;0305;Uppsala län;03;Samtliga;Engelska;82,8;81,3;84,1;231;109;122;~100;~100;~100;15,6;15,4;15,7;
Håbo;0305;Uppsala län;03;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;.;..;..;..;..;
Håbo;0305;Uppsala län;03;Kommunal;Svenska;60,3;56,2;64,2;129;59;70;92,2;~100;..;12,8;13,4;12,2;
Håbo;0305;Uppsala län;03;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;.;..;..;..;..;
Håbo;0305;Uppsala län;03;Kommunal;Engelska;79,5;77,8;81,0;182;84;98;~100;~100;~100;15,7;15,4;15,9;
Håbo;0305;Uppsala län;03;Enskild;Engelska;98,0;96,2;100,0;49;25;24;~100;~100;100,0;15,2;15,3;15,0;
Håbo;0305;Uppsala län;03;Enskild;Svenska;100,0;100,0;100,0;50;26;24;~100;~100;100,0;14,5;15,6;13,2;
Höganäs;1284;Skåne län;12;Samtliga;Svenska som andraspråk;70,0;..;70,6;14;..;..;~100;..;..;8,0;..;7,5;
Höganäs;1284;Skåne län;12;Samtliga;Engelska;96,5;98,6;94,6;279;140;139;97,8;100,0;95,7;15,6;16,0;15,2;
Höganäs;1284;Skåne län;12;Samtliga;Svenska;98,5;98,6;98,5;265;137;128;97,4;~100;..;14,2;15,0;13,4;
Höganäs;1284;Skåne län;12;Kommunal;Engelska;96,4;98,5;94,4;265;130;135;97,7;100,0;95,6;15,6;16,0;15,2;
Höganäs;1284;Skåne län;12;Kommunal;Svenska;98,4;98,4;98,4;251;127;124;97,2;~100;..;14,2;14,9;13,4;
Höganäs;1284;Skåne län;12;Kommunal;Svenska som andraspråk;70,0;..;70,6;14;..;..;~100;..;..;8,0;..;7,5;
Höganäs;1284;Skåne län;12;Enskild;Svenska;100,0;100,0;..;14;..;..;100,0;100,0;..;14,6;15,3;..;
Höganäs;1284;Skåne län;12;Enskild;Engelska;100,0;100,0;..;14;..;..;100,0;100,0;..;15,9;15,8;..;
Högsby;0821;Kalmar län;08;Samtliga;Engelska;90,0;89,3;90,6;54;25;29;85,2;~100;~100;12,9;13,6;12,3;
Högsby;0821;Kalmar län;08;Samtliga;Svenska;100,0;100,0;100,0;43;21;22;~100;100,0;~100;12,3;14,9;9,9;
Högsby;0821;Kalmar län;08;Samtliga;Svenska som andraspråk;70,6;..;..;12;..;..;..;.;..;4,4;..;..;
Högsby;0821;Kalmar län;08;Kommunal;Svenska som andraspråk;70,6;..;..;12;..;..;..;.;..;4,4;..;..;
Högsby;0821;Kalmar län;08;Kommunal;Svenska;100,0;100,0;100,0;43;21;22;~100;100,0;~100;12,3;14,9;9,9;
Högsby;0821;Kalmar län;08;Kommunal;Engelska;90,0;89,3;90,6;54;25;29;85,2;~100;~100;12,9;13,6;12,3;
Hörby;1266;Skåne län;12;Samtliga;Engelska;92,7;95,7;89,4;159;88;71;~100;~100;~100;14,7;14,5;15,0;
Hörby;1266;Skåne län;12;Samtliga;Svenska;93,2;96,6;89,0;150;85;65;96,0;100,0;90,8;13,3;14,2;12,1;
Hörby;1266;Skåne län;12;Samtliga;Svenska som andraspråk;76,5;..;..;13;..;..;..;..;..;3,7;..;..;
Hörby;1266;Skåne län;12;Kommunal;Svenska som andraspråk;75,0;..;..;12;..;..;..;..;..;4,0;..;..;
Hörby;1266;Skåne län;12;Kommunal;Engelska;92,2;95,0;89,2;136;75;61;~100;~100;~100;14,7;14,5;14,9;
Hörby;1266;Skåne län;12;Kommunal;Svenska;92,0;96,0;87,3;127;72;55;96,1;100,0;90,9;13,1;14,0;12,0;
Hörby;1266;Skåne län;12;Enskild;Engelska;95,8;100,0;90,9;23;13;10;100,0;100,0;100,0;14,9;14,4;15,5;
Hörby;1266;Skåne län;12;Enskild;Svenska som andraspråk;..;.;..;..;.;..;.;.;.;..;.;..;
Hörby;1266;Skåne län;12;Enskild;Svenska;100,0;100,0;100,0;23;13;10;~100;100,0;..;14,0;15,2;12,5;
Höör;1267;Skåne län;12;Samtliga;Engelska;40,6;50,7;32,6;69;38;31;~100;~100;~100;15,0;15,2;14,8;
Höör;1267;Skåne län;12;Samtliga;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Höör;1267;Skåne län;12;Samtliga;Svenska;93,1;93,3;92,9;148;70;78;93,9;..;~100;13,0;13,4;12,7;
Höör;1267;Skåne län;12;Kommunal;Svenska;93,5;93,9;93,1;129;62;67;93,8;~100;~100;12,8;13,4;12,4;
Höör;1267;Skåne län;12;Kommunal;Engelska;33,6;45,5;24,1;50;30;20;~100;~100;~100;14,6;15,3;13,5;
Höör;1267;Skåne län;12;Kommunal;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Höör;1267;Skåne län;12;Enskild;Engelska;90,5;..;91,7;19;..;..;100,0;..;100,0;16,2;..;17,0;
Höör;1267;Skåne län;12;Enskild;Svenska;90,5;..;91,7;19;..;..;~100;..;100,0;14,1;..;14,8;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Svenska;100,0;100,0;100,0;42;24;18;~100;100,0;~100;14,1;16,0;11,5;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Engelska;97,7;100,0;95,0;43;24;19;100,0;100,0;100,0;16,2;17,0;15,3;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Engelska;100,0;100,0;100,0;36;21;15;100,0;100,0;100,0;16,5;17,0;15,7;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Svenska;100,0;100,0;100,0;35;21;14;~100;100,0;~100;14,5;16,5;11,4;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Jokkmokk;2510;Norrbottens län;25;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Jokkmokk;2510;Norrbottens län;25;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Järfälla;0123;Stockholms län;01;Samtliga;Svenska som andraspråk;40,3;41,7;39,5;52;20;32;75,0;~100;..;9,1;9,5;8,9;
Järfälla;0123;Stockholms län;01;Samtliga;Svenska;61,4;58,1;64,3;453;201;252;97,8;~100;..;14,6;15,3;14,0;
Järfälla;0123;Stockholms län;01;Samtliga;Engelska;63,1;65,7;60,9;547;259;288;98,2;~100;..;16,3;16,3;16,4;
Järfälla;0123;Stockholms län;01;Kommunal;Svenska som andraspråk;41,5;42,2;41,1;49;19;30;73,5;~100;..;8,9;9,5;8,5;
Järfälla;0123;Stockholms län;01;Kommunal;Engelska;55,1;58,0;52,7;384;181;203;97,4;~100;..;15,6;15,6;15,7;
Järfälla;0123;Stockholms län;01;Kommunal;Svenska;58,0;56,9;59,0;336;152;184;97,6;~100;..;14,6;15,4;14,0;
Järfälla;0123;Stockholms län;01;Enskild;Engelska;95,9;95,1;96,6;163;78;85;100,0;100,0;100,0;18,0;17,9;18,1;
Järfälla;0123;Stockholms län;01;Enskild;Svenska;73,6;62,0;85,0;117;49;68;~100;100,0;~100;14,4;15,1;14,0;
Järfälla;0123;Stockholms län;01;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Jönköping;0680;Jönköpings län;06;Samtliga;Engelska;91,6;92,5;90,9;1 393;666;727;98,0;97,7;98,2;15,2;15,2;15,3;
Jönköping;0680;Jönköpings län;06;Samtliga;Svenska;76,3;74,6;77,9;1 004;469;535;95,8;97,2;94,6;13,5;14,3;12,7;
Jönköping;0680;Jönköpings län;06;Samtliga;Svenska som andraspråk;74,9;84,4;67,3;152;76;76;88,8;~100;..;11,6;12,7;10,4;
Jönköping;0680;Jönköpings län;06;Kommunal;Engelska;92,4;93,5;91,3;1 089;530;559;97,5;97,4;97,7;15,0;14,9;15,1;
Jönköping;0680;Jönköpings län;06;Kommunal;Svenska;72,2;70,5;73,9;735;352;383;94,7;96,9;92,7;13,2;14,1;12,2;
Jönköping;0680;Jönköpings län;06;Kommunal;Svenska som andraspråk;68,1;78,8;60,6;109;52;57;87,2;~100;..;11,3;12,5;10,1;
Jönköping;0680;Jönköpings län;06;Enskild;Engelska;89,1;88,9;89,4;304;136;168;~100;~100;100,0;16,1;16,2;16,1;
Jönköping;0680;Jönköpings län;06;Enskild;Svenska som andraspråk;100,0;100,0;100,0;43;24;19;~100;~100;~100;12,3;13,1;11,3;
Jönköping;0680;Jönköpings län;06;Enskild;Svenska;90,3;90,7;89,9;269;117;152;~100;~100;~100;14,3;14,9;13,9;
Kalix;2514;Norrbottens län;25;Samtliga;Engelska;93,5;92,5;94,3;144;62;82;~100;~100;~100;14,5;15,0;14,1;
Kalix;2514;Norrbottens län;25;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Kalix;2514;Norrbottens län;25;Samtliga;Svenska;94,5;92,2;96,3;138;59;79;95,7;100,0;92,4;12,9;14,4;11,8;
Kalix;2514;Norrbottens län;25;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Kalix;2514;Norrbottens län;25;Kommunal;Svenska;94,0;91,8;95,9;126;56;70;~100;100,0;~100;12,9;14,3;11,8;
Kalix;2514;Norrbottens län;25;Kommunal;Engelska;93,7;92,2;94,9;133;59;74;~100;~100;~100;14,3;14,8;14,0;
Kalix;2514;Norrbottens län;25;Enskild;Engelska;91,7;..;..;11;..;..;100,0;..;..;16,4;..;..;
Kalix;2514;Norrbottens län;25;Enskild;Svenska;100,0;..;..;12;..;..;~100;..;..;12,9;..;..;
Kalmar;0880;Kalmar län;08;Samtliga;Engelska;92,2;92,5;91,8;634;343;291;97,3;98,0;96,6;15,4;15,5;15,3;
Kalmar;0880;Kalmar län;08;Samtliga;Svenska;94,3;95,4;93,1;565;309;256;98,4;~100;..;14,1;15,0;12,9;
Kalmar;0880;Kalmar län;08;Samtliga;Svenska som andraspråk;80,9;76,6;85,7;72;36;36;86,1;~100;..;11,2;12,4;10,0;
Kalmar;0880;Kalmar län;08;Kommunal;Svenska som andraspråk;81,2;76,6;86,8;69;36;33;87,0;~100;..;11,4;12,4;10,2;
Kalmar;0880;Kalmar län;08;Kommunal;Engelska;92,0;92,4;91,5;505;268;237;97,2;97,8;96,6;15,4;15,5;15,2;
Kalmar;0880;Kalmar län;08;Kommunal;Svenska;95,0;96,3;93,7;441;234;207;98,2;~100;..;14,0;15,1;12,8;
Kalmar;0880;Kalmar län;08;Enskild;Engelska;92,8;92,6;93,1;129;75;54;~100;~100;~100;15,6;15,7;15,4;
Kalmar;0880;Kalmar län;08;Enskild;Svenska;91,9;92,6;90,7;124;75;49;~100;100,0;~100;14,3;14,9;13,5;
Kalmar;0880;Kalmar län;08;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
