Statistik från Skolverket, https://www.skolverket.se

Grundskola - Personalstatistik med lärarlegitimation och behörighet
Valt läsår: 2020/21
Valt uttag: 2021-02-12

Från och med läsåret 2024/25 redovisas ingen statistik som baseras på färre än 3 st heltidstjänster för lärare.

;;;;;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;
Storuman;2421;Västerbottens län;24;Statlig;1,7;1,0;57,6;.;2;1;50,0;.;
Strängnäs;0486;Södermanlands län;04;Samtliga;280,8;170,6;60,8;36,0;309;214;69,3;39;
Strängnäs;0486;Södermanlands län;04;Kommunal;165,3;104,9;63,4;18,8;182;129;70,9;19;
Strängnäs;0486;Södermanlands län;04;Enskild;115,5;65,8;57,0;17,2;130;88;67,7;20;
Strömstad;1486;Västra Götalands län;14;Samtliga;114,6;62,4;54,4;13,2;135;84;62,2;14;
Strömstad;1486;Västra Götalands län;14;Kommunal;114,6;62,4;54,4;13,2;135;84;62,2;14;
Strömsund;2313;Jämtlands län;23;Samtliga;102,6;59,1;57,6;10,3;127;82;64,6;11;
Strömsund;2313;Jämtlands län;23;Kommunal;102,6;59,1;57,6;10,3;127;82;64,6;11;
Sundbyberg;0183;Stockholms län;01;Samtliga;276,6;204,2;73,8;26,2;316;251;79,4;32;
Sundbyberg;0183;Stockholms län;01;Kommunal;172,8;129,6;75,0;14,2;196;158;80,6;17;
Sundbyberg;0183;Stockholms län;01;Enskild;103,8;74,5;71,8;12,0;120;93;77,5;15;
Sundsvall;2281;Västernorrlands län;22;Samtliga;735,2;543,2;73,9;104,6;811;655;80,8;110;
Sundsvall;2281;Västernorrlands län;22;Kommunal;593,5;455,6;76,8;91,7;649;548;84,4;95;
Sundsvall;2281;Västernorrlands län;22;Enskild;141,8;87,7;61,9;13,0;164;109;66,5;15;
Sunne;1766;Värmlands län;17;Samtliga;97,1;61,1;62,9;16,0;134;87;64,9;18;
Sunne;1766;Värmlands län;17;Kommunal;91,2;57,5;63,0;15,0;124;83;66,9;17;
Sunne;1766;Värmlands län;17;Enskild;5,8;3,6;61,0;1,0;12;5;41,7;1;
Surahammar;1907;Västmanlands län;19;Samtliga;82,5;55,6;67,4;9,0;94;67;71,3;10;
Surahammar;1907;Västmanlands län;19;Kommunal;82,5;55,6;67,4;9,0;94;67;71,3;10;
Svalöv;1214;Skåne län;12;Samtliga;129,0;85,2;66,0;15,6;150;109;72,7;16;
Svalöv;1214;Skåne län;12;Kommunal;105,3;72,6;69,0;13,7;119;91;76,5;14;
Svalöv;1214;Skåne län;12;Enskild;23,7;12,5;53,0;1,9;32;19;59,4;2;
Svedala;1263;Skåne län;12;Samtliga;217,5;171,7;79,0;22,5;254;220;86,6;24;
Svedala;1263;Skåne län;12;Kommunal;212,8;169,2;79,5;22,5;244;213;87,3;24;
Svedala;1263;Skåne län;12;Enskild;4,7;2,5;53,6;.;10;7;70,0;.;
Svenljunga;1465;Västra Götalands län;14;Samtliga;81,4;49,9;61,3;10,8;92;63;68,5;11;
Svenljunga;1465;Västra Götalands län;14;Kommunal;81,4;49,9;61,3;10,8;92;63;68,5;11;
Säffle;1785;Värmlands län;17;Samtliga;139,4;97,5;69,9;15,2;167;136;81,4;17;
Säffle;1785;Värmlands län;17;Kommunal;130,5;92,5;70,9;14,0;152;127;83,6;15;
Säffle;1785;Värmlands län;17;Enskild;8,9;5,0;55,5;1,2;18;11;61,1;2;
Säter;2082;Dalarnas län;20;Samtliga;84,0;59,8;71,2;10,3;100;70;70,0;12;
Säter;2082;Dalarnas län;20;Kommunal;84,0;59,8;71,2;10,3;100;70;70,0;12;
Sävsjö;0684;Jönköpings län;06;Samtliga;116,2;79,2;68,2;15,5;156;112;71,8;17;
Sävsjö;0684;Jönköpings län;06;Kommunal;106,8;73,8;69,1;14,8;142;104;73,2;16;
Sävsjö;0684;Jönköpings län;06;Enskild;9,4;5,3;57,0;0,8;14;8;57,1;1;
Söderhamn;2182;Gävleborgs län;21;Samtliga;187,6;109,2;58,2;24,6;217;140;64,5;25;
Söderhamn;2182;Gävleborgs län;21;Kommunal;174,5;106,4;61,0;23,9;199;136;68,3;25;
Söderhamn;2182;Gävleborgs län;21;Enskild;13,1;2,8;21,4;0,7;19;5;26,3;1;
Söderköping;0582;Östergötlands län;05;Samtliga;120,2;95,0;79,1;8,5;152;130;85,5;11;
Söderköping;0582;Östergötlands län;05;Kommunal;118,5;94,3;79,5;8,5;150;128;85,3;11;
Söderköping;0582;Östergötlands län;05;Enskild;1,7;0,8;46,8;.;2;2;100,0;.;
Södertälje;0181;Stockholms län;01;Samtliga;716,3;452,3;63,1;104,1;781;569;72,9;108;
Södertälje;0181;Stockholms län;01;Kommunal;593,0;372,5;62,8;86,5;640;471;73,6;90;
Södertälje;0181;Stockholms län;01;Enskild;123,3;79,8;64,7;17,7;141;98;69,5;18;
Sölvesborg;1083;Blekinge län;10;Samtliga;142,2;104,9;73,8;18,6;162;130;80,2;19;
Sölvesborg;1083;Blekinge län;10;Kommunal;142,2;104,9;73,8;18,6;162;130;80,2;19;
Tanum;1435;Västra Götalands län;14;Samtliga;96,1;72,2;75,2;11,5;114;93;81,6;13;
Tanum;1435;Västra Götalands län;14;Kommunal;94,1;70,5;74,9;10,5;112;91;81,3;12;
Tanum;1435;Västra Götalands län;14;Enskild;2,0;1,7;85,0;1,0;2;2;100,0;1;
Tibro;1472;Västra Götalands län;14;Samtliga;106,3;77,7;73,0;16,1;123;106;86,2;17;
Tibro;1472;Västra Götalands län;14;Kommunal;106,3;77,7;73,0;16,1;123;106;86,2;17;
Tidaholm;1498;Västra Götalands län;14;Samtliga;100,4;71,9;71,6;3,0;112;90;80,4;3;
Tidaholm;1498;Västra Götalands län;14;Kommunal;100,4;71,9;71,6;3,0;112;90;80,4;3;
Tierp;0360;Uppsala län;03;Samtliga;150,8;90,7;60,1;18,5;176;130;73,9;21;
Tierp;0360;Uppsala län;03;Kommunal;150,8;90,7;60,1;18,5;176;130;73,9;21;
Timrå;2262;Västernorrlands län;22;Samtliga;135,9;98,2;72,3;15,9;146;126;86,3;16;
Timrå;2262;Västernorrlands län;22;Kommunal;135,9;98,2;72,3;15,9;146;126;86,3;16;
Tingsryd;0763;Kronobergs län;07;Samtliga;83,3;54,1;64,9;10,3;105;73;69,5;11;
Tingsryd;0763;Kronobergs län;07;Kommunal;70,7;49,4;70,0;10,3;88;66;75,0;11;
Tingsryd;0763;Kronobergs län;07;Enskild;12,6;4,6;36,7;.;19;8;42,1;.;
Tjörn;1419;Västra Götalands län;14;Samtliga;116,2;86,1;74,1;12,7;131;116;88,5;14;
Tjörn;1419;Västra Götalands län;14;Kommunal;115,0;85,7;74,5;12,7;129;115;89,1;14;
Tjörn;1419;Västra Götalands län;14;Enskild;1,2;0,4;29,2;.;2;1;50,0;.;
Tomelilla;1270;Skåne län;12;Samtliga;103,2;77,4;75,0;10,8;118;102;86,4;11;
Tomelilla;1270;Skåne län;12;Kommunal;95,8;70,7;73,8;9,8;108;92;85,2;10;
Tomelilla;1270;Skåne län;12;Enskild;7,4;6,6;90,4;1,0;10;10;100,0;1;
Torsby;1737;Värmlands län;17;Samtliga;82,9;57,4;69,3;13,1;101;73;72,3;14;
Torsby;1737;Värmlands län;17;Kommunal;82,9;57,4;69,3;13,1;101;73;72,3;14;
Torsås;0834;Kalmar län;08;Samtliga;46,1;34,5;74,8;8,6;61;48;78,7;9;
Torsås;0834;Kalmar län;08;Kommunal;46,1;34,5;74,8;8,6;61;48;78,7;9;
Tranemo;1452;Västra Götalands län;14;Samtliga;108,0;86,0;79,6;16,5;126;103;81,7;18;
Tranemo;1452;Västra Götalands län;14;Kommunal;108,0;86,0;79,6;16,5;126;103;81,7;18;
Tranås;0687;Jönköpings län;06;Samtliga;154,9;118,2;76,3;19,5;175;146;83,4;21;
Tranås;0687;Jönköpings län;06;Kommunal;154,9;118,2;76,3;19,5;175;146;83,4;21;
Trelleborg;1287;Skåne län;12;Samtliga;310,0;215,0;69,4;41,2;362;286;79,0;45;
Trelleborg;1287;Skåne län;12;Kommunal;290,8;205,8;70,8;36,9;337;273;81,0;40;
Trelleborg;1287;Skåne län;12;Enskild;19,2;9,2;48,1;4,3;26;14;53,8;5;
Trollhättan;1488;Västra Götalands län;14;Samtliga;469,3;315,3;67,2;74,5;552;422;76,4;80;
Trollhättan;1488;Västra Götalands län;14;Kommunal;401,8;269,8;67,1;64,7;472;367;77,8;70;
Trollhättan;1488;Västra Götalands län;14;Enskild;67,5;45,5;67,5;9,8;80;55;68,8;10;
Trosa;0488;Södermanlands län;04;Samtliga;101,6;69,9;68,8;11,4;118;88;74,6;13;
Trosa;0488;Södermanlands län;04;Kommunal;101,6;69,9;68,8;11,4;118;88;74,6;13;
Tyresö;0138;Stockholms län;01;Samtliga;384,7;277,0;72,0;60,1;433;347;80,1;64;
Tyresö;0138;Stockholms län;01;Kommunal;360,5;258,2;71,6;55,1;403;323;80,1;59;
Tyresö;0138;Stockholms län;01;Enskild;24,3;18,8;77,7;5,0;32;24;75,0;5;
Täby;0160;Stockholms län;01;Samtliga;595,5;430,8;72,3;94,3;683;544;79,6;101;
Täby;0160;Stockholms län;01;Kommunal;372,8;286,2;76,8;66,7;428;357;83,4;72;
Täby;0160;Stockholms län;01;Enskild;222,7;144,6;64,9;27,6;258;190;73,6;29;
Töreboda;1473;Västra Götalands län;14;Samtliga;93,2;58,0;62,3;10,5;113;77;68,1;12;
Töreboda;1473;Västra Götalands län;14;Kommunal;86,9;53,6;61,7;10,5;104;70;67,3;12;
Töreboda;1473;Västra Götalands län;14;Enskild;6,3;4,4;70,7;.;9;7;77,8;.;
Uddevalla;1485;Västra Götalands län;14;Samtliga;486,0;336,5;69,2;43,8;563;444;78,9;49;
Uddevalla;1485;Västra Götalands län;14;Kommunal;416,1;294,7;70,8;37,9;481;389;80,9;42;
Uddevalla;1485;Västra Götalands län;14;Enskild;69,9;41,8;59,8;5,9;82;55;67,1;7;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;206,9;141,1;68,2;24,1;234;178;76,1;26;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;198,0;134,3;67,8;24,1;222;167;75,2;26;
Ulricehamn;1491;Västra Götalands län;14;Enskild;8,9;6,9;77,2;.;14;12;85,7;.;
Umeå;2480;Västerbottens län;24;Samtliga;863,0;720,7;83,5;74,5;993;914;92,0;81;
Umeå;2480;Västerbottens län;24;Kommunal;764,3;648,2;84,8;59,5;878;822;93,6;66;
Umeå;2480;Västerbottens län;24;Enskild;98,7;72,6;73,5;15,0;118;94;79,7;15;
Upplands Väsby;0114;Stockholms län;01;Samtliga;287,8;195,5;67,9;41,9;335;259;77,3;47;
Upplands Väsby;0114;Stockholms län;01;Kommunal;158,8;118,5;74,7;23,6;177;152;85,9;26;
Upplands Väsby;0114;Stockholms län;01;Enskild;129,1;77,0;59,6;18,3;158;107;67,7;21;
Upplands-Bro;0139;Stockholms län;01;Samtliga;215,7;142,8;66,2;32,8;253;189;74,7;34;
Upplands-Bro;0139;Stockholms län;01;Kommunal;194,6;130,1;66,9;30,8;219;170;77,6;32;
Upplands-Bro;0139;Stockholms län;01;Enskild;21,1;12,7;60,1;2,0;34;19;55,9;2;
Uppsala;0380;Uppsala län;03;Samtliga;1 568,9;1 169,2;74,5;191,5;1 781;1 501;84,3;212;
Uppsala;0380;Uppsala län;03;Kommunal;1 309,4;980,8;74,9;156,4;1 460;1 252;85,8;171;
Uppsala;0380;Uppsala län;03;Enskild;259,5;188,4;72,6;35,2;325;253;77,8;41;
Uppvidinge;0760;Kronobergs län;07;Samtliga;76,3;56,3;73,7;6,3;88;70;79,5;7;
Uppvidinge;0760;Kronobergs län;07;Kommunal;73,0;54,2;74,2;6,3;83;67;80,7;7;
Uppvidinge;0760;Kronobergs län;07;Enskild;3,3;2,1;63,0;.;7;4;57,1;.;
Vadstena;0584;Östergötlands län;05;Samtliga;52,9;45,7;86,4;7,0;61;57;93,4;8;
Vadstena;0584;Östergötlands län;05;Kommunal;52,9;45,7;86,4;7,0;61;57;93,4;8;
Vaggeryd;0665;Jönköpings län;06;Samtliga;122,5;93,7;76,4;14,4;150;122;81,3;15;
Vaggeryd;0665;Jönköpings län;06;Kommunal;116,8;88,7;75,9;14,4;143;116;81,1;15;
Vaggeryd;0665;Jönköpings län;06;Enskild;5,7;5,0;87,4;.;8;7;87,5;.;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;57,8;37,6;65,0;7,4;72;55;76,4;9;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;52,9;34,8;65,8;7,4;65;51;78,5;9;
Valdemarsvik;0563;Östergötlands län;05;Enskild;4,9;2,8;57,4;.;7;4;57,1;.;
Vallentuna;0115;Stockholms län;01;Samtliga;287,5;195,7;68,1;37,4;331;240;72,5;41;
Vallentuna;0115;Stockholms län;01;Kommunal;231,5;161,0;69,5;31,3;260;198;76,2;34;
Vallentuna;0115;Stockholms län;01;Enskild;56,0;34,7;62,0;6,2;71;42;59,2;7;
Vansbro;2021;Dalarnas län;20;Samtliga;59,8;32,1;53,6;4,7;81;46;56,8;5;
Vansbro;2021;Dalarnas län;20;Kommunal;55,8;31,0;55,5;4,7;71;43;60,6;5;
Vansbro;2021;Dalarnas län;20;Enskild;4,0;1,1;27,0;.;10;3;30,0;.;
Vara;1470;Västra Götalands län;14;Samtliga;124,6;94,2;75,6;15,7;147;121;82,3;16;
Vara;1470;Västra Götalands län;14;Kommunal;112,6;83,3;74,0;13,7;130;106;81,5;14;
Vara;1470;Västra Götalands län;14;Enskild;12,0;10,9;90,8;2,0;17;15;88,2;2;
Varberg;1383;Hallands län;13;Samtliga;518,1;412,1;79,5;65,8;604;522;86,4;71;
Varberg;1383;Hallands län;13;Kommunal;480,5;386,8;80,5;63,0;543;483;89,0;68;
Varberg;1383;Hallands län;13;Enskild;37,6;25,3;67,3;2,8;63;41;65,1;3;
Vaxholm;0187;Stockholms län;01;Samtliga;106,4;84,3;79,3;13,4;123;101;82,1;14;
Vaxholm;0187;Stockholms län;01;Kommunal;103,3;82,1;79,4;13,4;119;98;82,4;14;
Vaxholm;0187;Stockholms län;01;Enskild;3,0;2,2;73,2;.;5;4;80,0;.;
Vellinge;1233;Skåne län;12;Samtliga;316,4;263,5;83,3;42,5;359;320;89,1;44;
Vellinge;1233;Skåne län;12;Kommunal;220,9;185,9;84,2;26,6;247;225;91,1;28;
Vellinge;1233;Skåne län;12;Enskild;95,5;77,6;81,3;15,9;112;95;84,8;16;
Vetlanda;0685;Jönköpings län;06;Samtliga;234,3;156,0;66,6;31,6;280;201;71,8;33;
Vetlanda;0685;Jönköpings län;06;Kommunal;227,2;153,2;67,4;31,6;267;196;73,4;33;
Vetlanda;0685;Jönköpings län;06;Enskild;7,1;2,8;39,3;.;14;6;42,9;.;
Vilhelmina;2462;Västerbottens län;24;Samtliga;73,1;51,2;69,9;6,3;93;66;71,0;7;
Vilhelmina;2462;Västerbottens län;24;Kommunal;62,1;48,2;77,7;6,3;76;62;81,6;7;
Vilhelmina;2462;Västerbottens län;24;Enskild;11,1;2,9;26,4;.;18;5;27,8;.;
Vimmerby;0884;Kalmar län;08;Samtliga;98,2;60,6;61,7;14,9;119;78;65,5;16;
Vimmerby;0884;Kalmar län;08;Kommunal;98,2;60,6;61,7;14,9;119;78;65,5;16;
Vindeln;2404;Västerbottens län;24;Samtliga;44,9;29,4;65,5;6,1;49;37;75,5;7;
Vindeln;2404;Västerbottens län;24;Kommunal;44,9;29,4;65,5;6,1;49;37;75,5;7;
Vingåker;0428;Södermanlands län;04;Samtliga;81,6;48,5;59,5;14,1;104;73;70,2;16;
Vingåker;0428;Södermanlands län;04;Kommunal;74,4;44,0;59,2;14,1;89;60;67,4;16;
Vingåker;0428;Södermanlands län;04;Enskild;2,4;1,5;61,3;.;4;3;75,0;.;
Vänersborg;1487;Västra Götalands län;14;Samtliga;315,5;222,6;70,5;41,5;368;299;81,3;44;
Vänersborg;1487;Västra Götalands län;14;Kommunal;284,9;198,3;69,6;37,5;334;269;80,5;40;
Vänersborg;1487;Västra Götalands län;14;Enskild;30,6;24,3;79,3;4,0;34;30;88,2;4;
Vännäs;2460;Västerbottens län;24;Samtliga;67,7;60,7;89,6;8,6;103;99;96,1;12;
Vännäs;2460;Västerbottens län;24;Kommunal;64,1;57,8;90,2;8,6;97;93;95,9;12;
Vännäs;2460;Västerbottens län;24;Enskild;3,6;2,9;80,7;.;6;6;100,0;.;
Värmdö;0120;Stockholms län;01;Samtliga;334,2;247,0;73,9;51,3;390;310;79,5;55;
Värmdö;0120;Stockholms län;01;Kommunal;289,9;211,6;73,0;42,5;333;266;79,9;45;
Värmdö;0120;Stockholms län;01;Enskild;44,3;35,4;79,7;8,8;57;44;77,2;10;
Värnamo;0683;Jönköpings län;06;Samtliga;277,6;202,1;72,8;27,4;341;276;80,9;30;
Värnamo;0683;Jönköpings län;06;Kommunal;277,6;202,1;72,8;27,4;341;276;80,9;30;
Västervik;0883;Kalmar län;08;Samtliga;287,0;197,2;68,7;24,6;340;253;74,4;27;
Västervik;0883;Kalmar län;08;Kommunal;271,2;190,5;70,2;22,1;315;244;77,5;24;
Västervik;0883;Kalmar län;08;Enskild;15,8;6,7;42,3;2,5;26;10;38,5;3;
Västerås;1980;Västmanlands län;19;Samtliga;1 122,9;724,7;64,5;123,1;1 260;936;74,3;133;
Västerås;1980;Västmanlands län;19;Kommunal;884,5;589,6;66,7;91,1;980;757;77,2;97;
Västerås;1980;Västmanlands län;19;Enskild;238,3;135,1;56,7;32,1;284;183;64,4;36;
Växjö;0780;Kronobergs län;07;Samtliga;699,8;530,0;75,7;91,9;813;689;84,7;99;
Växjö;0780;Kronobergs län;07;Kommunal;656,4;503,7;76,7;86,6;759;653;86,0;93;
Växjö;0780;Kronobergs län;07;Enskild;43,4;26,3;60,6;5,3;54;36;66,7;6;
Vårgårda;1442;Västra Götalands län;14;Samtliga;99,1;68,1;68,8;11,0;127;87;68,5;12;
Vårgårda;1442;Västra Götalands län;14;Kommunal;99,1;68,1;68,8;11,0;127;87;68,5;12;
Ydre;0512;Östergötlands län;05;Samtliga;26,7;19,8;74,3;4,2;36;29;80,6;5;
Ydre;0512;Östergötlands län;05;Kommunal;26,7;19,8;74,3;4,2;36;29;80,6;5;
Ystad;1286;Skåne län;12;Samtliga;213,8;155,8;72,9;20,5;236;192;81,4;22;
Ystad;1286;Skåne län;12;Kommunal;179,2;134,5;75,1;15,5;197;164;83,2;17;
Ystad;1286;Skåne län;12;Enskild;34,7;21,3;61,4;5,0;39;28;71,8;5;
Älmhult;0765;Kronobergs län;07;Samtliga;150,9;95,5;63,2;16,0;185;128;69,2;19;
Älmhult;0765;Kronobergs län;07;Kommunal;134,5;89,0;66,1;15,5;165;118;71,5;18;
Älmhult;0765;Kronobergs län;07;Enskild;16,4;6,5;39,5;0,6;20;10;50,0;1;
Älvdalen;2039;Dalarnas län;20;Samtliga;61,3;39,7;64,8;8,9;79;54;68,4;10;
Älvdalen;2039;Dalarnas län;20;Kommunal;61,3;39,7;64,8;8,9;79;54;68,4;10;
Älvkarleby;0319;Uppsala län;03;Samtliga;84,6;57,0;67,4;9,0;95;74;77,9;10;
Älvkarleby;0319;Uppsala län;03;Kommunal;61,2;42,6;69,6;6,1;69;55;79,7;7;
Älvkarleby;0319;Uppsala län;03;Enskild;23,4;14,4;61,6;2,9;26;19;73,1;3;
Älvsbyn;2560;Norrbottens län;25;Samtliga;62,5;47,3;75,6;6,0;68;60;88,2;6;
Älvsbyn;2560;Norrbottens län;25;Kommunal;62,5;47,3;75,6;6,0;68;60;88,2;6;
Ängelholm;1292;Skåne län;12;Samtliga;342,8;276,1;80,5;35,5;382;340;89,0;38;
Ängelholm;1292;Skåne län;12;Kommunal;335,8;269,4;80,2;35,1;372;330;88,7;37;
Ängelholm;1292;Skåne län;12;Enskild;7,0;6,7;95,4;0,4;10;10;100,0;1;
Åmål;1492;Västra Götalands län;14;Samtliga;109,2;80,3;73,6;16,5;126;100;79,4;17;
Åmål;1492;Västra Götalands län;14;Kommunal;96,2;71,4;74,2;16,5;106;85;80,2;17;
Åmål;1492;Västra Götalands län;14;Enskild;13,1;9,0;68,7;.;20;15;75,0;.;
Ånge;2260;Västernorrlands län;22;Samtliga;70,7;44,4;62,8;9,4;87;62;71,3;11;
Ånge;2260;Västernorrlands län;22;Kommunal;61,1;38,7;63,3;8,4;76;52;68,4;10;
Ånge;2260;Västernorrlands län;22;Enskild;9,6;5,8;59,9;1,0;12;10;83,3;1;
Åre;2321;Jämtlands län;23;Samtliga;114,1;73,0;64,0;11,0;128;92;71,9;12;
Åre;2321;Jämtlands län;23;Kommunal;114,1;73,0;64,0;11,0;128;92;71,9;12;
Årjäng;1765;Värmlands län;17;Samtliga;89,5;57,1;63,8;12,2;110;74;67,3;14;
Årjäng;1765;Värmlands län;17;Kommunal;86,0;54,2;63,0;11,2;106;71;67,0;13;
Årjäng;1765;Värmlands län;17;Enskild;3,5;2,9;82,4;1,0;6;5;83,3;1;
Åsele;2463;Västerbottens län;24;Samtliga;23,0;16,5;71,7;3,9;26;23;88,5;4;
Åsele;2463;Västerbottens län;24;Kommunal;23,0;16,5;71,7;3,9;26;23;88,5;4;
Åstorp;1277;Skåne län;12;Samtliga;142,1;102,0;71,7;15,7;165;131;79,4;18;
Åstorp;1277;Skåne län;12;Kommunal;142,1;102,0;71,7;15,7;165;131;79,4;18;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;79,2;64,9;82,0;9,2;95;81;85,3;11;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;79,2;64,9;82,0;9,2;95;81;85,3;11;
Öckerö;1407;Västra Götalands län;14;Samtliga;109,2;78,5;71,9;13,3;137;113;82,5;15;
Öckerö;1407;Västra Götalands län;14;Kommunal;96,1;72,7;75,7;12,9;120;103;85,8;14;
Öckerö;1407;Västra Götalands län;14;Enskild;13,1;5,8;44,2;0,4;18;10;55,6;1;
Ödeshög;0509;Östergötlands län;05;Samtliga;36,9;28,0;75,7;2,0;44;37;84,1;2;
Ödeshög;0509;Östergötlands län;05;Kommunal;36,9;28,0;75,7;2,0;44;37;84,1;2;
Örebro;1880;Örebro län;18;Samtliga;1 143,8;787,1;68,8;120,6;1 328;1 051;79,1;139;
Örebro;1880;Örebro län;18;Kommunal;946,4;663,2;70,1;100,0;1 091;883;80,9;114;
Örebro;1880;Örebro län;18;Enskild;197,5;123,9;62,7;20,6;239;168;70,3;25;
Örkelljunga;1257;Skåne län;12;Samtliga;83,2;52,5;63,1;9,8;103;68;66,0;11;
Örkelljunga;1257;Skåne län;12;Kommunal;74,7;48,7;65,2;9,1;88;60;68,2;10;
Örkelljunga;1257;Skåne län;12;Enskild;8,6;3,8;44,7;0,8;15;8;53,3;1;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;481,6;373,1;77,5;44,5;549;478;87,1;48;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;461,3;358,9;77,8;42,5;516;455;88,2;46;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;20,3;14,2;70,0;2,0;34;23;67,6;2;
Östersund;2380;Jämtlands län;23;Samtliga;470,5;326,7;69,4;43,0;566;444;78,4;47;
Östersund;2380;Jämtlands län;23;Kommunal;408,6;288,9;70,7;34,9;494;389;78,7;38;
Östersund;2380;Jämtlands län;23;Enskild;61,8;37,8;61,1;8,2;72;55;76,4;9;
Österåker;0117;Stockholms län;01;Samtliga;317,8;205,1;64,5;52,9;380;261;68,7;57;
Österåker;0117;Stockholms län;01;Kommunal;238,2;159,8;67,1;42,1;279;200;71,7;45;
Österåker;0117;Stockholms län;01;Enskild;79,6;45,3;56,9;10,8;103;63;61,2;12;
Östhammar;0382;Uppsala län;03;Samtliga;157,9;107,7;68,2;19,5;182;141;77,5;23;
Östhammar;0382;Uppsala län;03;Kommunal;157,9;107,7;68,2;19,5;182;141;77,5;23;
Östra Göinge;1256;Skåne län;12;Samtliga;119,5;84,3;70,6;15,5;141;104;73,8;16;
Östra Göinge;1256;Skåne län;12;Kommunal;114,0;82,0;71,9;15,5;130;99;76,2;16;
Östra Göinge;1256;Skåne län;12;Enskild;5,4;2,3;42,8;.;12;5;41,7;.;
Överkalix;2513;Norrbottens län;25;Samtliga;28,7;15,9;55,4;2,9;35;23;65,7;4;
Överkalix;2513;Norrbottens län;25;Kommunal;23,0;13,4;58,2;1,9;27;18;66,7;3;
Överkalix;2513;Norrbottens län;25;Enskild;5,7;2,5;44,3;1,0;8;5;62,5;1;
Övertorneå;2518;Norrbottens län;25;Samtliga;33,7;20,2;59,9;2,0;48;29;60,4;3;
Övertorneå;2518;Norrbottens län;25;Kommunal;27,1;18,6;68,6;1,2;39;26;66,7;2;
Övertorneå;2518;Norrbottens län;25;Enskild;6,6;1,6;24,4;0,8;10;3;30,0;1;

Rapportbeskrivning och definitioner etc.  
 
Statistiken avser anställda den 15 oktober valt läsår. Statistikuppgifterna redovisas både som antal och andel tjänstgörande lärare samt omräknat till heltidstjänster.
Samtliga lärare med lärarlegitimation och behörighet i minst ett ämne:
I sammanställningen ingår de lärarkategorier som omfattas av legitimationskravet. Lärarkategorier som är undantagna från legitimationskravet vid anställning utan
tidsbegränsning, såsom lärare i modersmål, lärare som bedriver annan undervisning på engelska än språkundervisning och lärare i fristående skolor med Waldorfpedagogik
ingår inte. Samma lärare kan undervisa i flera olika ämnen. 
 

Heltidstjänster, Totalt antal;Antal anställda lärare per ämne, uttryckt i antal heltidstjänster och tjänstgörande lärare.;
Antal med lärarlegitimation och behörighet;Antal och andel (%) lärare med lärarlegitimation och behörighet i respektive ämne, uttryckt i antal heltidstjänster och tjänstgörande lärare.;



