Statistik från Skolverket, https://www.skolverket.se

Grundskola - Antal elever per årskurs
Valt läsår: 2024/25

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Andel (%) flickor, årskurs 1-9;Andel (%) elever med utländsk bakgrund, åk 1-9;Andel (%) elever med föräldrar med eftergymnasial utb., åk 1-9;Elever, årskurs 1;Elever, årskurs 2;Elever, årskurs 3;Elever, årskurs 4;Elever, årskurs 5;Elever, årskurs 6;Elever, årskurs 7;Elever, årskurs 8;Elever, årskurs 9;Elever, årskurs 1-9;
Boden;2582;Norrbottens län;25;Kommunal;47,6;18,0;60,9;235;237;251;202;240;222;215;176;218;1 996;
Boden;2582;Norrbottens län;25;Enskild;45,5;11,1;66,0;52;65;69;72;47;64;81;95;94;639;
Bollebygd;1443;Västra Götalands län;14;Samtliga;49,6;10,8;62,9;108;117;120;135;140;125;132;130;121;1 128;
Bollebygd;1443;Västra Götalands län;14;Kommunal;49,2;..;60,7;87;95;97;113;118;105;132;130;121;998;
Bollebygd;1443;Västra Götalands län;14;Enskild;53,1;..;80,0;21;22;23;22;22;20;.;.;.;130;
Bollnäs;2183;Gävleborgs län;21;Samtliga;48,4;20,7;54,2;298;265;305;282;279;313;293;323;300;2 658;
Bollnäs;2183;Gävleborgs län;21;Kommunal;48,5;25,0;51,0;249;214;258;249;240;266;173;180;157;1 986;
Bollnäs;2183;Gävleborgs län;21;Enskild;48,1;7,7;63,7;49;51;47;33;39;47;120;143;143;672;
Borgholm;0885;Kalmar län;08;Samtliga;50,8;16,6;52,9;84;78;79;81;80;89;65;81;66;703;
Borgholm;0885;Kalmar län;08;Kommunal;50,8;16,6;52,9;84;78;79;81;80;89;65;81;66;703;
Borlänge;2081;Dalarnas län;20;Samtliga;49,3;30,7;51,1;577;624;619;619;571;586;607;647;594;5 444;
Borlänge;2081;Dalarnas län;20;Kommunal;49,2;30,9;50,8;559;606;608;584;535;539;524;562;499;5 016;
Borlänge;2081;Dalarnas län;20;Enskild;51,2;29,4;55,6;18;18;11;35;36;47;83;85;95;428;
Borås;1490;Västra Götalands län;14;Samtliga;48,2;33,4;60,3;1 300;1 368;1 341;1 429;1 385;1 431;1 406;1 457;1 366;12 483;
Borås;1490;Västra Götalands län;14;Kommunal;47,7;32,1;58,7;1 181;1 243;1 223;1 233;1 174;1 195;1 099;1 163;1 114;10 625;
Borås;1490;Västra Götalands län;14;Enskild;51,5;40,5;69,5;119;125;118;196;211;236;307;294;252;1 858;
Botkyrka;0127;Stockholms län;01;Samtliga;48,5;52,8;55,9;1 124;1 091;1 141;1 214;1 164;1 137;1 124;1 177;1 144;10 316;
Botkyrka;0127;Stockholms län;01;Kommunal;48,1;53,5;55,3;965;938;983;1 017;994;956;944;963;952;8 712;
Botkyrka;0127;Stockholms län;01;Enskild;50,4;49,3;59,4;159;153;158;197;170;181;180;214;192;1 604;
Boxholm;0560;Östergötlands län;05;Samtliga;49,3;17,7;48,6;62;64;66;75;59;65;59;63;53;566;
Boxholm;0560;Östergötlands län;05;Kommunal;49,3;17,7;48,6;62;64;66;75;59;65;59;63;53;566;
Bromölla;1272;Skåne län;12;Samtliga;49,6;24,0;52,0;125;146;146;135;139;144;130;143;131;1 239;
Bromölla;1272;Skåne län;12;Kommunal;49,6;24,0;52,0;125;146;146;135;139;144;130;143;131;1 239;
Bräcke;2305;Jämtlands län;23;Samtliga;47,2;23,9;45,4;68;69;58;68;54;65;59;60;63;564;
Bräcke;2305;Jämtlands län;23;Kommunal;47,2;23,9;45,4;68;69;58;68;54;65;59;60;63;564;
Burlöv;1231;Skåne län;12;Samtliga;49,3;48,6;60,8;268;243;271;244;211;186;205;213;173;2 014;
Burlöv;1231;Skåne län;12;Kommunal;49,3;48,6;60,8;268;243;271;244;211;186;205;213;173;2 014;
Båstad;1278;Skåne län;12;Samtliga;49,7;21,5;65,4;137;154;143;150;166;155;188;178;191;1 462;
Båstad;1278;Skåne län;12;Kommunal;49,9;22,2;64,0;118;135;127;126;145;143;188;178;191;1 351;
Båstad;1278;Skåne län;12;Enskild;47,7;12,6;82,0;19;19;16;24;21;12;.;.;.;111;
Dals-Ed;1438;Västra Götalands län;14;Samtliga;46,4;14,0;50,8;50;44;59;35;60;56;46;57;50;457;
Dals-Ed;1438;Västra Götalands län;14;Kommunal;46,4;14,0;50,8;50;44;59;35;60;56;46;57;50;457;
Danderyd;0162;Stockholms län;01;Samtliga;46,7;20,6;88,4;406;440;458;451;435;438;570;587;565;4 350;
Danderyd;0162;Stockholms län;01;Kommunal;46,2;16,3;89,8;306;330;326;394;367;377;343;375;349;3 167;
Danderyd;0162;Stockholms län;01;Enskild;48,4;17,0;91,1;73;71;96;24;30;27;183;191;185;880;
Danderyd;0162;Stockholms län;01;Internationella skolor;47,2;75,6;66,7;27;39;36;33;38;34;44;21;31;303;
Degerfors;1862;Örebro län;18;Samtliga;50,7;27,8;46,1;95;81;85;93;109;90;105;101;83;842;
Degerfors;1862;Örebro län;18;Kommunal;50,7;27,8;46,1;95;81;85;93;109;90;105;101;83;842;
Dorotea;2425;Västerbottens län;24;Samtliga;48,1;10,8;46,2;13;22;17;27;18;26;28;29;32;212;
Dorotea;2425;Västerbottens län;24;Kommunal;48,1;10,8;46,2;13;22;17;27;18;26;28;29;32;212;
Eda;1730;Värmlands län;17;Samtliga;46,9;27,8;37,9;87;93;101;106;84;109;77;75;76;808;
Eda;1730;Värmlands län;17;Kommunal;46,9;27,8;37,9;87;93;101;106;84;109;77;75;76;808;
Ekerö;0125;Stockholms län;01;Samtliga;47,6;13,2;76,4;420;438;450;422;412;431;386;401;418;3 778;
Ekerö;0125;Stockholms län;01;Kommunal;47,2;13,1;75,7;383;390;399;363;362;374;353;369;387;3 380;
Ekerö;0125;Stockholms län;01;Enskild;50,8;13,6;82,4;37;48;51;59;50;57;33;32;31;398;
Eksjö;0686;Jönköpings län;06;Samtliga;50,1;25,7;60,8;182;224;218;212;229;205;222;212;225;1 929;
Eksjö;0686;Jönköpings län;06;Kommunal;..;25,7;61,1;182;224;218;212;229;203;217;203;221;1 909;
Eksjö;0686;Jönköpings län;06;Enskild;..;25,0;30,0;.;.;.;.;.;2;5;9;4;20;
Emmaboda;0862;Kalmar län;08;Samtliga;49,4;26,9;46,6;86;95;109;89;129;98;102;83;94;885;
Emmaboda;0862;Kalmar län;08;Kommunal;49,4;26,9;46,6;86;95;109;89;129;98;102;83;94;885;
Enköping;0381;Uppsala län;03;Samtliga;49,2;25,6;55,3;638;631;582;600;600;665;605;590;610;5 521;
Enköping;0381;Uppsala län;03;Kommunal;48,2;27,1;53,1;594;586;543;503;492;513;420;400;408;4 459;
Enköping;0381;Uppsala län;03;Enskild;53,4;19,4;64,4;44;45;39;97;108;152;185;190;202;1 062;
Eskilstuna;0484;Södermanlands län;04;Samtliga;49,1;38,4;56,2;1 263;1 408;1 342;1 369;1 378;1 364;1 352;1 372;1 400;12 248;
Eskilstuna;0484;Södermanlands län;04;Kommunal;48,1;34,9;56,0;1 076;1 208;1 125;1 124;1 134;1 109;1 091;1 131;1 077;10 075;
Eskilstuna;0484;Södermanlands län;04;Enskild;53,7;54,9;57,3;187;200;217;245;244;255;261;241;323;2 173;
Eslöv;1285;Skåne län;12;Samtliga;48,6;29,4;61,0;443;436;456;402;455;398;385;412;439;3 826;
Eslöv;1285;Skåne län;12;Kommunal;48,6;29,8;60,6;430;424;444;390;444;386;385;412;439;3 754;
Eslöv;1285;Skåne län;12;Enskild;47,2;9,7;83,3;13;12;12;12;11;12;.;.;.;72;
Essunga;1445;Västra Götalands län;14;Samtliga;51,2;11,7;44,8;68;74;63;82;73;56;83;77;65;641;
Essunga;1445;Västra Götalands län;14;Kommunal;51,2;11,7;44,8;68;74;63;82;73;56;83;77;65;641;
Fagersta;1982;Västmanlands län;19;Samtliga;49,4;41,5;43,8;143;153;174;170;170;197;152;157;181;1 497;
Fagersta;1982;Västmanlands län;19;Kommunal;49,6;42,8;41,8;105;110;130;139;147;177;152;157;181;1 298;
Fagersta;1982;Västmanlands län;19;Enskild;47,7;33,7;56,8;38;43;44;31;23;20;.;.;.;199;
Falkenberg;1382;Hallands län;13;Samtliga;48,9;24,6;55,7;517;573;540;557;556;508;589;584;552;4 976;
Falkenberg;1382;Hallands län;13;Kommunal;48,8;26,5;53,0;443;492;461;479;455;429;485;477;448;4 169;
Falkenberg;1382;Hallands län;13;Enskild;49,3;14,4;69,8;74;81;79;78;101;79;104;107;104;807;
Falköping;1499;Västra Götalands län;14;Samtliga;50,5;26,0;51,9;385;402;376;409;403;399;382;391;387;3 534;
Falköping;1499;Västra Götalands län;14;Kommunal;50,5;..;51,5;373;394;365;404;399;389;382;391;387;3 484;
Falköping;1499;Västra Götalands län;14;Enskild;54,0;..;78,0;12;8;11;5;4;10;.;.;.;50;
Falun;2080;Dalarnas län;20;Samtliga;48,9;16,0;69,8;679;728;725;759;701;773;767;743;765;6 640;
Falun;2080;Dalarnas län;20;Kommunal;48,2;15,0;67,0;602;651;647;639;560;631;582;583;595;5 490;
Falun;2080;Dalarnas län;20;Enskild;52,4;20,9;82,9;77;77;78;120;141;142;185;160;170;1 150;
Filipstad;1782;Värmlands län;17;Samtliga;47,2;26,7;33,6;106;106;103;98;98;93;110;105;104;923;
Filipstad;1782;Värmlands län;17;Kommunal;47,9;..;32,9;98;98;94;91;90;85;110;105;104;875;
Filipstad;1782;Värmlands län;17;Enskild;35,4;..;45,8;8;8;9;7;8;8;.;.;.;48;
Finspång;0562;Östergötlands län;05;Samtliga;49,4;23,6;53,8;221;247;251;255;228;259;257;234;221;2 173;
Finspång;0562;Östergötlands län;05;Kommunal;49,3;..;53,8;219;239;245;249;226;256;257;234;221;2 146;
Finspång;0562;Östergötlands län;05;Enskild;55,6;..;59,3;2;8;6;6;2;3;.;.;.;27;
Flen;0482;Södermanlands län;04;Samtliga;46,8;38,7;42,2;178;184;153;180;164;158;169;142;165;1 493;
Flen;0482;Södermanlands län;04;Kommunal;47,1;44,5;38,8;146;154;116;119;101;105;88;72;87;988;
Flen;0482;Södermanlands län;04;Enskild;46,3;27,3;48,9;32;30;37;61;63;53;81;70;78;505;
Forshaga;1763;Värmlands län;17;Samtliga;48,0;12,5;61,5;168;170;138;163;137;130;138;129;151;1 324;
Forshaga;1763;Värmlands län;17;Kommunal;48,0;12,5;61,5;168;170;138;163;137;130;138;129;151;1 324;
Färgelanda;1439;Västra Götalands län;14;Samtliga;45,7;14,1;49,4;59;66;60;76;76;62;76;63;73;611;
Färgelanda;1439;Västra Götalands län;14;Kommunal;45,8;13,8;49,3;49;51;51;66;61;62;76;63;73;552;
Färgelanda;1439;Västra Götalands län;14;Enskild;44,1;16,9;50,8;10;15;9;10;15;.;.;.;.;59;
Gagnef;2026;Dalarnas län;20;Samtliga;49,9;6,1;56,7;158;130;134;137;116;148;126;129;120;1 198;
Gagnef;2026;Dalarnas län;20;Kommunal;49,9;6,1;56,7;158;130;134;137;116;148;126;129;120;1 198;
Gislaved;0662;Jönköpings län;06;Samtliga;49,4;36,0;46,7;312;354;360;343;373;352;358;349;369;3 170;
Gislaved;0662;Jönköpings län;06;Kommunal;49,2;36,4;46,4;299;342;347;330;362;340;347;338;358;3 063;
Gislaved;0662;Jönköpings län;06;Enskild;57,0;23,4;56,1;13;12;13;13;11;12;11;11;11;107;
Gnesta;0461;Södermanlands län;04;Samtliga;48,1;15,7;61,7;150;143;154;154;144;151;138;170;130;1 334;
Gnesta;0461;Södermanlands län;04;Kommunal;47,5;15,6;58,6;128;123;129;127;125;128;126;148;115;1 149;
Gnesta;0461;Södermanlands län;04;Enskild;51,4;16,2;81,1;22;20;25;27;19;23;12;22;15;185;
Gnosjö;0617;Jönköpings län;06;Samtliga;49,9;36,0;44,5;114;104;139;119;96;111;108;101;112;1 004;
Gnosjö;0617;Jönköpings län;06;Kommunal;49,9;36,0;44,5;114;104;139;119;96;111;108;101;112;1 004;
Gotland;0980;Gotlands län;09;Samtliga;48,9;11,2;60,2;644;676;589;693;648;688;662;718;705;6 023;
Gotland;0980;Gotlands län;09;Kommunal;48,5;11,3;58,3;545;567;491;576;545;589;547;613;586;5 059;
Gotland;0980;Gotlands län;09;Enskild;51,0;10,4;70,6;99;109;98;117;103;99;115;105;119;964;
Grums;1764;Värmlands län;17;Samtliga;48,9;15,8;41,4;95;97;111;90;105;84;75;68;87;812;
Grums;1764;Värmlands län;17;Kommunal;50,2;15,3;39,1;84;75;90;80;82;72;75;68;87;713;
Grums;1764;Värmlands län;17;Enskild;39,4;19,2;57,6;11;22;21;10;23;12;.;.;.;99;
Grästorp;1444;Västra Götalands län;14;Samtliga;46,4;6,9;57,6;60;68;42;63;59;55;60;65;63;535;
Grästorp;1444;Västra Götalands län;14;Kommunal;46,4;6,9;57,6;60;68;42;63;59;55;60;65;63;535;
Gullspång;1447;Västra Götalands län;14;Samtliga;52,1;27,3;39,1;38;49;37;54;46;49;55;42;37;407;
Gullspång;1447;Västra Götalands län;14;Kommunal;52,1;27,3;39,1;38;49;37;54;46;49;55;42;37;407;
Gällivare;2523;Norrbottens län;25;Samtliga;49,3;14,4;49,6;190;167;192;168;180;180;180;154;177;1 588;
Gällivare;2523;Norrbottens län;25;Kommunal;48,9;..;48,2;190;167;192;146;158;158;156;131;155;1 453;
Gällivare;2523;Norrbottens län;25;Enskild;54,1;..;63,7;.;.;.;22;22;22;24;23;22;135;
Gävle;2180;Gävleborgs län;21;Samtliga;49,5;25,7;63,7;1 112;1 131;1 142;1 152;1 169;1 207;1 186;1 256;1 282;10 637;
Gävle;2180;Gävleborgs län;21;Kommunal;49,3;22,7;63,4;1 030;1 049;1 028;920;933;891;845;860;869;8 425;
Gävle;2180;Gävleborgs län;21;Enskild;50,3;37,1;65,1;82;82;114;232;236;316;341;396;413;2 212;
Göteborg;1480;Västra Götalands län;14;Samtliga;49,1;39,0;70,0;5 975;6 185;6 147;6 063;6 121;6 320;6 193;6 581;6 511;56 096;
Göteborg;1480;Västra Götalands län;14;Kommunal;48,9;37,6;67,9;4 906;5 126;5 080;4 911;4 925;4 710;4 008;4 359;4 336;42 361;
Göteborg;1480;Västra Götalands län;14;Internationella skolor;44,8;96,4;75,3;46;60;51;48;57;54;56;62;97;531;
Göteborg;1480;Västra Götalands län;14;Enskild;50,0;41,2;76,4;1 023;999;1 016;1 104;1 139;1 556;2 129;2 160;2 078;13 204;
Götene;1471;Västra Götalands län;14;Samtliga;48,2;14,8;55,4;130;136;140;160;167;145;134;148;144;1 304;
Götene;1471;Västra Götalands län;14;Kommunal;48,2;14,8;55,4;130;136;140;160;167;145;134;148;144;1 304;
Habo;0643;Jönköpings län;06;Samtliga;50,3;8,8;70,8;202;230;235;226;214;209;190;208;173;1 887;
Habo;0643;Jönköpings län;06;Kommunal;50,3;8,8;70,8;202;230;235;226;214;209;190;208;173;1 887;
Hagfors;1783;Värmlands län;17;Samtliga;49,9;26,0;43,4;81;102;105;94;108;111;116;115;109;941;
Hagfors;1783;Värmlands län;17;Kommunal;49,9;26,0;43,4;81;102;105;94;108;111;116;115;109;941;
Hallsberg;1861;Örebro län;18;Samtliga;50,0;26,4;48,2;192;213;198;197;189;184;174;205;178;1 730;
Hallsberg;1861;Örebro län;18;Kommunal;50,0;26,4;48,2;192;213;198;197;189;184;174;205;178;1 730;
Hallstahammar;1961;Västmanlands län;19;Samtliga;49,9;25,9;49,9;197;204;192;189;208;210;190;217;204;1 811;
Hallstahammar;1961;Västmanlands län;19;Kommunal;49,9;25,9;49,9;197;204;192;189;208;210;190;217;204;1 811;
Halmstad;1380;Hallands län;13;Samtliga;48,4;29,7;66,0;1 246;1 266;1 208;1 270;1 233;1 261;1 274;1 370;1 222;11 350;
Halmstad;1380;Hallands län;13;Kommunal;48,3;30,3;64,3;1 157;1 180;1 133;1 102;1 062;1 091;1 086;1 202;1 039;10 052;
Halmstad;1380;Hallands län;13;Enskild;49,8;25,0;79,0;89;86;75;168;171;170;188;168;183;1 298;
Hammarö;1761;Värmlands län;17;Samtliga;48,7;6,5;81,2;258;271;249;290;238;255;254;258;237;2 310;
Hammarö;1761;Värmlands län;17;Kommunal;48,7;6,5;81,2;258;271;249;290;238;255;254;258;237;2 310;
Haninge;0136;Stockholms län;01;Samtliga;48,7;35,5;55,4;1 308;1 284;1 296;1 164;1 134;1 026;958;1 070;1 009;10 249;
Haninge;0136;Stockholms län;01;Kommunal;47,9;39,0;53,6;968;934;962;883;857;801;732;828;761;7 726;
Haninge;0136;Stockholms län;01;Enskild;51,3;24,9;60,9;340;350;334;281;277;225;226;242;248;2 523;
Haparanda;2583;Norrbottens län;25;Samtliga;49,7;31,7;47,6;82;84;105;100;105;103;115;115;116;925;
Haparanda;2583;Norrbottens län;25;Kommunal;50,2;30,6;47,8;74;76;99;89;93;90;115;115;116;867;
Haparanda;2583;Norrbottens län;25;Enskild;43,1;48,3;44,8;8;8;6;11;12;13;.;.;.;58;
Heby;0331;Uppsala län;03;Samtliga;49,9;17,0;50,5;168;163;166;172;160;168;163;161;170;1 491;
Heby;0331;Uppsala län;03;Kommunal;50,2;17,2;50,0;157;154;160;165;154;161;163;161;170;1 445;
Heby;0331;Uppsala län;03;Enskild;41,3;10,9;65,2;11;9;6;7;6;7;.;.;.;46;
Hedemora;2083;Dalarnas län;20;Samtliga;46,9;20,4;49,6;179;154;190;144;151;168;138;180;185;1 489;
Hedemora;2083;Dalarnas län;20;Kommunal;46,1;20,8;47,7;127;122;145;105;120;134;133;169;173;1 228;
Hedemora;2083;Dalarnas län;20;Enskild;50,6;18,4;58,2;52;32;45;39;31;34;5;11;12;261;
Helsingborg;1283;Skåne län;12;Samtliga;48,7;43,1;63,3;1 704;1 770;1 758;1 816;1 812;1 903;1 909;1 959;1 903;16 534;
Helsingborg;1283;Skåne län;12;Kommunal;48,9;39,9;62,3;1 293;1 344;1 338;1 352;1 351;1 301;1 148;1 235;1 248;11 610;
Helsingborg;1283;Skåne län;12;Enskild;48,8;46,2;62,9;370;387;359;403;408;544;695;653;593;4 412;
Helsingborg;1283;Skåne län;12;Internationella skolor;45,9;88,9;89,8;41;39;61;61;53;58;66;71;62;512;
Herrljunga;1466;Västra Götalands län;14;Samtliga;50,7;17,4;53,2;99;109;100;109;120;115;117;111;103;983;
Herrljunga;1466;Västra Götalands län;14;Kommunal;50,7;17,4;53,2;99;109;100;109;120;115;117;111;103;983;
Hjo;1497;Västra Götalands län;14;Samtliga;50,0;11,0;64,3;103;91;105;110;109;100;114;105;105;942;
Hjo;1497;Västra Götalands län;14;Kommunal;50,0;11,0;64,3;103;91;105;110;109;100;114;105;105;942;
Hofors;2104;Gävleborgs län;21;Samtliga;49,8;18,0;43,3;89;106;118;97;91;85;83;105;88;862;
Hofors;2104;Gävleborgs län;21;Kommunal;49,8;18,0;43,3;89;106;118;97;91;85;83;105;88;862;
Huddinge;0126;Stockholms län;01;Samtliga;47,8;32,9;71,3;1 371;1 495;1 430;1 493;1 500;1 540;1 520;1 561;1 499;13 409;
Huddinge;0126;Stockholms län;01;Kommunal;47,3;31,8;70,9;1 259;1 327;1 247;1 345;1 320;1 183;1 131;1 120;1 076;11 008;
Huddinge;0126;Stockholms län;01;Enskild;50,1;38,0;72,9;112;168;183;148;180;357;389;441;423;2 401;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;49,4;15,1;61,7;419;408;398;414;419;436;425;492;492;3 903;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;49,1;15,4;61,5;386;373;372;381;383;396;380;424;416;3 511;
Hudiksvall;2184;Gävleborgs län;21;Enskild;52,0;13,3;63,3;33;35;26;33;36;40;45;68;76;392;
Hultsfred;0860;Kalmar län;08;Samtliga;49,0;31,7;46,9;136;157;168;165;159;154;148;169;146;1 402;
Hultsfred;0860;Kalmar län;08;Kommunal;48,9;31,6;47,6;112;132;141;134;133;136;100;129;106;1 123;
Hultsfred;0860;Kalmar län;08;Enskild;49,5;31,9;44,1;24;25;27;31;26;18;48;40;40;279;
Hylte;1315;Hallands län;13;Samtliga;48,6;36,1;42,7;112;126;132;137;127;148;128;128;139;1 177;
Hylte;1315;Hallands län;13;Kommunal;49,0;37,3;43,1;112;126;118;129;115;139;121;121;129;1 110;
Hylte;1315;Hallands län;13;Enskild;41,8;16,4;35,8;.;.;14;8;12;9;7;7;10;67;
Hällefors;1863;Örebro län;18;Samtliga;51,4;29,8;38,2;75;69;61;59;71;59;67;59;64;584;
Hällefors;1863;Örebro län;18;Kommunal;51,4;29,8;38,2;75;69;61;59;71;59;67;59;64;584;
Härjedalen;2361;Jämtlands län;23;Samtliga;43,5;16,7;54,4;88;92;103;83;94;104;103;93;97;857;
Härjedalen;2361;Jämtlands län;23;Kommunal;43,5;16,7;54,4;88;92;103;83;94;104;103;93;97;857;
Härnösand;2280;Västernorrlands län;22;Samtliga;49,7;26,4;59,6;263;254;281;255;263;273;290;342;278;2 499;
Härnösand;2280;Västernorrlands län;22;Kommunal;49,9;26,8;58,5;244;231;259;233;241;251;264;300;253;2 276;
Härnösand;2280;Västernorrlands län;22;Enskild;47,5;21,5;70,4;19;23;22;22;22;22;26;42;25;223;
Härryda;1401;Västra Götalands län;14;Samtliga;49,2;12,3;79,0;488;600;541;586;627;609;601;700;610;5 362;
Härryda;1401;Västra Götalands län;14;Kommunal;49,1;12,5;77,6;436;548;488;533;574;549;528;623;537;4 816;
Härryda;1401;Västra Götalands län;14;Enskild;50,2;10,6;90,8;52;52;53;53;53;60;73;77;73;546;
Hässleholm;1293;Skåne län;12;Samtliga;48,7;28,2;55,9;554;620;602;586;558;664;650;643;670;5 547;
Hässleholm;1293;Skåne län;12;Kommunal;48,7;27,7;53,2;501;558;547;502;475;552;540;504;562;4 741;
Hässleholm;1293;Skåne län;12;Enskild;48,5;31,3;71,5;53;62;55;84;83;112;110;139;108;806;
Håbo;0305;Uppsala län;03;Samtliga;48,1;17,4;59,2;270;334;314;317;294;309;279;318;315;2 750;
Håbo;0305;Uppsala län;03;Kommunal;47,5;19,4;56,9;248;312;292;266;223;261;228;242;263;2 335;
Håbo;0305;Uppsala län;03;Enskild;51,6;6,3;71,8;22;22;22;51;71;48;51;76;52;415;
Höganäs;1284;Skåne län;12;Samtliga;48,7;16,8;72,0;315;332;306;337;352;331;374;347;369;3 063;
Höganäs;1284;Skåne län;12;Kommunal;48,8;16,3;72,7;285;307;286;307;327;310;355;331;331;2 839;
Höganäs;1284;Skåne län;12;Enskild;47,8;23,7;62,9;30;25;20;30;25;21;19;16;38;224;
Högsby;0821;Kalmar län;08;Samtliga;51,4;34,6;38,5;50;53;43;48;54;70;58;59;59;494;
Högsby;0821;Kalmar län;08;Kommunal;51,4;34,6;38,5;50;53;43;48;54;70;58;59;59;494;
Hörby;1266;Skåne län;12;Samtliga;49,8;17,5;56,1;174;198;176;178;183;179;166;179;185;1 618;
Hörby;1266;Skåne län;12;Kommunal;49,8;19,1;54,3;149;174;152;160;160;156;137;156;151;1 395;
