Statistik från Skolverket, https://www.skolverket.se

Grundskola - Antal elever per årskurs
Valt läsår: 2024/25

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Andel (%) flickor, årskurs 1-9;Andel (%) elever med utländsk bakgrund, åk 1-9;Andel (%) elever med föräldrar med eftergymnasial utb., åk 1-9;Elever, årskurs 1;Elever, årskurs 2;Elever, årskurs 3;Elever, årskurs 4;Elever, årskurs 5;Elever, årskurs 6;Elever, årskurs 7;Elever, årskurs 8;Elever, årskurs 9;Elever, årskurs 1-9;
Hörby;1266;Skåne län;12;Enskild;49,3;7,6;66,8;25;24;24;18;23;23;29;23;34;223;
Höör;1267;Skåne län;12;Samtliga;47,8;12,9;69,2;236;203;242;218;219;210;218;240;214;2 000;
Höör;1267;Skåne län;12;Kommunal;45,9;13,5;65,6;167;140;174;154;155;147;198;216;188;1 539;
Höör;1267;Skåne län;12;Enskild;54,2;11,1;81,1;69;63;68;64;64;63;20;24;26;461;
Jokkmokk;2510;Norrbottens län;25;Samtliga;49,6;20,4;53,1;31;34;28;39;41;25;49;50;46;343;
Jokkmokk;2510;Norrbottens län;25;Kommunal;50,8;19,9;53,9;31;34;28;39;41;21;44;40;39;317;
Jokkmokk;2510;Norrbottens län;25;Enskild;34,6;26,9;42,3;.;.;.;.;.;4;5;10;7;26;
Järfälla;0123;Stockholms län;01;Samtliga;47,6;45,4;66,6;983;1 031;1 068;962;971;933;879;928;907;8 662;
Järfälla;0123;Stockholms län;01;Kommunal;47,9;44,4;66,4;932;981;1 014;906;853;762;715;749;739;7 651;
Järfälla;0123;Stockholms län;01;Enskild;45,8;52,9;68,4;51;50;54;56;118;171;164;179;168;1 011;
Jönköping;0680;Jönköpings län;06;Samtliga;48,7;26,9;67,2;1 640;1 692;1 731;1 729;1 691;1 783;1 828;1 815;1 821;15 730;
Jönköping;0680;Jönköpings län;06;Kommunal;49,1;24,7;67,4;1 478;1 529;1 591;1 561;1 497;1 561;1 520;1 534;1 480;13 751;
Jönköping;0680;Jönköpings län;06;Enskild;46,2;42,3;66,0;162;163;140;168;194;222;308;281;341;1 979;
Kalix;2514;Norrbottens län;25;Samtliga;47,5;12,5;54,9;151;127;168;148;147;148;144;174;140;1 347;
Kalix;2514;Norrbottens län;25;Kommunal;47,6;13,0;53,3;133;109;147;121;123;126;126;152;123;1 160;
Kalix;2514;Norrbottens län;25;Enskild;47,1;9,6;65,2;18;18;21;27;24;22;18;22;17;187;
Kalmar;0880;Kalmar län;08;Samtliga;49,6;22,0;68,2;805;844;844;862;826;903;809;882;892;7 667;
Kalmar;0880;Kalmar län;08;Kommunal;48,9;21,9;66,7;762;798;793;801;761;821;666;673;660;6 735;
Kalmar;0880;Kalmar län;08;Enskild;54,2;22,7;78,6;43;46;51;61;65;82;143;209;232;932;
Karlsborg;1446;Västra Götalands län;14;Samtliga;49,0;15,8;59,8;73;60;64;79;71;65;74;66;70;622;
Karlsborg;1446;Västra Götalands län;14;Kommunal;48,5;15,6;59,6;61;49;53;65;62;59;74;66;70;559;
Karlsborg;1446;Västra Götalands län;14;Enskild;54,0;17,5;61,9;12;11;11;14;9;6;.;.;.;63;
Karlshamn;1082;Blekinge län;10;Samtliga;48,7;24,2;62,6;348;341;347;349;374;351;401;375;398;3 284;
Karlshamn;1082;Blekinge län;10;Kommunal;48,6;25,4;60,6;324;318;321;316;343;306;310;287;306;2 831;
Karlshamn;1082;Blekinge län;10;Enskild;49,0;16,8;75,3;24;23;26;33;31;45;91;88;92;453;
Karlskoga;1883;Örebro län;18;Samtliga;48,5;27,4;52,0;307;298;337;304;333;320;330;332;361;2 922;
Karlskoga;1883;Örebro län;18;Kommunal;48,7;..;51,7;300;292;319;295;324;306;330;332;361;2 859;
Karlskoga;1883;Örebro län;18;Enskild;36,5;..;65,1;7;6;18;9;9;14;.;.;.;63;
Karlskrona;1080;Blekinge län;10;Samtliga;49,2;19,9;71,0;669;743;726;766;734;766;777;820;784;6 785;
Karlskrona;1080;Blekinge län;10;Kommunal;48,9;18,8;68,2;514;567;547;571;553;571;530;575;539;4 967;
Karlskrona;1080;Blekinge län;10;Enskild;49,6;17,9;79,5;147;164;162;188;166;181;229;232;230;1 699;
Karlskrona;1080;Blekinge län;10;Internationella skolor;56,3;91,6;64,7;8;12;17;7;15;14;18;13;15;119;
Karlstad;1780;Värmlands län;17;Samtliga;49,4;22,7;72,6;1 080;1 035;1 034;1 052;1 043;1 131;1 122;1 097;1 142;9 736;
Karlstad;1780;Värmlands län;17;Kommunal;49,4;19,7;73,1;1 033;983;997;938;876;937;888;884;916;8 452;
Karlstad;1780;Värmlands län;17;Enskild;49,7;42,5;69,6;47;52;37;114;167;194;234;213;226;1 284;
Katrineholm;0483;Södermanlands län;04;Samtliga;49,7;32,1;49,0;436;424;408;394;415;444;427;420;425;3 793;
Katrineholm;0483;Södermanlands län;04;Kommunal;49,8;33,6;47,2;436;424;408;357;377;375;309;352;332;3 370;
Katrineholm;0483;Södermanlands län;04;Enskild;49,2;20,8;62,6;.;.;.;37;38;69;118;68;93;423;
Kil;1715;Värmlands län;17;Samtliga;48,1;9,2;58,7;151;155;162;158;139;146;138;131;121;1 301;
Kil;1715;Värmlands län;17;Kommunal;48,1;9,2;58,7;151;155;162;158;139;146;138;131;121;1 301;
Kinda;0513;Östergötlands län;05;Samtliga;49,0;14,6;55,6;102;143;105;117;98;109;95;113;122;1 004;
Kinda;0513;Östergötlands län;05;Kommunal;49,0;14,6;55,6;102;143;105;117;98;109;95;113;122;1 004;
Kiruna;2584;Norrbottens län;25;Samtliga;50,2;12,0;53,1;195;237;238;210;245;230;216;252;246;2 069;
Kiruna;2584;Norrbottens län;25;Kommunal;50,4;..;50,5;171;211;212;184;219;204;191;225;220;1 837;
Kiruna;2584;Norrbottens län;25;Enskild;48,7;..;73,3;24;26;26;26;26;26;25;27;26;232;
Klippan;1276;Skåne län;12;Samtliga;49,3;26,0;50,0;180;189;170;198;184;216;198;238;192;1 765;
Klippan;1276;Skåne län;12;Kommunal;49,7;26,6;49,6;166;176;160;183;169;214;198;238;192;1 696;
Klippan;1276;Skåne län;12;Enskild;39,1;11,6;60,9;14;13;10;15;15;2;.;.;.;69;
Knivsta;0330;Uppsala län;03;Samtliga;48,3;15,7;76,6;340;323;317;315;312;333;281;297;261;2 779;
Knivsta;0330;Uppsala län;03;Kommunal;47,8;15,9;76,0;292;291;272;268;295;312;263;283;241;2 517;
Knivsta;0330;Uppsala län;03;Enskild;53,1;13,4;82,4;48;32;45;47;17;21;18;14;20;262;
Kramfors;2282;Västernorrlands län;22;Samtliga;49,0;22,6;48,1;171;163;167;178;168;167;178;159;185;1 536;
Kramfors;2282;Västernorrlands län;22;Kommunal;48,9;..;47,7;165;153;160;171;164;163;178;159;185;1 498;
Kramfors;2282;Västernorrlands län;22;Enskild;52,6;..;63,2;6;10;7;7;4;4;.;.;.;38;
Kristianstad;1290;Skåne län;12;Samtliga;50,3;32,1;62,2;1 029;968;997;1 018;972;1 033;999;1 068;1 101;9 185;
Kristianstad;1290;Skåne län;12;Kommunal;50,6;31,2;62,0;892;838;861;882;859;910;894;942;994;8 072;
Kristianstad;1290;Skåne län;12;Enskild;48,2;38,6;63,8;137;130;136;136;113;123;105;126;107;1 113;
Kristinehamn;1781;Värmlands län;17;Samtliga;48,6;20,6;57,3;256;236;263;256;254;250;277;247;243;2 282;
Kristinehamn;1781;Värmlands län;17;Kommunal;48,6;20,6;57,3;256;236;263;256;254;250;277;247;243;2 282;
Krokom;2309;Jämtlands län;23;Samtliga;48,3;8,6;66,7;215;220;233;223;198;190;208;232;217;1 936;
Krokom;2309;Jämtlands län;23;Kommunal;48,3;8,6;66,7;215;220;233;223;198;190;208;232;217;1 936;
Kumla;1881;Örebro län;18;Samtliga;49,2;21,3;59,1;296;304;291;316;305;283;300;300;302;2 697;
Kumla;1881;Örebro län;18;Kommunal;49,2;21,3;59,1;296;304;291;316;305;283;300;300;302;2 697;
Kungsbacka;1384;Hallands län;13;Samtliga;48,8;11,1;76,4;1 062;1 156;1 120;1 153;1 137;1 203;1 231;1 284;1 292;10 638;
Kungsbacka;1384;Hallands län;13;Kommunal;48,2;9,8;74,3;829;928;895;912;899;966;999;1 064;1 089;8 581;
Kungsbacka;1384;Hallands län;13;Enskild;51,0;16,5;84,9;233;228;225;241;238;237;232;220;203;2 057;
Kungsör;1960;Västmanlands län;19;Samtliga;47,4;30,2;50,4;105;95;104;103;89;96;84;86;103;865;
Kungsör;1960;Västmanlands län;19;Kommunal;47,4;30,2;50,4;105;95;104;103;89;96;84;86;103;865;
Kungälv;1482;Västra Götalands län;14;Samtliga;48,5;13,7;68,8;588;619;621;588;587;595;602;617;626;5 443;
Kungälv;1482;Västra Götalands län;14;Kommunal;48,2;14,4;67,2;511;547;565;531;528;515;495;513;524;4 729;
Kungälv;1482;Västra Götalands län;14;Enskild;50,3;9,5;79,6;77;72;56;57;59;80;107;104;102;714;
Kävlinge;1261;Skåne län;12;Samtliga;49,1;14,5;73,6;446;497;421;472;466;455;453;464;395;4 069;
Kävlinge;1261;Skåne län;12;Kommunal;49,4;15,7;71,5;410;452;374;418;420;399;358;353;321;3 505;
Kävlinge;1261;Skåne län;12;Enskild;47,0;6,7;86,7;36;45;47;54;46;56;95;111;74;564;
Köping;1983;Västmanlands län;19;Samtliga;46,7;33,6;48,1;299;292;276;296;319;316;315;317;296;2 726;
Köping;1983;Västmanlands län;19;Kommunal;46,7;33,6;48,1;299;292;276;296;319;316;315;317;296;2 726;
Laholm;1381;Hallands län;13;Samtliga;50,1;23,0;56,2;308;367;299;301;316;300;241;277;288;2 697;
Laholm;1381;Hallands län;13;Kommunal;50,2;23,9;56,1;280;328;273;281;297;295;241;277;288;2 560;
Laholm;1381;Hallands län;13;Enskild;48,9;7,3;59,1;28;39;26;20;19;5;.;.;.;137;
Landskrona;1282;Skåne län;12;Samtliga;48,5;41,8;57,3;634;540;568;563;584;576;568;593;593;5 219;
Landskrona;1282;Skåne län;12;Kommunal;48,2;39,8;55,6;513;429;450;405;399;391;331;362;374;3 654;
Landskrona;1282;Skåne län;12;Enskild;49,1;46,3;61,2;121;111;118;158;185;185;237;231;219;1 565;
Laxå;1860;Örebro län;18;Samtliga;49,1;33,1;43,0;49;64;67;52;52;49;55;63;68;519;
Laxå;1860;Örebro län;18;Kommunal;49,1;33,1;43,0;49;64;67;52;52;49;55;63;68;519;
Lekeberg;1814;Örebro län;18;Samtliga;46,8;10,2;57,2;125;138;110;134;111;94;109;120;96;1 037;
Lekeberg;1814;Örebro län;18;Kommunal;46,8;10,2;57,2;125;138;110;134;111;94;109;120;96;1 037;
Leksand;2029;Dalarnas län;20;Samtliga;45,9;15,7;63,0;182;180;190;167;177;163;185;182;189;1 615;
Leksand;2029;Dalarnas län;20;Kommunal;45,1;15,6;61,4;156;148;163;137;149;136;157;154;161;1 361;
Leksand;2029;Dalarnas län;20;Enskild;50,0;16,5;71,7;26;32;27;30;28;27;28;28;28;254;
Lerum;1441;Västra Götalands län;14;Samtliga;47,9;10,9;77,8;652;634;663;672;665;616;671;639;677;5 889;
Lerum;1441;Västra Götalands län;14;Kommunal;47,8;11,2;76,8;608;591;623;629;623;587;638;609;649;5 557;
Lerum;1441;Västra Götalands län;14;Enskild;49,7;6,0;93,7;44;43;40;43;42;29;33;30;28;332;
Lessebo;0761;Kronobergs län;07;Samtliga;51,0;42,2;50,3;103;128;96;95;97;105;69;110;76;879;
Lessebo;0761;Kronobergs län;07;Kommunal;51,0;42,2;50,3;103;128;96;95;97;105;69;110;76;879;
Lidingö;0186;Stockholms län;01;Samtliga;47,3;17,4;86,1;585;607;615;575;616;565;602;649;644;5 458;
Lidingö;0186;Stockholms län;01;Kommunal;46,3;16,7;85,6;451;472;480;432;464;414;413;476;459;4 061;
Lidingö;0186;Stockholms län;01;Enskild;50,4;19,5;87,3;134;135;135;143;152;151;189;173;185;1 397;
Lidköping;1494;Västra Götalands län;14;Samtliga;47,4;18,2;62,6;454;443;453;473;463;474;459;521;547;4 287;
Lidköping;1494;Västra Götalands län;14;Kommunal;46,8;19,9;61,1;418;407;415;438;428;438;333;377;395;3 649;
Lidköping;1494;Västra Götalands län;14;Enskild;50,8;8,5;71,0;36;36;38;35;35;36;126;144;152;638;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;46,4;25,8;52,2;194;195;169;181;160;160;146;133;142;1 480;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;45,5;22,6;52,5;179;181;156;171;143;148;126;116;127;1 347;
Lilla Edet;1462;Västra Götalands län;14;Enskild;55,6;57,9;49,6;15;14;13;10;17;12;20;17;15;133;
Lindesberg;1885;Örebro län;18;Samtliga;49,4;23,8;47,3;257;263;263;273;245;256;270;255;266;2 348;
Lindesberg;1885;Örebro län;18;Kommunal;49,6;24,6;47,1;230;236;242;241;231;242;270;255;266;2 213;
Lindesberg;1885;Örebro län;18;Enskild;46,7;9,6;50,4;27;27;21;32;14;14;.;.;.;135;
Linköping;0580;Östergötlands län;05;Samtliga;48,4;27,7;70,9;1 732;1 876;1 855;1 844;1 894;1 936;1 892;1 936;1 961;16 926;
Linköping;0580;Östergötlands län;05;Kommunal;48,2;26,8;70,3;1 608;1 730;1 731;1 689;1 682;1 714;1 372;1 422;1 442;14 390;
Linköping;0580;Östergötlands län;05;Enskild;49,7;32,8;74,3;124;146;124;155;212;222;520;514;519;2 536;
Ljungby;0781;Kronobergs län;07;Samtliga;49,5;27,3;57,3;330;308;310;302;304;286;327;305;324;2 796;
Ljungby;0781;Kronobergs län;07;Kommunal;50,0;27,4;57,0;299;281;273;277;285;266;306;290;300;2 577;
Ljungby;0781;Kronobergs län;07;Enskild;43,8;26,5;60,7;31;27;37;25;19;20;21;15;24;219;
Ljusdal;2161;Gävleborgs län;21;Samtliga;49,6;13,7;48,1;173;197;181;188;185;201;206;214;208;1 753;
Ljusdal;2161;Gävleborgs län;21;Kommunal;48,6;15,4;46,3;131;154;145;141;155;167;166;174;169;1 402;
Ljusdal;2161;Gävleborgs län;21;Enskild;53,6;7,1;55,3;42;43;36;47;30;34;40;40;39;351;
Ljusnarsberg;1864;Örebro län;18;Samtliga;51,4;23,8;42,0;33;33;25;45;34;27;42;46;34;319;
Ljusnarsberg;1864;Örebro län;18;Kommunal;51,4;23,8;42,0;33;33;25;45;34;27;42;46;34;319;
Lomma;1262;Skåne län;12;Samtliga;47,0;10,6;88,4;315;384;359;413;417;438;424;453;454;3 657;
Lomma;1262;Skåne län;12;Kommunal;46,7;10,8;88,0;300;366;344;392;399;417;403;430;434;3 485;
Lomma;1262;Skåne län;12;Enskild;51,7;7,6;95,3;15;18;15;21;18;21;21;23;20;172;
Ludvika;2085;Dalarnas län;20;Samtliga;49,3;30,8;51,8;334;331;348;318;304;366;333;276;285;2 895;
Ludvika;2085;Dalarnas län;20;Kommunal;49,5;31,7;51,7;315;311;326;300;284;343;333;276;285;2 773;
Ludvika;2085;Dalarnas län;20;Enskild;44,3;9,8;54,9;19;20;22;18;20;23;.;.;.;122;
Luleå;2580;Norrbottens län;25;Samtliga;48,4;13,4;72,5;787;814;796;884;827;794;860;850;881;7 493;
Luleå;2580;Norrbottens län;25;Kommunal;47,9;14,4;71,0;666;696;689;749;723;699;749;749;773;6 493;
Luleå;2580;Norrbottens län;25;Enskild;51,3;7,0;82,3;121;118;107;135;104;95;111;101;108;1 000;
Lund;1281;Skåne län;12;Samtliga;48,1;30,5;83,0;1 289;1 432;1 465;1 563;1 560;1 714;1 655;1 760;1 744;14 182;
Lund;1281;Skåne län;12;Kommunal;48,0;26,1;82,0;1 058;1 182;1 206;1 236;1 220;1 310;1 236;1 290;1 310;11 048;
Lund;1281;Skåne län;12;Enskild;48,4;36,9;87,5;173;186;191;280;282;348;362;400;372;2 594;
Lund;1281;Skåne län;12;Internationella skolor;49,8;88,7;82,6;58;64;68;47;58;56;57;70;62;540;
Lycksele;2481;Västerbottens län;24;Samtliga;47,1;16,6;55,4;151;160;169;124;143;123;146;124;159;1 299;
Lycksele;2481;Västerbottens län;24;Kommunal;47,1;16,6;55,4;151;160;169;124;143;123;146;124;159;1 299;
Lysekil;1484;Västra Götalands län;14;Samtliga;47,9;21,5;56,5;127;127;123;150;130;162;149;151;149;1 268;
Lysekil;1484;Västra Götalands län;14;Kommunal;47,9;21,5;56,5;127;127;123;150;130;162;149;151;149;1 268;
Malmö;1280;Skåne län;12;Samtliga;49,2;50,3;65,2;4 034;4 098;4 055;4 162;4 106;4 115;3 995;4 079;3 976;36 620;
Malmö;1280;Skåne län;12;Kommunal;48,9;51,0;63,0;3 460;3 503;3 485;3 585;3 511;3 406;3 242;3 362;3 218;30 772;
Malmö;1280;Skåne län;12;Internationella skolor;50,7;83,0;80,8;77;87;84;77;85;87;87;104;58;746;
Malmö;1280;Skåne län;12;Enskild;50,4;41,1;76,1;497;508;486;500;510;622;666;613;700;5 102;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;47,7;17,9;48,4;110;95;95;81;96;97;113;109;90;886;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;47,7;17,9;48,4;110;95;95;81;96;97;113;109;90;886;
Malå;2418;Västerbottens län;24;Samtliga;44,6;17,5;49,8;29;37;31;34;40;40;37;47;30;325;
Malå;2418;Västerbottens län;24;Kommunal;44,6;17,5;49,8;29;37;31;34;40;40;37;47;30;325;
Mariestad;1493;Västra Götalands län;14;Samtliga;50,5;17,3;59,7;252;273;294;268;247;279;274;264;281;2 432;
Mariestad;1493;Västra Götalands län;14;Kommunal;51,0;19,4;57,8;225;241;261;239;220;252;208;199;217;2 062;
Mariestad;1493;Västra Götalands län;14;Enskild;47,3;5,1;70,0;27;32;33;29;27;27;66;65;64;370;
Mark;1463;Västra Götalands län;14;Samtliga;47,8;17,4;56,4;379;435;422;417;409;408;405;464;435;3 774;
Mark;1463;Västra Götalands län;14;Kommunal;47,8;17,7;56,0;362;416;395;399;384;377;385;432;396;3 546;
Mark;1463;Västra Götalands län;14;Enskild;47,4;12,7;64,0;17;19;27;18;25;31;20;32;39;228;
Markaryd;0767;Kronobergs län;07;Samtliga;50,6;34,9;45,5;110;124;109;102;119;115;112;122;125;1 038;
Markaryd;0767;Kronobergs län;07;Kommunal;50,6;34,9;45,5;110;124;109;102;119;115;112;122;125;1 038;
Mellerud;1461;Västra Götalands län;14;Samtliga;44,6;28,7;47,8;107;87;101;105;94;84;106;94;99;877;
Mellerud;1461;Västra Götalands län;14;Kommunal;44,6;28,7;47,8;107;87;101;105;94;84;106;94;99;877;
Mjölby;0586;Östergötlands län;05;Samtliga;49,2;19,9;57,5;359;362;356;351;353;307;334;322;345;3 089;
Mjölby;0586;Östergötlands län;05;Kommunal;49,2;19,9;57,5;359;362;356;351;353;307;334;322;345;3 089;
Mora;2062;Dalarnas län;20;Samtliga;50,5;13,7;62,4;210;231;178;210;221;227;234;219;254;1 984;
Mora;2062;Dalarnas län;20;Kommunal;50,2;13,8;62,4;204;219;172;204;212;216;234;219;254;1 934;
Mora;2062;Dalarnas län;20;Enskild;60,0;10,0;64,0;6;12;6;6;9;11;.;.;.;50;
Motala;0583;Östergötlands län;05;Samtliga;48,1;23,7;54,0;510;523;515;506;461;516;491;538;491;4 551;
Motala;0583;Östergötlands län;05;Kommunal;47,3;25,8;51,9;488;501;493;466;411;454;353;371;380;3 917;
Motala;0583;Östergötlands län;05;Enskild;52,8;10,4;66,9;22;22;22;40;50;62;138;167;111;634;
Mullsjö;0642;Jönköpings län;06;Samtliga;48,9;12,7;52,1;76;98;94;89;84;102;95;107;75;820;
Mullsjö;0642;Jönköpings län;06;Kommunal;48,9;12,7;52,1;76;98;94;89;84;102;95;107;75;820;
Munkedal;1430;Västra Götalands län;14;Samtliga;46,2;14,0;54,7;136;112;116;125;110;145;120;111;114;1 089;
Munkedal;1430;Västra Götalands län;14;Kommunal;46,2;14,0;54,7;136;112;116;125;110;145;120;111;114;1 089;
Munkfors;1762;Värmlands län;17;Samtliga;47,0;23,5;43,2;43;45;34;42;34;39;42;40;47;366;
Munkfors;1762;Värmlands län;17;Kommunal;47,0;23,5;43,2;43;45;34;42;34;39;42;40;47;366;
Mölndal;1481;Västra Götalands län;14;Samtliga;48,0;20,7;77,5;787;872;812;831;792;865;736;844;820;7 359;
Mölndal;1481;Västra Götalands län;14;Kommunal;47,7;20,5;76,9;741;825;765;782;743;816;659;766;744;6 841;
Mölndal;1481;Västra Götalands län;14;Enskild;51,5;23,7;85,1;46;47;47;49;49;49;77;78;76;518;
Mönsterås;0861;Kalmar län;08;Samtliga;50,9;19,8;51,8;143;139;151;157;145;155;129;142;113;1 274;
Mönsterås;0861;Kalmar län;08;Kommunal;50,9;19,8;51,8;143;139;151;157;145;155;129;142;113;1 274;
Mörbylånga;0840;Kalmar län;08;Samtliga;50,1;10,1;70,2;229;194;201;190;216;210;226;226;211;1 903;
Mörbylånga;0840;Kalmar län;08;Kommunal;49,0;10,1;69,1;192;170;182;176;193;182;159;167;141;1 562;
Mörbylånga;0840;Kalmar län;08;Enskild;55,1;10,3;75,1;37;24;19;14;23;28;67;59;70;341;
Nacka;0182;Stockholms län;01;Samtliga;48,4;18,2;82,0;1 473;1 427;1 489;1 537;1 598;1 582;1 609;1 636;1 642;13 993;
Nacka;0182;Stockholms län;01;Kommunal;48,3;16,7;82,1;1 073;1 052;1 071;991;1 055;954;913;954;989;9 052;
Nacka;0182;Stockholms län;01;Enskild;48,5;20,9;82,0;400;375;418;546;543;628;696;682;653;4 941;
Nora;1884;Örebro län;18;Samtliga;49,6;20,1;59,9;136;120;124;111;122;129;121;130;126;1 119;
Nora;1884;Örebro län;18;Kommunal;49,9;20,6;58,8;124;108;112;99;111;117;121;130;126;1 048;
Nora;1884;Örebro län;18;Enskild;45,1;12,7;76,1;12;12;12;12;11;12;.;.;.;71;
Norberg;1962;Västmanlands län;19;Samtliga;47,6;25,8;39,4;70;47;58;47;54;60;64;59;79;538;
Norberg;1962;Västmanlands län;19;Kommunal;47,6;25,8;39,4;70;47;58;47;54;60;64;59;79;538;
Nordanstig;2132;Gävleborgs län;21;Samtliga;47,5;10,9;49,3;107;97;94;92;99;107;97;90;83;866;
Nordanstig;2132;Gävleborgs län;21;Kommunal;47,8;10,1;49,7;91;88;82;80;90;96;90;80;75;772;
Nordanstig;2132;Gävleborgs län;21;Enskild;44,7;17,0;45,7;16;9;12;12;9;11;7;10;8;94;
Nordmaling;2401;Västerbottens län;24;Samtliga;49,7;9,7;50,3;70;84;57;75;63;66;64;64;85;628;
Nordmaling;2401;Västerbottens län;24;Kommunal;49,7;9,7;50,3;70;84;57;75;63;66;64;64;85;628;
Norrköping;0581;Östergötlands län;05;Samtliga;49,1;28,5;61,3;1 606;1 711;1 720;1 688;1 744;1 818;1 650;1 875;1 804;15 616;
Norrköping;0581;Östergötlands län;05;Kommunal;48,8;28,5;59,3;1 420;1 518;1 517;1 351;1 377;1 283;1 017;1 199;1 191;11 873;
Norrköping;0581;Östergötlands län;05;Enskild;49,9;28,6;67,7;186;193;203;337;367;535;633;676;613;3 743;
Norrtälje;0188;Stockholms län;01;Samtliga;49,0;17,4;53,7;680;691;666;697;661;650;661;673;702;6 081;
Norrtälje;0188;Stockholms län;01;Kommunal;48,5;17,2;51,3;494;474;479;464;438;451;384;497;552;4 233;
Norrtälje;0188;Stockholms län;01;Enskild;50,2;17,8;59,4;186;217;187;233;223;199;277;176;150;1 848;
Norsjö;2417;Västerbottens län;24;Samtliga;44,2;17,9;54,3;40;47;38;44;57;46;50;44;48;414;
Norsjö;2417;Västerbottens län;24;Kommunal;44,2;17,9;54,3;40;47;38;44;57;46;50;44;48;414;
Nybro;0881;Kalmar län;08;Samtliga;48,5;29,1;52,0;241;236;210;222;187;239;223;249;211;2 018;
Nybro;0881;Kalmar län;08;Kommunal;48,5;29,2;51,9;221;221;192;207;179;221;223;249;211;1 924;
Nybro;0881;Kalmar län;08;Enskild;47,9;26,6;55,3;20;15;18;15;8;18;.;.;.;94;
Nykvarn;0140;Stockholms län;01;Samtliga;51,1;14,0;63,5;168;187;182;160;173;148;173;174;168;1 533;
Nykvarn;0140;Stockholms län;01;Kommunal;51,1;14,0;63,5;168;187;182;160;173;148;173;174;168;1 533;
Nyköping;0480;Södermanlands län;04;Samtliga;48,3;25,6;60,0;678;725;705;674;734;732;720;756;704;6 428;
Nyköping;0480;Södermanlands län;04;Kommunal;47,8;30,9;52,9;563;602;555;516;572;568;318;346;280;4 320;
Nyköping;0480;Södermanlands län;04;Enskild;49,4;14,8;74,5;115;123;150;158;162;164;402;410;424;2 108;
Nynäshamn;0192;Stockholms län;01;Samtliga;47,3;30,6;52,1;377;387;330;315;306;302;290;279;295;2 881;
Nynäshamn;0192;Stockholms län;01;Kommunal;46,9;32,1;51,9;329;333;302;283;278;302;290;279;295;2 691;
Nynäshamn;0192;Stockholms län;01;Enskild;53,2;9,5;54,7;48;54;28;32;28;.;.;.;.;190;
Nässjö;0682;Jönköpings län;06;Samtliga;49,5;34,6;53,1;397;384;394;407;387;370;382;345;345;3 411;
Nässjö;0682;Jönköpings län;06;Kommunal;49,5;34,6;53,1;397;384;394;407;387;370;382;345;345;3 411;
Ockelbo;2101;Gävleborgs län;21;Samtliga;48,6;24,2;43,1;52;46;64;56;58;70;66;46;46;504;
Ockelbo;2101;Gävleborgs län;21;Kommunal;48,6;24,2;43,1;52;46;64;56;58;70;66;46;46;504;
Olofström;1060;Blekinge län;10;Samtliga;48,8;35,6;48,9;124;112;130;133;126;150;143;170;161;1 249;
Olofström;1060;Blekinge län;10;Kommunal;48,8;35,6;48,9;124;112;130;133;126;150;143;170;161;1 249;
Orsa;2034;Dalarnas län;20;Samtliga;43,7;20,8;45,7;58;66;60;67;68;58;76;70;74;597;
Orsa;2034;Dalarnas län;20;Kommunal;44,3;..;45,0;54;64;56;65;64;55;76;70;74;578;
Orsa;2034;Dalarnas län;20;Enskild;26,3;..;68,4;4;2;4;2;4;3;.;.;.;19;
Orust;1421;Västra Götalands län;14;Samtliga;51,7;14,1;59,0;141;148;153;153;155;163;134;142;164;1 353;
Orust;1421;Västra Götalands län;14;Kommunal;50,6;13,6;56,2;112;120;121;118;127;139;126;126;156;1 145;
Orust;1421;Västra Götalands län;14;Enskild;57,7;16,8;74,0;29;28;32;35;28;24;8;16;8;208;
Osby;1273;Skåne län;12;Samtliga;47,9;29,6;50,7;143;146;137;166;148;164;176;172;155;1 407;
Osby;1273;Skåne län;12;Kommunal;47,9;29,6;50,7;143;146;137;166;148;164;176;172;155;1 407;
Oskarshamn;0882;Kalmar län;08;Samtliga;48,6;24,8;55,3;294;311;295;304;318;320;318;320;278;2 758;
Oskarshamn;0882;Kalmar län;08;Kommunal;48,5;24,7;55,6;290;304;293;302;314;313;318;320;278;2 732;
Oskarshamn;0882;Kalmar län;08;Enskild;53,8;30,8;23,1;4;7;2;2;4;7;.;.;.;26;
Ovanåker;2121;Gävleborgs län;21;Samtliga;48,3;12,2;53,7;113;138;121;124;130;137;131;122;124;1 140;
Ovanåker;2121;Gävleborgs län;21;Kommunal;48,3;12,2;53,7;113;138;121;124;130;137;131;122;124;1 140;
Oxelösund;0481;Södermanlands län;04;Samtliga;50,3;30,5;49,1;160;127;116;127;123;128;110;110;112;1 113;
Oxelösund;0481;Södermanlands län;04;Kommunal;50,3;30,5;49,1;160;127;116;127;123;128;110;110;112;1 113;
Pajala;2521;Norrbottens län;25;Samtliga;48,0;11,3;40,9;63;60;53;67;61;60;65;51;58;538;
Pajala;2521;Norrbottens län;25;Kommunal;48,6;..;41,3;59;54;49;61;54;56;57;49;53;492;
Pajala;2521;Norrbottens län;25;Enskild;41,3;..;37,0;4;6;4;6;7;4;8;2;5;46;
